BS_id,LS_id,LY_id,SP_id,BS_original_sample_id,BS_sample_date,BS_sample_type,BS_sample_number,BS_leaf_protocol,BS_note,BS_row_count
BS_220623_C_4,LS_LY_A_2022_SP_011,LY_A_2022,SP_011,A-230622-c-59-4 | A-230622-c-60-4 | A-230622-c-58-4 | A-230622-c-50-4 | A-230622-c-51-4 | A-230622-c-61-4 | A-230622-c-70-4 | A-230622-c-71-4 | A-230622-c-72-4 | A-230622-c-62-4 | A-230622-c-63-4 | A-230622-c-49-4,2022-06-23 00:00:00,deep,59.0 | 60.0 | 58.0 | 50.0 | 51.0 | 61.0 | 70.0 | 71.0 | 72.0 | 62.0 | 63.0 | 49.0,CRUSHED,,75
BS_220623_C_5,LS_LY_A_2022_SP_011,LY_A_2022,SP_011,A-230622-c-59-5 | A-230622-c-60-5 | A-230622-c-58-5 | A-230622-c-50-5 | A-230622-c-51-5 | A-230622-c-61-5 | A-230622-c-70-5 | A-230622-c-71-5 | A-230622-c-72-5 | A-230622-c-62-5 | A-230622-c-63-5 | A-230622-c-49-5,2022-06-23 00:00:00,deep,59.0 | 60.0 | 58.0 | 50.0 | 51.0 | 61.0 | 70.0 | 71.0 | 72.0 | 62.0 | 63.0 | 49.0,CRUSHED,,75
BS_220623_C_6,LS_LY_A_2022_SP_011,LY_A_2022,SP_011,A-230622-c-59-6 | A-230622-c-58-6 | A-230622-c-50-6 | A-230622-c-51-6 | A-230622-c-61-6 | A-230622-c-70-6 | A-230622-c-71-6 | A-230622-c-72-6 | A-230622-c-60-6 | A-230622-c-62-6 | A-230622-c-63-6 | A-230622-c-49-6,2022-06-23 00:00:00,deep,59.0 | 58.0 | 50.0 | 51.0 | 61.0 | 70.0 | 71.0 | 72.0 | 60.0 | 62.0 | 63.0 | 49.0,CRUSHED,,67
BS_220623_C_7,LS_LY_A_2022_SP_010,LY_A_2022,SP_010,A-230622-c-58-7 | A-230622-c-59-7 | A-230622-c-60-7 | A-230622-c-50-7 | A-230622-c-51-7 | A-230622-c-61-7 | A-230622-c-70-7 | A-230622-c-71-7 | A-230622-c-72-7 | A-230622-c-62-7 | A-230622-c-63-7 | A-230622-c-49-7,2022-06-23 00:00:00,deep,58.0 | 59.0 | 60.0 | 50.0 | 51.0 | 61.0 | 70.0 | 71.0 | 72.0 | 62.0 | 63.0 | 49.0,CRUSHED,,50
BS_220628_C_0,LS_LY_R_2022_SP_014,LY_R_2022,SP_014,R-280622-c-86 | R-280622-c-87 | R-280622-c-88 | R-280622-c-89 | R-280622-c-90 | R-280622-c-91 | R-280622-c-92 | R-280622-c-93 | R-280622-c-85 | R-280622-c-94 | R-280622-c-96 | R-280622-c-95 | ... (24 values),2022-06-28 00:00:00,timeline,86.0 | 87.0 | 88.0 | 89.0 | 90.0 | 91.0 | 92.0 | 93.0 | 85.0 | 94.0 | 96.0 | 95.0 | ... (24 values),CRUSHED,Alex_may__have_thawed_before_freezedrying | Alex_reached_room_temp_before_milling_may__have_thawed_before_freezedrying,48
BS_220628_W_1,LS_LY_R_2022_SP_024,LY_R_2022,SP_024,R-280622-s-24F | R-280622-s-23F | R-280622-s-22F | R-280622-s-21F | R-280622-s-1F | R-280622-s-2F | R-280622-s-3F | R-280622-s-4F | R-280622-s-5F | R-280622-s-6F | R-280622-s-7F | R-280622-s-8F | ... (24 values),2022-06-28 00:00:00,timeline,,WASHED,seq_twice_combine_reads | seq_twice_combine_reads_speedvac_DNA | speedvac_DNA | seq_twice_combine_reads_reached_roomtemp_before_milling_speedvac_DNA | seq_twice_combine_reads_speedvac_DNA_still_no_DNA | reached_roomtemp_before_milling;seq_twice_combine_reads_speedvac_DNA,43
BS_220704_C_0,LS_LY_R_2022_SP_001,LY_R_2022,SP_001,R-040722-c-97 | R-040722-c-98 | R-040722-c-99 | R-040722-c-100 | R-040722-c-101 | R-040722-c-102 | R-040722-c-103 | R-040722-c-104 | R-040722-c-105 | R-040722-c-106 | R-040722-c-107 | R-040722-c-108 | ... (24 values),2022-07-04 00:00:00,timeline,97.0 | 98.0 | 99.0 | 100.0 | 101.0 | 102.0 | 103.0 | 104.0 | 105.0 | 106.0 | 107.0 | 108.0 | ... (24 values),CRUSHED,,48
BS_220704_W_1,LS_LY_R_2022_SP_001,LY_R_2022,SP_001,R-040722-s-1G | R-040722-s-2G | R-040722-s-3G | R-040722-s-4G | R-040722-s-5G | R-040722-s-6G | R-040722-s-7G | R-040722-s-8G | R-040722-s-9G | R-040722-s-10G | R-040722-s-11G | R-040722-s-12G | ... (24 values),2022-07-04 00:00:00,timeline,,WASHED,seq_twice_combine_reads | speedvac_DNA,86
BS_220707_W_1,LS_LY_R_2022_SP_001,LY_R_2022,SP_001,R-070722-s-1H | R-070722-s-2H | R-070722-s-3H | R-070722-s-5H | R-070722-s-6H | R-070722-s-7H | R-070722-s-8H | R-070722-s-9H | R-070722-s-10H | R-070722-s-11H | R-070722-s-12H | R-070722-s-13H | ... (24 values),2022-07-07 00:00:00,timeline,,WASHED,seq_twice_combine_reads,89
BS_220714_C_0,LS_LY_R_2022_SP_011,LY_R_2022,SP_011,R-140722-c-131 | R-140722-c-132 | R-140722-c-133 | R-140722-c-134 | R-140722-c-135 | R-140722-c-136 | R-140722-c-137 | R-140722-c-138 | R-140722-c-139 | R-140722-c-140 | R-140722-c-141 | R-140722-c-143 | ... (23 values),2022-07-14 00:00:00,timeline,131.0 | 132.0 | 133.0 | 134.0 | 135.0 | 136.0 | 137.0 | 138.0 | 139.0 | 140.0 | 141.0 | 143.0 | ... (23 values),CRUSHED,,46
BS_220714_W_1,LS_LY_R_2022_SP_012,LY_R_2022,SP_012,R-140722-s-12I | R-140722-s-13I | R-140722-s-14I | R-140722-s-15I | R-140722-s-16I | R-140722-s-17I | R-140722-s-18I | R-140722-s-19I | R-140722-s-20I | R-140722-s-21I | R-140722-s-22I | R-140722-s-11I | ... (23 values),2022-07-14 00:00:00,timeline,,WASHED,seq_twice_combine_reads,81
BS_230530_C_1,LS_LY_T_2023_SP_051,LY_T_2023,SP_051,T-300523-c-51A-1 | T-300523-c-53A-1 | T-300523-c-55A-1 | T-300523-c-59A-1 | T-300523-c-61A-1 | T-300523-c-66A-1 | T-300523-c-68A-1 | T-300523-c-72A-1 | T-300523-c-87A-1 | T-300523-c-88A-1 | T-300523-c-89A-1 | T-300523-c-91A-1 | ... (24 values),2023-05-30 00:00:00,timeline,51.0 | 53.0 | 55.0 | 59.0 | 61.0 | 66.0 | 68.0 | 72.0 | 87.0 | 88.0 | 89.0 | 91.0 | ... (24 values),CRUSHED,,72
BS_230530_C_2,LS_LY_T_2023_SP_107,LY_T_2023,SP_107,T-300523-c-107A-2 | T-300523-c-104A-2 | T-300523-c-100A-2 | T-300523-c-91A-2 | T-300523-c-98A-2 | T-300523-c-25A-2 | T-300523-c-26A-2 | T-300523-c-28A-2 | T-300523-c-35A-2 | T-300523-c-51A-2 | T-300523-c-53A-2 | T-300523-c-10A-2 | ... (23 values),2023-05-30 00:00:00,timeline,107.0 | 104.0 | 100.0 | 91.0 | 98.0 | 25.0 | 26.0 | 28.0 | 35.0 | 51.0 | 53.0 | 10.0 | ... (23 values),CRUSHED,,46
BS_230530_W_1,LS_LY_T_2023_SP_003,LY_T_2023,SP_003,T-300523-3A | T-300523-107A | T-300523-44A | T-300523-41A | T-300523-38A | T-300523-37A | T-300523-35A | T-300523-28A | T-300523-26A | T-300523-25A | T-300523-24A | T-300523-22A | ... (36 values),2023-05-30 00:00:00,timeline,,WASHED,,36
BS_230606_C_1,LS_LY_T_2023_SP_087,LY_T_2023,SP_087,T-060623-c-87B-1 | T-060623-c-3B-1 | T-060623-c-5B-1 | T-060623-c-9B-1 | T-060623-c-82B-1 | T-060623-c-10B-1 | T-060623-c-17B-1 | T-060623-c-22B-1 | T-060623-c-88B-1 | T-060623-c-107B-1 | T-060623-c-104B-1 | T-060623-c-100B-1 | ... (35 values),2023-06-06 00:00:00,timeline,87.0 | 3.0 | 5.0 | 9.0 | 82.0 | 10.0 | 17.0 | 22.0 | 88.0 | 107.0 | 104.0 | 100.0 | ... (35 values),CRUSHED,,105
BS_230606_C_2,LS_LY_T_2023_SP_104,LY_T_2023,SP_104,T-060623-c-104B-2 | T-060623-c-107B-2 | T-060623-c-98B-2 | T-060623-c-100B-2 | T-060623-c-91B-2 | T-060623-c-89B-2 | T-060623-c-17B-2 | T-060623-c-82B-2 | T-060623-c-3B-2 | T-060623-c-5B-2 | T-060623-c-9B-2 | T-060623-c-10B-2 | ... (33 values),2023-06-06 00:00:00,timeline,104.0 | 107.0 | 98.0 | 100.0 | 91.0 | 89.0 | 17.0 | 82.0 | 3.0 | 5.0 | 9.0 | 10.0 | ... (33 values),CRUSHED,,66
BS_230606_W_1,LS_LY_T_2023_SP_051,LY_T_2023,SP_051,T-060623-51B | T-060623-44B | T-060623-41B | T-060623-38B | T-060623-37B | T-060623-35B | T-060623-53B | T-060623-28B | T-060623-25B | T-060623-24B | T-060623-22B | T-060623-18B | ... (36 values),2023-06-06 00:00:00,timeline,,WASHED,,36
BS_230613_C_1,LS_LY_T_2023_SP_104,LY_T_2023,SP_104,T-130623-c-104C-1 | T-130623-c-100C-1 | T-130623-c-98C-1 | T-130623-c-91C-1 | T-130623-c-89C-1 | T-130623-c-88C-1 | T-130623-c-87C-1 | T-130623-c-107C-1 | T-130623-c-82C-1 | T-130623-c-80C-1 | T-130623-c-75C-1 | T-130623-c-72C-1 | ... (35 values),2023-06-13 00:00:00,timeline,104.0 | 100.0 | 98.0 | 91.0 | 89.0 | 88.0 | 87.0 | 107.0 | 82.0 | 80.0 | 75.0 | 72.0 | ... (35 values),CRUSHED,,105
BS_230613_C_2,LS_LY_T_2023_SP_024,LY_T_2023,SP_024,T-130623-c-24C-2 | T-130623-c-22C-2 | T-130623-c-18C-2 | T-130623-c-17C-2 | T-130623-c-5C-2 | T-130623-c-3C-2 | T-130623-c-9C-2 | T-130623-c-25C-2 | T-130623-c-55C-2 | T-130623-c-28C-2 | T-130623-c-35C-2 | T-130623-c-37C-2 | ... (35 values),2023-06-13 00:00:00,timeline,24.0 | 22.0 | 18.0 | 17.0 | 5.0 | 3.0 | 9.0 | 25.0 | 55.0 | 28.0 | 35.0 | 37.0 | ... (35 values),CRUSHED,,70
BS_230613_W_1,LS_LY_T_2023_SP_003,LY_T_2023,SP_003,T-130623-3C | T-130623-5C | T-130623-10C | T-130623-55C | T-130623-53C | T-130623-51C | T-130623-44C | T-130623-41C | T-130623-38C | T-130623-37C | T-130623-35C | T-130623-28C | ... (36 values),2023-06-13 00:00:00,timeline,,WASHED,,36
BS_230620_C_1,LS_LY_T_2023_SP_107,LY_T_2023,SP_107,T-200623-c-107D-1 | T-200623-c-104D-1 | T-200623-c-100D-1 | T-200623-c-91D-1 | T-200623-c-89D-1 | T-200623-c-88D-1 | T-200623-c-87D-1 | T-200623-c-82D-1 | T-200623-c-81D-1 | T-200623-c-80D-1 | T-200623-c-98D-1 | T-200623-c-75D-1 | ... (34 values),2023-06-20 00:00:00,timeline,107.0 | 104.0 | 100.0 | 91.0 | 89.0 | 88.0 | 87.0 | 82.0 | 81.0 | 80.0 | 98.0 | 75.0 | ... (34 values),CRUSHED,,102
BS_230620_C_2,LS_LY_T_2023_SP_098,LY_T_2023,SP_098,T-200623-c-98D-2 | T-200623-c-59D-2 | T-200623-c-61D-2 | T-200623-c-66D-2 | T-200623-c-68D-2 | T-200623-c-72D-2 | T-200623-c-75D-2 | T-200623-c-80D-2 | T-200623-c-81D-2 | T-200623-c-82D-2 | T-200623-c-87D-2 | T-200623-c-88D-2 | ... (34 values),2023-06-20 00:00:00,timeline,98.0 | 59.0 | 61.0 | 66.0 | 68.0 | 72.0 | 75.0 | 80.0 | 81.0 | 82.0 | 87.0 | 88.0 | ... (34 values),CRUSHED,,68
BS_230620_W_1,LS_LY_T_2023_SP_059,LY_T_2023,SP_059,T-200623-59D | T-200623-55D | T-200623-53D | T-200623-51D | T-200623-44D | T-200623-41D | T-200623-61D | T-200623-38D | T-200623-35D | T-200623-28D | T-200623-26D | T-200623-25D | ... (36 values),2023-06-20 00:00:00,timeline,,WASHED,,36
BS_230621_W_1,LS_LY_T_2023_SP_107,LY_T_2023,SP_107,T-210623-aphid-107D | T-210623-aphid-100D | T-210623-aphid-98D | T-210623-aphid-72D | T-210623-aphid-66D | T-210623-aphid-5-68D | T-210623-aphid-3-61D | T-210623-aphid-104D,2023-06-21 00:00:00,timeline,,WASHED,mix_of_sample_5_and_68_hole_in_beaker_lost_20ml | mix_of_sample_3_and_6_pooled_after_centrifugation_hole_in_bag3_lost_33ml,24
BS_230622_W_1,LS_LY_A_2022_SP_014,LY_A_2022,SP_014,A-230622-w-14-1 | A-230622-w-9-1 | A-230622-w-10-1 | A-230622-w-12-1 | A-230622-w-8-1 | A-230622-w-7-1 | A-230622-w-3-1 | A-230622-w-1-1 | A-230622-w-11-1 | A-230622-w-6-1 | A-230622-w-4-1 | A-230622-w-5-1 | ... (49 values),230622,,,WASHED,DNA_input_below_100pg | tube_marked_soil_AND_DNA_input_below_100pg,118
BS_230622_W_2,LS_LY_A_2022_SP_009,LY_A_2022,SP_009,A-230622-w-9-2 | A-230622-w-10-2 | A-230622-w-11-2 | A-230622-w-12-2 | A-230622-w-8-2 | A-230622-w-2-2 | A-230622-w-3-2 | A-230622-w-1-2 | A-230622-w-7-2 | A-230622-w-6-2 | A-230622-w-4-2 | A-230622-w-5-2 | ... (48 values),230622,,,WASHED,DNA_input_below_100pg,119
BS_230622_W_3,LS_LY_A_2022_SP_009,LY_A_2022,SP_009,A-230622-w-9-3 | A-230622-w-10-3 | A-230622-w-11-3 | A-230622-w-12-3 | A-230622-w-1-3 | A-230622-w-2-3 | A-230622-w-3-3 | A-230622-w-6-3 | A-230622-w-7-3 | A-230622-w-8-3 | A-230622-w-4-3 | A-230622-w-5-3 | ... (47 values),230622,,,WASHED,DNA_input_below_100pg,118
BS_230622_W_4,LS_LY_A_2022_SP_010,LY_A_2022,SP_010,A-230622-w-10-4 | A-230622-w-11-4 | A-230622-w-13-4 | A-230622-w-1-4 | A-230622-w-2-4 | A-230622-w-6-4 | A-230622-w-7-4 | A-230622-w-8-4 | A-230622-w-9-4 | A-230622-w-3-4 | A-230622-w-4-4 | A-230622-w-5-4 | ... (47 values),230622,,,WASHED,DNA_input_below_100pg,116
BS_230622_W_5,LS_LY_A_2022_SP_013,LY_A_2022,SP_013,A-230622-w-13-5 | A-230622-w-11-5 | A-230622-w-1-5 | A-230622-w-10-5 | A-230622-w-2-5 | A-230622-w-3-5 | A-230622-w-6-5 | A-230622-w-7-5 | A-230622-w-8-5 | A-230622-w-9-5 | A-230622-w-4-5 | A-230622-w-5-5 | ... (46 values),230622,,,WASHED,DNA_input_below_100pg,114
BS_230622_W_6,LS_LY_A_2022_SP_009,LY_A_2022,SP_009,A-230622-w-9-6 | A-230622-w-11-6 | A-230622-w-13-6 | A-230622-w-7-6 | A-230622-w-6-6 | A-230622-w-1-6 | A-230622-w-2-6 | A-230622-w-10-6 | A-230622-w-8-6 | A-230622-w-5-6 | A-230622-w-3-6 | A-230622-w-4-6 | ... (46 values),230622,,,WASHED,DNA_input_below_100pg,116
BS_230622_W_7,LS_LY_A_2022_SP_008,LY_A_2022,SP_008,A-230622-w-8-7 | A-230622-w-11-7 | A-230622-w-7-7 | A-230622-w-13-7 | A-230622-w-6-7 | A-230622-w-1-7 | A-230622-w-2-7 | A-230622-w-9-7 | A-230622-w-10-7 | A-230622-w-3-7 | A-230622-w-4-7 | A-230622-w-5-7 | ... (46 values),230622,,,WASHED,DNA_input_below_100pg,116
BS_230627_C_0,LS_LY_T_2023_SP_093,LY_T_2023,SP_093,T-270623-c-93 | T-270623-c-94 | T-270623-c-95 | T-270623-c-96 | T-270623-c-97 | T-270623-c-98 | T-270623-c-99 | T-270623-c-100 | T-270623-c-101 | T-270623-c-103 | T-270623-c-104 | T-270623-c-105 | ... (108 values),2023-06-27 00:00:00,deep | deep/timeline,93.0 | 94.0 | 95.0 | 96.0 | 97.0 | 98.0 | 99.0 | 100.0 | 101.0 | 103.0 | 104.0 | 105.0 | ... (108 values),CRUSHED,less_than_4_mg_leaf | less_than_5_mg_leaf,232
BS_230627_W_1,LS_LY_T_2023_SP_024,LY_T_2023,SP_024,T-270623-24E | T-270623-25E | T-270623-26E | T-270623-28E | T-270623-35E | T-270623-37E | T-270623-38E | T-270623-41E | T-270623-44E | T-270623-51E | T-270623-53E | T-270623-55E | ... (36 values),2023-06-27 00:00:00,timeline,,WASHED,,36
BS_230704_C_1,LS_LY_T_2023_SP_022,LY_T_2023,SP_022,T-040723-c-22E-1 | T-040723-c-18E-1 | T-040723-c-17E-1 | T-040723-c-9E-1 | T-040723-c-5E-1 | T-040723-c-24E-1 | T-040723-c-25E-1 | T-040723-c-28E-1 | T-040723-c-81E-1 | T-040723-c-80E-1 | T-040723-c-75E-1 | T-040723-c-72E-1 | ... (35 values),2023-07-04 00:00:00,timeline,22.0 | 18.0 | 17.0 | 9.0 | 5.0 | 24.0 | 25.0 | 28.0 | 81.0 | 80.0 | 75.0 | 72.0 | ... (35 values),CRUSHED,,104
BS_230704_C_2,LS_LY_T_2023_SP_005,LY_T_2023,SP_005,T-040723-c-5E-2 | T-040723-c-9E-2 | T-040723-c-10E-2 | T-040723-c-17E-2 | T-040723-c-18E-2 | T-040723-c-22E-2 | T-040723-c-24E-2 | T-040723-c-26E-2 | T-040723-c-107E-2 | T-040723-c-100E-2 | T-040723-c-98E-2 | T-040723-c-91E-2 | ... (34 values),2023-07-04 00:00:00,timeline,5.0 | 9.0 | 10.0 | 17.0 | 18.0 | 22.0 | 24.0 | 26.0 | 107.0 | 100.0 | 98.0 | 91.0 | ... (34 values),CRUSHED,,68
BS_230704_W_1,LS_LY_T_2023_SP_081,LY_T_2023,SP_081,T-040723-s-81F | T-040723-s-80F | T-040723-s-75F | T-040723-s-66F | T-040723-s-68F | T-040723-s-82F | T-040723-s-59F | T-040723-s-72F | T-040723-s-87F | T-040723-s-98F | T-040723-s-89F | T-040723-s-91F | ... (72 values),2023-07-04 00:00:00,timeline,,WASHED,,106
BS_230711_C_1,LS_LY_T_2023_SP_041,LY_T_2023,SP_041,T-110723-c-41F-1 | T-110723-c-107F-1 | T-110723-c-104F-1 | T-110723-c-100F-1 | T-110723-c-28F-1 | T-110723-c-26F-1 | T-110723-c-24F-1 | T-110723-c-22F-1 | T-110723-c-18F-1 | T-110723-c-17F-1 | T-110723-c-10F-1 | T-110723-c-35F-1 | ... (36 values),2023-07-11 00:00:00,timeline,41.0 | 107.0 | 104.0 | 100.0 | 28.0 | 26.0 | 24.0 | 22.0 | 18.0 | 17.0 | 10.0 | 35.0 | ... (36 values),CRUSHED,,107
BS_230711_C_2,LS_LY_T_2023_SP_022,LY_T_2023,SP_022,T-110723-c-22F-2 | T-110723-c-18F-2 | T-110723-c-17F-2 | T-110723-c-10F-2 | T-110723-c-9F-2 | T-110723-c-24F-2 | T-110723-c-5F-2 | T-110723-c-3F-2 | T-110723-c-25F-2 | T-110723-c-26F-2 | T-110723-c-28F-2 | T-110723-c-55F-2 | ... (35 values),2023-07-11 00:00:00,timeline,22.0 | 18.0 | 17.0 | 10.0 | 9.0 | 24.0 | 5.0 | 3.0 | 25.0 | 26.0 | 28.0 | 55.0 | ... (35 values),CRUSHED,,70
BS_230711_W_1,LS_LY_T_2023_SP_003,LY_T_2023,SP_003,T-110723-s-3G | T-110723-s-5G | T-110723-s-9G | T-110723-s-10G | T-110723-s-17G | T-110723-s-24G | T-110723-s-22G | T-110723-s-100G | T-110723-s-104G | T-110723-s-107G | T-110723-s-98G | T-110723-s-18G | ... (72 values),2023-07-11 00:00:00,timeline,,WASHED,,110
BS_230718_C_1,LS_LY_T_2023_SP_051,LY_T_2023,SP_051,T-180723-c-51G-1 | T-180723-c-44G-1 | T-180723-c-41G-1 | T-180723-c-38G-1 | T-180723-c-37G-1 | T-180723-c-35G-1 | T-180723-c-28G-1 | T-180723-c-53G-1 | T-180723-c-26G-1 | T-180723-c-24G-1 | T-180723-c-22G-1 | T-180723-c-18G-1 | ... (35 values),2023-07-18 00:00:00,timeline,51.0 | 44.0 | 41.0 | 38.0 | 37.0 | 35.0 | 28.0 | 53.0 | 26.0 | 24.0 | 22.0 | 18.0 | ... (35 values),CRUSHED,,105
BS_230718_C_2,LS_LY_T_2023_SP_051,LY_T_2023,SP_051,T-180723-c-51G-2 | T-180723-c-53G-2 | T-180723-c-55G-2 | T-180723-c-61G-2 | T-180723-c-66G-2 | T-180723-c-68G-2 | T-180723-c-72G-2 | T-180723-c-75G-2 | T-180723-c-44G-2 | T-180723-c-80G-2 | T-180723-c-82G-2 | T-180723-c-87G-2 | ... (33 values),2023-07-18 00:00:00,timeline,51.0 | 53.0 | 55.0 | 61.0 | 66.0 | 68.0 | 72.0 | 75.0 | 44.0 | 80.0 | 82.0 | 87.0 | ... (33 values),CRUSHED,build_lib_x2_low_output_x2,66
BS_230718_W_1,LS_LY_T_2023_SP_003,LY_T_2023,SP_003,T-180723-s-3H | T-180723-s-5H | T-180723-s-9H | T-180723-s-10H | T-180723-s-17H | T-180723-s-18H | T-180723-s-25H | T-180723-s-28H | T-180723-s-37H | T-180723-s-38H | T-180723-s-41H | T-180723-s-51H | ... (72 values),2023-07-18 00:00:00,timeline,,WASHED,,141
BS_240622_W_1,LS_LY_S_2022_SP_016,LY_S_2022,SP_016,S-240622-w-16-1 | S-240622-w-19-1 | S-240622-w-20-1 | S-240622-w-17-1 | S-240622-w-18-1 | S-240622-w-21-1 | S-240622-w-22-1 | S-240622-w-15-1 | S-240622-w-9-1 | S-240622-w-2-1 | S-240622-w-1-1 | S-240622-w-8-1 | ... (24 values),240622,,,WASHED,DNA_input_below_100pg,58
BS_240622_W_2,LS_LY_S_2022_SP_016,LY_S_2022,SP_016,S-240622-w-16-2 | S-240622-w-18-2 | S-240622-w-17-2 | S-240622-w-20-2 | S-240622-w-23-2 | S-240622-w-21-2 | S-240622-w-22-2 | S-240622-w-19-2 | S-240622-w-14-2 | S-240622-w-15-2 | S-240622-w-9-2 | S-240622-w-2-2 | ... (24 values),240622,,,WASHED,DNA_input_below_100pg | sample_re_extracted,59
BS_240622_W_3,LS_LY_S_2022_SP_016,LY_S_2022,SP_016,S-240622-w-16-3 | S-240622-w-19-3 | S-240622-w-18-3 | S-240622-w-17-3 | S-240622-w-20-3 | S-240622-w-23-3 | S-240622-w-21-3 | S-240622-w-22-3 | S-240622-w-14-3 | S-240622-w-15-3 | S-240622-w-9-3 | S-240622-w-8-3 | ... (24 values),240622,,,WASHED,DNA_input_below_100pg,59
BS_240622_W_4,LS_LY_S_2022_SP_017,LY_S_2022,SP_017,S-240622-w-17-4 | S-240622-w-19-4 | S-240622-w-16-4 | S-240622-w-23-4 | S-240622-w-20-4 | S-240622-w-21-4 | S-240622-w-22-4 | S-240622-w-14-4 | S-240622-w-15-4 | S-240622-w-11-4 | S-240622-w-9-4 | S-240622-w-8-4 | ... (24 values),240622,,,WASHED,DNA_input_below_100pg | sample_re_extracted,58
BS_240622_W_5,LS_LY_S_2022_SP_018,LY_S_2022,SP_018,S-240622-w-18-5 | S-240622-w-16-5 | S-240622-w-17-5 | S-240622-w-23-5 | S-240622-w-22-5 | S-240622-w-20-5 | S-240622-w-21-5 | S-240622-w-15-5 | S-240622-w-19-5 | S-240622-w-14-5 | S-240622-w-11-5 | S-240622-w-9-5 | ... (24 values),240622,,,WASHED,DNA_input_below_100pg,59
BS_240622_W_6,LS_LY_S_2022_SP_019,LY_S_2022,SP_019,S-240622-w-19-6 | S-240622-w-18-6 | S-240622-w-16-6 | S-240622-w-17-6 | S-240622-w-23-6 | S-240622-w-22-6 | S-240622-w-15-6 | S-240622-w-20-6 | S-240622-w-21-6 | S-240622-w-14-6 | S-240622-w-9-6 | S-240622-w-8-6 | ... (24 values),240622,,,WASHED,DNA_input_below_100pg,59
BS_240622_W_7,LS_LY_S_2022_SP_015,LY_S_2022,SP_015,S-240622-w-15-7 | S-240622-w-19-7 | S-240622-w-18-7 | S-240622-w-16-7 | S-240622-w-17-7 | S-240622-w-22-7 | S-240622-w-23-7 | S-240622-w-20-7 | S-240622-w-21-7 | S-240622-w-14-7 | S-240622-w-8-7 | S-240622-w-1-7 | ... (24 values),240622,,,WASHED,DNA_input_below_100pg,59
BS_280622_W_0,LS_LY_R_2022_SP_002,LY_R_2022,SP_002,R-280622-w-F2 | R-280622-w-F5 | R-280622-w-F8 | R-280622-w-F1 | R-280622-w-F7 | R-280622-w-F9 | R-280622-w-F6 | R-280622-w-F10 | R-280622-w-F4 | R-280622-w-F3 | R-280622-w-F19 | R-280622-w-F15 | ... (24 values),280622,,,WASHED,DNA_input_below_100pg,48
BS_ALXCTL_X_0,LS_LY_X_0000_SP_000,LY_X_0000,SP_000,alex-control,,,,WASHED,not_a_sample_do_not_inlcude,4
BS_CONTAM_X_0,LS_LY_Z_0000_SP_000,LY_Z_0000,SP_000,contaminated-well,,,,CRUSHED,,1
BS_DESCTL_X_0,LS_LY_X_0000_SP_000,LY_X_0000,SP_000,DES,,,,WASHED,kit_control_des_elution_buffer_DNA_ext,1
BS_MYSTRY_X_0,LS_LY_Z_0000_SP_000,LY_Z_0000,SP_000,T-150621-c-mystery,,,,CRUSHED,missing_not_a_sample_do_not_include | not_a_sample_do_not_include,2
BS_PBSCTL_X_0,LS_LY_X_0000_SP_000,LY_X_0000,SP_000,1xPBS,,,,WASHED,kit_control_pbs_wash_buffer,2
BS_ULWCTL_X_0,LS_LY_X_0000_SP_000,LY_X_0000,SP_000,Ultrapure-water,,timeline,,WASHED | CRUSHED,reads_in_seq230714_FWU63_based_on_spiked_DNA_do_not_use_these_use_those_from seq231107_RISO1 | use_these_reads_from seq231107_RISO1_not_reads_in_seq230714_FWU63 | lib_prep_control,84
BS_ZYMCTL_X_0,LS_LY_X_0000_SP_000,LY_X_0000,SP_000,ZymoBIOMICS-Microbial-Community-DNA-Standard-D6306,,timeline,,WASHED | CRUSHED,reads_in_seq230714_FWU63_based_on_spiked_DNA_do_not_use_these_use_those_from seq231107_RISO1 | use_these_reads_from seq231107_RISO1_not_reads_in_seq230714_FWU63 | high_DNA_in_neg,72
