RC_id,SR_id,RC_path,RC_filename,RC_read_direction,RC_reads
RC_seq240222_RQS8X_S_240622_16S_w_4_1_S56_L001_R1_001_fastq_gz,seq240222_RQS8X,./seq240222_RQS8X/S-240622-16S-w-4-1_S56_L001_R1_001.fastq.gz,S-240622-16S-w-4-1_S56_L001_R1_001.fastq.gz,R1,27852
RC_seq240222_RQS8X_R_100622_16S_w_B11_S35_L001_R1_001_fastq_gz,seq240222_RQS8X,./seq240222_RQS8X/R-100622-16S-w-B11_S35_L001_R1_001.fastq.gz,R-100622-16S-w-B11_S35_L001_R1_001.fastq.gz,R1,13799
RC_seq240222_RQS8X_H_200622_ITS_w_11_1_S163_L001_R1_001_fastq_gz,seq240222_RQS8X,./seq240222_RQS8X/H-200622-ITS-w-11-1_S163_L001_R1_001.fastq.gz,H-200622-ITS-w-11-1_S163_L001_R1_001.fastq.gz,R1,25918
RC_seq240222_RQS8X_S_240622_16S_w_10_5_S102_L001_R1_001_fastq_gz,seq240222_RQS8X,./seq240222_RQS8X/S-240622-16S-w-10-5_S102_L001_R1_001.fastq.gz,S-240622-16S-w-10-5_S102_L001_R1_001.fastq.gz,R1,39778
RC_seq240222_RQS8X_S_240622_16S_w_5_1_S63_L001_R2_001_fastq_gz,seq240222_RQS8X,./seq240222_RQS8X/S-240622-16S-w-5-1_S63_L001_R2_001.fastq.gz,S-240622-16S-w-5-1_S63_L001_R2_001.fastq.gz,R2,37733
RC_seq240222_RQS8X_T_210623_s_aphid_66D_S155_L001_R2_001_fastq_gz,seq240222_RQS8X,./seq240222_RQS8X/T-210623-s-aphid-66D_S155_L001_R2_001.fastq.gz,T-210623-s-aphid-66D_S155_L001_R2_001.fastq.gz,R2,189683
RC_seq240222_RQS8X_A_230622_16S_c_59_1_S147_L001_R2_001_fastq_gz,seq240222_RQS8X,./seq240222_RQS8X/A-230622-16S-c-59-1_S147_L001_R2_001.fastq.gz,A-230622-16S-c-59-1_S147_L001_R2_001.fastq.gz,R2,27597
RC_seq240222_RQS8X_S_240622_16S_w_9_3_S93_L001_R1_001_fastq_gz,seq240222_RQS8X,./seq240222_RQS8X/S-240622-16S-w-9-3_S93_L001_R1_001.fastq.gz,S-240622-16S-w-9-3_S93_L001_R1_001.fastq.gz,R1,33862
RC_seq240222_RQS8X_H_200622_ITS_w_6_3_S131_L001_R1_001_fastq_gz,seq240222_RQS8X,./seq240222_RQS8X/H-200622-ITS-w-6-3_S131_L001_R1_001.fastq.gz,H-200622-ITS-w-6-3_S131_L001_R1_001.fastq.gz,R1,38735
RC_seq240222_RQS8X_S_240622_16S_w_11_6_S110_L001_R1_001_fastq_gz,seq240222_RQS8X,./seq240222_RQS8X/S-240622-16S-w-11-6_S110_L001_R1_001.fastq.gz,S-240622-16S-w-11-6_S110_L001_R1_001.fastq.gz,R1,39114
RC_seq240222_RQS8X_R_170622_16S_w_D9_S81_L001_R1_001_fastq_gz,seq240222_RQS8X,./seq240222_RQS8X/R-170622-16S-w-D9_S81_L001_R1_001.fastq.gz,R-170622-16S-w-D9_S81_L001_R1_001.fastq.gz,R1,17748
RC_seq240222_RQS8X_R_100622_16S_w_B19_S43_L001_R2_001_fastq_gz,seq240222_RQS8X,./seq240222_RQS8X/R-100622-16S-w-B19_S43_L001_R2_001.fastq.gz,R-100622-16S-w-B19_S43_L001_R2_001.fastq.gz,R2,31319
RC_seq240222_RQS8X_S_240622_16S_w_11_1_S105_L001_R1_001_fastq_gz,seq240222_RQS8X,./seq240222_RQS8X/S-240622-16S-w-11-1_S105_L001_R1_001.fastq.gz,S-240622-16S-w-11-1_S105_L001_R1_001.fastq.gz,R1,29806
RC_seq240222_RQS8X_S_240622_16S_w_8_6_S89_L001_R2_001_fastq_gz,seq240222_RQS8X,./seq240222_RQS8X/S-240622-16S-w-8-6_S89_L001_R2_001.fastq.gz,S-240622-16S-w-8-6_S89_L001_R2_001.fastq.gz,R2,132481
RC_seq240222_RQS8X_S_240622_16S_w_9_5_S95_L001_R2_001_fastq_gz,seq240222_RQS8X,./seq240222_RQS8X/S-240622-16S-w-9-5_S95_L001_R2_001.fastq.gz,S-240622-16S-w-9-5_S95_L001_R2_001.fastq.gz,R2,44509
RC_seq240222_RQS8X_R_2023_16S_P1_pos_S94_L001_R1_001_fastq_gz,seq240222_RQS8X,./seq240222_RQS8X/R-2023-16S-P1-pos_S94_L001_R1_001.fastq.gz,R-2023-16S-P1-pos_S94_L001_R1_001.fastq.gz,R1,24926
RC_seq240222_RQS8X_R_070622_16S_w_A13_S13_L001_R2_001_fastq_gz,seq240222_RQS8X,./seq240222_RQS8X/R-070622-16S-w-A13_S13_L001_R2_001.fastq.gz,R-070622-16S-w-A13_S13_L001_R2_001.fastq.gz,R2,21780
RC_seq240222_RQS8X_R_170622_16S_w_D10_S82_L001_R1_001_fastq_gz,seq240222_RQS8X,./seq240222_RQS8X/R-170622-16S-w-D10_S82_L001_R1_001.fastq.gz,R-170622-16S-w-D10_S82_L001_R1_001.fastq.gz,R1,27075
RC_seq240222_RQS8X_A_230622_16S_c_59_6_S152_L001_R2_001_fastq_gz,seq240222_RQS8X,./seq240222_RQS8X/A-230622-16S-c-59-6_S152_L001_R2_001.fastq.gz,A-230622-16S-c-59-6_S152_L001_R2_001.fastq.gz,R2,28135
RC_seq240222_RQS8X_H_200622_ITS_w_1_2_S97_L001_R1_001_fastq_gz,seq240222_RQS8X,./seq240222_RQS8X/H-200622-ITS-w-1-2_S97_L001_R1_001.fastq.gz,H-200622-ITS-w-1-2_S97_L001_R1_001.fastq.gz,R1,27952
RC_seq240222_RQS8X_R_070622_16S_w_A15_S15_L001_R1_001_fastq_gz,seq240222_RQS8X,./seq240222_RQS8X/R-070622-16S-w-A15_S15_L001_R1_001.fastq.gz,R-070622-16S-w-A15_S15_L001_R1_001.fastq.gz,R1,23242
RC_seq240222_RQS8X_H_200622_ITS_w_12_2_S171_L001_R1_001_fastq_gz,seq240222_RQS8X,./seq240222_RQS8X/H-200622-ITS-w-12-2_S171_L001_R1_001.fastq.gz,H-200622-ITS-w-12-2_S171_L001_R1_001.fastq.gz,R1,32765
RC_seq240222_RQS8X_A_230622_16S_c_51_4_S130_L001_R1_001_fastq_gz,seq240222_RQS8X,./seq240222_RQS8X/A-230622-16S-c-51-4_S130_L001_R1_001.fastq.gz,A-230622-16S-c-51-4_S130_L001_R1_001.fastq.gz,R1,27349
RC_seq240222_RQS8X_R_100622_16S_w_B6_S30_L001_R1_001_fastq_gz,seq240222_RQS8X,./seq240222_RQS8X/R-100622-16S-w-B6_S30_L001_R1_001.fastq.gz,R-100622-16S-w-B6_S30_L001_R1_001.fastq.gz,R1,28818
RC_seq240222_RQS8X_H_200622_ITS_w_9_2_S150_L001_R2_001_fastq_gz,seq240222_RQS8X,./seq240222_RQS8X/H-200622-ITS-w-9-2_S150_L001_R2_001.fastq.gz,H-200622-ITS-w-9-2_S150_L001_R2_001.fastq.gz,R2,31850
RC_seq240222_RQS8X_A_230622_16S_c_59_4_S150_L001_R2_001_fastq_gz,seq240222_RQS8X,./seq240222_RQS8X/A-230622-16S-c-59-4_S150_L001_R2_001.fastq.gz,A-230622-16S-c-59-4_S150_L001_R2_001.fastq.gz,R2,21557
RC_seq240222_RQS8X_R_170622_16S_w_D6_S78_L001_R1_001_fastq_gz,seq240222_RQS8X,./seq240222_RQS8X/R-170622-16S-w-D6_S78_L001_R1_001.fastq.gz,R-170622-16S-w-D6_S78_L001_R1_001.fastq.gz,R1,40201
RC_seq240222_RQS8X_H_200622_ITS_w_6_1_S129_L001_R1_001_fastq_gz,seq240222_RQS8X,./seq240222_RQS8X/H-200622-ITS-w-6-1_S129_L001_R1_001.fastq.gz,H-200622-ITS-w-6-1_S129_L001_R1_001.fastq.gz,R1,25916
RC_seq240222_RQS8X_R_100622_16S_w_B20_S44_L001_R2_001_fastq_gz,seq240222_RQS8X,./seq240222_RQS8X/R-100622-16S-w-B20_S44_L001_R2_001.fastq.gz,R-100622-16S-w-B20_S44_L001_R2_001.fastq.gz,R2,17270
RC_seq240222_RQS8X_R_140722_16S_w_I15_S23_L001_R2_001_fastq_gz,seq240222_RQS8X,./seq240222_RQS8X/R-140722-16S-w-I15_S23_L001_R2_001.fastq.gz,R-140722-16S-w-I15_S23_L001_R2_001.fastq.gz,R2,36146
RC_seq240222_RQS8X_R_070622_16S_w_A20_S20_L001_R1_001_fastq_gz,seq240222_RQS8X,./seq240222_RQS8X/R-070622-16S-w-A20_S20_L001_R1_001.fastq.gz,R-070622-16S-w-A20_S20_L001_R1_001.fastq.gz,R1,17589
RC_seq240222_RQS8X_S_240622_16S_w_11_4_S108_L001_R1_001_fastq_gz,seq240222_RQS8X,./seq240222_RQS8X/S-240622-16S-w-11-4_S108_L001_R1_001.fastq.gz,S-240622-16S-w-11-4_S108_L001_R1_001.fastq.gz,R1,41699
RC_seq240222_RQS8X_S_240622_16S_w_2_2_S43_L001_R2_001_fastq_gz,seq240222_RQS8X,./seq240222_RQS8X/S-240622-16S-w-2-2_S43_L001_R2_001.fastq.gz,S-240622-16S-w-2-2_S43_L001_R2_001.fastq.gz,R2,38498
RC_seq240222_RQS8X_S_240622_16S_w_2_4_S45_L001_R1_001_fastq_gz,seq240222_RQS8X,./seq240222_RQS8X/S-240622-16S-w-2-4_S45_L001_R1_001.fastq.gz,S-240622-16S-w-2-4_S45_L001_R1_001.fastq.gz,R1,41834
RC_seq240222_RQS8X_S_240622_16S_w_11_3_S107_L001_R1_001_fastq_gz,seq240222_RQS8X,./seq240222_RQS8X/S-240622-16S-w-11-3_S107_L001_R1_001.fastq.gz,S-240622-16S-w-11-3_S107_L001_R1_001.fastq.gz,R1,43885
RC_seq240222_RQS8X_R_170622_16S_w_D3_S75_L001_R1_001_fastq_gz,seq240222_RQS8X,./seq240222_RQS8X/R-170622-16S-w-D3_S75_L001_R1_001.fastq.gz,R-170622-16S-w-D3_S75_L001_R1_001.fastq.gz,R1,21129
RC_seq240222_RQS8X_S_240622_16S_w_8_1_S84_L001_R2_001_fastq_gz,seq240222_RQS8X,./seq240222_RQS8X/S-240622-16S-w-8-1_S84_L001_R2_001.fastq.gz,S-240622-16S-w-8-1_S84_L001_R2_001.fastq.gz,R2,32279
RC_seq240222_RQS8X_A_230622_16S_c_51_6_S132_L001_R1_001_fastq_gz,seq240222_RQS8X,./seq240222_RQS8X/A-230622-16S-c-51-6_S132_L001_R1_001.fastq.gz,A-230622-16S-c-51-6_S132_L001_R1_001.fastq.gz,R1,24760
RC_seq240222_RQS8X_S_240622_16S_w_10_2_S99_L001_R2_001_fastq_gz,seq240222_RQS8X,./seq240222_RQS8X/S-240622-16S-w-10-2_S99_L001_R2_001.fastq.gz,S-240622-16S-w-10-2_S99_L001_R2_001.fastq.gz,R2,37561
RC_seq240222_RQS8X_H_200622_ITS_w_9_6_S154_L001_R1_001_fastq_gz,seq240222_RQS8X,./seq240222_RQS8X/H-200622-ITS-w-9-6_S154_L001_R1_001.fastq.gz,H-200622-ITS-w-9-6_S154_L001_R1_001.fastq.gz,R1,20566
RC_seq240222_RQS8X_H_200622_ITS_w_12_6_S175_L001_R2_001_fastq_gz,seq240222_RQS8X,./seq240222_RQS8X/H-200622-ITS-w-12-6_S175_L001_R2_001.fastq.gz,H-200622-ITS-w-12-6_S175_L001_R2_001.fastq.gz,R2,26376
RC_seq240222_RQS8X_H_2023_ITS_w_P6_neg_S186_L001_R2_001_fastq_gz,seq240222_RQS8X,./seq240222_RQS8X/H-2023-ITS-w-P6-neg_S186_L001_R2_001.fastq.gz,H-2023-ITS-w-P6-neg_S186_L001_R2_001.fastq.gz,R2,24396
RC_seq240222_RQS8X_S_2023_16S_P4_neg_S127_L001_R2_001_fastq_gz,seq240222_RQS8X,./seq240222_RQS8X/S-2023-16S-P4-neg_S127_L001_R2_001.fastq.gz,S-2023-16S-P4-neg_S127_L001_R2_001.fastq.gz,R2,8688
RC_seq240222_RQS8X_R_100622_16S_w_B3_S27_L001_R1_001_fastq_gz,seq240222_RQS8X,./seq240222_RQS8X/R-100622-16S-w-B3_S27_L001_R1_001.fastq.gz,R-100622-16S-w-B3_S27_L001_R1_001.fastq.gz,R1,34284
RC_seq240222_RQS8X_S_240622_16S_w_13_5_S123_L001_R1_001_fastq_gz,seq240222_RQS8X,./seq240222_RQS8X/S-240622-16S-w-13-5_S123_L001_R1_001.fastq.gz,S-240622-16S-w-13-5_S123_L001_R1_001.fastq.gz,R1,33124
RC_seq240222_RQS8X_S_240622_16S_w_7_4_S80_L001_R1_001_fastq_gz,seq240222_RQS8X,./seq240222_RQS8X/S-240622-16S-w-7-4_S80_L001_R1_001.fastq.gz,S-240622-16S-w-7-4_S80_L001_R1_001.fastq.gz,R1,34619
RC_seq240222_RQS8X_S_240622_16S_w_8_6_S89_L001_R1_001_fastq_gz,seq240222_RQS8X,./seq240222_RQS8X/S-240622-16S-w-8-6_S89_L001_R1_001.fastq.gz,S-240622-16S-w-8-6_S89_L001_R1_001.fastq.gz,R1,132481
RC_seq240222_RQS8X_R_140722_16S_w_I24_S32_L001_R1_001_fastq_gz,seq240222_RQS8X,./seq240222_RQS8X/R-140722-16S-w-I24_S32_L001_R1_001.fastq.gz,R-140722-16S-w-I24_S32_L001_R1_001.fastq.gz,R1,32120
RC_seq240222_RQS8X_S_2023_16S_P4_pos_S128_L001_R1_001_fastq_gz,seq240222_RQS8X,./seq240222_RQS8X/S-2023-16S-P4-pos_S128_L001_R1_001.fastq.gz,S-2023-16S-P4-pos_S128_L001_R1_001.fastq.gz,R1,21907
RC_seq240222_RQS8X_S_240622_16S_w_3_4_S52_L001_R1_001_fastq_gz,seq240222_RQS8X,./seq240222_RQS8X/S-240622-16S-w-3-4_S52_L001_R1_001.fastq.gz,S-240622-16S-w-3-4_S52_L001_R1_001.fastq.gz,R1,30592
RC_seq240222_RQS8X_T_210623_s_aphid_100D_S158_L001_R2_001_fastq_gz,seq240222_RQS8X,./seq240222_RQS8X/T-210623-s-aphid-100D_S158_L001_R2_001.fastq.gz,T-210623-s-aphid-100D_S158_L001_R2_001.fastq.gz,R2,186351
RC_seq240222_RQS8X_H_200622_ITS_w_11_5_S167_L001_R2_001_fastq_gz,seq240222_RQS8X,./seq240222_RQS8X/H-200622-ITS-w-11-5_S167_L001_R2_001.fastq.gz,H-200622-ITS-w-11-5_S167_L001_R2_001.fastq.gz,R2,31711
RC_seq240222_RQS8X_R_140622_16S_w_C5_S53_L001_R1_001_fastq_gz,seq240222_RQS8X,./seq240222_RQS8X/R-140622-16S-w-C5_S53_L001_R1_001.fastq.gz,R-140622-16S-w-C5_S53_L001_R1_001.fastq.gz,R1,14359
RC_seq240222_RQS8X_R_100622_16S_w_B14_S38_L001_R1_001_fastq_gz,seq240222_RQS8X,./seq240222_RQS8X/R-100622-16S-w-B14_S38_L001_R1_001.fastq.gz,R-100622-16S-w-B14_S38_L001_R1_001.fastq.gz,R1,29393
RC_seq240222_RQS8X_R_2023_16S_P3_neg_S33_L001_R1_001_fastq_gz,seq240222_RQS8X,./seq240222_RQS8X/R-2023-16S-P3-neg_S33_L001_R1_001.fastq.gz,R-2023-16S-P3-neg_S33_L001_R1_001.fastq.gz,R1,24
RC_seq240222_RQS8X_H_200622_ITS_w_6_7_S135_L001_R2_001_fastq_gz,seq240222_RQS8X,./seq240222_RQS8X/H-200622-ITS-w-6-7_S135_L001_R2_001.fastq.gz,H-200622-ITS-w-6-7_S135_L001_R2_001.fastq.gz,R2,32001
RC_seq240222_RQS8X_S_240622_16S_w_5_3_S65_L001_R1_001_fastq_gz,seq240222_RQS8X,./seq240222_RQS8X/S-240622-16S-w-5-3_S65_L001_R1_001.fastq.gz,S-240622-16S-w-5-3_S65_L001_R1_001.fastq.gz,R1,21302
RC_seq240222_RQS8X_H_200622_ITS_w_4_6_S120_L001_R1_001_fastq_gz,seq240222_RQS8X,./seq240222_RQS8X/H-200622-ITS-w-4-6_S120_L001_R1_001.fastq.gz,H-200622-ITS-w-4-6_S120_L001_R1_001.fastq.gz,R1,20655
RC_seq240222_RQS8X_S_240622_16S_w_6_6_S75_L001_R2_001_fastq_gz,seq240222_RQS8X,./seq240222_RQS8X/S-240622-16S-w-6-6_S75_L001_R2_001.fastq.gz,S-240622-16S-w-6-6_S75_L001_R2_001.fastq.gz,R2,32482
RC_seq240222_RQS8X_R_140722_16S_w_I3_S11_L001_R2_001_fastq_gz,seq240222_RQS8X,./seq240222_RQS8X/R-140722-16S-w-I3_S11_L001_R2_001.fastq.gz,R-140722-16S-w-I3_S11_L001_R2_001.fastq.gz,R2,27381
RC_seq240222_RQS8X_A_230622_16S_c_57_S139_L001_R2_001_fastq_gz,seq240222_RQS8X,./seq240222_RQS8X/A-230622-16S-c-57_S139_L001_R2_001.fastq.gz,A-230622-16S-c-57_S139_L001_R2_001.fastq.gz,R2,28452
RC_seq240222_RQS8X_R_170622_16S_w_D12_S84_L001_R2_001_fastq_gz,seq240222_RQS8X,./seq240222_RQS8X/R-170622-16S-w-D12_S84_L001_R2_001.fastq.gz,R-170622-16S-w-D12_S84_L001_R2_001.fastq.gz,R2,19427
RC_seq240222_RQS8X_S_240622_16S_w_1_4_S38_L001_R2_001_fastq_gz,seq240222_RQS8X,./seq240222_RQS8X/S-240622-16S-w-1-4_S38_L001_R2_001.fastq.gz,S-240622-16S-w-1-4_S38_L001_R2_001.fastq.gz,R2,42035
RC_seq240222_RQS8X_R_140722_16S_w_I8_S16_L001_R2_001_fastq_gz,seq240222_RQS8X,./seq240222_RQS8X/R-140722-16S-w-I8_S16_L001_R2_001.fastq.gz,R-140722-16S-w-I8_S16_L001_R2_001.fastq.gz,R2,31932
RC_seq240222_RQS8X_H_200622_ITS_w_3_4_S112_L001_R1_001_fastq_gz,seq240222_RQS8X,./seq240222_RQS8X/H-200622-ITS-w-3-4_S112_L001_R1_001.fastq.gz,H-200622-ITS-w-3-4_S112_L001_R1_001.fastq.gz,R1,19761
RC_seq240222_RQS8X_H_200622_ITS_w_14_1_S184_L001_R2_001_fastq_gz,seq240222_RQS8X,./seq240222_RQS8X/H-200622-ITS-w-14-1_S184_L001_R2_001.fastq.gz,H-200622-ITS-w-14-1_S184_L001_R2_001.fastq.gz,R2,24085
RC_seq240222_RQS8X_R_070722_16S_w_H20_S4_L001_R1_001_fastq_gz,seq240222_RQS8X,./seq240222_RQS8X/R-070722-16S-w-H20_S4_L001_R1_001.fastq.gz,R-070722-16S-w-H20_S4_L001_R1_001.fastq.gz,R1,22966
RC_seq240222_RQS8X_R_140622_16S_w_C10_S58_L001_R1_001_fastq_gz,seq240222_RQS8X,./seq240222_RQS8X/R-140622-16S-w-C10_S58_L001_R1_001.fastq.gz,R-140622-16S-w-C10_S58_L001_R1_001.fastq.gz,R1,27051
RC_seq240222_RQS8X_R_170622_16S_w_D17_S89_L001_R2_001_fastq_gz,seq240222_RQS8X,./seq240222_RQS8X/R-170622-16S-w-D17_S89_L001_R2_001.fastq.gz,R-170622-16S-w-D17_S89_L001_R2_001.fastq.gz,R2,26968
RC_seq240222_RQS8X_R_140622_16S_w_C1_S49_L001_R1_001_fastq_gz,seq240222_RQS8X,./seq240222_RQS8X/R-140622-16S-w-C1_S49_L001_R1_001.fastq.gz,R-140622-16S-w-C1_S49_L001_R1_001.fastq.gz,R1,21204
RC_seq240222_RQS8X_R_140722_16S_w_I17_S25_L001_R1_001_fastq_gz,seq240222_RQS8X,./seq240222_RQS8X/R-140722-16S-w-I17_S25_L001_R1_001.fastq.gz,R-140722-16S-w-I17_S25_L001_R1_001.fastq.gz,R1,28883
RC_seq240222_RQS8X_R_140722_16S_w_I20_S28_L001_R1_001_fastq_gz,seq240222_RQS8X,./seq240222_RQS8X/R-140722-16S-w-I20_S28_L001_R1_001.fastq.gz,R-140722-16S-w-I20_S28_L001_R1_001.fastq.gz,R1,31138
RC_seq240222_RQS8X_S_240622_16S_w_13_1_S119_L001_R1_001_fastq_gz,seq240222_RQS8X,./seq240222_RQS8X/S-240622-16S-w-13-1_S119_L001_R1_001.fastq.gz,S-240622-16S-w-13-1_S119_L001_R1_001.fastq.gz,R1,44618
RC_seq240222_RQS8X_H_200622_ITS_w_2_3_S104_L001_R2_001_fastq_gz,seq240222_RQS8X,./seq240222_RQS8X/H-200622-ITS-w-2-3_S104_L001_R2_001.fastq.gz,H-200622-ITS-w-2-3_S104_L001_R2_001.fastq.gz,R2,22823
RC_seq240222_RQS8X_R_140622_16S_w_C12_S60_L001_R1_001_fastq_gz,seq240222_RQS8X,./seq240222_RQS8X/R-140622-16S-w-C12_S60_L001_R1_001.fastq.gz,R-140622-16S-w-C12_S60_L001_R1_001.fastq.gz,R1,6928
RC_seq240222_RQS8X_S_240622_16S_w_1_1_S35_L001_R2_001_fastq_gz,seq240222_RQS8X,./seq240222_RQS8X/S-240622-16S-w-1-1_S35_L001_R2_001.fastq.gz,S-240622-16S-w-1-1_S35_L001_R2_001.fastq.gz,R2,41166
RC_seq240222_RQS8X_R_170622_16S_w_D1_S73_L001_R2_001_fastq_gz,seq240222_RQS8X,./seq240222_RQS8X/R-170622-16S-w-D1_S73_L001_R2_001.fastq.gz,R-170622-16S-w-D1_S73_L001_R2_001.fastq.gz,R2,20246
RC_seq240222_RQS8X_H_200622_ITS_w_7_1_S136_L001_R2_001_fastq_gz,seq240222_RQS8X,./seq240222_RQS8X/H-200622-ITS-w-7-1_S136_L001_R2_001.fastq.gz,H-200622-ITS-w-7-1_S136_L001_R2_001.fastq.gz,R2,29442
RC_seq240222_RQS8X_R_070722_16S_w_H18_S2_L001_R2_001_fastq_gz,seq240222_RQS8X,./seq240222_RQS8X/R-070722-16S-w-H18_S2_L001_R2_001.fastq.gz,R-070722-16S-w-H18_S2_L001_R2_001.fastq.gz,R2,14886
RC_seq240222_RQS8X_S_240622_16S_w_2_7_S48_L001_R2_001_fastq_gz,seq240222_RQS8X,./seq240222_RQS8X/S-240622-16S-w-2-7_S48_L001_R2_001.fastq.gz,S-240622-16S-w-2-7_S48_L001_R2_001.fastq.gz,R2,35938
RC_seq240222_RQS8X_R_070622_16S_w_A7_S7_L001_R1_001_fastq_gz,seq240222_RQS8X,./seq240222_RQS8X/R-070622-16S-w-A7_S7_L001_R1_001.fastq.gz,R-070622-16S-w-A7_S7_L001_R1_001.fastq.gz,R1,34280
RC_seq240222_RQS8X_H_200622_ITS_w_8_2_S144_L001_R1_001_fastq_gz,seq240222_RQS8X,./seq240222_RQS8X/H-200622-ITS-w-8-2_S144_L001_R1_001.fastq.gz,H-200622-ITS-w-8-2_S144_L001_R1_001.fastq.gz,R1,15478
RC_seq240222_RQS8X_R_070622_16S_w_A9_S9_L001_R1_001_fastq_gz,seq240222_RQS8X,./seq240222_RQS8X/R-070622-16S-w-A9_S9_L001_R1_001.fastq.gz,R-070622-16S-w-A9_S9_L001_R1_001.fastq.gz,R1,22847
RC_seq240222_RQS8X_R_070622_16S_w_A19_S19_L001_R2_001_fastq_gz,seq240222_RQS8X,./seq240222_RQS8X/R-070622-16S-w-A19_S19_L001_R2_001.fastq.gz,R-070622-16S-w-A19_S19_L001_R2_001.fastq.gz,R2,25119
RC_seq240222_RQS8X_T_210623_s_aphid_66D_S155_L001_R1_001_fastq_gz,seq240222_RQS8X,./seq240222_RQS8X/T-210623-s-aphid-66D_S155_L001_R1_001.fastq.gz,T-210623-s-aphid-66D_S155_L001_R1_001.fastq.gz,R1,189683
RC_seq240222_RQS8X_A_230622_16S_c_52_S134_L001_R2_001_fastq_gz,seq240222_RQS8X,./seq240222_RQS8X/A-230622-16S-c-52_S134_L001_R2_001.fastq.gz,A-230622-16S-c-52_S134_L001_R2_001.fastq.gz,R2,27482
RC_seq240222_RQS8X_R_140622_16S_w_C23_S71_L001_R2_001_fastq_gz,seq240222_RQS8X,./seq240222_RQS8X/R-140622-16S-w-C23_S71_L001_R2_001.fastq.gz,R-140622-16S-w-C23_S71_L001_R2_001.fastq.gz,R2,22442
RC_seq240222_RQS8X_S_240622_16S_w_3_6_S54_L001_R2_001_fastq_gz,seq240222_RQS8X,./seq240222_RQS8X/S-240622-16S-w-3-6_S54_L001_R2_001.fastq.gz,S-240622-16S-w-3-6_S54_L001_R2_001.fastq.gz,R2,33125
RC_seq240222_RQS8X_S_240622_16S_w_6_4_S73_L001_R1_001_fastq_gz,seq240222_RQS8X,./seq240222_RQS8X/S-240622-16S-w-6-4_S73_L001_R1_001.fastq.gz,S-240622-16S-w-6-4_S73_L001_R1_001.fastq.gz,R1,43462
RC_seq240222_RQS8X_S_240622_16S_w_5_6_S68_L001_R1_001_fastq_gz,seq240222_RQS8X,./seq240222_RQS8X/S-240622-16S-w-5-6_S68_L001_R1_001.fastq.gz,S-240622-16S-w-5-6_S68_L001_R1_001.fastq.gz,R1,31665
RC_seq240222_RQS8X_R_140622_16S_w_C7_S55_L001_R2_001_fastq_gz,seq240222_RQS8X,./seq240222_RQS8X/R-140622-16S-w-C7_S55_L001_R2_001.fastq.gz,R-140622-16S-w-C7_S55_L001_R2_001.fastq.gz,R2,31303
RC_seq240222_RQS8X_S_240622_16S_w_7_2_S78_L001_R2_001_fastq_gz,seq240222_RQS8X,./seq240222_RQS8X/S-240622-16S-w-7-2_S78_L001_R2_001.fastq.gz,S-240622-16S-w-7-2_S78_L001_R2_001.fastq.gz,R2,36410
RC_seq240222_RQS8X_T_210623_s_aphid_5_68D_S154_L001_R2_001_fastq_gz,seq240222_RQS8X,./seq240222_RQS8X/T-210623-s-aphid-5-68D_S154_L001_R2_001.fastq.gz,T-210623-s-aphid-5-68D_S154_L001_R2_001.fastq.gz,R2,155972
RC_seq240222_RQS8X_H_200622_ITS_w_14_1_S184_L001_R1_001_fastq_gz,seq240222_RQS8X,./seq240222_RQS8X/H-200622-ITS-w-14-1_S184_L001_R1_001.fastq.gz,H-200622-ITS-w-14-1_S184_L001_R1_001.fastq.gz,R1,24085
RC_seq240222_RQS8X_R_140622_16S_w_C19_S67_L001_R1_001_fastq_gz,seq240222_RQS8X,./seq240222_RQS8X/R-140622-16S-w-C19_S67_L001_R1_001.fastq.gz,R-140622-16S-w-C19_S67_L001_R1_001.fastq.gz,R1,64715
RC_seq240222_RQS8X_R_140622_16S_w_C10_S58_L001_R2_001_fastq_gz,seq240222_RQS8X,./seq240222_RQS8X/R-140622-16S-w-C10_S58_L001_R2_001.fastq.gz,R-140622-16S-w-C10_S58_L001_R2_001.fastq.gz,R2,27051
RC_seq240222_RQS8X_H_200622_ITS_w_3_4_S112_L001_R2_001_fastq_gz,seq240222_RQS8X,./seq240222_RQS8X/H-200622-ITS-w-3-4_S112_L001_R2_001.fastq.gz,H-200622-ITS-w-3-4_S112_L001_R2_001.fastq.gz,R2,19761
RC_seq240222_RQS8X_R_140722_16S_w_I8_S16_L001_R1_001_fastq_gz,seq240222_RQS8X,./seq240222_RQS8X/R-140722-16S-w-I8_S16_L001_R1_001.fastq.gz,R-140722-16S-w-I8_S16_L001_R1_001.fastq.gz,R1,31932
RC_seq240222_RQS8X_R_170622_16S_w_D12_S84_L001_R1_001_fastq_gz,seq240222_RQS8X,./seq240222_RQS8X/R-170622-16S-w-D12_S84_L001_R1_001.fastq.gz,R-170622-16S-w-D12_S84_L001_R1_001.fastq.gz,R1,19427
RC_seq240222_RQS8X_S_240622_16S_w_1_4_S38_L001_R1_001_fastq_gz,seq240222_RQS8X,./seq240222_RQS8X/S-240622-16S-w-1-4_S38_L001_R1_001.fastq.gz,S-240622-16S-w-1-4_S38_L001_R1_001.fastq.gz,R1,42035
