bio_sample_ID,suggested_correct_seq_sample_ID,corrected_forward_fq,amplicon.x,sample_type,TYPE,YEAR,sample_date,density,cultivar,fertiliser,spray_fungicide,block,subplot,ID_on_field,run_ID,S5_index_ID,lib_plate_number,crushed_or_washed_date,lyophilised_date,PCR1_date,PCR2_date,days_between_DNA_x,DNA_ext_date,plate_position,lib_DNA_conc,DNA_conc_plate,DNA_conc_individual,sample_weight,sample,raw_reads,amplicon.y,seq_run,filtered_reads,ASV_reads,location,ddmmyy,amplicon,type,aphid,plot,seq_control_run,lib_control_type,replicate,date,lost_filtering,lost_denoising,lost_total,lost_filtering_pct,lost_denoising_pct,lost_total_pct,pass_filter,purpose,sample_day_of_the_year,library,fertiliser_wrong,ID_on_field.1,lib_date,Days_between_DNA_x,speedvac_DNA_conc_individual,sample_weight_g
777,H-200622-c-21-7,H-200622-16S-c-21-7,H-200622-16S-c-21-7_S149_L001_R1_001.fastq.gz,16S,deep,crushed,2022,2022-06-20,,Heerup,,yes,5,,B7,seq230707_DWDQH,S513,2,2022-07-22,2022-07-19,2023-02-03,2023-03-07,,2022-10-11,8G,6.629612852,54.8309593272696,,15,H-200622-16S-c-21-7_S149,26069,16S,seq230707_DWDQH,26069,22422,H,200622,16S,c,,21,,,7,2022-06-20,0,3647,3647,0,13.9897963097932,13.9897963097932,yes,sample,170,seq230707_DWDQH_2,,,,,,
778,H-200622-c-22-1,H-200622-16S-c-22-1,H-200622-16S-c-22-1_S150_L001_R1_001.fastq.gz,16S,deep,crushed,2022,2022-06-20,,Rembrandt,,no,7,,A16,seq230707_DWDQH,S508,2,2022-08-05,2022-07-29,2023-02-03,2023-03-07,,2022-10-11,8H,18.4487925567132,60.51141239,,15,H-200622-16S-c-22-1_S150,17306,16S,seq230707_DWDQH,17306,14935,H,200622,16S,c,,22,,,1,2022-06-20,0,2371,2371,0,13.7004507107362,13.7004507107362,yes,sample,170,seq230707_DWDQH_2,,,,,,
779,H-200622-c-22-2,H-200622-16S-c-22-2,H-200622-16S-c-22-2_S151_L001_R1_001.fastq.gz,16S,deep,crushed,2022,2022-06-20,,Rembrandt,,no,7,,A16,seq230707_DWDQH,S501,2,2022-07-25,2022-07-19,2023-02-03,2023-03-07,,2022-10-11,9A,7.5208209917413,47.11686974,,15,H-200622-16S-c-22-2_S151,23433,16S,seq230707_DWDQH,23433,19367,H,200622,16S,c,,22,,,2,2022-06-20,0,4066,4066,0,17.351598173516,17.351598173516,yes,sample,170,seq230707_DWDQH_2,,,,,,
780,H-200622-c-22-3,H-200622-16S-c-22-3,H-200622-16S-c-22-3_S152_L001_R1_001.fastq.gz,16S,deep,crushed,2022,2022-06-20,,Rembrandt,,no,7,,A16,seq230707_DWDQH,S502,2,2022-07-26,2022-07-19,2023-02-03,2023-03-07,,2022-10-11,9B,8.521796703,63.2229277501287,,15,H-200622-16S-c-22-3_S152,26369,16S,seq230707_DWDQH,26369,22140,H,200622,16S,c,,22,,,3,2022-06-20,0,4229,4229,0,16.0377716257727,16.0377716257727,yes,sample,170,seq230707_DWDQH_2,,,,,,
781,H-200622-c-22-4,H-200622-16S-c-22-4,H-200622-16S-c-22-4_S153_L001_R1_001.fastq.gz,16S,deep,crushed,2022,2022-06-20,,Rembrandt,,no,7,,A16,seq230707_DWDQH,S503,2,2022-08-05,2022-07-29,2023-02-03,2023-03-07,,2022-10-11,9C,5.86908039167857,117.513300154453,,15,H-200622-16S-c-22-4_S153,25337,16S,seq230707_DWDQH,25337,21872,H,200622,16S,c,,22,,,4,2022-06-20,0,3465,3465,0,13.675652208233,13.675652208233,yes,sample,170,seq230707_DWDQH_2,,,,,,
782,H-200622-c-22-5,H-200622-16S-c-22-5,H-200622-16S-c-22-5_S154_L001_R1_001.fastq.gz,16S,deep,crushed,2022,2022-06-20,,Rembrandt,,no,7,,A16,seq230707_DWDQH,S504,2,2022-08-05,2022-07-29,2023-02-03,2023-03-07,,2022-10-11,9D,6.44840924138412,140.870087523597,,15,H-200622-16S-c-22-5_S154,21011,16S,seq230707_DWDQH,21011,17746,H,200622,16S,c,,22,,,5,2022-06-20,0,3265,3265,0,15.539479320356,15.539479320356,yes,sample,170,seq230707_DWDQH_2,,,,,,
783,H-200622-c-22-6,H-200622-16S-c-22-6,H-200622-16S-c-22-6_S155_L001_R1_001.fastq.gz,16S,deep,crushed,2022,2022-06-20,,Rembrandt,,no,7,,A16,seq230707_DWDQH,S505,2,2022-08-05,2022-07-29,2023-02-03,2023-03-07,,2022-10-11,9E,9.63428232916333,103.149133344774,,15,H-200622-16S-c-22-6_S155,23335,16S,seq230707_DWDQH,23335,20367,H,200622,16S,c,,22,,,6,2022-06-20,0,2968,2968,0,12.7190914934648,12.7190914934648,yes,sample,170,seq230707_DWDQH_2,,,,,,
784,H-200622-c-22-7,H-200622-16S-c-22-7,H-200622-16S-c-22-7_S156_L001_R1_001.fastq.gz,16S,deep,crushed,2022,2022-06-20,,Rembrandt,,no,7,,A16,seq230707_DWDQH,S506,2,2022-08-05,2022-07-29,2023-02-03,2023-03-07,,2022-10-11,9F,10.719761647559,77.9217436073451,,15,H-200622-16S-c-22-7_S156,18576,16S,seq230707_DWDQH,18576,16187,H,200622,16S,c,,22,,,7,2022-06-20,0,2389,2389,0,12.8606804478897,12.8606804478897,yes,sample,170,seq230707_DWDQH_2,,,,,,
785,H-200622-c-23-1,H-200622-16S-c-23-1,H-200622-16S-c-23-1_S157_L001_R1_001.fastq.gz,16S,deep,crushed,2022,2022-06-20,,Kvium,,no,7,,A7,seq230707_DWDQH,S514,2,2022-08-05,2022-07-29,2023-02-03,2023-03-07,,2022-10-11,9G,10.3076976687459,164.535781705852,,15,H-200622-16S-c-23-1_S157,23997,16S,seq230707_DWDQH,23997,20679,H,200622,16S,c,,23,,,1,2022-06-20,0,3318,3318,0,13.8267283410426,13.8267283410426,yes,sample,170,seq230707_DWDQH_2,,,,,,
786,H-200622-c-23-2,H-200622-16S-c-23-2,H-200622-16S-c-23-2_S158_L001_R1_001.fastq.gz,16S,deep,crushed,2022,2022-06-20,,Kvium,,no,7,,A7,seq230707_DWDQH,S508,2,2022-08-05,2022-07-29,2023-02-03,2023-03-07,,2022-10-11,9H,20.0186430637349,110.768834734855,,15,H-200622-16S-c-23-2_S158,22572,16S,seq230707_DWDQH,22572,18917,H,200622,16S,c,,23,,,2,2022-06-20,0,3655,3655,0,16.1926280347333,16.1926280347333,yes,sample,170,seq230707_DWDQH_2,,,,,,
787,H-200622-c-23-4,H-200622-16S-c-23-4,H-200622-16S-c-23-4_S159_L001_R1_001.fastq.gz,16S,deep,crushed,2022,2022-06-20,,Kvium,,no,7,,A7,seq230707_DWDQH,S502,2,2022-08-05,2022-07-29,2023-02-03,2023-03-07,,2022-10-11,10B,9.01923546015263,84.40020594,,15,H-200622-16S-c-23-4_S159,46423,16S,seq230707_DWDQH,46423,38330,H,200622,16S,c,,23,,,4,2022-06-20,0,8093,8093,0,17.4331689033453,17.4331689033453,yes,sample,170,seq230707_DWDQH_2,,,,,,
788,H-200622-c-23-5,H-200622-16S-c-23-5,H-200622-16S-c-23-5_S160_L001_R1_001.fastq.gz,16S,deep,crushed,2022,2022-06-20,,Kvium,,no,7,,A7,seq230707_DWDQH,S503,2,2022-08-05,2022-07-29,2023-02-03,2023-03-07,,2022-10-11,10C,6.89532006829982,74.6095761112065,,15,H-200622-16S-c-23-5_S160,30015,16S,seq230707_DWDQH,30015,25423,H,200622,16S,c,,23,,,5,2022-06-20,0,4592,4592,0,15.2990171580876,15.2990171580876,yes,sample,170,seq230707_DWDQH_2,,,,,,
789,H-200622-c-23-7,H-200622-16S-c-23-7,H-200622-16S-c-23-7_S162_L001_R1_001.fastq.gz,16S,deep,crushed,2022,2022-06-20,,Kvium,,no,7,,A7,seq230707_DWDQH,S505,2,2022-08-05,2022-07-29,2023-02-03,2023-03-07,,2022-10-11,10E,5.58769209325017,128.865625536297,,15,H-200622-16S-c-23-7_S162,221,16S,seq230707_DWDQH,221,0,H,200622,16S,c,,23,,,7,2022-06-20,0,221,221,0,100,100,no,sample,170,seq230707_DWDQH_2,,,,,,
790,R-210622-c-26-6,R-210622-16S-c-26-6,R-210622-16S-c-26-6_S6_L001_R1_001.fastq.gz,16S,deep,crushed,2022,2022-06-21,,Heerup,,no,1,,A7,seq230707_DWDQH,s513,3,2022-07-28,2022-07-24,2023-02-03,2023-03-20,,2022-10-12,1C,20.654982483092,268.020136566332,,15,R-210622-16S-c-26-6_S6,30418,16S,seq230707_DWDQH,30418,25662,R,210622,16S,c,,26,,,6,2022-06-21,0,4756,4756,0,15.6354789927017,15.6354789927017,yes,sample,171,seq230707_DWDQH_3,,,,,,
791,H-200622-c-13-6,H-200622-16S-c-13-6,H-200622-16S-c-13-6_S95_L001_R1_001.fastq.gz,16S,deep,crushed,2022,2022-06-20,,Kvium,,no,1,,A5,seq230707_DWDQH,S506,2,2022-07-26,2022-07-19,2023-02-03,2023-03-07,,2022-10-11,1F,12.6128166707321,242.809335850352,,15,H-200622-16S-c-13-6_S95,25159,16S,seq230707_DWDQH,25159,19963,H,200622,16S,c,,13,,,6,2022-06-20,0,5196,5196,0,20.6526491513971,20.6526491513971,yes,sample,170,seq230707_DWDQH_2,,,,,,
792,H-200622-c-13-4,H-200622-16S-c-13-4,H-200622-16S-c-13-4_S93_L001_R1_001.fastq.gz,16S,deep,crushed,2022,2022-06-20,,Kvium,,no,1,,A5,seq230707_DWDQH,S504,2,2022-08-05,2022-07-29,2023-02-03,2023-03-07,,2022-10-11,1D,10.6082517336307,232.4523769,,15,H-200622-16S-c-13-4_S93,19663,16S,seq230707_DWDQH,19663,16172,H,200622,16S,c,,13,,,4,2022-06-20,0,3491,3491,0,17.7541575547984,17.7541575547984,yes,sample,170,seq230707_DWDQH_2,,,,,,
793,R-280622-c-85,R-280622-16S-c-85,R-280622-16S-c-85_S25_L001_R1_001.fastq.gz,16S,timeline,crushed,2022,2022-06-28,,Heerup,,no,9,,A7,seq230707_DWDQH,S505,1,2022-07-25,2022-07-19,2023-01-31,2023-02-01,,2022-10-06,4E,10.517278862379,17.8842628960461,,15,R-280622-16S-c-85_S25,24810,16S,seq230707_DWDQH,24810,21083,R,280622,16S,c,,85,,,,2022-06-28,0,3727,3727,0,15.0221684804514,15.0221684804514,yes,sample,178,seq230707_DWDQH_1,,,,,,
794,R-280622-c-86,R-280622-16S-c-86,R-280622-16S-c-86_S26_L001_R1_001.fastq.gz,16S,timeline,crushed,2022,2022-06-28,,Kvium,,no,9,,A5,seq230707_DWDQH,S506,1,2022-07-26,2022-07-19,2023-01-31,2023-02-01,,2022-10-06,4F,11.3364819597028,42.6115038840883,,15,R-280622-16S-c-86_S26,24425,16S,seq230707_DWDQH,24425,19151,R,280622,16S,c,,86,,,,2022-06-28,0,5274,5274,0,21.5926305015353,21.5926305015353,yes,sample,178,seq230707_DWDQH_1,,,,,,
795,R-280622-c-87,R-280622-16S-c-87,R-280622-16S-c-87_S27_L001_R1_001.fastq.gz,16S,timeline,crushed,2022,2022-06-28,,Rembrandt,,no,9,,A16,seq230707_DWDQH,S509,1,2022-07-26,2022-07-19,2023-01-31,2023-02-01,,2022-10-06,4G,7.13588810396387,43.71126822,,15,R-280622-16S-c-87_S27,16232,16S,seq230707_DWDQH,16232,12558,R,280622,16S,c,,87,,,,2022-06-28,0,3674,3674,0,22.6343026121242,22.6343026121242,yes,sample,178,seq230707_DWDQH_1,,,,,,
796,R-280622-c-88,R-280622-16S-c-88,R-280622-16S-c-88_S28_L001_R1_001.fastq.gz,16S,timeline,crushed,2022,2022-06-28,,Rembrandt,,yes,10,,B16,seq230707_DWDQH,S508,1,2022-07-26,2022-07-19,2023-01-31,2023-02-01,,2022-10-06,4H,10.9534390180909,62.7214803177097,,15,R-280622-16S-c-88_S28,24669,16S,seq230707_DWDQH,24669,20129,R,280622,16S,c,,88,,,,2022-06-28,0,4540,4540,0,18.4036645182212,18.4036645182212,yes,sample,178,seq230707_DWDQH_1,,,,,,
797,R-280622-c-89,R-280622-16S-c-89,R-280622-16S-c-89_S29_L001_R1_001.fastq.gz,16S,timeline,crushed,2022,2022-06-28,,Heerup,,yes,10,,B7,seq230707_DWDQH,S501,1,2022-07-26,2022-07-19,2023-01-31,2023-02-01,,2022-10-06,5A,18.9824891131733,20.7820546390853,,15,R-280622-16S-c-89_S29,22665,16S,seq230707_DWDQH,22665,18047,R,280622,16S,c,,89,,,,2022-06-28,0,4618,4618,0,20.375027575557,20.375027575557,yes,sample,178,seq230707_DWDQH_1,,,,,,
798,R-280622-c-90,R-280622-16S-c-90,R-280622-16S-c-90_S30_L001_R1_001.fastq.gz,16S,timeline,crushed,2022,2022-06-28,,Kvium,,yes,10,,B5,seq230707_DWDQH,S502,1,2022-07-26,2022-07-19,2023-01-31,2023-02-01,,2022-10-06,5B,16.408444773777,9.42655145326002,,15,R-280622-16S-c-90_S30,25837,16S,seq230707_DWDQH,25837,22035,R,280622,16S,c,,90,,,,2022-06-28,0,3802,3802,0,14.7153307272516,14.7153307272516,yes,sample,178,seq230707_DWDQH_1,,,,,,
799,R-280622-c-91,R-280622-16S-c-91,R-280622-16S-c-91_S31_L001_R1_001.fastq.gz,16S,timeline,crushed,2022,2022-06-28,,Rembrandt,,no,13,,A16,seq230707_DWDQH,S503,1,2022-07-25,2022-07-19,2023-01-31,2023-02-01,,2022-10-06,5C,14.1492454536774,1.98132146286113,,15,R-280622-16S-c-91_S31,241,16S,seq230707_DWDQH,241,5,R,280622,16S,c,,91,,,,2022-06-28,0,236,236,0,97.9253112033195,97.9253112033195,no,sample,178,seq230707_DWDQH_1,,,,,,
800,R-280622-c-92,R-280622-16S-c-92,R-280622-16S-c-92_S32_L001_R1_001.fastq.gz,16S,timeline,crushed,2022,2022-06-28,,Heerup,,no,13,,A7,seq230707_DWDQH,S504,1,2022-07-26,2022-07-19,2023-01-31,2023-02-01,,2022-10-06,5D,19.1119788390885,2.10351750021821,,15,R-280622-16S-c-92_S32,47398,16S,seq230707_DWDQH,47398,39325,R,280622,16S,c,,92,,,,2022-06-28,0,8073,8073,0,17.0323642347778,17.0323642347778,yes,sample,178,seq230707_DWDQH_1,,,,,,
801,R-280622-c-84,R-280622-16S-c-84,R-280622-16S-c-84_S24_L001_R1_001.fastq.gz,16S,timeline,crushed,2022,2022-06-28,,Kvium,,no,8,,A5,seq230707_DWDQH,S504,1,2022-07-26,2022-07-19,2023-01-31,2023-02-01,,2022-10-06,4D,17.5108692090345,12.4203543685083,,15,R-280622-16S-c-84_S24,21226,16S,seq230707_DWDQH,21226,17007,R,280622,16S,c,,84,,,,2022-06-28,0,4219,4219,0,19.8765664750777,19.8765664750777,yes,sample,178,seq230707_DWDQH_1,,,,,,
802,R-280622-c-93,R-280622-16S-c-93,R-280622-16S-c-93_S33_L001_R1_001.fastq.gz,16S,timeline,crushed,2022,2022-06-28,,Heerup,,yes,14,,B7,seq230707_DWDQH,S505,1,2022-07-26,2022-07-19,2023-01-31,2023-02-01,,2022-10-06,5E,16.4415659553717,2.1558872305141,,15,R-280622-16S-c-93_S33,26176,16S,seq230707_DWDQH,26176,22166,R,280622,16S,c,,93,,,,2022-06-28,0,4010,4010,0,15.3193765281174,15.3193765281174,yes,sample,178,seq230707_DWDQH_1,,,,,,
803,R-280622-c-95,R-280622-16S-c-95,R-280622-16S-c-95_S35_L001_R1_001.fastq.gz,16S,timeline,crushed,2022,2022-06-28,,Rembrandt,,yes,15,,B16,seq230707_DWDQH,S510,1,2022-07-26,2022-07-19,2023-01-31,2023-02-01,,2022-10-06,5G,17.5995916933486,50.6764423496552,,15,R-280622-16S-c-95_S35,24791,16S,seq230707_DWDQH,24791,21465,R,280622,16S,c,,95,,,,2022-06-28,0,3326,3326,0,13.4161590899923,13.4161590899923,yes,sample,178,seq230707_DWDQH_1,,,,,,
804,R-280622-c-96,R-280622-16S-c-96,R-280622-16S-c-96_S36_L001_R1_001.fastq.gz,16S,timeline,crushed,2022,2022-06-28,,Kvium,,no,16,,A5,seq230707_DWDQH,S508,1,2022-07-26,2022-07-19,2023-01-31,2023-02-01,,2022-10-06,5H,18.8305016484835,101.125949201362,,15,R-280622-16S-c-96_S36,35949,16S,seq230707_DWDQH,35949,28709,R,280622,16S,c,,96,,,,2022-06-28,0,7240,7240,0,20.139642270995,20.139642270995,yes,sample,178,seq230707_DWDQH_1,,,,,,
805,R-040722-c-97,R-040722-16S-c-97,R-040722-16S-c-97_S37_L001_R1_001.fastq.gz,16S,timeline,crushed,2022,2022-07-04,,Rembrandt,,no,1,,A16,seq230707_DWDQH,S501,1,2022-08-04,2022-07-29,2023-01-31,2023-02-01,,2022-10-06,6A,23.4823539857995,17.5176747839749,,15,R-040722-16S-c-97_S37,19221,16S,seq230707_DWDQH,19221,14930,R,040722,16S,c,,97,,,,2022-07-04,0,4291,4291,0,22.3245408667603,22.3245408667603,yes,sample,184,seq230707_DWDQH_1,,,,,,
806,R-040722-c-98,R-040722-16S-c-98,R-040722-16S-c-98_S38_L001_R1_001.fastq.gz,16S,timeline,crushed,2022,2022-07-04,,Heerup,,no,1,,A7,seq230707_DWDQH,S502,1,2022-08-04,2022-07-29,2023-01-31,2023-02-01,,2022-10-06,6B,22.5833253173027,10.6485118268308,,15,R-040722-16S-c-98_S38,22298,16S,seq230707_DWDQH,22298,17829,R,040722,16S,c,,98,,,,2022-07-04,0,4469,4469,0,20.0421562471971,20.0421562471971,yes,sample,184,seq230707_DWDQH_1,,,,,,
807,R-040722-c-99,R-040722-16S-c-99,R-040722-16S-c-99_S39_L001_R1_001.fastq.gz,16S,timeline,crushed,2022,2022-07-04,,Kvium,,yes,3,,B5,seq230707_DWDQH,S503,1,2022-08-04,2022-07-29,2023-01-31,2023-02-01,,2022-10-06,6C,19.1784502317249,5.56864798812953,,15,R-040722-16S-c-99_S39,19175,16S,seq230707_DWDQH,19175,15287,R,040722,16S,c,,99,,,,2022-07-04,0,3888,3888,0,20.2764015645372,20.2764015645372,yes,sample,184,seq230707_DWDQH_1,,,,,,
808,R-040722-c-100,R-040722-16S-c-100,R-040722-16S-c-100_S40_L001_R1_001.fastq.gz,16S,timeline,crushed,2022,2022-07-04,,Heerup,,yes,3,,B7,seq230707_DWDQH,S504,1,2022-08-04,2022-07-29,2023-01-31,2023-02-01,,2022-10-06,6D,20.5497376203418,1.72820109976434,,15,R-040722-16S-c-100_S40,18924,16S,seq230707_DWDQH,18924,15662,R,040722,16S,c,,100,,,,2022-07-04,0,3262,3262,0,17.2373705347707,17.2373705347707,yes,sample,184,seq230707_DWDQH_1,,,,,,
809,R-040722-c-101,R-040722-16S-c-101,R-040722-16S-c-101_S41_L001_R1_001.fastq.gz,16S,timeline,crushed,2022,2022-07-04,,Rembrandt,,yes,3,,B16,seq230707_DWDQH,S505,1,2022-08-04,2022-07-29,2023-01-31,2023-02-01,,2022-10-06,6E,19.6771530441713,4.93148293619621,,15,R-040722-16S-c-101_S41,23844,16S,seq230707_DWDQH,23844,20102,R,040722,16S,c,,101,,,,2022-07-04,0,3742,3742,0,15.6936755577923,15.6936755577923,yes,sample,184,seq230707_DWDQH_1,,,,,,
810,R-040722-c-102,R-040722-16S-c-102,R-040722-16S-c-102_S42_L001_R1_001.fastq.gz,16S,timeline,crushed,2022,2022-07-04,,Kvium,,no,4,,A5,seq230707_DWDQH,S506,1,2022-08-04,2022-07-29,2023-01-31,2023-02-01,,2022-10-06,6F,15.9485536438057,11.3816880509732,,15,R-040722-16S-c-102_S42,29220,16S,seq230707_DWDQH,29220,24082,R,040722,16S,c,,102,,,,2022-07-04,0,5138,5138,0,17.5838466803559,17.5838466803559,yes,sample,184,seq230707_DWDQH_1,,,,,,
811,R-280622-c-94,R-280622-16S-c-94,R-280622-16S-c-94_S34_L001_R1_001.fastq.gz,16S,timeline,crushed,2022,2022-06-28,,Kvium,,yes,15,,B5,seq230707_DWDQH,S506,1,2022-07-26,2022-07-19,2023-01-31,2023-02-01,,2022-10-06,5F,14.5191984814995,45.3085449943266,,15,R-280622-16S-c-94_S34,33217,16S,seq230707_DWDQH,33217,27967,R,280622,16S,c,,94,,,,2022-06-28,0,5250,5250,0,15.8051600084294,15.8051600084294,yes,sample,178,seq230707_DWDQH_1,,,,,,
812,R-280622-c-83,R-280622-16S-c-83,R-280622-16S-c-83_S23_L001_R1_001.fastq.gz,16S,timeline,crushed,2022,2022-06-28,,Rembrandt,,no,8,,A16,seq230707_DWDQH,S503,1,2022-07-26,2022-07-19,2023-01-31,2023-02-01,,2022-10-06,4C,19.8780647223124,30.7497599720695,,15,R-280622-16S-c-83_S23,25938,16S,seq230707_DWDQH,25938,21898,R,280622,16S,c,,83,,,,2022-06-28,0,4040,4040,0,15.5756033618629,15.5756033618629,yes,sample,178,seq230707_DWDQH_1,,,,,,
813,R-280622-c-82,R-280622-16S-c-82,R-280622-16S-c-82_S22_L001_R1_001.fastq.gz,16S,timeline,crushed,2022,2022-06-28,,Heerup,,no,8,,A7,seq230707_DWDQH,S502,1,2022-07-25,2022-07-19,2023-01-31,2023-02-01,,2022-10-06,4B,22.318902011689,29.5103430217334,,15,R-280622-16S-c-82_S22,31573,16S,seq230707_DWDQH,31573,26364,R,280622,16S,c,,82,,,,2022-06-28,0,5209,5209,0,16.4982738415735,16.4982738415735,yes,sample,178,seq230707_DWDQH_1,,,,,,
814,R-280622-c-81,R-280622-16S-c-81,R-280622-16S-c-81_S21_L001_R1_001.fastq.gz,16S,timeline,crushed,2022,2022-06-28,,Kvium,,yes,7,,B5,seq230707_DWDQH,S501,1,2022-07-25,2022-07-19,2023-01-31,2023-02-01,,2022-10-06,4A,21.78536911,30.9330540281051,,15,R-280622-16S-c-81_S21,17589,16S,seq230707_DWDQH,17589,14578,R,280622,16S,c,,81,,,,2022-06-28,0,3011,3011,0,17.1186537040196,17.1186537040196,yes,sample,178,seq230707_DWDQH_1,,,,,,
815,R-160622-c-2,R-160622-16S-c-2,R-160622-16S-c-2_S2_L001_R1_001.fastq.gz,16S,timeline,crushed,2022,2022-06-16,,Heerup,,no,1,,A7,seq230707_DWDQH,S502,1,2022-07-22,2022-07-19,2023-01-31,2023-02-01,,2022-10-06,1B,14.8345191773403,100.881557126647,,15,R-160622-16S-c-2_S2,25064,16S,seq230707_DWDQH,25064,20099,R,160622,16S,c,,2,,,,2022-06-16,0,4965,4965,0,19.8092882221513,19.8092882221513,yes,sample,166,seq230707_DWDQH_1,,,,,,
816,R-160622-c-3,R-160622-16S-c-3,R-160622-16S-c-3_S3_L001_R1_001.fastq.gz,16S,timeline,crushed,2022,2022-06-16,,Kvium,,no,7,,A5,seq230707_DWDQH,S503,1,2022-07-25,2022-07-19,2023-01-31,2023-02-01,,2022-10-06,1C,12.3425202329899,48.5554682726717,,15,R-160622-16S-c-3_S3,26604,16S,seq230707_DWDQH,26604,21831,R,160622,16S,c,,3,,,,2022-06-16,0,4773,4773,0,17.9409111411818,17.9409111411818,yes,sample,166,seq230707_DWDQH_1,,,,,,
817,R-160622-c-4,R-160622-16S-c-4,R-160622-16S-c-4_S4_L001_R1_001.fastq.gz,16S,timeline,crushed,2022,2022-06-16,,Heerup,,no,8,,A7,seq230707_DWDQH,S504,1,2022-07-25,2022-07-19,2023-01-31,2023-02-01,,2022-10-06,1D,14.2451383214538,69.3026097582264,,15,R-160622-16S-c-4_S4,22743,16S,seq230707_DWDQH,22743,17464,R,160622,16S,c,,4,,,,2022-06-16,0,5279,5279,0,23.2115376159697,23.2115376159697,yes,sample,166,seq230707_DWDQH_1,,,,,,
818,R-160622-c-5,R-160622-16S-c-5,R-160622-16S-c-5_S5_L001_R1_001.fastq.gz,16S,timeline,crushed,2022,2022-06-16,,Rembrandt,,no,8,,A16,seq230707_DWDQH,S505,1,2022-07-25,2022-07-19,2023-01-31,2023-02-01,,2022-10-06,1E,14.8785104488519,66.012045037968,,15,R-160622-16S-c-5_S5,32304,16S,seq230707_DWDQH,32304,27027,R,160622,16S,c,,5,,,,2022-06-16,0,5277,5277,0,16.3354383358098,16.3354383358098,yes,sample,166,seq230707_DWDQH_1,,,,,,
819,R-160622-c-6,R-160622-16S-c-6,R-160622-16S-c-6_S6_L001_R1_001.fastq.gz,16S,timeline,crushed,2022,2022-06-16,,Kvium,,no,8,,A5,seq230707_DWDQH,S506,1,2022-07-25,2022-07-19,2023-01-31,2023-02-01,,2022-10-06,1F,15.73231461,18.233394431352,,15,R-160622-16S-c-6_S6,37121,16S,seq230707_DWDQH,37121,31393,R,160622,16S,c,,6,,,,2022-06-16,0,5728,5728,0,15.4306187872094,15.4306187872094,yes,sample,166,seq230707_DWDQH_1,,,,,,
820,R-160622-c-7,R-160622-16S-c-7,R-160622-16S-c-7_S7_L001_R1_001.fastq.gz,16S,timeline,crushed,2022,2022-06-16,,Heerup,,no,9,,A7,seq230707_DWDQH,S507,1,2022-07-25,2022-07-19,2023-01-31,2023-02-01,,2022-10-06,1G,14.9299011332729,40.0803002531204,,15,R-160622-16S-c-7_S7,33040,16S,seq230707_DWDQH,33040,26518,R,160622,16S,c,,7,,,,2022-06-16,0,6522,6522,0,19.7397094430993,19.7397094430993,yes,sample,166,seq230707_DWDQH_1,,,,,,
821,R-160622-c-8,R-160622-16S-c-8,R-160622-16S-c-8_S8_L001_R1_001.fastq.gz,16S,timeline,crushed,2022,2022-06-16,,Kvium,,no,9,,A5,seq230707_DWDQH,S508,1,2022-07-26,2022-07-19,2023-01-31,2023-02-01,,2022-10-06,1H,25.8557332941517,16.0076808937767,,15,R-160622-16S-c-8_S8,28237,16S,seq230707_DWDQH,28237,23554,R,160622,16S,c,,8,,,,2022-06-16,0,4683,4683,0,16.5846230123597,16.5846230123597,yes,sample,166,seq230707_DWDQH_1,,,,,,
822,R-160622-c-9,R-160622-16S-c-9,R-160622-16S-c-9_S9_L001_R1_001.fastq.gz,16S,timeline,crushed,2022,2022-06-16,,Rembrandt,,no,9,,A16,seq230707_DWDQH,S501,1,2022-07-25,2022-07-19,2023-01-31,2023-02-01,,2022-10-06,2A,15.6861035149678,202.295539844636,,15,R-160622-16S-c-9_S9,22241,16S,seq230707_DWDQH,22241,19252,R,160622,16S,c,,9,,,,2022-06-16,0,2989,2989,0,13.4391439233847,13.4391439233847,yes,sample,166,seq230707_DWDQH_1,,,,,,
823,R-160622-c-10,R-160622-16S-c-10,R-160622-16S-c-10_S10_L001_R1_001.fastq.gz,16S,timeline,crushed,2022,2022-06-16,,Rembrandt,,no,13,,A16,seq230707_DWDQH,S502,1,2022-07-25,2022-07-19,2023-01-31,2023-02-01,,2022-10-06,2B,14.9743856989785,93.5585231736056,,15,R-160622-16S-c-10_S10,23821,16S,seq230707_DWDQH,23821,20388,R,160622,16S,c,,10,,,,2022-06-16,0,3433,3433,0,14.411653582973,14.411653582973,yes,sample,166,seq230707_DWDQH_1,,,,,,
824,R-160622-c-11,R-160622-16S-c-11,R-160622-16S-c-11_S11_L001_R1_001.fastq.gz,16S,timeline,crushed,2022,2022-06-16,,Heerup,,no,13,,A7,seq230707_DWDQH,S503,1,2022-07-25,2022-07-19,2023-01-31,2023-02-01,,2022-10-06,2C,11.917723461389,58.9945011783189,,15,R-160622-16S-c-11_S11,22927,16S,seq230707_DWDQH,22927,18887,R,160622,16S,c,,11,,,,2022-06-16,0,4040,4040,0,17.6211453744493,17.6211453744493,yes,sample,166,seq230707_DWDQH_1,,,,,,
