Path	Reads	TTC	ACG
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-210622-s-19E_S164_L004_R1_001.fastq.gz	11683505	63405	122842
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-170622-s-13D_S111_L002_R1_001.fastq.gz	4253286	47498	38779
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-07072-s-9H_S80_L004_R2_001.fastq.gz	5895195	67724	67892
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-140622-s-2C_S12_L002_R1_001.fastq.gz	215656	1494	1663
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-280622-s-18F_S156_L004_R1_001.fastq.gz	3453599	18992	32713
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-100622-s-4B_S29_L001_R1_001.fastq.gz	9618517	90095	51493
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-170622-s-2D_S13_L001_R2_001.fastq.gz	16970763	106200	157911
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-170622-s-3D_S22_L001_R2_001.fastq.gz	25681093	178779	210929
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-140722-s-17I_S150_L004_R2_001.fastq.gz	5345274	54485	68083
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-280622-s-9F_S78_L004_R2_001.fastq.gz	5565438	61147	69545
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-070622-s-9A_S73_L002_R2_001.fastq.gz	3070804	42017	19583
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-140722-s-6I_S54_L001_R2_001.fastq.gz	1775951	18385	20430
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-210622-s-8E_S68_L002_R2_001.fastq.gz	3634819	38762	38860
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-140722-s-4I_S36_L001_R2_001.fastq.gz	6912586	73031	89263
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-140622-s-5C_S39_L003_R1_001.fastq.gz	8800248	74627	62996
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-070622-s-6A_S46_L001_R1_001.fastq.gz	1764606	20633	10402
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-140622-s-4C_S30_L003_R2_001.fastq.gz	5872905	49287	40065
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-170622-s-15D_S128_L004_R2_001.fastq.gz	3277620	27092	21872
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-070622-s-12A_S99_L003_R1_001.fastq.gz	4709997	58855	29104
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-170622-s-22D_S189_L004_R2_001.fastq.gz	8477053	88350	69649
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-140722-s-20I_S176_L002_R2_001.fastq.gz	17529287	185506	229589
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-07072-s-12H_S106_L002_R2_001.fastq.gz	4187702	45956	50316
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-140722-s-23I_S202_L004_R2_001.fastq.gz	6762770	68372	84873
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-100622-s-6B_S47_L002_R2_001.fastq.gz	12355958	119470	74479
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-040722-s-7G_S61_L003_R1_001.fastq.gz	4305256	48962	45825
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-170622-s-18D_S154_L003_R2_001.fastq.gz	20673120	194288	137686
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-170622-s-23D_S197_L001_R1_001.fastq.gz	10532407	82655	89418
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-280622-s-5F_S42_L003_R2_001.fastq.gz	1920091	16146	23146
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-140722-s-18I_S159_L004_R2_001.fastq.gz	6092889	66405	65289
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-140722-s-21I_S185_L003_R2_001.fastq.gz	6445213	71109	70475
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-140622-s-19C_S162_L004_R2_001.fastq.gz	5432082	53618	56021
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-07072-s-7H_S62_L003_R1_001.fastq.gz	4980458	55727	58658
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-170622-s-24D_S206_L003_R2_001.fastq.gz	5578907	43269	39417
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-040722-s-9G_S79_L001_R1_001.fastq.gz	3979841	44264	42319
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-07072-s-6H_S53_L003_R1_001.fastq.gz	3678829	41063	39068
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-07072-s-20H_S175_L003_R2_001.fastq.gz	15663668	179101	185850
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-140622-s-23C_S196_L003_R2_001.fastq.gz	38229	335	360
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-07072-s-16H_S140_L001_R1_001.fastq.gz	4651409	46707	50636
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-07072-s-8H_S71_L004_R2_001.fastq.gz	4565393	51458	52269
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-140722-s-22I_S194_L001_R2_001.fastq.gz	4280261	44310	47482
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-040722-s-8G_S70_L001_R2_001.fastq.gz	7914522	87848	82131
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-140722-s-5I_S45_L001_R2_001.fastq.gz	4974632	53997	60295
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-140622-s-11C_S92_L002_R1_001.fastq.gz	14383033	150591	107491
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-140622-s-24C_S205_L004_R1_001.fastq.gz	5574631	49325	48565
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-280622-s-11F_S95_L003_R1_001.fastq.gz	4845111	52700	53725
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-210622-s-23E_S198_L004_R1_001.fastq.gz	14593374	91244	104856
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-040722-s-15G_S131_L003_R1_001.fastq.gz	3723464	39824	40798
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-070622-s-4A_S28_L002_R2_001.fastq.gz	4500036	58200	30469
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-140722-s-14I_S125_L002_R2_001.fastq.gz	3476134	34896	41745
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-100622-s-1B_S2_L002_R1_001.fastq.gz	12961034	114723	85743
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-070622-s-10A_S81_L003_R2_001.fastq.gz	20515798	269587	142095
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-210622-s-1E_S5_L001_R2_001.fastq.gz	13748371	90343	115601
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-140622-s-21C_S179_L001_R2_001.fastq.gz	17266269	187956	204110
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-140722-s-2I_S18_L003_R2_001.fastq.gz	5803823	58082	78510
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-040722-s-21G_S183_L004_R1_001.fastq.gz	8313392	96289	90813
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-140622-s-16C_S136_L002_R2_001.fastq.gz	4747594	44905	44730
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-170622-s-9D_S76_L001_R2_001.fastq.gz	15016726	116370	108728
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-hug-kit-pbs-neg-2_S221_L002_R1_001.fastq.gz	47635816	478182	281141
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-280622-s-21F_S182_L004_R1_001.fastq.gz	7339798	84455	76826
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-280622-s-22F_S191_L003_R1_001.fastq.gz	8153239	46783	78064
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-040722-s-4G_S34_L002_R2_001.fastq.gz	6136387	70797	65394
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-210622-s-14E_S121_L001_R1_001.fastq.gz	4812018	47607	50739
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-280622-s-15F_S130_L003_R1_001.fastq.gz	4239399	42847	51171
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-210622-s-13E_S112_L004_R2_001.fastq.gz	14287336	85422	157046
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-040722-s-13G_S114_L004_R1_001.fastq.gz	6043901	61592	66774
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-070622-s-15A_S126_L002_R2_001.fastq.gz	5341478	69189	32991
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-170622-s-11D_S93_L003_R2_001.fastq.gz	11441768	76929	101118
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-170622-s-8D_S67_L004_R1_001.fastq.gz	5175997	59608	46792
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-210622-s-22E_S190_L002_R1_001.fastq.gz	5096979	44583	48243
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-07072-s-19H_S167_L002_R1_001.fastq.gz	3512631	36646	35135
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-210622-s-9E_S77_L001_R2_001.fastq.gz	10016797	79026	87729
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-070622-s-20A_S169_L002_R1_001.fastq.gz	14543082	117269	91714
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-280622-s-10F_S86_L003_R2_001.fastq.gz	5203472	37808	44256
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-280622-s-17F_S147_L001_R1_001.fastq.gz	7379344	61221	59884
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-140722-s-24I_S211_L004_R2_001.fastq.gz	7413955	78771	85918
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-070622-s-19A_S160_L001_R1_001.fastq.gz	6762157	77523	39462
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-070622-s-2A_S10_L003_R1_001.fastq.gz	22470866	179229	157666
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-100622-s-24B_S204_L003_R1_001.fastq.gz	9333034	79343	63533
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-070622-s-3A_S19_L003_R2_001.fastq.gz	6970222	96215	46788
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-070622-s-23A_S195_L004_R2_001.fastq.gz	6943067	73227	43361
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-040722-s-2G_S16_L003_R1_001.fastq.gz	5787969	64571	68804
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-070622-s-6A_S46_L001_R2_001.fastq.gz	1764606	21516	11078
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-140622-s-5C_S39_L003_R2_001.fastq.gz	8800248	79978	61599
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-170622-s-15D_S128_L004_R1_001.fastq.gz	3277620	25706	25221
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-140622-s-4C_S30_L003_R1_001.fastq.gz	5872905	40328	47319
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-170622-s-22D_S189_L004_R1_001.fastq.gz	8477053	85455	67657
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-140722-s-20I_S176_L002_R1_001.fastq.gz	17529287	180584	217279
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-070622-s-12A_S99_L003_R2_001.fastq.gz	4709997	60271	30293
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-07072-s-12H_S106_L002_R1_001.fastq.gz	4187702	46175	47554
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-140722-s-17I_S150_L004_R1_001.fastq.gz	5345274	52592	64738
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-170622-s-3D_S22_L001_R1_001.fastq.gz	25681093	159292	198858
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-100622-s-4B_S29_L001_R2_001.fastq.gz	9618517	98458	52252
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-280622-s-18F_S156_L004_R2_001.fastq.gz	3453599	21191	40316
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-170622-s-2D_S13_L001_R1_001.fastq.gz	16970763	93994	148850
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-140622-s-2C_S12_L002_R2_001.fastq.gz	215656	1583	1751
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-280622-s-9F_S78_L004_R1_001.fastq.gz	5565438	61166	66615
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-140722-s-6I_S54_L001_R1_001.fastq.gz	1775951	18901	18987
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-070622-s-9A_S73_L002_R1_001.fastq.gz	3070804	41399	18367
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-140722-s-4I_S36_L001_R1_001.fastq.gz	6912586	73023	84431
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-210622-s-8E_S68_L002_R1_001.fastq.gz	3634819	38693	37058
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-140722-s-1I_S9_L002_R1_001.fastq.gz	4435938	48397	46413
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-100622-s-5B_S38_L004_R1_001.fastq.gz	10320027	66747	82697
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-280622-s-8F_S69_L001_R2_001.fastq.gz	1246584	7875	11938
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-100622-s-13B_S109_L002_R1_001.fastq.gz	14918394	100703	98363
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-07072-s-15H_S132_L004_R2_001.fastq.gz	5721405	62928	64818
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-170622-s-14D_S120_L002_R1_001.fastq.gz	5060493	51048	40819
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-210622-s-19E_S164_L004_R2_001.fastq.gz	11683505	66353	132328
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-170622-s-13D_S111_L002_R2_001.fastq.gz	4253286	47892	40691
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-140622-s-17C_S144_L004_R2_001.fastq.gz	7098855	56645	55805
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-280622-s-3F_S24_L003_R1_001.fastq.gz	13485119	96752	139180
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-07072-s-22H_S193_L004_R2_001.fastq.gz	4636284	48689	55332
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-280622-s-2F_S15_L003_R1_001.fastq.gz	6199402	77199	67841
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-040722-s-18G_S157_L004_R2_001.fastq.gz	6395881	64167	75606
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-07072-s-9H_S80_L004_R1_001.fastq.gz	5895195	68381	64651
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-140622-s-12C_S101_L001_R2_001.fastq.gz	3848479	44580	36641
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-100622-s-17B_S143_L002_R1_001.fastq.gz	6238683	46088	42505
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-07072-s-5H_S44_L002_R1_001.fastq.gz	6712108	67646	72334
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-040722-s-20G_S174_L001_R1_001.fastq.gz	17559673	201339	185288
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-170622-s-21D_S180_L003_R1_001.fastq.gz	7006081	71016	66523
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-070622-s-7A_S55_L001_R1_001.fastq.gz	1917317	26354	11273
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-140722-s-8I_S72_L002_R1_001.fastq.gz	4646194	51209	52364
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-140622-s-6C_S48_L003_R1_001.fastq.gz	6571197	78873	54402
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-210622-s-3E_S23_L001_R1_001.fastq.gz	3167280	21215	25149
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-170622-s-1D_S4_L001_R2_001.fastq.gz	5151362	56891	42601
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-070622-s-5A_S37_L001_R1_001.fastq.gz	1034180	14129	5830
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-280622-s-9F_S78_L002_R2_001.fastq.gz	5214141	56810	65408
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-07072-s-10H_S88_L003_R2_001.fastq.gz	4946364	52397	65582
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-140722-s-17I_S150_L002_R2_001.fastq.gz	5050048	51171	64190
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-140622-s-2C_S12_L004_R1_001.fastq.gz	204135	1311	1621
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-040722-s-17G_S148_L001_R2_001.fastq.gz	4472545	50587	47714
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-280622-s-18F_S156_L002_R1_001.fastq.gz	3581106	19803	33651
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-210622-s-8E_S68_L004_R2_001.fastq.gz	3809926	41012	40895
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-140622-s-3C_S21_L001_R1_001.fastq.gz	11987626	150286	99012
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-070622-s-9A_S73_L004_R2_001.fastq.gz	3141335	43196	19956
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-100622-s-14B_S118_L001_R2_001.fastq.gz	21405438	118806	158410
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-170622-s-15D_S128_L002_R2_001.fastq.gz	3387900	28070	22518
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-040722-s-1G_S7_L001_R1_001.fastq.gz	6922572	69119	67011
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-140722-s-16I_S141_L003_R1_001.fastq.gz	6804598	65649	82022
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-140722-s-3I_S27_L003_R1_001.fastq.gz	5408245	59994	56332
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-07072-s-23H_S201_L003_R2_001.fastq.gz	6712800	66788	75740
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-170622-s-7D_S58_L003_R2_001.fastq.gz	24050762	224976	158101
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-07072-s-12H_S106_L004_R2_001.fastq.gz	4514233	49927	54386
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-07072-s-21H_S184_L001_R2_001.fastq.gz	8788150	93459	115411
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-140722-s-20I_S176_L004_R2_001.fastq.gz	17303220	182044	226653
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-170622-s-22D_S189_L002_R2_001.fastq.gz	8212366	85096	67206
