FP_id,SA_id,SR_id,LP_id,FP_source,FP_rowname,FP_pair_number,FP_forward_fq,FP_reverse_fq,FP_forward_path,FP_reverse_path,FP_forward_reads,FP_reverse_reads,FP_include_control_crushed_amplicon,FP_control_crushed_amplicon_SA_id,FP_pair_reads,FP_total_reads,FP_has_read_count,FP_include_candidate,FP_exclude_reason
FP_SA_seq230315_PF2CP_R_170622_s_9D_2022_washed_shotgun__P02,SA_seq230315_PF2CP__R_170622_s_9D__2022_washed_shotgun,seq230315_PF2CP,LP_LY_R_2022_SP_009_BS_220617_W_1_EX_221121_LP_221207_WGS,2022_washed_shotgun,seq230315_PF2CP/R-170622-s-9D_S76_L002_R1_001.fastq.gz,2,R-170622-s-9D_S76_L002_R1_001.fastq.gz,R-170622-s-9D_S76_L002_R2_001.fastq.gz,./seq230315_PF2CP/R-170622-s-9D_S76_L002_R1_001.fastq.gz,./seq230315_PF2CP/R-170622-s-9D_S76_L002_R2_001.fastq.gz,14751069,14751069,False,,14751069,29502138,True,True,
FP_SA_seq230315_PF2CP_R_170622_s_9D_2022_washed_shotgun__P03,SA_seq230315_PF2CP__R_170622_s_9D__2022_washed_shotgun,seq230315_PF2CP,LP_LY_R_2022_SP_009_BS_220617_W_1_EX_221121_LP_221207_WGS,2022_washed_shotgun,seq230315_PF2CP/R-170622-s-9D_S76_L003_R1_001.fastq.gz,3,R-170622-s-9D_S76_L003_R1_001.fastq.gz,R-170622-s-9D_S76_L003_R2_001.fastq.gz,./seq230315_PF2CP/R-170622-s-9D_S76_L003_R1_001.fastq.gz,./seq230315_PF2CP/R-170622-s-9D_S76_L003_R2_001.fastq.gz,14280607,14280607,False,,14280607,28561214,True,True,
FP_SA_seq230315_PF2CP_R_170622_s_9D_2022_washed_shotgun__P04,SA_seq230315_PF2CP__R_170622_s_9D__2022_washed_shotgun,seq230315_PF2CP,LP_LY_R_2022_SP_009_BS_220617_W_1_EX_221121_LP_221207_WGS,2022_washed_shotgun,seq230315_PF2CP/R-170622-s-9D_S76_L004_R1_001.fastq.gz,4,R-170622-s-9D_S76_L004_R1_001.fastq.gz,R-170622-s-9D_S76_L004_R2_001.fastq.gz,./seq230315_PF2CP/R-170622-s-9D_S76_L004_R1_001.fastq.gz,./seq230315_PF2CP/R-170622-s-9D_S76_L004_R2_001.fastq.gz,14004405,14004405,False,,14004405,28008810,True,True,
FP_SA_seq230315_PF2CP_R_170622_s_3D_2022_washed_shotgun__P01,SA_seq230315_PF2CP__R_170622_s_3D__2022_washed_shotgun,seq230315_PF2CP,LP_LY_R_2022_SP_003_BS_220617_W_1_EX_221026_LP_230111_WGS,2022_washed_shotgun,seq230315_PF2CP/R-170622-s-3D_S22_L001_R1_001.fastq.gz,1,R-170622-s-3D_S22_L001_R1_001.fastq.gz,R-170622-s-3D_S22_L001_R2_001.fastq.gz,./seq230315_PF2CP/R-170622-s-3D_S22_L001_R1_001.fastq.gz,./seq230315_PF2CP/R-170622-s-3D_S22_L001_R2_001.fastq.gz,25681093,25681093,False,,25681093,51362186,True,True,
FP_SA_seq230315_PF2CP_R_170622_s_3D_2022_washed_shotgun__P02,SA_seq230315_PF2CP__R_170622_s_3D__2022_washed_shotgun,seq230315_PF2CP,LP_LY_R_2022_SP_003_BS_220617_W_1_EX_221026_LP_230111_WGS,2022_washed_shotgun,seq230315_PF2CP/R-170622-s-3D_S22_L002_R1_001.fastq.gz,2,R-170622-s-3D_S22_L002_R1_001.fastq.gz,R-170622-s-3D_S22_L002_R2_001.fastq.gz,./seq230315_PF2CP/R-170622-s-3D_S22_L002_R1_001.fastq.gz,./seq230315_PF2CP/R-170622-s-3D_S22_L002_R2_001.fastq.gz,25422318,25422318,False,,25422318,50844636,True,True,
FP_SA_seq230315_PF2CP_R_170622_s_3D_2022_washed_shotgun__P03,SA_seq230315_PF2CP__R_170622_s_3D__2022_washed_shotgun,seq230315_PF2CP,LP_LY_R_2022_SP_003_BS_220617_W_1_EX_221026_LP_230111_WGS,2022_washed_shotgun,seq230315_PF2CP/R-170622-s-3D_S22_L003_R1_001.fastq.gz,3,R-170622-s-3D_S22_L003_R1_001.fastq.gz,R-170622-s-3D_S22_L003_R2_001.fastq.gz,./seq230315_PF2CP/R-170622-s-3D_S22_L003_R1_001.fastq.gz,./seq230315_PF2CP/R-170622-s-3D_S22_L003_R2_001.fastq.gz,24545314,24545314,False,,24545314,49090628,True,True,
FP_SA_seq230315_PF2CP_R_170622_s_3D_2022_washed_shotgun__P04,SA_seq230315_PF2CP__R_170622_s_3D__2022_washed_shotgun,seq230315_PF2CP,LP_LY_R_2022_SP_003_BS_220617_W_1_EX_221026_LP_230111_WGS,2022_washed_shotgun,seq230315_PF2CP/R-170622-s-3D_S22_L004_R1_001.fastq.gz,4,R-170622-s-3D_S22_L004_R1_001.fastq.gz,R-170622-s-3D_S22_L004_R2_001.fastq.gz,./seq230315_PF2CP/R-170622-s-3D_S22_L004_R1_001.fastq.gz,./seq230315_PF2CP/R-170622-s-3D_S22_L004_R2_001.fastq.gz,24046372,24046372,False,,24046372,48092744,True,True,
FP_SA_seq230315_PF2CP_R_170622_s_2D_2022_washed_shotgun__P01,SA_seq230315_PF2CP__R_170622_s_2D__2022_washed_shotgun,seq230315_PF2CP,LP_LY_R_2022_SP_002_BS_220617_W_1_EX_221027_LP_230111_WGS,2022_washed_shotgun,seq230315_PF2CP/R-170622-s-2D_S13_L001_R1_001.fastq.gz,1,R-170622-s-2D_S13_L001_R1_001.fastq.gz,R-170622-s-2D_S13_L001_R2_001.fastq.gz,./seq230315_PF2CP/R-170622-s-2D_S13_L001_R1_001.fastq.gz,./seq230315_PF2CP/R-170622-s-2D_S13_L001_R2_001.fastq.gz,16970763,16970763,False,,16970763,33941526,True,True,
FP_SA_seq230315_PF2CP_R_170622_s_2D_2022_washed_shotgun__P02,SA_seq230315_PF2CP__R_170622_s_2D__2022_washed_shotgun,seq230315_PF2CP,LP_LY_R_2022_SP_002_BS_220617_W_1_EX_221027_LP_230111_WGS,2022_washed_shotgun,seq230315_PF2CP/R-170622-s-2D_S13_L002_R1_001.fastq.gz,2,R-170622-s-2D_S13_L002_R1_001.fastq.gz,R-170622-s-2D_S13_L002_R2_001.fastq.gz,./seq230315_PF2CP/R-170622-s-2D_S13_L002_R1_001.fastq.gz,./seq230315_PF2CP/R-170622-s-2D_S13_L002_R2_001.fastq.gz,17102106,17102106,False,,17102106,34204212,True,True,
FP_SA_seq230315_PF2CP_R_170622_s_2D_2022_washed_shotgun__P03,SA_seq230315_PF2CP__R_170622_s_2D__2022_washed_shotgun,seq230315_PF2CP,LP_LY_R_2022_SP_002_BS_220617_W_1_EX_221027_LP_230111_WGS,2022_washed_shotgun,seq230315_PF2CP/R-170622-s-2D_S13_L003_R1_001.fastq.gz,3,R-170622-s-2D_S13_L003_R1_001.fastq.gz,R-170622-s-2D_S13_L003_R2_001.fastq.gz,./seq230315_PF2CP/R-170622-s-2D_S13_L003_R1_001.fastq.gz,./seq230315_PF2CP/R-170622-s-2D_S13_L003_R2_001.fastq.gz,16712301,16712301,False,,16712301,33424602,True,True,
FP_SA_seq230315_PF2CP_R_170622_s_2D_2022_washed_shotgun__P04,SA_seq230315_PF2CP__R_170622_s_2D__2022_washed_shotgun,seq230315_PF2CP,LP_LY_R_2022_SP_002_BS_220617_W_1_EX_221027_LP_230111_WGS,2022_washed_shotgun,seq230315_PF2CP/R-170622-s-2D_S13_L004_R1_001.fastq.gz,4,R-170622-s-2D_S13_L004_R1_001.fastq.gz,R-170622-s-2D_S13_L004_R2_001.fastq.gz,./seq230315_PF2CP/R-170622-s-2D_S13_L004_R1_001.fastq.gz,./seq230315_PF2CP/R-170622-s-2D_S13_L004_R2_001.fastq.gz,16457974,16457974,False,,16457974,32915948,True,True,
FP_SA_seq230315_PF2CP_R_170622_s_1D_2022_washed_shotgun__P01,SA_seq230315_PF2CP__R_170622_s_1D__2022_washed_shotgun,seq230315_PF2CP,LP_LY_R_2022_SP_001_BS_220617_W_1_EX_221026_LP_221212_WGS,2022_washed_shotgun,seq230315_PF2CP/R-170622-s-1D_S4_L001_R1_001.fastq.gz,1,R-170622-s-1D_S4_L001_R1_001.fastq.gz,R-170622-s-1D_S4_L001_R2_001.fastq.gz,./seq230315_PF2CP/R-170622-s-1D_S4_L001_R1_001.fastq.gz,./seq230315_PF2CP/R-170622-s-1D_S4_L001_R2_001.fastq.gz,5151362,5151362,False,,5151362,10302724,True,True,
FP_SA_seq230315_PF2CP_R_170622_s_1D_2022_washed_shotgun__P02,SA_seq230315_PF2CP__R_170622_s_1D__2022_washed_shotgun,seq230315_PF2CP,LP_LY_R_2022_SP_001_BS_220617_W_1_EX_221026_LP_221212_WGS,2022_washed_shotgun,seq230315_PF2CP/R-170622-s-1D_S4_L002_R1_001.fastq.gz,2,R-170622-s-1D_S4_L002_R1_001.fastq.gz,R-170622-s-1D_S4_L002_R2_001.fastq.gz,./seq230315_PF2CP/R-170622-s-1D_S4_L002_R1_001.fastq.gz,./seq230315_PF2CP/R-170622-s-1D_S4_L002_R2_001.fastq.gz,5191386,5191386,False,,5191386,10382772,True,True,
FP_SA_seq230315_PF2CP_R_170622_s_1D_2022_washed_shotgun__P03,SA_seq230315_PF2CP__R_170622_s_1D__2022_washed_shotgun,seq230315_PF2CP,LP_LY_R_2022_SP_001_BS_220617_W_1_EX_221026_LP_221212_WGS,2022_washed_shotgun,seq230315_PF2CP/R-170622-s-1D_S4_L003_R1_001.fastq.gz,3,R-170622-s-1D_S4_L003_R1_001.fastq.gz,R-170622-s-1D_S4_L003_R2_001.fastq.gz,./seq230315_PF2CP/R-170622-s-1D_S4_L003_R1_001.fastq.gz,./seq230315_PF2CP/R-170622-s-1D_S4_L003_R2_001.fastq.gz,5287855,5287855,False,,5287855,10575710,True,True,
FP_SA_seq230315_PF2CP_R_170622_s_1D_2022_washed_shotgun__P04,SA_seq230315_PF2CP__R_170622_s_1D__2022_washed_shotgun,seq230315_PF2CP,LP_LY_R_2022_SP_001_BS_220617_W_1_EX_221026_LP_221212_WGS,2022_washed_shotgun,seq230315_PF2CP/R-170622-s-1D_S4_L004_R1_001.fastq.gz,4,R-170622-s-1D_S4_L004_R1_001.fastq.gz,R-170622-s-1D_S4_L004_R2_001.fastq.gz,./seq230315_PF2CP/R-170622-s-1D_S4_L004_R1_001.fastq.gz,./seq230315_PF2CP/R-170622-s-1D_S4_L004_R2_001.fastq.gz,5319641,5319641,False,,5319641,10639282,True,True,
FP_SA_seq230315_PF2CP_R_140622_s_24C_2022_washed_shotgun__P01,SA_seq230315_PF2CP__R_140622_s_24C__2022_washed_shotgun,seq230315_PF2CP,LP_LY_R_2022_SP_024_BS_220614_W_1_EX_221129_LP_221213_WGS,2022_washed_shotgun,seq230315_PF2CP/R-140622-s-24C_S205_L001_R1_001.fastq.gz,1,R-140622-s-24C_S205_L001_R1_001.fastq.gz,R-140622-s-24C_S205_L001_R2_001.fastq.gz,./seq230315_PF2CP/R-140622-s-24C_S205_L001_R1_001.fastq.gz,./seq230315_PF2CP/R-140622-s-24C_S205_L001_R2_001.fastq.gz,5097125,5097125,False,,5097125,10194250,True,True,
FP_SA_seq230315_PF2CP_R_140622_s_24C_2022_washed_shotgun__P02,SA_seq230315_PF2CP__R_140622_s_24C__2022_washed_shotgun,seq230315_PF2CP,LP_LY_R_2022_SP_024_BS_220614_W_1_EX_221129_LP_221213_WGS,2022_washed_shotgun,seq230315_PF2CP/R-140622-s-24C_S205_L002_R1_001.fastq.gz,2,R-140622-s-24C_S205_L002_R1_001.fastq.gz,R-140622-s-24C_S205_L002_R2_001.fastq.gz,./seq230315_PF2CP/R-140622-s-24C_S205_L002_R1_001.fastq.gz,./seq230315_PF2CP/R-140622-s-24C_S205_L002_R2_001.fastq.gz,5296012,5296012,False,,5296012,10592024,True,True,
FP_SA_seq230315_PF2CP_R_140622_s_24C_2022_washed_shotgun__P03,SA_seq230315_PF2CP__R_140622_s_24C__2022_washed_shotgun,seq230315_PF2CP,LP_LY_R_2022_SP_024_BS_220614_W_1_EX_221129_LP_221213_WGS,2022_washed_shotgun,seq230315_PF2CP/R-140622-s-24C_S205_L003_R1_001.fastq.gz,3,R-140622-s-24C_S205_L003_R1_001.fastq.gz,R-140622-s-24C_S205_L003_R2_001.fastq.gz,./seq230315_PF2CP/R-140622-s-24C_S205_L003_R1_001.fastq.gz,./seq230315_PF2CP/R-140622-s-24C_S205_L003_R2_001.fastq.gz,5458772,5458772,False,,5458772,10917544,True,True,
FP_SA_seq230315_PF2CP_R_140622_s_24C_2022_washed_shotgun__P04,SA_seq230315_PF2CP__R_140622_s_24C__2022_washed_shotgun,seq230315_PF2CP,LP_LY_R_2022_SP_024_BS_220614_W_1_EX_221129_LP_221213_WGS,2022_washed_shotgun,seq230315_PF2CP/R-140622-s-24C_S205_L004_R1_001.fastq.gz,4,R-140622-s-24C_S205_L004_R1_001.fastq.gz,R-140622-s-24C_S205_L004_R2_001.fastq.gz,./seq230315_PF2CP/R-140622-s-24C_S205_L004_R1_001.fastq.gz,./seq230315_PF2CP/R-140622-s-24C_S205_L004_R2_001.fastq.gz,5574631,5574631,False,,5574631,11149262,True,True,
FP_SA_seq230315_PF2CP_R_170622_s_4D_2022_washed_shotgun__P01,SA_seq230315_PF2CP__R_170622_s_4D__2022_washed_shotgun,seq230315_PF2CP,LP_LY_R_2022_SP_004_BS_220617_W_1_EX_221027_LP_230111_WGS,2022_washed_shotgun,seq230315_PF2CP/R-170622-s-4D_S31_L001_R1_001.fastq.gz,1,R-170622-s-4D_S31_L001_R1_001.fastq.gz,R-170622-s-4D_S31_L001_R2_001.fastq.gz,./seq230315_PF2CP/R-170622-s-4D_S31_L001_R1_001.fastq.gz,./seq230315_PF2CP/R-170622-s-4D_S31_L001_R2_001.fastq.gz,13326456,13326456,False,,13326456,26652912,True,True,
FP_SA_seq230315_PF2CP_R_170622_s_4D_2022_washed_shotgun__P02,SA_seq230315_PF2CP__R_170622_s_4D__2022_washed_shotgun,seq230315_PF2CP,LP_LY_R_2022_SP_004_BS_220617_W_1_EX_221027_LP_230111_WGS,2022_washed_shotgun,seq230315_PF2CP/R-170622-s-4D_S31_L002_R1_001.fastq.gz,2,R-170622-s-4D_S31_L002_R1_001.fastq.gz,R-170622-s-4D_S31_L002_R2_001.fastq.gz,./seq230315_PF2CP/R-170622-s-4D_S31_L002_R1_001.fastq.gz,./seq230315_PF2CP/R-170622-s-4D_S31_L002_R2_001.fastq.gz,13181037,13181037,False,,13181037,26362074,True,True,
FP_SA_seq230315_PF2CP_R_170622_s_4D_2022_washed_shotgun__P03,SA_seq230315_PF2CP__R_170622_s_4D__2022_washed_shotgun,seq230315_PF2CP,LP_LY_R_2022_SP_004_BS_220617_W_1_EX_221027_LP_230111_WGS,2022_washed_shotgun,seq230315_PF2CP/R-170622-s-4D_S31_L003_R1_001.fastq.gz,3,R-170622-s-4D_S31_L003_R1_001.fastq.gz,R-170622-s-4D_S31_L003_R2_001.fastq.gz,./seq230315_PF2CP/R-170622-s-4D_S31_L003_R1_001.fastq.gz,./seq230315_PF2CP/R-170622-s-4D_S31_L003_R2_001.fastq.gz,12753198,12753198,False,,12753198,25506396,True,True,
FP_SA_seq230315_PF2CP_R_170622_s_4D_2022_washed_shotgun__P04,SA_seq230315_PF2CP__R_170622_s_4D__2022_washed_shotgun,seq230315_PF2CP,LP_LY_R_2022_SP_004_BS_220617_W_1_EX_221027_LP_230111_WGS,2022_washed_shotgun,seq230315_PF2CP/R-170622-s-4D_S31_L004_R1_001.fastq.gz,4,R-170622-s-4D_S31_L004_R1_001.fastq.gz,R-170622-s-4D_S31_L004_R2_001.fastq.gz,./seq230315_PF2CP/R-170622-s-4D_S31_L004_R1_001.fastq.gz,./seq230315_PF2CP/R-170622-s-4D_S31_L004_R2_001.fastq.gz,12524797,12524797,False,,12524797,25049594,True,True,
FP_SA_seq230526_LQJXR_R_07072_s_8H_2022_washed_shotgun__P01,SA_seq230526_LQJXR__R_07072_s_8H__2022_washed_shotgun,seq230526_LQJXR,LP_LY_R_2022_SP_008_BS_220707_W_1_EX_221031_LP_221212_WGS,2022_washed_shotgun,seq230526_LQJXR/R-07072-s-8H_S30_L001_R1_001.fastq.gz,1,R-07072-s-8H_S30_L001_R1_001.fastq.gz,R-07072-s-8H_S30_L001_R2_001.fastq.gz,./seq230526_LQJXR/R-07072-s-8H_S30_L001_R1_001.fastq.gz,./seq230526_LQJXR/R-07072-s-8H_S30_L001_R2_001.fastq.gz,7863585,7863585,False,,7863585,15727170,True,True,
FP_SA_seq230526_LQJXR_R_07072_s_8H_2022_washed_shotgun__P02,SA_seq230526_LQJXR__R_07072_s_8H__2022_washed_shotgun,seq230526_LQJXR,LP_LY_R_2022_SP_008_BS_220707_W_1_EX_221031_LP_221212_WGS,2022_washed_shotgun,seq230526_LQJXR/R-07072-s-8H_S30_L002_R1_001.fastq.gz,2,R-07072-s-8H_S30_L002_R1_001.fastq.gz,R-07072-s-8H_S30_L002_R2_001.fastq.gz,./seq230526_LQJXR/R-07072-s-8H_S30_L002_R1_001.fastq.gz,./seq230526_LQJXR/R-07072-s-8H_S30_L002_R2_001.fastq.gz,8057286,8057286,False,,8057286,16114572,True,True,
FP_SA_seq230526_LQJXR_R_07072_s_8H_2022_washed_shotgun__P03,SA_seq230526_LQJXR__R_07072_s_8H__2022_washed_shotgun,seq230526_LQJXR,LP_LY_R_2022_SP_008_BS_220707_W_1_EX_221031_LP_221212_WGS,2022_washed_shotgun,seq230526_LQJXR/R-07072-s-8H_S30_L003_R1_001.fastq.gz,3,R-07072-s-8H_S30_L003_R1_001.fastq.gz,R-07072-s-8H_S30_L003_R2_001.fastq.gz,./seq230526_LQJXR/R-07072-s-8H_S30_L003_R1_001.fastq.gz,./seq230526_LQJXR/R-07072-s-8H_S30_L003_R2_001.fastq.gz,8027078,8027078,False,,8027078,16054156,True,True,
FP_SA_seq230526_LQJXR_R_07072_s_8H_2022_washed_shotgun__P04,SA_seq230526_LQJXR__R_07072_s_8H__2022_washed_shotgun,seq230526_LQJXR,LP_LY_R_2022_SP_008_BS_220707_W_1_EX_221031_LP_221212_WGS,2022_washed_shotgun,seq230526_LQJXR/R-07072-s-8H_S30_L004_R1_001.fastq.gz,4,R-07072-s-8H_S30_L004_R1_001.fastq.gz,R-07072-s-8H_S30_L004_R2_001.fastq.gz,./seq230526_LQJXR/R-07072-s-8H_S30_L004_R1_001.fastq.gz,./seq230526_LQJXR/R-07072-s-8H_S30_L004_R2_001.fastq.gz,8126195,8126195,False,,8126195,16252390,True,True,
FP_SA_seq230526_LQJXR_R_040722_s_22G_2022_washed_shotgun__P01,SA_seq230526_LQJXR__R_040722_s_22G__2022_washed_shotgun,seq230526_LQJXR,LP_LY_R_2022_SP_022_BS_220704_W_1_EX_221129_LP_221213_WGS,2022_washed_shotgun,seq230526_LQJXR/R-040722-s-22G_S82_L001_R1_001.fastq.gz,1,R-040722-s-22G_S82_L001_R1_001.fastq.gz,R-040722-s-22G_S82_L001_R2_001.fastq.gz,./seq230526_LQJXR/R-040722-s-22G_S82_L001_R1_001.fastq.gz,./seq230526_LQJXR/R-040722-s-22G_S82_L001_R2_001.fastq.gz,40455037,40455037,False,,40455037,80910074,True,True,
FP_SA_seq230526_LQJXR_R_040722_s_22G_2022_washed_shotgun__P02,SA_seq230526_LQJXR__R_040722_s_22G__2022_washed_shotgun,seq230526_LQJXR,LP_LY_R_2022_SP_022_BS_220704_W_1_EX_221129_LP_221213_WGS,2022_washed_shotgun,seq230526_LQJXR/R-040722-s-22G_S82_L002_R1_001.fastq.gz,2,R-040722-s-22G_S82_L002_R1_001.fastq.gz,R-040722-s-22G_S82_L002_R2_001.fastq.gz,./seq230526_LQJXR/R-040722-s-22G_S82_L002_R1_001.fastq.gz,./seq230526_LQJXR/R-040722-s-22G_S82_L002_R2_001.fastq.gz,41299058,41299058,False,,41299058,82598116,True,True,
FP_SA_seq230526_LQJXR_R_040722_s_22G_2022_washed_shotgun__P03,SA_seq230526_LQJXR__R_040722_s_22G__2022_washed_shotgun,seq230526_LQJXR,LP_LY_R_2022_SP_022_BS_220704_W_1_EX_221129_LP_221213_WGS,2022_washed_shotgun,seq230526_LQJXR/R-040722-s-22G_S82_L003_R1_001.fastq.gz,3,R-040722-s-22G_S82_L003_R1_001.fastq.gz,R-040722-s-22G_S82_L003_R2_001.fastq.gz,./seq230526_LQJXR/R-040722-s-22G_S82_L003_R1_001.fastq.gz,./seq230526_LQJXR/R-040722-s-22G_S82_L003_R2_001.fastq.gz,41397048,41397048,False,,41397048,82794096,True,True,
FP_SA_seq230526_LQJXR_R_040722_s_22G_2022_washed_shotgun__P04,SA_seq230526_LQJXR__R_040722_s_22G__2022_washed_shotgun,seq230526_LQJXR,LP_LY_R_2022_SP_022_BS_220704_W_1_EX_221129_LP_221213_WGS,2022_washed_shotgun,seq230526_LQJXR/R-040722-s-22G_S82_L004_R1_001.fastq.gz,4,R-040722-s-22G_S82_L004_R1_001.fastq.gz,R-040722-s-22G_S82_L004_R2_001.fastq.gz,./seq230526_LQJXR/R-040722-s-22G_S82_L004_R1_001.fastq.gz,./seq230526_LQJXR/R-040722-s-22G_S82_L004_R2_001.fastq.gz,41761145,41761145,False,,41761145,83522290,True,True,
FP_SA_seq230526_LQJXR_R_07072_s_7H_2022_washed_shotgun__P01,SA_seq230526_LQJXR__R_07072_s_7H__2022_washed_shotgun,seq230526_LQJXR,LP_LY_R_2022_SP_007_BS_220707_W_1_EX_221027_LP_221212_WGS,2022_washed_shotgun,seq230526_LQJXR/R-07072-s-7H_S26_L001_R1_001.fastq.gz,1,R-07072-s-7H_S26_L001_R1_001.fastq.gz,R-07072-s-7H_S26_L001_R2_001.fastq.gz,./seq230526_LQJXR/R-07072-s-7H_S26_L001_R1_001.fastq.gz,./seq230526_LQJXR/R-07072-s-7H_S26_L001_R2_001.fastq.gz,4704547,4704547,False,,4704547,9409094,True,True,
FP_SA_seq230526_LQJXR_R_07072_s_7H_2022_washed_shotgun__P02,SA_seq230526_LQJXR__R_07072_s_7H__2022_washed_shotgun,seq230526_LQJXR,LP_LY_R_2022_SP_007_BS_220707_W_1_EX_221027_LP_221212_WGS,2022_washed_shotgun,seq230526_LQJXR/R-07072-s-7H_S26_L002_R1_001.fastq.gz,2,R-07072-s-7H_S26_L002_R1_001.fastq.gz,R-07072-s-7H_S26_L002_R2_001.fastq.gz,./seq230526_LQJXR/R-07072-s-7H_S26_L002_R1_001.fastq.gz,./seq230526_LQJXR/R-07072-s-7H_S26_L002_R2_001.fastq.gz,4750677,4750677,False,,4750677,9501354,True,True,
FP_SA_seq230526_LQJXR_R_07072_s_7H_2022_washed_shotgun__P03,SA_seq230526_LQJXR__R_07072_s_7H__2022_washed_shotgun,seq230526_LQJXR,LP_LY_R_2022_SP_007_BS_220707_W_1_EX_221027_LP_221212_WGS,2022_washed_shotgun,seq230526_LQJXR/R-07072-s-7H_S26_L003_R1_001.fastq.gz,3,R-07072-s-7H_S26_L003_R1_001.fastq.gz,R-07072-s-7H_S26_L003_R2_001.fastq.gz,./seq230526_LQJXR/R-07072-s-7H_S26_L003_R1_001.fastq.gz,./seq230526_LQJXR/R-07072-s-7H_S26_L003_R2_001.fastq.gz,4744357,4744357,False,,4744357,9488714,True,True,
FP_SA_seq230526_LQJXR_R_07072_s_7H_2022_washed_shotgun__P04,SA_seq230526_LQJXR__R_07072_s_7H__2022_washed_shotgun,seq230526_LQJXR,LP_LY_R_2022_SP_007_BS_220707_W_1_EX_221027_LP_221212_WGS,2022_washed_shotgun,seq230526_LQJXR/R-07072-s-7H_S26_L004_R1_001.fastq.gz,4,R-07072-s-7H_S26_L004_R1_001.fastq.gz,R-07072-s-7H_S26_L004_R2_001.fastq.gz,./seq230526_LQJXR/R-07072-s-7H_S26_L004_R1_001.fastq.gz,./seq230526_LQJXR/R-07072-s-7H_S26_L004_R2_001.fastq.gz,4770194,4770194,False,,4770194,9540388,True,True,
FP_SA_seq230526_LQJXR_R_07072_s_6H_2022_washed_shotgun__P01,SA_seq230526_LQJXR__R_07072_s_6H__2022_washed_shotgun,seq230526_LQJXR,LP_LY_R_2022_SP_006_BS_220707_W_1_EX_221031_LP_221212_WGS,2022_washed_shotgun,seq230526_LQJXR/R-07072-s-6H_S22_L001_R1_001.fastq.gz,1,R-07072-s-6H_S22_L001_R1_001.fastq.gz,R-07072-s-6H_S22_L001_R2_001.fastq.gz,./seq230526_LQJXR/R-07072-s-6H_S22_L001_R1_001.fastq.gz,./seq230526_LQJXR/R-07072-s-6H_S22_L001_R2_001.fastq.gz,6164214,6164214,False,,6164214,12328428,True,True,
FP_SA_seq230526_LQJXR_R_07072_s_6H_2022_washed_shotgun__P02,SA_seq230526_LQJXR__R_07072_s_6H__2022_washed_shotgun,seq230526_LQJXR,LP_LY_R_2022_SP_006_BS_220707_W_1_EX_221031_LP_221212_WGS,2022_washed_shotgun,seq230526_LQJXR/R-07072-s-6H_S22_L002_R1_001.fastq.gz,2,R-07072-s-6H_S22_L002_R1_001.fastq.gz,R-07072-s-6H_S22_L002_R2_001.fastq.gz,./seq230526_LQJXR/R-07072-s-6H_S22_L002_R1_001.fastq.gz,./seq230526_LQJXR/R-07072-s-6H_S22_L002_R2_001.fastq.gz,6392420,6392420,False,,6392420,12784840,True,True,
FP_SA_seq230526_LQJXR_R_07072_s_6H_2022_washed_shotgun__P03,SA_seq230526_LQJXR__R_07072_s_6H__2022_washed_shotgun,seq230526_LQJXR,LP_LY_R_2022_SP_006_BS_220707_W_1_EX_221031_LP_221212_WGS,2022_washed_shotgun,seq230526_LQJXR/R-07072-s-6H_S22_L003_R1_001.fastq.gz,3,R-07072-s-6H_S22_L003_R1_001.fastq.gz,R-07072-s-6H_S22_L003_R2_001.fastq.gz,./seq230526_LQJXR/R-07072-s-6H_S22_L003_R1_001.fastq.gz,./seq230526_LQJXR/R-07072-s-6H_S22_L003_R2_001.fastq.gz,6364690,6364690,False,,6364690,12729380,True,True,
FP_SA_seq230526_LQJXR_R_07072_s_6H_2022_washed_shotgun__P04,SA_seq230526_LQJXR__R_07072_s_6H__2022_washed_shotgun,seq230526_LQJXR,LP_LY_R_2022_SP_006_BS_220707_W_1_EX_221031_LP_221212_WGS,2022_washed_shotgun,seq230526_LQJXR/R-07072-s-6H_S22_L004_R1_001.fastq.gz,4,R-07072-s-6H_S22_L004_R1_001.fastq.gz,R-07072-s-6H_S22_L004_R2_001.fastq.gz,./seq230526_LQJXR/R-07072-s-6H_S22_L004_R1_001.fastq.gz,./seq230526_LQJXR/R-07072-s-6H_S22_L004_R2_001.fastq.gz,6468682,6468682,False,,6468682,12937364,True,True,
FP_SA_seq230526_LQJXR_R_07072_s_4H_2022_washed_shotgun__P01,SA_seq230526_LQJXR__R_07072_s_4H__2022_washed_shotgun,seq230526_LQJXR,LP_LY_R_2022_SP_004_BS_220707_W_1_EX_221027_LP_221212_WGS,2022_washed_shotgun,seq230526_LQJXR/R-07072-s-4H_S15_L001_R1_001.fastq.gz,1,R-07072-s-4H_S15_L001_R1_001.fastq.gz,R-07072-s-4H_S15_L001_R2_001.fastq.gz,./seq230526_LQJXR/R-07072-s-4H_S15_L001_R1_001.fastq.gz,./seq230526_LQJXR/R-07072-s-4H_S15_L001_R2_001.fastq.gz,5326531,5326531,False,,5326531,10653062,True,True,
