FP_id,SA_id,SR_id,LP_id,FP_source,FP_rowname,FP_pair_number,FP_forward_fq,FP_reverse_fq,FP_forward_path,FP_reverse_path,FP_forward_reads,FP_reverse_reads,FP_include_control_crushed_amplicon,FP_control_crushed_amplicon_SA_id,FP_pair_reads,FP_total_reads,FP_has_read_count,FP_include_candidate,FP_exclude_reason
FP_SA_seq240222_RQS8X_R_170622_16S_w_D9_2022_washed_amplicon__P01,SA_seq240222_RQS8X__R_170622_16S_w_D9__2022_washed_amplicon,seq240222_RQS8X,LP_LY_R_2022_SP_009_BS_170622_W_0_EX_230111_LP_230626_16S,2022_washed_amplicon,seq240222_RQS8X/R-170622-16S-w-D9_S81_L001_R1_001.fastq.gz,1,R-170622-16S-w-D9_S81_L001_R1_001.fastq.gz,R-170622-16S-w-D9_S81_L001_R2_001.fastq.gz,./seq240222_RQS8X/R-170622-16S-w-D9_S81_L001_R1_001.fastq.gz,./seq240222_RQS8X/R-170622-16S-w-D9_S81_L001_R2_001.fastq.gz,17748,17748,False,,17748,35496,True,True,
FP_SA_seq240222_RQS8X_R_140722_16S_w_I9_2022_washed_amplicon__P01,SA_seq240222_RQS8X__R_140722_16S_w_I9__2022_washed_amplicon,seq240222_RQS8X,LP_LY_R_2022_SP_009_BS_140722_W_0_EX_230220_LP_230713_16S,2022_washed_amplicon,seq240222_RQS8X/R-140722-16S-w-I9_S17_L001_R1_001.fastq.gz,1,R-140722-16S-w-I9_S17_L001_R1_001.fastq.gz,R-140722-16S-w-I9_S17_L001_R2_001.fastq.gz,./seq240222_RQS8X/R-140722-16S-w-I9_S17_L001_R1_001.fastq.gz,./seq240222_RQS8X/R-140722-16S-w-I9_S17_L001_R2_001.fastq.gz,29500,29500,False,,29500,59000,True,True,
FP_SA_seq240222_RQS8X_R_070622_16S_w_A8_2022_washed_amplicon__P01,SA_seq240222_RQS8X__R_070622_16S_w_A8__2022_washed_amplicon,seq240222_RQS8X,LP_LY_R_2022_SP_008_BS_070622_W_0_EX_221207_LP_230626_16S,2022_washed_amplicon,seq240222_RQS8X/R-070622-16S-w-A8_S8_L001_R1_001.fastq.gz,1,R-070622-16S-w-A8_S8_L001_R1_001.fastq.gz,R-070622-16S-w-A8_S8_L001_R2_001.fastq.gz,./seq240222_RQS8X/R-070622-16S-w-A8_S8_L001_R1_001.fastq.gz,./seq240222_RQS8X/R-070622-16S-w-A8_S8_L001_R2_001.fastq.gz,36064,36064,False,,36064,72128,True,True,
FP_SA_seq240222_RQS8X_R_100622_16S_w_B8_2022_washed_amplicon__P01,SA_seq240222_RQS8X__R_100622_16S_w_B8__2022_washed_amplicon,seq240222_RQS8X,LP_LY_R_2022_SP_008_BS_100622_W_0_EX_221215_LP_230626_16S,2022_washed_amplicon,seq240222_RQS8X/R-100622-16S-w-B8_S32_L001_R1_001.fastq.gz,1,R-100622-16S-w-B8_S32_L001_R1_001.fastq.gz,R-100622-16S-w-B8_S32_L001_R2_001.fastq.gz,./seq240222_RQS8X/R-100622-16S-w-B8_S32_L001_R1_001.fastq.gz,./seq240222_RQS8X/R-100622-16S-w-B8_S32_L001_R2_001.fastq.gz,49386,49386,False,,49386,98772,True,True,
FP_SA_seq240222_RQS8X_R_140622_16S_w_C8_2022_washed_amplicon__P01,SA_seq240222_RQS8X__R_140622_16S_w_C8__2022_washed_amplicon,seq240222_RQS8X,LP_LY_R_2022_SP_008_BS_140622_W_0_EX_230103_LP_230626_16S,2022_washed_amplicon,seq240222_RQS8X/R-140622-16S-w-C8_S56_L001_R1_001.fastq.gz,1,R-140622-16S-w-C8_S56_L001_R1_001.fastq.gz,R-140622-16S-w-C8_S56_L001_R2_001.fastq.gz,./seq240222_RQS8X/R-140622-16S-w-C8_S56_L001_R1_001.fastq.gz,./seq240222_RQS8X/R-140622-16S-w-C8_S56_L001_R2_001.fastq.gz,28295,28295,False,,28295,56590,True,True,
FP_SA_seq240222_RQS8X_R_070722_16S_w_H19_2022_washed_amplicon__P01,SA_seq240222_RQS8X__R_070722_16S_w_H19__2022_washed_amplicon,seq240222_RQS8X,LP_LY_R_2022_SP_019_BS_070722_W_0_EX_230210_LP_230713_16S,2022_washed_amplicon,seq240222_RQS8X/R-070722-16S-w-H19_S3_L001_R1_001.fastq.gz,1,R-070722-16S-w-H19_S3_L001_R1_001.fastq.gz,R-070722-16S-w-H19_S3_L001_R2_001.fastq.gz,./seq240222_RQS8X/R-070722-16S-w-H19_S3_L001_R1_001.fastq.gz,./seq240222_RQS8X/R-070722-16S-w-H19_S3_L001_R2_001.fastq.gz,27510,27510,False,,27510,55020,True,True,
FP_SA_seq240222_RQS8X_R_140722_16S_w_I5_2022_washed_amplicon__P01,SA_seq240222_RQS8X__R_140722_16S_w_I5__2022_washed_amplicon,seq240222_RQS8X,LP_LY_R_2022_SP_005_BS_140722_W_0_EX_230220_LP_230713_16S,2022_washed_amplicon,seq240222_RQS8X/R-140722-16S-w-I5_S13_L001_R1_001.fastq.gz,1,R-140722-16S-w-I5_S13_L001_R1_001.fastq.gz,R-140722-16S-w-I5_S13_L001_R2_001.fastq.gz,./seq240222_RQS8X/R-140722-16S-w-I5_S13_L001_R1_001.fastq.gz,./seq240222_RQS8X/R-140722-16S-w-I5_S13_L001_R2_001.fastq.gz,19827,19827,False,,19827,39654,True,True,
FP_SA_seq240222_RQS8X_R_070622_16S_w_A18_2022_washed_amplicon__P01,SA_seq240222_RQS8X__R_070622_16S_w_A18__2022_washed_amplicon,seq240222_RQS8X,LP_LY_R_2022_SP_018_BS_070622_W_0_EX_221207_LP_230626_16S,2022_washed_amplicon,seq240222_RQS8X/R-070622-16S-w-A18_S18_L001_R1_001.fastq.gz,1,R-070622-16S-w-A18_S18_L001_R1_001.fastq.gz,R-070622-16S-w-A18_S18_L001_R2_001.fastq.gz,./seq240222_RQS8X/R-070622-16S-w-A18_S18_L001_R1_001.fastq.gz,./seq240222_RQS8X/R-070622-16S-w-A18_S18_L001_R2_001.fastq.gz,22774,22774,False,,22774,45548,True,True,
FP_SA_seq240222_RQS8X_R_140622_16S_w_C18_2022_washed_amplicon__P01,SA_seq240222_RQS8X__R_140622_16S_w_C18__2022_washed_amplicon,seq240222_RQS8X,LP_LY_R_2022_SP_018_BS_140622_W_0_EX_230103_LP_230626_16S,2022_washed_amplicon,seq240222_RQS8X/R-140622-16S-w-C18_S66_L001_R1_001.fastq.gz,1,R-140622-16S-w-C18_S66_L001_R1_001.fastq.gz,R-140622-16S-w-C18_S66_L001_R2_001.fastq.gz,./seq240222_RQS8X/R-140622-16S-w-C18_S66_L001_R1_001.fastq.gz,./seq240222_RQS8X/R-140622-16S-w-C18_S66_L001_R2_001.fastq.gz,22209,22209,False,,22209,44418,True,True,
FP_SA_seq240222_RQS8X_R_070622_16S_w_A15_2022_washed_amplicon__P01,SA_seq240222_RQS8X__R_070622_16S_w_A15__2022_washed_amplicon,seq240222_RQS8X,LP_LY_R_2022_SP_015_BS_070622_W_0_EX_221207_LP_230626_16S,2022_washed_amplicon,seq240222_RQS8X/R-070622-16S-w-A15_S15_L001_R1_001.fastq.gz,1,R-070622-16S-w-A15_S15_L001_R1_001.fastq.gz,R-070622-16S-w-A15_S15_L001_R2_001.fastq.gz,./seq240222_RQS8X/R-070622-16S-w-A15_S15_L001_R1_001.fastq.gz,./seq240222_RQS8X/R-070622-16S-w-A15_S15_L001_R2_001.fastq.gz,23242,23242,False,,23242,46484,True,True,
FP_SA_seq240222_RQS8X_R_100622_16S_w_B15_2022_washed_amplicon__P01,SA_seq240222_RQS8X__R_100622_16S_w_B15__2022_washed_amplicon,seq240222_RQS8X,LP_LY_R_2022_SP_015_BS_100622_W_0_EX_221215_LP_230626_16S,2022_washed_amplicon,seq240222_RQS8X/R-100622-16S-w-B15_S39_L001_R1_001.fastq.gz,1,R-100622-16S-w-B15_S39_L001_R1_001.fastq.gz,R-100622-16S-w-B15_S39_L001_R2_001.fastq.gz,./seq240222_RQS8X/R-100622-16S-w-B15_S39_L001_R1_001.fastq.gz,./seq240222_RQS8X/R-100622-16S-w-B15_S39_L001_R2_001.fastq.gz,24344,24344,False,,24344,48688,True,True,
FP_SA_seq240222_RQS8X_R_140622_16S_w_C15_2022_washed_amplicon__P01,SA_seq240222_RQS8X__R_140622_16S_w_C15__2022_washed_amplicon,seq240222_RQS8X,LP_LY_R_2022_SP_015_BS_140622_W_0_EX_230103_LP_230626_16S,2022_washed_amplicon,seq240222_RQS8X/R-140622-16S-w-C15_S63_L001_R1_001.fastq.gz,1,R-140622-16S-w-C15_S63_L001_R1_001.fastq.gz,R-140622-16S-w-C15_S63_L001_R2_001.fastq.gz,./seq240222_RQS8X/R-140622-16S-w-C15_S63_L001_R1_001.fastq.gz,./seq240222_RQS8X/R-140622-16S-w-C15_S63_L001_R2_001.fastq.gz,38929,38929,False,,38929,77858,True,True,
FP_SA_seq240222_RQS8X_R_170622_16S_w_D15_2022_washed_amplicon__P01,SA_seq240222_RQS8X__R_170622_16S_w_D15__2022_washed_amplicon,seq240222_RQS8X,LP_LY_R_2022_SP_015_BS_170622_W_0_EX_230111_LP_230626_16S,2022_washed_amplicon,seq240222_RQS8X/R-170622-16S-w-D15_S87_L001_R1_001.fastq.gz,1,R-170622-16S-w-D15_S87_L001_R1_001.fastq.gz,R-170622-16S-w-D15_S87_L001_R2_001.fastq.gz,./seq240222_RQS8X/R-170622-16S-w-D15_S87_L001_R1_001.fastq.gz,./seq240222_RQS8X/R-170622-16S-w-D15_S87_L001_R2_001.fastq.gz,31755,31755,False,,31755,63510,True,True,
FP_SA_seq240222_RQS8X_R_070622_16S_w_A5_2022_washed_amplicon__P01,SA_seq240222_RQS8X__R_070622_16S_w_A5__2022_washed_amplicon,seq240222_RQS8X,LP_LY_R_2022_SP_005_BS_070622_W_0_EX_221207_LP_230626_16S,2022_washed_amplicon,seq240222_RQS8X/R-070622-16S-w-A5_S5_L001_R1_001.fastq.gz,1,R-070622-16S-w-A5_S5_L001_R1_001.fastq.gz,R-070622-16S-w-A5_S5_L001_R2_001.fastq.gz,./seq240222_RQS8X/R-070622-16S-w-A5_S5_L001_R1_001.fastq.gz,./seq240222_RQS8X/R-070622-16S-w-A5_S5_L001_R2_001.fastq.gz,23969,23969,False,,23969,47938,True,True,
FP_SA_seq240222_RQS8X_R_140722_16S_w_I15_2022_washed_amplicon__P01,SA_seq240222_RQS8X__R_140722_16S_w_I15__2022_washed_amplicon,seq240222_RQS8X,LP_LY_R_2022_SP_015_BS_140722_W_0_EX_230220_LP_230713_16S,2022_washed_amplicon,seq240222_RQS8X/R-140722-16S-w-I15_S23_L001_R1_001.fastq.gz,1,R-140722-16S-w-I15_S23_L001_R1_001.fastq.gz,R-140722-16S-w-I15_S23_L001_R2_001.fastq.gz,./seq240222_RQS8X/R-140722-16S-w-I15_S23_L001_R1_001.fastq.gz,./seq240222_RQS8X/R-140722-16S-w-I15_S23_L001_R2_001.fastq.gz,36146,36146,False,,36146,72292,True,True,
FP_SA_seq240222_RQS8X_R_140722_16S_w_I16_2022_washed_amplicon__P01,SA_seq240222_RQS8X__R_140722_16S_w_I16__2022_washed_amplicon,seq240222_RQS8X,LP_LY_R_2022_SP_016_BS_140722_W_0_EX_230220_LP_230713_16S,2022_washed_amplicon,seq240222_RQS8X/R-140722-16S-w-I16_S24_L001_R1_001.fastq.gz,1,R-140722-16S-w-I16_S24_L001_R1_001.fastq.gz,R-140722-16S-w-I16_S24_L001_R2_001.fastq.gz,./seq240222_RQS8X/R-140722-16S-w-I16_S24_L001_R1_001.fastq.gz,./seq240222_RQS8X/R-140722-16S-w-I16_S24_L001_R2_001.fastq.gz,28901,28901,False,,28901,57802,True,True,
FP_SA_seq240222_RQS8X_R_070622_16S_w_A14_2022_washed_amplicon__P01,SA_seq240222_RQS8X__R_070622_16S_w_A14__2022_washed_amplicon,seq240222_RQS8X,LP_LY_R_2022_SP_014_BS_070622_W_0_EX_221207_LP_230626_16S,2022_washed_amplicon,seq240222_RQS8X/R-070622-16S-w-A14_S14_L001_R1_001.fastq.gz,1,R-070622-16S-w-A14_S14_L001_R1_001.fastq.gz,R-070622-16S-w-A14_S14_L001_R2_001.fastq.gz,./seq240222_RQS8X/R-070622-16S-w-A14_S14_L001_R1_001.fastq.gz,./seq240222_RQS8X/R-070622-16S-w-A14_S14_L001_R2_001.fastq.gz,21272,21272,False,,21272,42544,True,True,
FP_SA_seq240222_RQS8X_R_140622_16S_w_C14_2022_washed_amplicon__P01,SA_seq240222_RQS8X__R_140622_16S_w_C14__2022_washed_amplicon,seq240222_RQS8X,LP_LY_R_2022_SP_014_BS_140622_W_0_EX_230103_LP_230626_16S,2022_washed_amplicon,seq240222_RQS8X/R-140622-16S-w-C14_S62_L001_R1_001.fastq.gz,1,R-140622-16S-w-C14_S62_L001_R1_001.fastq.gz,R-140622-16S-w-C14_S62_L001_R2_001.fastq.gz,./seq240222_RQS8X/R-140622-16S-w-C14_S62_L001_R1_001.fastq.gz,./seq240222_RQS8X/R-140622-16S-w-C14_S62_L001_R2_001.fastq.gz,38927,38927,False,,38927,77854,True,True,
FP_SA_seq240222_RQS8X_R_170622_16S_w_D14_2022_washed_amplicon__P01,SA_seq240222_RQS8X__R_170622_16S_w_D14__2022_washed_amplicon,seq240222_RQS8X,LP_LY_R_2022_SP_014_BS_170622_W_0_EX_230111_LP_230626_16S,2022_washed_amplicon,seq240222_RQS8X/R-170622-16S-w-D14_S86_L001_R1_001.fastq.gz,1,R-170622-16S-w-D14_S86_L001_R1_001.fastq.gz,R-170622-16S-w-D14_S86_L001_R2_001.fastq.gz,./seq240222_RQS8X/R-170622-16S-w-D14_S86_L001_R1_001.fastq.gz,./seq240222_RQS8X/R-170622-16S-w-D14_S86_L001_R2_001.fastq.gz,27654,27654,False,,27654,55308,True,True,
FP_SA_seq240222_RQS8X_R_100622_16S_w_B5_2022_washed_amplicon__P01,SA_seq240222_RQS8X__R_100622_16S_w_B5__2022_washed_amplicon,seq240222_RQS8X,LP_LY_R_2022_SP_005_BS_100622_W_0_EX_221215_LP_230626_16S,2022_washed_amplicon,seq240222_RQS8X/R-100622-16S-w-B5_S29_L001_R1_001.fastq.gz,1,R-100622-16S-w-B5_S29_L001_R1_001.fastq.gz,R-100622-16S-w-B5_S29_L001_R2_001.fastq.gz,./seq240222_RQS8X/R-100622-16S-w-B5_S29_L001_R1_001.fastq.gz,./seq240222_RQS8X/R-100622-16S-w-B5_S29_L001_R2_001.fastq.gz,30815,30815,False,,30815,61630,True,True,
FP_SA_seq240222_RQS8X_R_140622_16S_w_C5_2022_washed_amplicon__P01,SA_seq240222_RQS8X__R_140622_16S_w_C5__2022_washed_amplicon,seq240222_RQS8X,LP_LY_R_2022_SP_005_BS_140622_W_0_EX_230103_LP_230626_16S,2022_washed_amplicon,seq240222_RQS8X/R-140622-16S-w-C5_S53_L001_R1_001.fastq.gz,1,R-140622-16S-w-C5_S53_L001_R1_001.fastq.gz,R-140622-16S-w-C5_S53_L001_R2_001.fastq.gz,./seq240222_RQS8X/R-140622-16S-w-C5_S53_L001_R1_001.fastq.gz,./seq240222_RQS8X/R-140622-16S-w-C5_S53_L001_R2_001.fastq.gz,14359,14359,False,,14359,28718,True,True,
FP_SA_seq240222_RQS8X_R_170622_16S_w_D5_2022_washed_amplicon__P01,SA_seq240222_RQS8X__R_170622_16S_w_D5__2022_washed_amplicon,seq240222_RQS8X,LP_LY_R_2022_SP_005_BS_170622_W_0_EX_230111_LP_230626_16S,2022_washed_amplicon,seq240222_RQS8X/R-170622-16S-w-D5_S77_L001_R1_001.fastq.gz,1,R-170622-16S-w-D5_S77_L001_R1_001.fastq.gz,R-170622-16S-w-D5_S77_L001_R2_001.fastq.gz,./seq240222_RQS8X/R-170622-16S-w-D5_S77_L001_R1_001.fastq.gz,./seq240222_RQS8X/R-170622-16S-w-D5_S77_L001_R2_001.fastq.gz,30578,30578,False,,30578,61156,True,True,
FP_SA_seq240222_RQS8X_R_140722_16S_w_I21_2022_washed_amplicon__P01,SA_seq240222_RQS8X__R_140722_16S_w_I21__2022_washed_amplicon,seq240222_RQS8X,LP_LY_R_2022_SP_021_BS_140722_W_0_EX_230220_LP_230713_16S,2022_washed_amplicon,seq240222_RQS8X/R-140722-16S-w-I21_S29_L001_R1_001.fastq.gz,1,R-140722-16S-w-I21_S29_L001_R1_001.fastq.gz,R-140722-16S-w-I21_S29_L001_R2_001.fastq.gz,./seq240222_RQS8X/R-140722-16S-w-I21_S29_L001_R1_001.fastq.gz,./seq240222_RQS8X/R-140722-16S-w-I21_S29_L001_R2_001.fastq.gz,25784,25784,False,,25784,51568,True,True,
FP_SA_seq240222_RQS8X_R_100622_16S_w_B14_2022_washed_amplicon__P01,SA_seq240222_RQS8X__R_100622_16S_w_B14__2022_washed_amplicon,seq240222_RQS8X,LP_LY_R_2022_SP_014_BS_100622_W_0_EX_221215_LP_230626_16S,2022_washed_amplicon,seq240222_RQS8X/R-100622-16S-w-B14_S38_L001_R1_001.fastq.gz,1,R-100622-16S-w-B14_S38_L001_R1_001.fastq.gz,R-100622-16S-w-B14_S38_L001_R2_001.fastq.gz,./seq240222_RQS8X/R-100622-16S-w-B14_S38_L001_R1_001.fastq.gz,./seq240222_RQS8X/R-100622-16S-w-B14_S38_L001_R2_001.fastq.gz,29393,29393,False,,29393,58786,True,True,
FP_SA_seq240222_RQS8X_R_140722_16S_w_I6_2022_washed_amplicon__P01,SA_seq240222_RQS8X__R_140722_16S_w_I6__2022_washed_amplicon,seq240222_RQS8X,LP_LY_R_2022_SP_006_BS_140722_W_0_EX_230220_LP_230713_16S,2022_washed_amplicon,seq240222_RQS8X/R-140722-16S-w-I6_S14_L001_R1_001.fastq.gz,1,R-140722-16S-w-I6_S14_L001_R1_001.fastq.gz,R-140722-16S-w-I6_S14_L001_R2_001.fastq.gz,./seq240222_RQS8X/R-140722-16S-w-I6_S14_L001_R1_001.fastq.gz,./seq240222_RQS8X/R-140722-16S-w-I6_S14_L001_R2_001.fastq.gz,24564,24564,False,,24564,49128,True,True,
FP_SA_seq240222_RQS8X_R_170622_16S_w_D16_2022_washed_amplicon__P01,SA_seq240222_RQS8X__R_170622_16S_w_D16__2022_washed_amplicon,seq240222_RQS8X,LP_LY_R_2022_SP_016_BS_170622_W_0_EX_230111_LP_230626_16S,2022_washed_amplicon,seq240222_RQS8X/R-170622-16S-w-D16_S88_L001_R1_001.fastq.gz,1,R-170622-16S-w-D16_S88_L001_R1_001.fastq.gz,R-170622-16S-w-D16_S88_L001_R2_001.fastq.gz,./seq240222_RQS8X/R-170622-16S-w-D16_S88_L001_R1_001.fastq.gz,./seq240222_RQS8X/R-170622-16S-w-D16_S88_L001_R2_001.fastq.gz,40681,40681,False,,40681,81362,True,True,
FP_SA_seq240222_RQS8X_R_140622_16S_w_C16_2022_washed_amplicon__P01,SA_seq240222_RQS8X__R_140622_16S_w_C16__2022_washed_amplicon,seq240222_RQS8X,LP_LY_R_2022_SP_016_BS_140622_W_0_EX_230103_LP_230626_16S,2022_washed_amplicon,seq240222_RQS8X/R-140622-16S-w-C16_S64_L001_R1_001.fastq.gz,1,R-140622-16S-w-C16_S64_L001_R1_001.fastq.gz,R-140622-16S-w-C16_S64_L001_R2_001.fastq.gz,./seq240222_RQS8X/R-140622-16S-w-C16_S64_L001_R1_001.fastq.gz,./seq240222_RQS8X/R-140622-16S-w-C16_S64_L001_R2_001.fastq.gz,58575,58575,False,,58575,117150,True,True,
FP_SA_seq240222_RQS8X_R_170622_16S_w_D18_2022_washed_amplicon__P01,SA_seq240222_RQS8X__R_170622_16S_w_D18__2022_washed_amplicon,seq240222_RQS8X,LP_LY_R_2022_SP_018_BS_170622_W_0_EX_230111_LP_230626_16S,2022_washed_amplicon,seq240222_RQS8X/R-170622-16S-w-D18_S90_L001_R1_001.fastq.gz,1,R-170622-16S-w-D18_S90_L001_R1_001.fastq.gz,R-170622-16S-w-D18_S90_L001_R2_001.fastq.gz,./seq240222_RQS8X/R-170622-16S-w-D18_S90_L001_R1_001.fastq.gz,./seq240222_RQS8X/R-170622-16S-w-D18_S90_L001_R2_001.fastq.gz,30655,30655,False,,30655,61310,True,True,
FP_SA_seq240222_RQS8X_R_070622_16S_w_A6_2022_washed_amplicon__P01,SA_seq240222_RQS8X__R_070622_16S_w_A6__2022_washed_amplicon,seq240222_RQS8X,LP_LY_R_2022_SP_006_BS_070622_W_0_EX_221207_LP_230626_16S,2022_washed_amplicon,seq240222_RQS8X/R-070622-16S-w-A6_S6_L001_R1_001.fastq.gz,1,R-070622-16S-w-A6_S6_L001_R1_001.fastq.gz,R-070622-16S-w-A6_S6_L001_R2_001.fastq.gz,./seq240222_RQS8X/R-070622-16S-w-A6_S6_L001_R1_001.fastq.gz,./seq240222_RQS8X/R-070622-16S-w-A6_S6_L001_R2_001.fastq.gz,26957,26957,False,,26957,53914,True,True,
FP_SA_seq240222_RQS8X_R_100622_16S_w_B6_2022_washed_amplicon__P01,SA_seq240222_RQS8X__R_100622_16S_w_B6__2022_washed_amplicon,seq240222_RQS8X,LP_LY_R_2022_SP_006_BS_100622_W_0_EX_221215_LP_230626_16S,2022_washed_amplicon,seq240222_RQS8X/R-100622-16S-w-B6_S30_L001_R1_001.fastq.gz,1,R-100622-16S-w-B6_S30_L001_R1_001.fastq.gz,R-100622-16S-w-B6_S30_L001_R2_001.fastq.gz,./seq240222_RQS8X/R-100622-16S-w-B6_S30_L001_R1_001.fastq.gz,./seq240222_RQS8X/R-100622-16S-w-B6_S30_L001_R2_001.fastq.gz,28818,28818,False,,28818,57636,True,True,
FP_SA_seq240222_RQS8X_R_070722_16S_w_H18_2022_washed_amplicon__P01,SA_seq240222_RQS8X__R_070722_16S_w_H18__2022_washed_amplicon,seq240222_RQS8X,LP_LY_R_2022_SP_018_BS_070722_W_0_EX_230210_LP_230713_16S,2022_washed_amplicon,seq240222_RQS8X/R-070722-16S-w-H18_S2_L001_R1_001.fastq.gz,1,R-070722-16S-w-H18_S2_L001_R1_001.fastq.gz,R-070722-16S-w-H18_S2_L001_R2_001.fastq.gz,./seq240222_RQS8X/R-070722-16S-w-H18_S2_L001_R1_001.fastq.gz,./seq240222_RQS8X/R-070722-16S-w-H18_S2_L001_R2_001.fastq.gz,14886,14886,False,,14886,29772,True,True,
FP_SA_seq240222_RQS8X_R_140722_16S_w_I18_2022_washed_amplicon__P01,SA_seq240222_RQS8X__R_140722_16S_w_I18__2022_washed_amplicon,seq240222_RQS8X,LP_LY_R_2022_SP_018_BS_140722_W_0_EX_230220_LP_230713_16S,2022_washed_amplicon,seq240222_RQS8X/R-140722-16S-w-I18_S26_L001_R1_001.fastq.gz,1,R-140722-16S-w-I18_S26_L001_R1_001.fastq.gz,R-140722-16S-w-I18_S26_L001_R2_001.fastq.gz,./seq240222_RQS8X/R-140722-16S-w-I18_S26_L001_R1_001.fastq.gz,./seq240222_RQS8X/R-140722-16S-w-I18_S26_L001_R2_001.fastq.gz,27916,27916,False,,27916,55832,True,True,
FP_SA_seq240222_RQS8X_R_070622_16S_w_A17_2022_washed_amplicon__P01,SA_seq240222_RQS8X__R_070622_16S_w_A17__2022_washed_amplicon,seq240222_RQS8X,LP_LY_R_2022_SP_017_BS_070622_W_0_EX_221207_LP_230626_16S,2022_washed_amplicon,seq240222_RQS8X/R-070622-16S-w-A17_S17_L001_R1_001.fastq.gz,1,R-070622-16S-w-A17_S17_L001_R1_001.fastq.gz,R-070622-16S-w-A17_S17_L001_R2_001.fastq.gz,./seq240222_RQS8X/R-070622-16S-w-A17_S17_L001_R1_001.fastq.gz,./seq240222_RQS8X/R-070622-16S-w-A17_S17_L001_R2_001.fastq.gz,34961,34961,False,,34961,69922,True,True,
FP_SA_seq240222_RQS8X_R_100622_16S_w_B17_2022_washed_amplicon__P01,SA_seq240222_RQS8X__R_100622_16S_w_B17__2022_washed_amplicon,seq240222_RQS8X,LP_LY_R_2022_SP_017_BS_100622_W_0_EX_221215_LP_230626_16S,2022_washed_amplicon,seq240222_RQS8X/R-100622-16S-w-B17_S41_L001_R1_001.fastq.gz,1,R-100622-16S-w-B17_S41_L001_R1_001.fastq.gz,R-100622-16S-w-B17_S41_L001_R2_001.fastq.gz,./seq240222_RQS8X/R-100622-16S-w-B17_S41_L001_R1_001.fastq.gz,./seq240222_RQS8X/R-100622-16S-w-B17_S41_L001_R2_001.fastq.gz,22636,22636,False,,22636,45272,True,True,
FP_SA_seq240222_RQS8X_R_140622_16S_w_C17_2022_washed_amplicon__P01,SA_seq240222_RQS8X__R_140622_16S_w_C17__2022_washed_amplicon,seq240222_RQS8X,LP_LY_R_2022_SP_017_BS_140622_W_0_EX_230103_LP_230626_16S,2022_washed_amplicon,seq240222_RQS8X/R-140622-16S-w-C17_S65_L001_R1_001.fastq.gz,1,R-140622-16S-w-C17_S65_L001_R1_001.fastq.gz,R-140622-16S-w-C17_S65_L001_R2_001.fastq.gz,./seq240222_RQS8X/R-140622-16S-w-C17_S65_L001_R1_001.fastq.gz,./seq240222_RQS8X/R-140622-16S-w-C17_S65_L001_R2_001.fastq.gz,37743,37743,False,,37743,75486,True,True,
FP_SA_seq240222_RQS8X_R_170622_16S_w_D17_2022_washed_amplicon__P01,SA_seq240222_RQS8X__R_170622_16S_w_D17__2022_washed_amplicon,seq240222_RQS8X,LP_LY_R_2022_SP_017_BS_170622_W_0_EX_230111_LP_230626_16S,2022_washed_amplicon,seq240222_RQS8X/R-170622-16S-w-D17_S89_L001_R1_001.fastq.gz,1,R-170622-16S-w-D17_S89_L001_R1_001.fastq.gz,R-170622-16S-w-D17_S89_L001_R2_001.fastq.gz,./seq240222_RQS8X/R-170622-16S-w-D17_S89_L001_R1_001.fastq.gz,./seq240222_RQS8X/R-170622-16S-w-D17_S89_L001_R2_001.fastq.gz,26968,26968,False,,26968,53936,True,True,
FP_SA_seq240222_RQS8X_R_140622_16S_w_C6_2022_washed_amplicon__P01,SA_seq240222_RQS8X__R_140622_16S_w_C6__2022_washed_amplicon,seq240222_RQS8X,LP_LY_R_2022_SP_006_BS_140622_W_0_EX_230103_LP_230626_16S,2022_washed_amplicon,seq240222_RQS8X/R-140622-16S-w-C6_S54_L001_R1_001.fastq.gz,1,R-140622-16S-w-C6_S54_L001_R1_001.fastq.gz,R-140622-16S-w-C6_S54_L001_R2_001.fastq.gz,./seq240222_RQS8X/R-140622-16S-w-C6_S54_L001_R1_001.fastq.gz,./seq240222_RQS8X/R-140622-16S-w-C6_S54_L001_R2_001.fastq.gz,25961,25961,False,,25961,51922,True,True,
FP_SA_seq240222_RQS8X_R_170622_16S_w_D6_2022_washed_amplicon__P01,SA_seq240222_RQS8X__R_170622_16S_w_D6__2022_washed_amplicon,seq240222_RQS8X,LP_LY_R_2022_SP_006_BS_170622_W_0_EX_230111_LP_230626_16S,2022_washed_amplicon,seq240222_RQS8X/R-170622-16S-w-D6_S78_L001_R1_001.fastq.gz,1,R-170622-16S-w-D6_S78_L001_R1_001.fastq.gz,R-170622-16S-w-D6_S78_L001_R2_001.fastq.gz,./seq240222_RQS8X/R-170622-16S-w-D6_S78_L001_R1_001.fastq.gz,./seq240222_RQS8X/R-170622-16S-w-D6_S78_L001_R2_001.fastq.gz,40201,40201,False,,40201,80402,True,True,
