EX_id,BS_id,EX_date,EX_plate,EX_dna_conc,EX_row_count
EX_LY_L_2022_SP_006_BS_230622_W_5_EX_230710,BS_230622_W_5,2023-07-10,10.0,0.008,2
EX_LY_L_2022_SP_006_BS_230622_W_6_EX_230710,BS_230622_W_6,2023-07-10,10.0,0.03,2
EX_LY_L_2022_SP_006_BS_230622_W_7_EX_230710,BS_230622_W_7,2023-07-10,10.0,0.067,2
EX_LY_L_2022_SP_007_BS_230622_W_1_EX_230710,BS_230622_W_1,2023-07-10,10.0,0.037,2
EX_LY_L_2022_SP_007_BS_230622_W_2_EX_230710,BS_230622_W_2,2023-07-10,10.0,0.06,2
EX_LY_L_2022_SP_007_BS_230622_W_3_EX_230710,BS_230622_W_3,2023-07-10,10.0,0.039,2
EX_LY_L_2022_SP_007_BS_230622_W_4_EX_230710,BS_230622_W_4,2023-07-10,10.0,0.097,2
EX_LY_L_2022_SP_007_BS_230622_W_5_EX_230710,BS_230622_W_5,2023-07-10,10.0,0.166,2
EX_LY_L_2022_SP_007_BS_230622_W_6_EX_230710,BS_230622_W_6,2023-07-10,10.0,0.018,2
EX_LY_L_2022_SP_007_BS_230622_W_7_EX_230710,BS_230622_W_7,2023-07-10,10.0,0.063,2
EX_LY_L_2022_SP_008_BS_230622_W_1_EX_230713,BS_230622_W_1,2023-07-13,10.0,0.014,2
EX_LY_L_2022_SP_008_BS_230622_W_2_EX_230713,BS_230622_W_2,2023-07-13,10.0,0.002,2
EX_LY_L_2022_SP_008_BS_230622_W_3_EX_230713,BS_230622_W_3,2023-07-13,10.0,0.006,2
EX_LY_L_2022_SP_008_BS_230622_W_4_EX_230713,BS_230622_W_4,2023-07-13,10.0,0.015,2
EX_LY_L_2022_SP_008_BS_230622_W_5_EX_230713,BS_230622_W_5,2023-07-13,10.0,0.076,2
EX_LY_L_2022_SP_008_BS_230622_W_6_EX_230713,BS_230622_W_6,2023-07-13,10.0,0.036,2
EX_LY_L_2022_SP_008_BS_230622_W_7_EX_230713,BS_230622_W_7,2023-07-13,10.0,0.134,2
EX_LY_L_2022_SP_009_BS_230622_W_1_EX_230713,BS_230622_W_1,2023-07-13,10.0,0.024,2
EX_LY_L_2022_SP_009_BS_230622_W_2_EX_230713,BS_230622_W_2,2023-07-13,10.0,0.132,2
EX_LY_L_2022_SP_009_BS_230622_W_3_EX_230713,BS_230622_W_3,2023-07-13,10.0,0.118,2
EX_LY_L_2022_SP_009_BS_230622_W_4_EX_230713,BS_230622_W_4,2023-07-13,10.0,0.047,2
EX_LY_L_2022_SP_009_BS_230622_W_5_EX_230713,BS_230622_W_5,2023-07-13,10.0,0.005,2
EX_LY_L_2022_SP_009_BS_230622_W_6_EX_230713,BS_230622_W_6,2023-07-13,10.0,0.072,2
EX_LY_L_2022_SP_009_BS_230622_W_7_EX_230713,BS_230622_W_7,2023-07-13,10.0,0.046,2
EX_LY_L_2022_SP_010_BS_230622_W_1_EX_230713,BS_230622_W_1,2023-07-13,10.0,0.04,2
EX_LY_L_2022_SP_010_BS_230622_W_2_EX_230713,BS_230622_W_2,2023-07-13,10.0,0.057,2
EX_LY_L_2022_SP_010_BS_230622_W_3_EX_230713,BS_230622_W_3,2023-07-13,10.0,0.009,2
EX_LY_L_2022_SP_010_BS_230622_W_4_EX_230713,BS_230622_W_4,2023-07-13,10.0,0.026,2
EX_LY_L_2022_SP_010_BS_230622_W_5_EX_230713,BS_230622_W_5,2023-07-13,10.0,0.009,2
EX_LY_L_2022_SP_010_BS_230622_W_6_EX_230713,BS_230622_W_6,2023-07-13,10.0,0.008,2
EX_LY_L_2022_SP_010_BS_230622_W_7_EX_230713,BS_230622_W_7,2023-07-13,10.0,0.018,2
EX_LY_L_2022_SP_011_BS_230622_W_1_EX_230713,BS_230622_W_1,2023-07-13,10.0,0.016,2
EX_LY_L_2022_SP_011_BS_230622_W_2_EX_230713,BS_230622_W_2,2023-07-13,10.0,0.252,2
EX_LY_L_2022_SP_012_BS_230622_W_1_EX_230713,BS_230622_W_1,2023-07-13,10.0,0.403,2
EX_LY_L_2022_SP_012_BS_230622_W_2_EX_230714,BS_230622_W_2,2023-07-14,10.0,0.045,2
EX_LY_L_2022_SP_012_BS_230622_W_3_EX_230714,BS_230622_W_3,2023-07-14,10.0,0.05,2
EX_LY_L_2022_SP_012_BS_230622_W_4_EX_230714,BS_230622_W_4,2023-07-14,10.0,0.033,2
EX_LY_L_2022_SP_012_BS_230622_W_5_EX_230714,BS_230622_W_5,2023-07-14,10.0,0.022,2
EX_LY_L_2022_SP_012_BS_230622_W_6_EX_230714,BS_230622_W_6,2023-07-14,10.0,0.008,2
EX_LY_L_2022_SP_012_BS_230622_W_7_EX_230714,BS_230622_W_7,2023-07-14,10.0,0.02,2
EX_LY_L_2022_SP_013_BS_230622_W_1_EX_230714,BS_230622_W_1,2023-07-14,10.0,0.022,2
EX_LY_L_2022_SP_013_BS_230622_W_2_EX_230714,BS_230622_W_2,2023-07-14,10.0,0.262,2
EX_LY_L_2022_SP_013_BS_230622_W_3_EX_230714,BS_230622_W_3,2023-07-14,10.0,0.015,2
EX_LY_L_2022_SP_013_BS_230622_W_4_EX_230714,BS_230622_W_4,2023-07-14,10.0,0.034,2
EX_LY_L_2022_SP_013_BS_230622_W_5_EX_230714,BS_230622_W_5,2023-07-14,10.0,0.133,2
EX_LY_L_2022_SP_013_BS_230622_W_6_EX_230714,BS_230622_W_6,2023-07-14,10.0,0.035,2
EX_LY_L_2022_SP_013_BS_230622_W_7_EX_230714,BS_230622_W_7,2023-07-14,10.0,0.006,2
EX_LY_L_2022_SP_014_BS_230622_W_1_EX_230714,BS_230622_W_1,2023-07-14,10.0,0.04,2
EX_LY_L_2022_SP_014_BS_230622_W_2_EX_230714,BS_230622_W_2,2023-07-14,11.0,0.103,3
EX_LY_L_2022_SP_014_BS_230622_W_3_EX_230714,BS_230622_W_3,2023-07-14,11.0,0.21,3
EX_LY_L_2022_SP_014_BS_230622_W_4_EX_230714,BS_230622_W_4,2023-07-14,11.0,0.089,3
EX_LY_L_2022_SP_014_BS_230622_W_5_EX_230714,BS_230622_W_5,2023-07-14,11.0,0.0,1
EX_LY_L_2022_SP_014_BS_230622_W_6_EX_230714,BS_230622_W_6,2023-07-14,11.0,0.016,3
EX_LY_L_2022_SP_014_BS_230622_W_7_EX_230714,BS_230622_W_7,2023-07-14,11.0,0.057,3
EX_LY_L_2022_SP_015_BS_230622_W_1_EX_230717,BS_230622_W_1,2023-07-17,11.0,0.006,3
EX_LY_L_2022_SP_015_BS_230622_W_2_EX_230717,BS_230622_W_2,2023-07-17,11.0,0.04,3
EX_LY_L_2022_SP_015_BS_230622_W_3_EX_230717,BS_230622_W_3,2023-07-17,11.0,0.009,3
EX_LY_L_2022_SP_015_BS_230622_W_4_EX_230717,BS_230622_W_4,2023-07-17,11.0,0.052,3
EX_LY_L_2022_SP_015_BS_230622_W_5_EX_230717,BS_230622_W_5,2023-07-17,11.0,0.054,3
EX_LY_L_2022_SP_015_BS_230622_W_6_EX_230717,BS_230622_W_6,2023-07-17,11.0,0.061,3
EX_LY_L_2022_SP_015_BS_230622_W_7_EX_230717,BS_230622_W_7,2023-07-17,11.0,0.567,3
EX_LY_L_2022_SP_016_BS_230622_W_1_EX_230717,BS_230622_W_1,2023-07-17,11.0,0.046,3
EX_LY_L_2022_SP_016_BS_230622_W_2_EX_230717,BS_230622_W_2,2023-07-17,11.0,0.121,2
EX_LY_L_2022_SP_016_BS_230622_W_3_EX_230717,BS_230622_W_3,2023-07-17,11.0,0.273,3
EX_LY_L_2022_SP_016_BS_230622_W_4_EX_230717,BS_230622_W_4,2023-07-17,11.0,0.222,3
EX_LY_L_2022_SP_016_BS_230622_W_5_EX_230717,BS_230622_W_5,2023-07-17,11.0,0.093,3
EX_LY_L_2022_SP_016_BS_230622_W_6_EX_230717,BS_230622_W_6,2023-07-17,11.0,0.019,3
EX_LY_L_2022_SP_016_BS_230622_W_7_EX_230717,BS_230622_W_7,2023-07-17,11.0,0.042,3
EX_LY_L_2022_SP_017_BS_230622_W_1_EX_230717,BS_230622_W_1,2023-07-17,11.0,0.248,3
EX_LY_L_2022_SP_017_BS_230622_W_2_EX_230717,BS_230622_W_2,2023-07-17,11.0,0.173,3
EX_LY_L_2022_SP_017_BS_230622_W_3_EX_230717,BS_230622_W_3,2023-07-17,11.0,0.073,3
EX_LY_L_2022_SP_017_BS_230622_W_4_EX_230717,BS_230622_W_4,2023-07-17,11.0,0.063,3
EX_LY_L_2022_SP_017_BS_230622_W_5_EX_230717,BS_230622_W_5,2023-07-17,11.0,0.016,3
EX_LY_L_2022_SP_017_BS_230622_W_6_EX_230717,BS_230622_W_6,2023-07-17,11.0,0.174,3
EX_LY_L_2022_SP_017_BS_230622_W_7_EX_230717,BS_230622_W_7,2023-07-17,11.0,0.045,3
EX_LY_L_2022_SP_018_BS_230622_W_1_EX_230717,BS_230622_W_1,2023-07-17,11.0,0.021,3
EX_LY_L_2022_SP_018_BS_230622_W_2_EX_230717,BS_230622_W_2,2023-07-17,11.0,0.039,3
EX_LY_L_2022_SP_018_BS_230622_W_3_EX_230717,BS_230622_W_3,2023-07-17,11.0,0.037,3
EX_LY_L_2022_SP_018_BS_230622_W_4_EX_230720,BS_230622_W_4,2023-07-20,11.0,0.128,3
EX_LY_L_2022_SP_018_BS_230622_W_5_EX_230720,BS_230622_W_5,2023-07-20,11.0,0.028,3
EX_LY_L_2022_SP_018_BS_230622_W_6_EX_230720,BS_230622_W_6,2023-07-20,11.0,0.404,3
EX_LY_L_2022_SP_018_BS_230622_W_7_EX_230720,BS_230622_W_7,2023-07-20,11.0,0.084,3
EX_LY_L_2022_SP_019_BS_230622_W_1_EX_230720,BS_230622_W_1,2023-07-20,11.0,0.044,3
EX_LY_L_2022_SP_019_BS_230622_W_2_EX_230720,BS_230622_W_2,2023-07-20,11.0,0.068,3
EX_LY_L_2022_SP_019_BS_230622_W_3_EX_230720,BS_230622_W_3,2023-07-20,11.0,0.08,3
EX_LY_L_2022_SP_019_BS_230622_W_4_EX_230720,BS_230622_W_4,2023-07-20,11.0,0.031,3
EX_LY_L_2022_SP_019_BS_230622_W_5_EX_230720,BS_230622_W_5,2023-07-20,11.0,0.079,3
EX_LY_L_2022_SP_019_BS_230622_W_6_EX_230720,BS_230622_W_6,2023-07-20,11.0,0.076,3
EX_LY_L_2022_SP_019_BS_230622_W_7_EX_230720,BS_230622_W_7,2023-07-20,11.0,0.078,3
EX_LY_L_2022_SP_020_BS_230622_W_1_EX_230720,BS_230622_W_1,2023-07-20,11.0,0.037,3
EX_LY_L_2022_SP_020_BS_230622_W_2_EX_230720,BS_230622_W_2,2023-07-20,11.0,0.007,3
EX_LY_L_2022_SP_020_BS_230622_W_3_EX_230720,BS_230622_W_3,2023-07-20,11.0,0.093,3
EX_LY_L_2022_SP_020_BS_230622_W_4_EX_230720,BS_230622_W_4,2023-07-20,11.0,0.005,3
EX_LY_L_2022_SP_020_BS_230622_W_5_EX_230720,BS_230622_W_5,2023-07-20,11.0,0.137,3
EX_LY_L_2022_SP_020_BS_230622_W_6_EX_230720,BS_230622_W_6,2023-07-20,11.0,0.114,3
EX_LY_L_2022_SP_020_BS_230622_W_7_EX_230720,BS_230622_W_7,2023-07-20,11.0,0.146,3
EX_LY_L_2022_SP_021_BS_230622_W_1_EX_230720,BS_230622_W_1,2023-07-20,11.0,0.079,3
EX_LY_L_2022_SP_021_BS_230622_W_2_EX_230720,BS_230622_W_2,2023-07-20,11.0,0.048,3
EX_LY_L_2022_SP_021_BS_230622_W_3_EX_230720,BS_230622_W_3,2023-07-20,11.0,0.066,3
EX_LY_L_2022_SP_021_BS_230622_W_4_EX_230720,BS_230622_W_4,2023-07-20,11.0,0.021,3
EX_LY_L_2022_SP_021_BS_230622_W_5_EX_230720,BS_230622_W_5,2023-07-20,11.0,0.049,3
EX_LY_L_2022_SP_021_BS_230622_W_6_EX_230720,BS_230622_W_6,2023-07-20,11.0,0.074,3
EX_LY_L_2022_SP_021_BS_230622_W_7_EX_230724,BS_230622_W_7,2023-07-24,11.0,0.068,3
EX_LY_L_2022_SP_022_BS_230622_W_1_EX_230724,BS_230622_W_1,2023-07-24,11.0,0.016,3
EX_LY_L_2022_SP_022_BS_230622_W_2_EX_230724,BS_230622_W_2,2023-07-24,11.0,0.023,3
EX_LY_L_2022_SP_022_BS_230622_W_3_EX_230724,BS_230622_W_3,2023-07-24,11.0,0.029,3
EX_LY_L_2022_SP_022_BS_230622_W_4_EX_230724,BS_230622_W_4,2023-07-24,11.0,0.073,3
EX_LY_L_2022_SP_022_BS_230622_W_5_EX_230724,BS_230622_W_5,2023-07-24,11.0,0.069,3
EX_LY_L_2022_SP_022_BS_230622_W_6_EX_230724,BS_230622_W_6,2023-07-24,11.0,0.222,3
EX_LY_L_2022_SP_022_BS_230622_W_7_EX_230724,BS_230622_W_7,2023-07-24,11.0,0.079,3
EX_LY_L_2022_SP_023_BS_230622_W_1_EX_230724,BS_230622_W_1,2023-07-24,11.0,0.047,3
EX_LY_L_2022_SP_023_BS_230622_W_2_EX_230724,BS_230622_W_2,2023-07-24,11.0,0.023,3
EX_LY_L_2022_SP_023_BS_230622_W_3_EX_230724,BS_230622_W_3,2023-07-24,11.0,0.549,3
EX_LY_L_2022_SP_023_BS_230622_W_4_EX_230724,BS_230622_W_4,2023-07-24,11.0,0.085,3
EX_LY_L_2022_SP_023_BS_230622_W_5_EX_230724,BS_230622_W_5,2023-07-24,11.0,0.165,3
EX_LY_L_2022_SP_023_BS_230622_W_6_EX_230724,BS_230622_W_6,2023-07-24,11.0,0.044,3
EX_LY_L_2022_SP_023_BS_230622_W_7_EX_230724,BS_230622_W_7,2023-07-24,11.0,0.175,3
EX_LY_L_2022_SP_024_BS_230622_W_1_EX_230724,BS_230622_W_1,2023-07-24,11.0,0.013,3
EX_LY_L_2022_SP_024_BS_230622_W_2_EX_230724,BS_230622_W_2,2023-07-24,11.0,0.18,3
EX_LY_L_2022_SP_024_BS_230622_W_3_EX_230724,BS_230622_W_3,2023-07-24,11.0,0.156,3
EX_LY_L_2022_SP_024_BS_230622_W_4_EX_230724,BS_230622_W_4,2023-07-24,11.0,0.011,1
EX_LY_L_2022_SP_024_BS_230622_W_5_EX_230724,BS_230622_W_5,2023-07-24,11.0,0.245,3
EX_LY_L_2022_SP_024_BS_230622_W_6_EX_230724,BS_230622_W_6,2023-07-24,11.0,0.041,3
EX_LY_L_2022_SP_024_BS_230622_W_7_EX_230724,BS_230622_W_7,2023-07-24,11.0,0.037,3
EX_LY_R_2022_SP_001_BS_040722_W_0_EX_230209,BS_040722_W_0,2023-02-09,2.0,0.1010991289921194,2
EX_LY_R_2022_SP_001_BS_070622_W_0_EX_221207,BS_070622_W_0,2022-12-07,1.0,0.022,2
EX_LY_R_2022_SP_001_BS_070722_W_0_EX_230210,BS_070722_W_0,2023-02-10,2.0,0.940481128162588,2
EX_LY_R_2022_SP_001_BS_100622_W_0_EX_221215,BS_100622_W_0,2022-12-15,1.0,0.006,2
EX_LY_R_2022_SP_001_BS_140622_W_0_EX_230103,BS_140622_W_0,2023-01-03,1.0,0.016,2
EX_LY_R_2022_SP_001_BS_140722_W_0_EX_230220,BS_140722_W_0,2023-02-20,3.0,0.9294671932377192,2
EX_LY_R_2022_SP_001_BS_170622_W_0_EX_230111,BS_170622_W_0,2023-01-11,1.0,0.404,2
EX_LY_R_2022_SP_001_BS_210622_W_0_EX_230119,BS_210622_W_0,2023-01-19,2.0,0.0715470759021153,2
EX_LY_R_2022_SP_001_BS_210622_W_1_EX_230717,BS_210622_W_1,2023-07-17,12.0,0.0973101126349579,2
EX_LY_R_2022_SP_001_BS_210622_W_2_EX_230308,BS_210622_W_2,2023-03-08,12.0,0.0115908081514158,2
EX_LY_R_2022_SP_001_BS_210622_W_3_EX_230308,BS_210622_W_3,2023-03-08,12.0,0.0531856030990384,2
EX_LY_R_2022_SP_001_BS_210622_W_4_EX_230308,BS_210622_W_4,2023-03-08,12.0,0.1458398514371476,2
EX_LY_R_2022_SP_001_BS_210622_W_5_EX_230308,BS_210622_W_5,2023-03-08,12.0,0.0038126261007497,2
EX_LY_R_2022_SP_001_BS_210622_W_6_EX_230309,BS_210622_W_6,2023-03-09,12.0,0.0124680307584407,2
EX_LY_R_2022_SP_001_BS_210622_W_7_EX_230309,BS_210622_W_7,2023-03-09,12.0,0.1611519525849498,2
EX_LY_R_2022_SP_001_BS_220607_W_1_EX_221026,BS_220607_W_1,2022-10-26,,,1
EX_LY_R_2022_SP_001_BS_220610_W_1_EX_221026,BS_220610_W_1,2022-10-26,,,1
EX_LY_R_2022_SP_001_BS_220614_W_1_EX_221026,BS_220614_W_1,2022-10-26,,0.156,2
EX_LY_R_2022_SP_001_BS_220616_C_0_EX_221006,BS_220616_C_0,2022-10-06,1.0,,2
EX_LY_R_2022_SP_001_BS_220617_W_1_EX_221026,BS_220617_W_1,2022-10-26,,0.398,1
EX_LY_R_2022_SP_001_BS_220621_C_1_EX_221011,BS_220621_C_1,2022-10-11,2.0,,2
EX_LY_R_2022_SP_001_BS_220621_C_2_EX_221011,BS_220621_C_2,2022-10-11,2.0,,2
EX_LY_R_2022_SP_001_BS_220621_C_3_EX_221011,BS_220621_C_3,2022-10-11,2.0,,2
EX_LY_R_2022_SP_001_BS_220621_C_4_EX_221011,BS_220621_C_4,2022-10-11,2.0,,2
EX_LY_R_2022_SP_001_BS_220621_C_5_EX_221006,BS_220621_C_5,2022-10-06,2.0,,1
EX_LY_R_2022_SP_001_BS_220621_C_5_EX_221011,BS_220621_C_5,2022-10-11,2.0,,1
EX_LY_R_2022_SP_001_BS_220621_C_6_EX_221006,BS_220621_C_6,2022-10-06,2.0,,1
EX_LY_R_2022_SP_001_BS_220621_C_6_EX_221011,BS_220621_C_6,2022-10-11,2.0,,1
EX_LY_R_2022_SP_001_BS_220621_C_7_EX_221011,BS_220621_C_7,2022-10-11,2.0,,2
EX_LY_R_2022_SP_001_BS_220621_W_1_EX_221026,BS_220621_W_1,2022-10-26,,,2
EX_LY_R_2022_SP_001_BS_220628_C_0_EX_221006,BS_220628_C_0,2022-10-06,1.0,,2
EX_LY_R_2022_SP_001_BS_220628_W_1_EX_221026,BS_220628_W_1,2022-10-26,,2.39,2
EX_LY_R_2022_SP_001_BS_220704_C_0_EX_221006,BS_220704_C_0,2022-10-06,1.0,,2
EX_LY_R_2022_SP_001_BS_220704_W_1_EX_221026,BS_220704_W_1,2022-10-26,,13.6,3
EX_LY_R_2022_SP_001_BS_220707_W_1_EX_221026,BS_220707_W_1,2022-10-26,,4.0,4
EX_LY_R_2022_SP_001_BS_220714_C_0_EX_221006,BS_220714_C_0,2022-10-06,1.0,,2
EX_LY_R_2022_SP_001_BS_220714_W_1_EX_221026,BS_220714_W_1,2022-10-26,,7.31,4
EX_LY_R_2022_SP_001_BS_280622_W_0_EX_230208,BS_280622_W_0,2023-02-08,2.0,0.1462048942347573,2
EX_LY_R_2022_SP_002_BS_040722_W_0_EX_230209,BS_040722_W_0,2023-02-09,2.0,0.2958661689478777,2
EX_LY_R_2022_SP_002_BS_070622_W_0_EX_221207,BS_070622_W_0,2022-12-07,1.0,0.026,2
EX_LY_R_2022_SP_002_BS_070722_W_0_EX_230210,BS_070722_W_0,2023-02-10,2.0,0.4591801465505323,2
EX_LY_R_2022_SP_002_BS_100622_W_0_EX_221215,BS_100622_W_0,2022-12-15,1.0,0.018,2
EX_LY_R_2022_SP_002_BS_140622_W_0_EX_230103,BS_140622_W_0,2023-01-03,1.0,0.028,2
EX_LY_R_2022_SP_002_BS_140722_W_0_EX_230220,BS_140722_W_0,2023-02-20,3.0,0.8139333471904663,2
EX_LY_R_2022_SP_002_BS_170622_W_0_EX_230111,BS_170622_W_0,2023-01-11,1.0,0.448,2
EX_LY_R_2022_SP_002_BS_210622_W_0_EX_230119,BS_210622_W_0,2023-01-19,2.0,0.3090004147656574,2
EX_LY_R_2022_SP_002_BS_210622_W_1_EX_230309,BS_210622_W_1,2023-03-09,12.0,0.085638591507593,2
EX_LY_R_2022_SP_002_BS_210622_W_2_EX_230309,BS_210622_W_2,2023-03-09,12.0,0.1017195899525938,2
EX_LY_R_2022_SP_002_BS_210622_W_3_EX_230309,BS_210622_W_3,2023-03-09,12.0,0.4704801848582032,2
EX_LY_R_2022_SP_002_BS_210622_W_4_EX_230309,BS_210622_W_4,2023-03-09,12.0,0.2549128183038338,2
EX_LY_R_2022_SP_002_BS_210622_W_5_EX_230309,BS_210622_W_5,2023-03-09,12.0,0.243872132804281,2
EX_LY_R_2022_SP_002_BS_210622_W_6_EX_230309,BS_210622_W_6,2023-03-09,12.0,0.0833403957187288,2
EX_LY_R_2022_SP_002_BS_210622_W_7_EX_230309,BS_210622_W_7,2023-03-09,12.0,0.1770247965130295,2
EX_LY_R_2022_SP_002_BS_220607_W_1_EX_221027,BS_220607_W_1,2022-10-27,,,1
EX_LY_R_2022_SP_002_BS_220610_W_1_EX_221027,BS_220610_W_1,2022-10-27,,0.533,1
EX_LY_R_2022_SP_002_BS_220614_W_1_EX_221027,BS_220614_W_1,2022-10-27,,,1
EX_LY_R_2022_SP_002_BS_220616_C_0_EX_221006,BS_220616_C_0,2022-10-06,1.0,,2
EX_LY_R_2022_SP_002_BS_220617_W_1_EX_221027,BS_220617_W_1,2022-10-27,,,1
EX_LY_R_2022_SP_002_BS_220621_C_1_EX_221011,BS_220621_C_1,2022-10-11,2.0,,2
EX_LY_R_2022_SP_002_BS_220621_C_2_EX_221006,BS_220621_C_2,2022-10-06,2.0 | 1.0,,2
EX_LY_R_2022_SP_002_BS_220621_C_3_EX_221006,BS_220621_C_3,2022-10-06,1.0,,2
EX_LY_R_2022_SP_002_BS_220621_C_4_EX_221012,BS_220621_C_4,2022-10-12,3.0,,2
EX_LY_R_2022_SP_002_BS_220621_C_5_EX_221012,BS_220621_C_5,2022-10-12,3.0,,2
EX_LY_R_2022_SP_002_BS_220621_C_6_EX_221012,BS_220621_C_6,2022-10-12,3.0,,2
EX_LY_R_2022_SP_002_BS_220621_C_7_EX_221012,BS_220621_C_7,2022-10-12,3.0,,2
EX_LY_R_2022_SP_002_BS_220621_W_1_EX_221027,BS_220621_W_1,2022-10-27,,,2
EX_LY_R_2022_SP_002_BS_220628_C_0_EX_221006,BS_220628_C_0,2022-10-06,1.0,,2
EX_LY_R_2022_SP_002_BS_220628_W_1_EX_221027,BS_220628_W_1,2022-10-27,,1.21,1
EX_LY_R_2022_SP_002_BS_220704_C_0_EX_221006,BS_220704_C_0,2022-10-06,1.0,,2
EX_LY_R_2022_SP_002_BS_220704_W_1_EX_221027,BS_220704_W_1,2022-10-27,,9.34,4
EX_LY_R_2022_SP_002_BS_220707_W_1_EX_221027,BS_220707_W_1,2022-10-27,,11.6,4
EX_LY_R_2022_SP_002_BS_220714_C_0_EX_221006,BS_220714_C_0,2022-10-06,1.0,,2
EX_LY_R_2022_SP_002_BS_220714_W_1_EX_221027,BS_220714_W_1,2022-10-27,,12.1,4
EX_LY_R_2022_SP_002_BS_280622_W_0_EX_230208,BS_280622_W_0,2023-02-08,2.0,0.2120489423475736,2
EX_LY_R_2022_SP_003_BS_040722_W_0_EX_230209,BS_040722_W_0,2023-02-09,2.0,0.2040992672473386,2
EX_LY_R_2022_SP_003_BS_070622_W_0_EX_221207,BS_070622_W_0,2022-12-07,1.0,0.028,2
EX_LY_R_2022_SP_003_BS_070722_W_0_EX_230210,BS_070722_W_0,2023-02-10,2.0,0.3881515277201714,2
EX_LY_R_2022_SP_003_BS_100622_W_0_EX_221215,BS_100622_W_0,2022-12-15,1.0,0.014,2
EX_LY_R_2022_SP_003_BS_140622_W_0_EX_230103,BS_140622_W_0,2023-01-03,1.0,0.03,2
EX_LY_R_2022_SP_003_BS_140722_W_0_EX_230220,BS_140722_W_0,2023-02-20,3.0,0.206471281091942,2
EX_LY_R_2022_SP_003_BS_170622_W_0_EX_230111,BS_170622_W_0,2023-01-11,1.0,0.296,2
EX_LY_R_2022_SP_003_BS_210622_W_0_EX_230119,BS_210622_W_0,2023-01-19,2.0,0.1474146274021844,2
EX_LY_R_2022_SP_003_BS_210622_W_1_EX_230309,BS_210622_W_1,2023-03-09,12.0,0.0584276984843589,2
EX_LY_R_2022_SP_003_BS_210622_W_2_EX_230309,BS_210622_W_2,2023-03-09,12.0,0.067325242069897,2
EX_LY_R_2022_SP_003_BS_210622_W_3_EX_230309,BS_210622_W_3,2023-03-09,12.0,0.0317053313681847,2
EX_LY_R_2022_SP_003_BS_210622_W_4_EX_230309,BS_210622_W_4,2023-03-09,12.0,0.5639139506219253,2
EX_LY_R_2022_SP_003_BS_210622_W_5_EX_230309,BS_210622_W_5,2023-03-09,12.0,0.0210002419265252,2
EX_LY_R_2022_SP_003_BS_210622_W_6_EX_230309,BS_210622_W_6,2023-03-09,12.0,0.2932578539566669,2
EX_LY_R_2022_SP_003_BS_210622_W_7_EX_230309,BS_210622_W_7,2023-03-09,12.0,0.5153183670235667,2
EX_LY_R_2022_SP_003_BS_220607_W_1_EX_221026,BS_220607_W_1,2022-10-26,,0.476,1
EX_LY_R_2022_SP_003_BS_220610_W_1_EX_221026,BS_220610_W_1,2022-10-26,,0.124,1
EX_LY_R_2022_SP_003_BS_220614_W_1_EX_221026,BS_220614_W_1,2022-10-26,,1.71,1
EX_LY_R_2022_SP_003_BS_220617_W_1_EX_221026,BS_220617_W_1,2022-10-26,,0.0,1
EX_LY_R_2022_SP_003_BS_220621_C_0_EX_221012,BS_220621_C_0,2022-10-12,3.0,,2
EX_LY_R_2022_SP_003_BS_220621_W_1_EX_221026,BS_220621_W_1,2022-10-26,,,2
EX_LY_R_2022_SP_003_BS_220628_C_0_EX_221006,BS_220628_C_0,2022-10-06,1.0,,2
EX_LY_R_2022_SP_003_BS_220628_W_1_EX_221026,BS_220628_W_1,2022-10-26,,0.0,2
EX_LY_R_2022_SP_003_BS_220704_C_0_EX_221006,BS_220704_C_0,2022-10-06,1.0,,2
EX_LY_R_2022_SP_003_BS_220704_W_1_EX_221026,BS_220704_W_1,2022-10-26,,16.7,4
EX_LY_R_2022_SP_003_BS_220707_W_1_EX_221026,BS_220707_W_1,2022-10-26,,6.27,3
EX_LY_R_2022_SP_003_BS_220714_C_0_EX_221006,BS_220714_C_0,2022-10-06,1.0,,2
EX_LY_R_2022_SP_003_BS_220714_W_1_EX_221026,BS_220714_W_1,2022-10-26,,10.0,4
EX_LY_R_2022_SP_003_BS_280622_W_0_EX_230208,BS_280622_W_0,2023-02-08,2.0,0.5511198672749896,2
EX_LY_R_2022_SP_004_BS_040722_W_0_EX_230209,BS_040722_W_0,2023-02-09,2.0,0.2037536291995022,2
EX_LY_R_2022_SP_004_BS_070622_W_0_EX_221207,BS_070622_W_0,2022-12-07,1.0,0.1679999999999999,2
EX_LY_R_2022_SP_004_BS_070722_W_0_EX_230210,BS_070722_W_0,2023-02-10,2.0,0.3259366791096363,2
EX_LY_R_2022_SP_004_BS_100622_W_0_EX_221215,BS_100622_W_0,2022-12-15,1.0,0.0,2
EX_LY_R_2022_SP_004_BS_140622_W_0_EX_230103,BS_140622_W_0,2023-01-03,1.0,0.064,2
EX_LY_R_2022_SP_004_BS_140722_W_0_EX_230220,BS_140722_W_0,2023-02-20,3.0,1.2119794914432205,2
EX_LY_R_2022_SP_004_BS_170622_W_0_EX_230111,BS_170622_W_0,2023-01-11,1.0,0.086,2
EX_LY_R_2022_SP_004_BS_210622_W_0_EX_230119,BS_210622_W_0,2023-01-19,2.0,0.2785842665560625,2
EX_LY_R_2022_SP_004_BS_210622_W_1_EX_230309,BS_210622_W_1,2023-03-09,12.0,0.0840434482197585,2
