SA_id,LP_id,SR_id,BS_id,EX_id,LS_id,LY_id,SP_id,SA_source,SA_seq_sample_ID,SA_is_rerun,SA_sequencing_run,SA_duplicate_number
SA_seq230526_JRV78__H_200622_ITS_c_24_5__2022_crushed_amplicon,LP_LY_H_2022_SP_021_BS_220620_C_5_EX_221011_LP_230203_ITS,seq230526_JRV78,BS_220620_C_5,EX_LY_H_2022_SP_021_BS_220620_C_5_EX_221011,LS_LY_H_2022_SP_021,LY_H_2022,SP_021,2022_crushed_amplicon,H-200622-ITS-c-24-5,False,seq230526_JRV78,1
SA_seq230526_JRV78__H_200622_ITS_c_24_6__2022_crushed_amplicon,LP_LY_H_2022_SP_021_BS_220620_C_6_EX_221011_LP_230203_ITS,seq230526_JRV78,BS_220620_C_6,EX_LY_H_2022_SP_021_BS_220620_C_6_EX_221011,LS_LY_H_2022_SP_021,LY_H_2022,SP_021,2022_crushed_amplicon,H-200622-ITS-c-24-6,False,seq230526_JRV78,1
SA_seq230526_JRV78__H_200622_ITS_c_24_7__2022_crushed_amplicon,LP_LY_H_2022_SP_021_BS_220620_C_7_EX_221011_LP_230203_ITS,seq230526_JRV78,BS_220620_C_7,EX_LY_H_2022_SP_021_BS_220620_C_7_EX_221011,LS_LY_H_2022_SP_021,LY_H_2022,SP_021,2022_crushed_amplicon,H-200622-ITS-c-24-7,False,seq230526_JRV78,1
SA_seq230526_JRV78__R_210622_ITS_c_25_1__2022_crushed_amplicon,LP_LY_R_2022_SP_001_BS_220621_C_1_EX_221011_LP_230203_ITS,seq230526_JRV78,BS_220621_C_1,EX_LY_R_2022_SP_001_BS_220621_C_1_EX_221011,LS_LY_R_2022_SP_001,LY_R_2022,SP_001,2022_crushed_amplicon,R-210622-ITS-c-25-1,False,seq230526_JRV78,1
SA_seq230526_JRV78__R_210622_ITS_c_25_2__2022_crushed_amplicon,LP_LY_R_2022_SP_001_BS_220621_C_2_EX_221011_LP_230203_ITS,seq230526_JRV78,BS_220621_C_2,EX_LY_R_2022_SP_001_BS_220621_C_2_EX_221011,LS_LY_R_2022_SP_001,LY_R_2022,SP_001,2022_crushed_amplicon,R-210622-ITS-c-25-2,False,seq230526_JRV78,1
SA_seq230526_JRV78__R_210622_ITS_c_25_3__2022_crushed_amplicon,LP_LY_R_2022_SP_001_BS_220621_C_3_EX_221011_LP_230203_ITS,seq230526_JRV78,BS_220621_C_3,EX_LY_R_2022_SP_001_BS_220621_C_3_EX_221011,LS_LY_R_2022_SP_001,LY_R_2022,SP_001,2022_crushed_amplicon,R-210622-ITS-c-25-3,False,seq230526_JRV78,1
SA_seq230526_JRV78__R_210622_ITS_c_25_4__2022_crushed_amplicon,LP_LY_R_2022_SP_001_BS_220621_C_4_EX_221011_LP_230203_ITS,seq230526_JRV78,BS_220621_C_4,EX_LY_R_2022_SP_001_BS_220621_C_4_EX_221011,LS_LY_R_2022_SP_001,LY_R_2022,SP_001,2022_crushed_amplicon,R-210622-ITS-c-25-4,False,seq230526_JRV78,1
SA_seq230526_JRV78__R_210622_ITS_c_25_5__2022_crushed_amplicon,LP_LY_R_2022_SP_001_BS_220621_C_5_EX_221006_LP_230203_ITS,seq230526_JRV78,BS_220621_C_5,EX_LY_R_2022_SP_001_BS_220621_C_5_EX_221006,LS_LY_R_2022_SP_001,LY_R_2022,SP_001,2022_crushed_amplicon,R-210622-ITS-c-25-5,False,seq230526_JRV78,1
SA_seq230526_JRV78__R_210622_ITS_c_25_6__2022_crushed_amplicon,LP_LY_R_2022_SP_001_BS_220621_C_6_EX_221006_LP_230203_ITS,seq230526_JRV78,BS_220621_C_6,EX_LY_R_2022_SP_001_BS_220621_C_6_EX_221006,LS_LY_R_2022_SP_001,LY_R_2022,SP_001,2022_crushed_amplicon,R-210622-ITS-c-25-6,False,seq230526_JRV78,1
SA_seq230526_JRV78__R_210622_ITS_c_25_7__2022_crushed_amplicon,LP_LY_R_2022_SP_001_BS_220621_C_7_EX_221011_LP_230203_ITS,seq230526_JRV78,BS_220621_C_7,EX_LY_R_2022_SP_001_BS_220621_C_7_EX_221011,LS_LY_R_2022_SP_001,LY_R_2022,SP_001,2022_crushed_amplicon,R-210622-ITS-c-25-7,False,seq230526_JRV78,1
SA_seq230526_JRV78__R_210622_ITS_c_26_1__2022_crushed_amplicon,LP_LY_R_2022_SP_002_BS_220621_C_1_EX_221011_LP_230203_ITS,seq230526_JRV78,BS_220621_C_1,EX_LY_R_2022_SP_002_BS_220621_C_1_EX_221011,LS_LY_R_2022_SP_002,LY_R_2022,SP_002,2022_crushed_amplicon,R-210622-ITS-c-26-1,False,seq230526_JRV78,1
SA_seq230526_JRV78__R_210622_ITS_c_26_2__2022_crushed_amplicon,LP_LY_R_2022_SP_002_BS_220621_C_2_EX_221006_LP_230323_ITS,seq230526_JRV78,BS_220621_C_2,EX_LY_R_2022_SP_002_BS_220621_C_2_EX_221006,LS_LY_R_2022_SP_002,LY_R_2022,SP_002,2022_crushed_amplicon,R-210622-ITS-c-26-2,False,seq230526_JRV78,1
SA_seq230526_JRV78__R_210622_ITS_c_26_3__2022_crushed_amplicon,LP_LY_R_2022_SP_002_BS_220621_C_3_EX_221006_LP_230131_ITS,seq230526_JRV78,BS_220621_C_3,EX_LY_R_2022_SP_002_BS_220621_C_3_EX_221006,LS_LY_R_2022_SP_002,LY_R_2022,SP_002,2022_crushed_amplicon,R-210622-ITS-c-26-3,False,seq230526_JRV78,1
SA_seq230526_JRV78__R_210622_ITS_c_26_4__2022_crushed_amplicon,LP_LY_R_2022_SP_002_BS_220621_C_4_EX_221012_LP_230307_ITS,seq230526_JRV78,BS_220621_C_4,EX_LY_R_2022_SP_002_BS_220621_C_4_EX_221012,LS_LY_R_2022_SP_002,LY_R_2022,SP_002,2022_crushed_amplicon,R-210622-ITS-c-26-4,False,seq230526_JRV78,1
SA_seq230526_JRV78__R_210622_ITS_c_26_5__2022_crushed_amplicon,LP_LY_R_2022_SP_002_BS_220621_C_5_EX_221012_LP_230307_ITS,seq230526_JRV78,BS_220621_C_5,EX_LY_R_2022_SP_002_BS_220621_C_5_EX_221012,LS_LY_R_2022_SP_002,LY_R_2022,SP_002,2022_crushed_amplicon,R-210622-ITS-c-26-5,False,seq230526_JRV78,1
SA_seq230526_JRV78__R_210622_ITS_c_26_6__2022_crushed_amplicon,LP_LY_R_2022_SP_002_BS_220621_C_6_EX_221012_LP_230307_ITS,seq230526_JRV78,BS_220621_C_6,EX_LY_R_2022_SP_002_BS_220621_C_6_EX_221012,LS_LY_R_2022_SP_002,LY_R_2022,SP_002,2022_crushed_amplicon,R-210622-ITS-c-26-6,False,seq230526_JRV78,1
SA_seq230526_JRV78__H_200622_ITS_c_24_3__2022_crushed_amplicon,LP_LY_H_2022_SP_021_BS_220620_C_3_EX_221011_LP_230203_ITS,seq230526_JRV78,BS_220620_C_3,EX_LY_H_2022_SP_021_BS_220620_C_3_EX_221011,LS_LY_H_2022_SP_021,LY_H_2022,SP_021,2022_crushed_amplicon,H-200622-ITS-c-24-3,False,seq230526_JRV78,1
SA_seq230526_JRV78__H_200622_ITS_c_14_1__2022_crushed_amplicon,LP_LY_H_2022_SP_002_BS_220620_C_1_EX_221011_LP_230203_ITS,seq230526_JRV78,BS_220620_C_1,EX_LY_H_2022_SP_002_BS_220620_C_1_EX_221011,LS_LY_H_2022_SP_002,LY_H_2022,SP_002,2022_crushed_amplicon,H-200622-ITS-c-14-1,False,seq230526_JRV78,1
SA_seq230526_JRV78__H_200622_ITS_c_24_2__2022_crushed_amplicon,LP_LY_H_2022_SP_021_BS_220620_C_2_EX_221011_LP_230203_ITS,seq230526_JRV78,BS_220620_C_2,EX_LY_H_2022_SP_021_BS_220620_C_2_EX_221011,LS_LY_H_2022_SP_021,LY_H_2022,SP_021,2022_crushed_amplicon,H-200622-ITS-c-24-2,False,seq230526_JRV78,1
SA_seq230526_JRV78__H_200622_ITS_c_23_7__2022_crushed_amplicon,LP_LY_H_2022_SP_020_BS_220620_C_7_EX_221011_LP_230203_ITS,seq230526_JRV78,BS_220620_C_7,EX_LY_H_2022_SP_020_BS_220620_C_7_EX_221011,LS_LY_H_2022_SP_020,LY_H_2022,SP_020,2022_crushed_amplicon,H-200622-ITS-c-23-7,False,seq230526_JRV78,1
SA_seq230526_JRV78__H_200622_ITS_c_21_1__2022_crushed_amplicon,LP_LY_H_2022_SP_015_BS_220620_C_1_EX_221011_LP_230203_ITS,seq230526_JRV78,BS_220620_C_1,EX_LY_H_2022_SP_015_BS_220620_C_1_EX_221011,LS_LY_H_2022_SP_015,LY_H_2022,SP_015,2022_crushed_amplicon,H-200622-ITS-c-21-1,False,seq230526_JRV78,1
SA_seq230526_JRV78__H_200622_ITS_c_21_2__2022_crushed_amplicon,LP_LY_H_2022_SP_015_BS_220620_C_2_EX_221011_LP_230203_ITS,seq230526_JRV78,BS_220620_C_2,EX_LY_H_2022_SP_015_BS_220620_C_2_EX_221011,LS_LY_H_2022_SP_015,LY_H_2022,SP_015,2022_crushed_amplicon,H-200622-ITS-c-21-2,False,seq230526_JRV78,1
SA_seq230526_JRV78__H_200622_ITS_c_21_3__2022_crushed_amplicon,LP_LY_H_2022_SP_015_BS_220620_C_3_EX_221011_LP_230203_ITS,seq230526_JRV78,BS_220620_C_3,EX_LY_H_2022_SP_015_BS_220620_C_3_EX_221011,LS_LY_H_2022_SP_015,LY_H_2022,SP_015,2022_crushed_amplicon,H-200622-ITS-c-21-3,False,seq230526_JRV78,1
SA_seq230526_JRV78__H_200622_ITS_c_21_4__2022_crushed_amplicon,LP_LY_H_2022_SP_015_BS_220620_C_4_EX_221011_LP_230203_ITS,seq230526_JRV78,BS_220620_C_4,EX_LY_H_2022_SP_015_BS_220620_C_4_EX_221011,LS_LY_H_2022_SP_015,LY_H_2022,SP_015,2022_crushed_amplicon,H-200622-ITS-c-21-4,False,seq230526_JRV78,1
SA_seq230526_JRV78__H_200622_ITS_c_21_5__2022_crushed_amplicon,LP_LY_H_2022_SP_015_BS_220620_C_5_EX_221011_LP_230203_ITS,seq230526_JRV78,BS_220620_C_5,EX_LY_H_2022_SP_015_BS_220620_C_5_EX_221011,LS_LY_H_2022_SP_015,LY_H_2022,SP_015,2022_crushed_amplicon,H-200622-ITS-c-21-5,False,seq230526_JRV78,1
SA_seq230526_JRV78__H_200622_ITS_c_21_6__2022_crushed_amplicon,LP_LY_H_2022_SP_015_BS_220620_C_6_EX_221011_LP_230203_ITS,seq230526_JRV78,BS_220620_C_6,EX_LY_H_2022_SP_015_BS_220620_C_6_EX_221011,LS_LY_H_2022_SP_015,LY_H_2022,SP_015,2022_crushed_amplicon,H-200622-ITS-c-21-6,False,seq230526_JRV78,1
SA_seq230526_JRV78__H_200622_ITS_c_21_7__2022_crushed_amplicon,LP_LY_H_2022_SP_015_BS_220620_C_7_EX_221011_LP_230203_ITS,seq230526_JRV78,BS_220620_C_7,EX_LY_H_2022_SP_015_BS_220620_C_7_EX_221011,LS_LY_H_2022_SP_015,LY_H_2022,SP_015,2022_crushed_amplicon,H-200622-ITS-c-21-7,False,seq230526_JRV78,1
SA_seq230526_JRV78__H_200622_ITS_c_22_1__2022_crushed_amplicon,LP_LY_H_2022_SP_019_BS_220620_C_1_EX_221011_LP_230203_ITS,seq230526_JRV78,BS_220620_C_1,EX_LY_H_2022_SP_019_BS_220620_C_1_EX_221011,LS_LY_H_2022_SP_019,LY_H_2022,SP_019,2022_crushed_amplicon,H-200622-ITS-c-22-1,False,seq230526_JRV78,1
SA_seq230526_JRV78__H_200622_ITS_c_22_2__2022_crushed_amplicon,LP_LY_H_2022_SP_019_BS_220620_C_2_EX_221011_LP_230203_ITS,seq230526_JRV78,BS_220620_C_2,EX_LY_H_2022_SP_019_BS_220620_C_2_EX_221011,LS_LY_H_2022_SP_019,LY_H_2022,SP_019,2022_crushed_amplicon,H-200622-ITS-c-22-2,False,seq230526_JRV78,1
SA_seq230526_JRV78__H_200622_ITS_c_22_3__2022_crushed_amplicon,LP_LY_H_2022_SP_019_BS_220620_C_3_EX_221011_LP_230203_ITS,seq230526_JRV78,BS_220620_C_3,EX_LY_H_2022_SP_019_BS_220620_C_3_EX_221011,LS_LY_H_2022_SP_019,LY_H_2022,SP_019,2022_crushed_amplicon,H-200622-ITS-c-22-3,False,seq230526_JRV78,1
SA_seq230526_JRV78__H_200622_ITS_c_22_4__2022_crushed_amplicon,LP_LY_H_2022_SP_019_BS_220620_C_4_EX_221011_LP_230203_ITS,seq230526_JRV78,BS_220620_C_4,EX_LY_H_2022_SP_019_BS_220620_C_4_EX_221011,LS_LY_H_2022_SP_019,LY_H_2022,SP_019,2022_crushed_amplicon,H-200622-ITS-c-22-4,False,seq230526_JRV78,1
SA_seq230526_JRV78__H_200622_ITS_c_22_5__2022_crushed_amplicon,LP_LY_H_2022_SP_019_BS_220620_C_5_EX_221011_LP_230203_ITS,seq230526_JRV78,BS_220620_C_5,EX_LY_H_2022_SP_019_BS_220620_C_5_EX_221011,LS_LY_H_2022_SP_019,LY_H_2022,SP_019,2022_crushed_amplicon,H-200622-ITS-c-22-5,False,seq230526_JRV78,1
SA_seq230526_JRV78__H_200622_ITS_c_22_6__2022_crushed_amplicon,LP_LY_H_2022_SP_019_BS_220620_C_6_EX_221011_LP_230203_ITS,seq230526_JRV78,BS_220620_C_6,EX_LY_H_2022_SP_019_BS_220620_C_6_EX_221011,LS_LY_H_2022_SP_019,LY_H_2022,SP_019,2022_crushed_amplicon,H-200622-ITS-c-22-6,False,seq230526_JRV78,1
SA_seq230526_JRV78__H_200622_ITS_c_22_7__2022_crushed_amplicon,LP_LY_H_2022_SP_019_BS_220620_C_7_EX_221011_LP_230203_ITS,seq230526_JRV78,BS_220620_C_7,EX_LY_H_2022_SP_019_BS_220620_C_7_EX_221011,LS_LY_H_2022_SP_019,LY_H_2022,SP_019,2022_crushed_amplicon,H-200622-ITS-c-22-7,False,seq230526_JRV78,1
SA_seq230526_JRV78__H_200622_ITS_c_23_1__2022_crushed_amplicon,LP_LY_H_2022_SP_020_BS_220620_C_1_EX_221011_LP_230203_ITS,seq230526_JRV78,BS_220620_C_1,EX_LY_H_2022_SP_020_BS_220620_C_1_EX_221011,LS_LY_H_2022_SP_020,LY_H_2022,SP_020,2022_crushed_amplicon,H-200622-ITS-c-23-1,False,seq230526_JRV78,1
SA_seq230526_JRV78__H_200622_ITS_c_23_2__2022_crushed_amplicon,LP_LY_H_2022_SP_020_BS_220620_C_2_EX_221011_LP_230203_ITS,seq230526_JRV78,BS_220620_C_2,EX_LY_H_2022_SP_020_BS_220620_C_2_EX_221011,LS_LY_H_2022_SP_020,LY_H_2022,SP_020,2022_crushed_amplicon,H-200622-ITS-c-23-2,False,seq230526_JRV78,1
SA_seq230526_JRV78__H_200622_ITS_c_23_4__2022_crushed_amplicon,LP_LY_H_2022_SP_020_BS_220620_C_4_EX_221011_LP_230203_ITS,seq230526_JRV78,BS_220620_C_4,EX_LY_H_2022_SP_020_BS_220620_C_4_EX_221011,LS_LY_H_2022_SP_020,LY_H_2022,SP_020,2022_crushed_amplicon,H-200622-ITS-c-23-4,False,seq230526_JRV78,1
SA_seq230526_JRV78__H_200622_ITS_c_23_5__2022_crushed_amplicon,LP_LY_H_2022_SP_020_BS_220620_C_5_EX_221011_LP_230203_ITS,seq230526_JRV78,BS_220620_C_5,EX_LY_H_2022_SP_020_BS_220620_C_5_EX_221011,LS_LY_H_2022_SP_020,LY_H_2022,SP_020,2022_crushed_amplicon,H-200622-ITS-c-23-5,False,seq230526_JRV78,1
SA_seq230526_JRV78__H_200622_ITS_c_23_6__2022_crushed_amplicon,LP_LY_H_2022_SP_020_BS_220620_C_6_EX_221011_LP_230203_ITS,seq230526_JRV78,BS_220620_C_6,EX_LY_H_2022_SP_020_BS_220620_C_6_EX_221011,LS_LY_H_2022_SP_020,LY_H_2022,SP_020,2022_crushed_amplicon,H-200622-ITS-c-23-6,False,seq230526_JRV78,1
SA_seq230526_JRV78__H_200622_ITS_c_24_1__2022_crushed_amplicon,LP_LY_H_2022_SP_021_BS_220620_C_1_EX_221011_LP_230203_ITS,seq230526_JRV78,BS_220620_C_1,EX_LY_H_2022_SP_021_BS_220620_C_1_EX_221011,LS_LY_H_2022_SP_021,LY_H_2022,SP_021,2022_crushed_amplicon,H-200622-ITS-c-24-1,False,seq230526_JRV78,1
SA_seq230526_JRV78__R_210622_ITS_c_26_7__2022_crushed_amplicon,LP_LY_R_2022_SP_002_BS_220621_C_7_EX_221012_LP_230307_ITS,seq230526_JRV78,BS_220621_C_7,EX_LY_R_2022_SP_002_BS_220621_C_7_EX_221012,LS_LY_R_2022_SP_002,LY_R_2022,SP_002,2022_crushed_amplicon,R-210622-ITS-c-26-7,False,seq230526_JRV78,1
SA_seq230526_JRV78__H_200622_ITS_c_13_7__2022_crushed_amplicon,LP_LY_H_2022_SP_001_BS_220620_C_7_EX_221011_LP_230203_ITS,seq230526_JRV78,BS_220620_C_7,EX_LY_H_2022_SP_001_BS_220620_C_7_EX_221011,LS_LY_H_2022_SP_001,LY_H_2022,SP_001,2022_crushed_amplicon,H-200622-ITS-c-13-7,False,seq230526_JRV78,1
SA_seq230526_JRV78__H_200622_ITS_c_13_5__2022_crushed_amplicon,LP_LY_H_2022_SP_001_BS_220620_C_5_EX_221011_LP_230203_ITS,seq230526_JRV78,BS_220620_C_5,EX_LY_H_2022_SP_001_BS_220620_C_5_EX_221011,LS_LY_H_2022_SP_001,LY_H_2022,SP_001,2022_crushed_amplicon,H-200622-ITS-c-13-5,False,seq230526_JRV78,1
SA_seq230526_JRV78__R_280622_ITS_c_86__2022_crushed_amplicon,LP_LY_R_2022_SP_014_BS_220628_C_0_EX_221006_LP_230131_ITS,seq230526_JRV78,BS_220628_C_0,EX_LY_R_2022_SP_014_BS_220628_C_0_EX_221006,LS_LY_R_2022_SP_014,LY_R_2022,SP_014,2022_crushed_amplicon,R-280622-ITS-c-86,False,seq230526_JRV78,1
SA_seq230526_JRV78__R_280622_ITS_c_87__2022_crushed_amplicon,LP_LY_R_2022_SP_015_BS_220628_C_0_EX_221006_LP_230131_ITS,seq230526_JRV78,BS_220628_C_0,EX_LY_R_2022_SP_015_BS_220628_C_0_EX_221006,LS_LY_R_2022_SP_015,LY_R_2022,SP_015,2022_crushed_amplicon,R-280622-ITS-c-87,False,seq230526_JRV78,1
SA_seq230526_JRV78__R_280622_ITS_c_88__2022_crushed_amplicon,LP_LY_R_2022_SP_016_BS_220628_C_0_EX_221006_LP_230131_ITS,seq230526_JRV78,BS_220628_C_0,EX_LY_R_2022_SP_016_BS_220628_C_0_EX_221006,LS_LY_R_2022_SP_016,LY_R_2022,SP_016,2022_crushed_amplicon,R-280622-ITS-c-88,False,seq230526_JRV78,1
SA_seq230526_JRV78__R_280622_ITS_c_89__2022_crushed_amplicon,LP_LY_R_2022_SP_017_BS_220628_C_0_EX_221006_LP_230131_ITS,seq230526_JRV78,BS_220628_C_0,EX_LY_R_2022_SP_017_BS_220628_C_0_EX_221006,LS_LY_R_2022_SP_017,LY_R_2022,SP_017,2022_crushed_amplicon,R-280622-ITS-c-89,False,seq230526_JRV78,1
SA_seq230526_JRV78__R_280622_ITS_c_90__2022_crushed_amplicon,LP_LY_R_2022_SP_018_BS_220628_C_0_EX_221006_LP_230131_ITS,seq230526_JRV78,BS_220628_C_0,EX_LY_R_2022_SP_018_BS_220628_C_0_EX_221006,LS_LY_R_2022_SP_018,LY_R_2022,SP_018,2022_crushed_amplicon,R-280622-ITS-c-90,False,seq230526_JRV78,1
SA_seq230526_JRV78__R_280622_ITS_c_91__2022_crushed_amplicon,LP_LY_R_2022_SP_019_BS_220628_C_0_EX_221006_LP_230131_ITS,seq230526_JRV78,BS_220628_C_0,EX_LY_R_2022_SP_019_BS_220628_C_0_EX_221006,LS_LY_R_2022_SP_019,LY_R_2022,SP_019,2022_crushed_amplicon,R-280622-ITS-c-91,False,seq230526_JRV78,1
SA_seq230526_JRV78__R_280622_ITS_c_92__2022_crushed_amplicon,LP_LY_R_2022_SP_020_BS_220628_C_0_EX_221006_LP_230131_ITS,seq230526_JRV78,BS_220628_C_0,EX_LY_R_2022_SP_020_BS_220628_C_0_EX_221006,LS_LY_R_2022_SP_020,LY_R_2022,SP_020,2022_crushed_amplicon,R-280622-ITS-c-92,False,seq230526_JRV78,1
SA_seq230526_JRV78__R_280622_ITS_c_93__2022_crushed_amplicon,LP_LY_R_2022_SP_021_BS_220628_C_0_EX_221006_LP_230131_ITS,seq230526_JRV78,BS_220628_C_0,EX_LY_R_2022_SP_021_BS_220628_C_0_EX_221006,LS_LY_R_2022_SP_021,LY_R_2022,SP_021,2022_crushed_amplicon,R-280622-ITS-c-93,False,seq230526_JRV78,1
SA_seq230526_JRV78__R_280622_ITS_c_85__2022_crushed_amplicon,LP_LY_R_2022_SP_013_BS_220628_C_0_EX_221006_LP_230131_ITS,seq230526_JRV78,BS_220628_C_0,EX_LY_R_2022_SP_013_BS_220628_C_0_EX_221006,LS_LY_R_2022_SP_013,LY_R_2022,SP_013,2022_crushed_amplicon,R-280622-ITS-c-85,False,seq230526_JRV78,1
SA_seq230526_JRV78__R_280622_ITS_c_94__2022_crushed_amplicon,LP_LY_R_2022_SP_022_BS_220628_C_0_EX_221006_LP_230131_ITS,seq230526_JRV78,BS_220628_C_0,EX_LY_R_2022_SP_022_BS_220628_C_0_EX_221006,LS_LY_R_2022_SP_022,LY_R_2022,SP_022,2022_crushed_amplicon,R-280622-ITS-c-94,False,seq230526_JRV78,1
SA_seq230526_JRV78__R_280622_ITS_c_96__2022_crushed_amplicon,LP_LY_R_2022_SP_024_BS_220628_C_0_EX_221006_LP_230131_ITS,seq230526_JRV78,BS_220628_C_0,EX_LY_R_2022_SP_024_BS_220628_C_0_EX_221006,LS_LY_R_2022_SP_024,LY_R_2022,SP_024,2022_crushed_amplicon,R-280622-ITS-c-96,False,seq230526_JRV78,1
SA_seq230526_JRV78__R_040722_ITS_c_97__2022_crushed_amplicon,LP_LY_R_2022_SP_001_BS_220704_C_0_EX_221006_LP_230131_ITS,seq230526_JRV78,BS_220704_C_0,EX_LY_R_2022_SP_001_BS_220704_C_0_EX_221006,LS_LY_R_2022_SP_001,LY_R_2022,SP_001,2022_crushed_amplicon,R-040722-ITS-c-97,False,seq230526_JRV78,1
SA_seq230526_JRV78__R_040722_ITS_c_98__2022_crushed_amplicon,LP_LY_R_2022_SP_002_BS_220704_C_0_EX_221006_LP_230131_ITS,seq230526_JRV78,BS_220704_C_0,EX_LY_R_2022_SP_002_BS_220704_C_0_EX_221006,LS_LY_R_2022_SP_002,LY_R_2022,SP_002,2022_crushed_amplicon,R-040722-ITS-c-98,False,seq230526_JRV78,1
SA_seq230526_JRV78__R_040722_ITS_c_99__2022_crushed_amplicon,LP_LY_R_2022_SP_003_BS_220704_C_0_EX_221006_LP_230131_ITS,seq230526_JRV78,BS_220704_C_0,EX_LY_R_2022_SP_003_BS_220704_C_0_EX_221006,LS_LY_R_2022_SP_003,LY_R_2022,SP_003,2022_crushed_amplicon,R-040722-ITS-c-99,False,seq230526_JRV78,1
SA_seq230526_JRV78__R_040722_ITS_c_100__2022_crushed_amplicon,LP_LY_R_2022_SP_004_BS_220704_C_0_EX_221006_LP_230131_ITS,seq230526_JRV78,BS_220704_C_0,EX_LY_R_2022_SP_004_BS_220704_C_0_EX_221006,LS_LY_R_2022_SP_004,LY_R_2022,SP_004,2022_crushed_amplicon,R-040722-ITS-c-100,False,seq230526_JRV78,1
SA_seq230526_JRV78__R_040722_ITS_c_101__2022_crushed_amplicon,LP_LY_R_2022_SP_005_BS_220704_C_0_EX_221006_LP_230131_ITS,seq230526_JRV78,BS_220704_C_0,EX_LY_R_2022_SP_005_BS_220704_C_0_EX_221006,LS_LY_R_2022_SP_005,LY_R_2022,SP_005,2022_crushed_amplicon,R-040722-ITS-c-101,False,seq230526_JRV78,1
SA_seq230526_JRV78__R_040722_ITS_c_102__2022_crushed_amplicon,LP_LY_R_2022_SP_006_BS_220704_C_0_EX_221006_LP_230131_ITS,seq230526_JRV78,BS_220704_C_0,EX_LY_R_2022_SP_006_BS_220704_C_0_EX_221006,LS_LY_R_2022_SP_006,LY_R_2022,SP_006,2022_crushed_amplicon,R-040722-ITS-c-102,False,seq230526_JRV78,1
SA_seq230526_JRV78__R_040722_ITS_c_103__2022_crushed_amplicon,LP_LY_R_2022_SP_007_BS_220704_C_0_EX_221006_LP_230131_ITS,seq230526_JRV78,BS_220704_C_0,EX_LY_R_2022_SP_007_BS_220704_C_0_EX_221006,LS_LY_R_2022_SP_007,LY_R_2022,SP_007,2022_crushed_amplicon,R-040722-ITS-c-103,False,seq230526_JRV78,1
SA_seq230526_JRV78__R_280622_ITS_c_95__2022_crushed_amplicon,LP_LY_R_2022_SP_023_BS_220628_C_0_EX_221006_LP_230131_ITS,seq230526_JRV78,BS_220628_C_0,EX_LY_R_2022_SP_023_BS_220628_C_0_EX_221006,LS_LY_R_2022_SP_023,LY_R_2022,SP_023,2022_crushed_amplicon,R-280622-ITS-c-95,False,seq230526_JRV78,1
SA_seq230526_JRV78__R_280622_ITS_c_84__2022_crushed_amplicon,LP_LY_R_2022_SP_012_BS_220628_C_0_EX_221006_LP_230131_ITS,seq230526_JRV78,BS_220628_C_0,EX_LY_R_2022_SP_012_BS_220628_C_0_EX_221006,LS_LY_R_2022_SP_012,LY_R_2022,SP_012,2022_crushed_amplicon,R-280622-ITS-c-84,False,seq230526_JRV78,1
SA_seq230526_JRV78__R_280622_ITS_c_83__2022_crushed_amplicon,LP_LY_R_2022_SP_011_BS_220628_C_0_EX_221006_LP_230131_ITS,seq230526_JRV78,BS_220628_C_0,EX_LY_R_2022_SP_011_BS_220628_C_0_EX_221006,LS_LY_R_2022_SP_011,LY_R_2022,SP_011,2022_crushed_amplicon,R-280622-ITS-c-83,False,seq230526_JRV78,1
SA_seq230526_JRV78__R_280622_ITS_c_82__2022_crushed_amplicon,LP_LY_R_2022_SP_010_BS_220628_C_0_EX_221006_LP_230131_ITS,seq230526_JRV78,BS_220628_C_0,EX_LY_R_2022_SP_010_BS_220628_C_0_EX_221006,LS_LY_R_2022_SP_010,LY_R_2022,SP_010,2022_crushed_amplicon,R-280622-ITS-c-82,False,seq230526_JRV78,1
SA_seq230526_JRV78__R_160622_ITS_c_3__2022_crushed_amplicon,LP_LY_R_2022_SP_006_BS_220616_C_0_EX_221006_LP_230131_ITS,seq230526_JRV78,BS_220616_C_0,EX_LY_R_2022_SP_006_BS_220616_C_0_EX_221006,LS_LY_R_2022_SP_006,LY_R_2022,SP_006,2022_crushed_amplicon,R-160622-ITS-c-3,False,seq230526_JRV78,1
SA_seq230526_JRV78__R_160622_ITS_c_4__2022_crushed_amplicon,LP_LY_R_2022_SP_010_BS_220616_C_0_EX_221006_LP_230131_ITS,seq230526_JRV78,BS_220616_C_0,EX_LY_R_2022_SP_010_BS_220616_C_0_EX_221006,LS_LY_R_2022_SP_010,LY_R_2022,SP_010,2022_crushed_amplicon,R-160622-ITS-c-4,False,seq230526_JRV78,1
SA_seq230526_JRV78__R_160622_ITS_c_5__2022_crushed_amplicon,LP_LY_R_2022_SP_011_BS_220616_C_0_EX_221006_LP_230131_ITS,seq230526_JRV78,BS_220616_C_0,EX_LY_R_2022_SP_011_BS_220616_C_0_EX_221006,LS_LY_R_2022_SP_011,LY_R_2022,SP_011,2022_crushed_amplicon,R-160622-ITS-c-5,False,seq230526_JRV78,1
