SA_id,LP_id,SR_id,BS_id,EX_id,LS_id,LY_id,SP_id,SA_source,SA_seq_sample_ID,SA_is_rerun,SA_sequencing_run,SA_duplicate_number
SA_seq240209_KSVAZ__R_210622_w_9_3__2022_washed_amplicon,LP_LY_R_2022_SP_009_BS_210622_W_3_EX_230323_LP_231027_ITS,seq240209_KSVAZ,BS_210622_W_3,EX_LY_R_2022_SP_009_BS_210622_W_3_EX_230323,LS_LY_R_2022_SP_009,LY_R_2022,SP_009,2022_washed_amplicon,R-210622-w-9-3,False,seq240209_KSVAZ,1
SA_seq240209_KSVAZ__R_210622_w_9_1__2022_washed_amplicon,LP_LY_R_2022_SP_009_BS_210622_W_1_EX_230323_LP_231027_ITS,seq240209_KSVAZ,BS_210622_W_1,EX_LY_R_2022_SP_009_BS_210622_W_1_EX_230323,LS_LY_R_2022_SP_009,LY_R_2022,SP_009,2022_washed_amplicon,R-210622-w-9-1,False,seq240209_KSVAZ,1
SA_seq240209_KSVAZ__R_210622_w_9_8__2022_washed_amplicon,LP_LY_R_2022_SP_010_BS_210622_W_1_EX_230323_LP_231027_ITS,seq240209_KSVAZ,BS_210622_W_1,EX_LY_R_2022_SP_010_BS_210622_W_1_EX_230323,LS_LY_R_2022_SP_010,LY_R_2022,SP_010,2022_washed_amplicon,R-210622-w-9-8,False,seq240209_KSVAZ,1
SA_seq240209_KSVAZ__R_210622_w_10_2__2022_washed_amplicon,LP_LY_R_2022_SP_010_BS_210622_W_2_EX_230323_LP_231027_ITS,seq240209_KSVAZ,BS_210622_W_2,EX_LY_R_2022_SP_010_BS_210622_W_2_EX_230323,LS_LY_R_2022_SP_010,LY_R_2022,SP_010,2022_washed_amplicon,R-210622-w-10-2,False,seq240209_KSVAZ,1
SA_seq240209_KSVAZ__R_210622_w_10_3__2022_washed_amplicon,LP_LY_R_2022_SP_010_BS_210622_W_3_EX_230323_LP_231027_ITS,seq240209_KSVAZ,BS_210622_W_3,EX_LY_R_2022_SP_010_BS_210622_W_3_EX_230323,LS_LY_R_2022_SP_010,LY_R_2022,SP_010,2022_washed_amplicon,R-210622-w-10-3,False,seq240209_KSVAZ,1
SA_seq240209_KSVAZ__R_210622_w_10_4__2022_washed_amplicon,LP_LY_R_2022_SP_010_BS_210622_W_4_EX_230323_LP_231027_ITS,seq240209_KSVAZ,BS_210622_W_4,EX_LY_R_2022_SP_010_BS_210622_W_4_EX_230323,LS_LY_R_2022_SP_010,LY_R_2022,SP_010,2022_washed_amplicon,R-210622-w-10-4,False,seq240209_KSVAZ,1
SA_seq240209_KSVAZ__R_210622_w_6_6__2022_washed_amplicon,LP_LY_R_2022_SP_006_BS_210622_W_6_EX_230313_LP_231027_ITS,seq240209_KSVAZ,BS_210622_W_6,EX_LY_R_2022_SP_006_BS_210622_W_6_EX_230313,LS_LY_R_2022_SP_006,LY_R_2022,SP_006,2022_washed_amplicon,R-210622-w-6-6,False,seq240209_KSVAZ,1
SA_seq240209_KSVAZ__R_210622_w_6_7__2022_washed_amplicon,LP_LY_R_2022_SP_006_BS_210622_W_7_EX_230313_LP_231027_ITS,seq240209_KSVAZ,BS_210622_W_7,EX_LY_R_2022_SP_006_BS_210622_W_7_EX_230313,LS_LY_R_2022_SP_006,LY_R_2022,SP_006,2022_washed_amplicon,R-210622-w-6-7,False,seq240209_KSVAZ,1
SA_seq240209_KSVAZ__R_210622_w_7_1__2022_washed_amplicon,LP_LY_R_2022_SP_007_BS_210622_W_1_EX_230313_LP_231027_ITS,seq240209_KSVAZ,BS_210622_W_1,EX_LY_R_2022_SP_007_BS_210622_W_1_EX_230313,LS_LY_R_2022_SP_007,LY_R_2022,SP_007,2022_washed_amplicon,R-210622-w-7-1,False,seq240209_KSVAZ,1
SA_seq240209_KSVAZ__R_210622_w_7_2__2022_washed_amplicon,LP_LY_R_2022_SP_007_BS_210622_W_6_EX_230313_LP_231027_ITS,seq240209_KSVAZ,BS_210622_W_6,EX_LY_R_2022_SP_007_BS_210622_W_6_EX_230313,LS_LY_R_2022_SP_007,LY_R_2022,SP_007,2022_washed_amplicon,R-210622-w-7-2,False,seq240209_KSVAZ,1
SA_seq240209_KSVAZ__R_210622_w_7_7__2022_washed_amplicon,LP_LY_R_2022_SP_007_BS_210622_W_7_EX_230313_LP_231027_ITS,seq240209_KSVAZ,BS_210622_W_7,EX_LY_R_2022_SP_007_BS_210622_W_7_EX_230313,LS_LY_R_2022_SP_007,LY_R_2022,SP_007,2022_washed_amplicon,R-210622-w-7-7,False,seq240209_KSVAZ,1
SA_seq240209_KSVAZ__R_2023_ITS_w_P12_pos__2022_washed_amplicon,LP_LY_X_0000_SP_000_BS_ULWCTL_X_0_EX_000000_LP_230919_ITS,seq240209_KSVAZ,BS_ULWCTL_X_0,EX_LY_X_0000_SP_000_BS_ULWCTL_X_0_EX_000000,LS_LY_X_0000_SP_000,LY_X_0000,SP_000,2022_washed_amplicon,R-2023-ITS-w-P12-pos,False,seq240209_KSVAZ,1
SA_seq240209_KSVAZ__R_2023_ITS_w_P12_neg__2022_washed_amplicon,LP_LY_X_0000_SP_000_BS_ZYMCTL_X_0_EX_000000_LP_230919_ITS,seq240209_KSVAZ,BS_ZYMCTL_X_0,EX_LY_X_0000_SP_000_BS_ZYMCTL_X_0_EX_000000,LS_LY_X_0000_SP_000,LY_X_0000,SP_000,2022_washed_amplicon,R-2023-ITS-w-P12-neg,False,seq240209_KSVAZ,1
SA_seq240209_KSVAZ__R_210622_w_9_2__2022_washed_amplicon,LP_LY_R_2022_SP_009_BS_210622_W_2_EX_230323_LP_231027_ITS,seq240209_KSVAZ,BS_210622_W_2,EX_LY_R_2022_SP_009_BS_210622_W_2_EX_230323,LS_LY_R_2022_SP_009,LY_R_2022,SP_009,2022_washed_amplicon,R-210622-w-9-2,False,seq240209_KSVAZ,1
SA_seq240209_KSVAZ__L_2023_ITS_w_P10_pos__2022_washed_amplicon,LP_LY_X_0000_SP_000_BS_ULWCTL_X_0_EX_000000_LP_230919_ITS,seq240209_KSVAZ,BS_ULWCTL_X_0,EX_LY_X_0000_SP_000_BS_ULWCTL_X_0_EX_000000,LS_LY_X_0000_SP_000,LY_X_0000,SP_000,2022_washed_amplicon,L-2023-ITS-w-P10-pos,False,seq240209_KSVAZ,1
SA_seq240209_KSVAZ__L_2023_ITS_w_P10_neg__2022_washed_amplicon,LP_LY_X_0000_SP_000_BS_ZYMCTL_X_0_EX_000000_LP_230919_ITS,seq240209_KSVAZ,BS_ZYMCTL_X_0,EX_LY_X_0000_SP_000_BS_ZYMCTL_X_0_EX_000000,LS_LY_X_0000_SP_000,LY_X_0000,SP_000,2022_washed_amplicon,L-2023-ITS-w-P10-neg,False,seq240209_KSVAZ,1
SA_seq240209_KSVAZ__R_210622_w_12_1__2022_washed_amplicon,LP_LY_R_2022_SP_012_BS_210622_W_1_EX_230323_LP_231027_ITS,seq240209_KSVAZ,BS_210622_W_1,EX_LY_R_2022_SP_012_BS_210622_W_1_EX_230323,LS_LY_R_2022_SP_012,LY_R_2022,SP_012,2022_washed_amplicon,R-210622-w-12-1,False,seq240209_KSVAZ,1
SA_seq240209_KSVAZ__R_210622_w_12_2__2022_washed_amplicon,LP_LY_R_2022_SP_012_BS_210622_W_2_EX_230323_LP_231027_ITS,seq240209_KSVAZ,BS_210622_W_2,EX_LY_R_2022_SP_012_BS_210622_W_2_EX_230323,LS_LY_R_2022_SP_012,LY_R_2022,SP_012,2022_washed_amplicon,R-210622-w-12-2,False,seq240209_KSVAZ,1
SA_seq240209_KSVAZ__R_210622_w_12_3__2022_washed_amplicon,LP_LY_R_2022_SP_012_BS_210622_W_3_EX_230323_LP_231027_ITS,seq240209_KSVAZ,BS_210622_W_3,EX_LY_R_2022_SP_012_BS_210622_W_3_EX_230323,LS_LY_R_2022_SP_012,LY_R_2022,SP_012,2022_washed_amplicon,R-210622-w-12-3,False,seq240209_KSVAZ,1
SA_seq240209_KSVAZ__R_210622_w_11_2__2022_washed_amplicon,LP_LY_R_2022_SP_011_BS_210622_W_2_EX_230323_LP_231027_ITS,seq240209_KSVAZ,BS_210622_W_2,EX_LY_R_2022_SP_011_BS_210622_W_2_EX_230323,LS_LY_R_2022_SP_011,LY_R_2022,SP_011,2022_washed_amplicon,R-210622-w-11-2,False,seq240209_KSVAZ,1
SA_seq240209_KSVAZ__R_210622_w_11_3__2022_washed_amplicon,LP_LY_R_2022_SP_011_BS_210622_W_3_EX_230323_LP_231027_ITS,seq240209_KSVAZ,BS_210622_W_3,EX_LY_R_2022_SP_011_BS_210622_W_3_EX_230323,LS_LY_R_2022_SP_011,LY_R_2022,SP_011,2022_washed_amplicon,R-210622-w-11-3,False,seq240209_KSVAZ,1
SA_seq240209_KSVAZ__R_210622_w_11_4__2022_washed_amplicon,LP_LY_R_2022_SP_011_BS_210622_W_4_EX_230323_LP_231027_ITS,seq240209_KSVAZ,BS_210622_W_4,EX_LY_R_2022_SP_011_BS_210622_W_4_EX_230323,LS_LY_R_2022_SP_011,LY_R_2022,SP_011,2022_washed_amplicon,R-210622-w-11-4,False,seq240209_KSVAZ,1
SA_seq240209_KSVAZ__R_210622_w_11_5__2022_washed_amplicon,LP_LY_R_2022_SP_011_BS_210622_W_5_EX_230323_LP_231027_ITS,seq240209_KSVAZ,BS_210622_W_5,EX_LY_R_2022_SP_011_BS_210622_W_5_EX_230323,LS_LY_R_2022_SP_011,LY_R_2022,SP_011,2022_washed_amplicon,R-210622-w-11-5,False,seq240209_KSVAZ,1
SA_seq240209_KSVAZ__R_210622_w_11_6__2022_washed_amplicon,LP_LY_R_2022_SP_011_BS_210622_W_6_EX_230323_LP_231027_ITS,seq240209_KSVAZ,BS_210622_W_6,EX_LY_R_2022_SP_011_BS_210622_W_6_EX_230323,LS_LY_R_2022_SP_011,LY_R_2022,SP_011,2022_washed_amplicon,R-210622-w-11-6,False,seq240209_KSVAZ,1
SA_seq240209_KSVAZ__R_210622_w_11_7__2022_washed_amplicon,LP_LY_R_2022_SP_011_BS_210622_W_7_EX_230323_LP_231027_ITS,seq240209_KSVAZ,BS_210622_W_7,EX_LY_R_2022_SP_011_BS_210622_W_7_EX_230323,LS_LY_R_2022_SP_011,LY_R_2022,SP_011,2022_washed_amplicon,R-210622-w-11-7,False,seq240209_KSVAZ,1
SA_seq240222_RQS8X__R_2023_16S_P1_neg__2022_washed_amplicon,LP_LY_X_0000_SP_000_BS_ULWCTL_X_0_EX_000000_LP_230626_16S,seq240222_RQS8X,BS_ULWCTL_X_0,EX_LY_X_0000_SP_000_BS_ULWCTL_X_0_EX_000000,LS_LY_X_0000_SP_000,LY_X_0000,SP_000,2022_washed_amplicon,R-2023-16S-P1-neg,False,seq240222_RQS8X,1
SA_seq240222_RQS8X__R_2023_16S_P1_pos__2022_washed_amplicon,LP_LY_X_0000_SP_000_BS_ZYMCTL_X_0_EX_000000_LP_230626_16S,seq240222_RQS8X,BS_ZYMCTL_X_0,EX_LY_X_0000_SP_000_BS_ZYMCTL_X_0_EX_000000,LS_LY_X_0000_SP_000,LY_X_0000,SP_000,2022_washed_amplicon,R-2023-16S-P1-pos,False,seq240222_RQS8X,1
SA_seq240222_RQS8X__R_2023_16S_P3_pos__2022_washed_amplicon,LP_LY_X_0000_SP_000_BS_ZYMCTL_X_0_EX_000000_LP_230713_16S,seq240222_RQS8X,BS_ZYMCTL_X_0,EX_LY_X_0000_SP_000_BS_ZYMCTL_X_0_EX_000000,LS_LY_X_0000_SP_000,LY_X_0000,SP_000,2022_washed_amplicon,R-2023-16S-P3-pos,False,seq240222_RQS8X,1
SA_seq240222_RQS8X__R_2023_16S_P3_neg__2022_washed_amplicon,LP_LY_X_0000_SP_000_BS_ULWCTL_X_0_EX_000000_LP_230713_16S,seq240222_RQS8X,BS_ULWCTL_X_0,EX_LY_X_0000_SP_000_BS_ULWCTL_X_0_EX_000000,LS_LY_X_0000_SP_000,LY_X_0000,SP_000,2022_washed_amplicon,R-2023-16S-P3-neg,False,seq240222_RQS8X,1
SA_seq240222_RQS8X__S_2023_16S_P4_neg__2022_washed_amplicon,LP_LY_X_0000_SP_000_BS_ULWCTL_X_0_EX_000000_LP_231220_16S,seq240222_RQS8X,BS_ULWCTL_X_0,EX_LY_X_0000_SP_000_BS_ULWCTL_X_0_EX_000000,LS_LY_X_0000_SP_000,LY_X_0000,SP_000,2022_washed_amplicon,S-2023-16S-P4-neg,False,seq240222_RQS8X,1
SA_seq240222_RQS8X__S_2023_16S_P4_pos__2022_washed_amplicon,LP_LY_X_0000_SP_000_BS_ZYMCTL_X_0_EX_000000_LP_231220_16S,seq240222_RQS8X,BS_ZYMCTL_X_0,EX_LY_X_0000_SP_000_BS_ZYMCTL_X_0_EX_000000,LS_LY_X_0000_SP_000,LY_X_0000,SP_000,2022_washed_amplicon,S-2023-16S-P4-pos,False,seq240222_RQS8X,1
SA_seq240222_RQS8X__H_2023_ITS_w_P6_pos__2022_washed_amplicon,LP_LY_X_0000_SP_000_BS_ULWCTL_X_0_EX_000000_LP_230921_ITS,seq240222_RQS8X,BS_ULWCTL_X_0,EX_LY_X_0000_SP_000_BS_ULWCTL_X_0_EX_000000,LS_LY_X_0000_SP_000,LY_X_0000,SP_000,2022_washed_amplicon,H-2023-ITS-w-P6-pos,False,seq240222_RQS8X,1
SA_seq240222_RQS8X__H_2023_ITS_w_P6_neg__2022_washed_amplicon,LP_LY_X_0000_SP_000_BS_ZYMCTL_X_0_EX_000000_LP_020921_ITS,seq240222_RQS8X,BS_ZYMCTL_X_0,EX_LY_X_0000_SP_000_BS_ZYMCTL_X_0_EX_000000,LS_LY_X_0000_SP_000,LY_X_0000,SP_000,2022_washed_amplicon,H-2023-ITS-w-P6-neg,False,seq240222_RQS8X,1
SA_seq240412_BRLUV__L_230623_ITS_w_22_1__2022_washed_amplicon,LP_LY_L_2022_SP_023_BS_230622_W_1_EX_230724_LP_230912_ITS,seq240412_BRLUV,BS_230622_W_1,EX_LY_L_2022_SP_023_BS_230622_W_1_EX_230724,LS_LY_L_2022_SP_023,LY_L_2022,SP_023,2022_washed_amplicon,L-230623-ITS-w-22-1,False,seq240412_BRLUV,1
SA_seq240412_BRLUV__S_240623_16S_w_23_1__2022_washed_amplicon,LP_LY_S_2022_SP_023_BS_240622_W_1_EX_230308_LP_240301_16S,seq240412_BRLUV,BS_240622_W_1,EX_LY_S_2022_SP_023_BS_240622_W_1_EX_230308,LS_LY_S_2022_SP_023,LY_S_2022,SP_023,2022_washed_amplicon,S-240623-16S-w-23-1,False,seq240412_BRLUV,1
SA_seq240412_BRLUV__L_230623_ITS_w_24_1__2022_washed_amplicon,LP_LY_L_2022_SP_024_BS_230622_W_1_EX_230724_LP_230912_ITS,seq240412_BRLUV,BS_230622_W_1,EX_LY_L_2022_SP_024_BS_230622_W_1_EX_230724,LS_LY_L_2022_SP_024,LY_L_2022,SP_024,2022_washed_amplicon,L-230623-ITS-w-24-1,False,seq240412_BRLUV,1
SA_seq240412_BRLUV__L_230623_ITS_w_24_2__2022_washed_amplicon,LP_LY_L_2022_SP_024_BS_230622_W_2_EX_230724_LP_230912_ITS,seq240412_BRLUV,BS_230622_W_2,EX_LY_L_2022_SP_024_BS_230622_W_2_EX_230724,LS_LY_L_2022_SP_024,LY_L_2022,SP_024,2022_washed_amplicon,L-230623-ITS-w-24-2,False,seq240412_BRLUV,1
SA_seq240412_BRLUV__L_230623_ITS_w_24_3__2022_washed_amplicon,LP_LY_L_2022_SP_024_BS_230622_W_3_EX_230724_LP_230912_ITS,seq240412_BRLUV,BS_230622_W_3,EX_LY_L_2022_SP_024_BS_230622_W_3_EX_230724,LS_LY_L_2022_SP_024,LY_L_2022,SP_024,2022_washed_amplicon,L-230623-ITS-w-24-3,False,seq240412_BRLUV,1
SA_seq240412_BRLUV__L_230623_ITS_w_24_5__2022_washed_amplicon,LP_LY_L_2022_SP_024_BS_230622_W_5_EX_230724_LP_230912_ITS,seq240412_BRLUV,BS_230622_W_5,EX_LY_L_2022_SP_024_BS_230622_W_5_EX_230724,LS_LY_L_2022_SP_024,LY_L_2022,SP_024,2022_washed_amplicon,L-230623-ITS-w-24-5,False,seq240412_BRLUV,1
SA_seq240412_BRLUV__L_230623_ITS_w_24_6__2022_washed_amplicon,LP_LY_L_2022_SP_024_BS_230622_W_6_EX_230724_LP_230912_ITS,seq240412_BRLUV,BS_230622_W_6,EX_LY_L_2022_SP_024_BS_230622_W_6_EX_230724,LS_LY_L_2022_SP_024,LY_L_2022,SP_024,2022_washed_amplicon,L-230623-ITS-w-24-6,False,seq240412_BRLUV,1
SA_seq240412_BRLUV__L_230623_ITS_w_24_7__2022_washed_amplicon,LP_LY_L_2022_SP_024_BS_230622_W_7_EX_230724_LP_230912_ITS,seq240412_BRLUV,BS_230622_W_7,EX_LY_L_2022_SP_024_BS_230622_W_7_EX_230724,LS_LY_L_2022_SP_024,LY_L_2022,SP_024,2022_washed_amplicon,L-230623-ITS-w-24-7,False,seq240412_BRLUV,1
SA_seq240412_BRLUV__L_2023_ITS_w_P11_pos__2022_washed_amplicon,LP_LY_X_0000_SP_000_BS_ULWCTL_X_0_EX_000000_LP_230912_ITS,seq240412_BRLUV,BS_ULWCTL_X_0,EX_LY_X_0000_SP_000_BS_ULWCTL_X_0_EX_000000,LS_LY_X_0000_SP_000,LY_X_0000,SP_000,2022_washed_amplicon,L-2023-ITS-w-P11-pos,False,seq240412_BRLUV,1
SA_seq240412_BRLUV__L_2023_ITS_w_P11_neg__2022_washed_amplicon,LP_LY_X_0000_SP_000_BS_ZYMCTL_X_0_EX_000000_LP_230912_ITS,seq240412_BRLUV,BS_ZYMCTL_X_0,EX_LY_X_0000_SP_000_BS_ZYMCTL_X_0_EX_000000,LS_LY_X_0000_SP_000,LY_X_0000,SP_000,2022_washed_amplicon,L-2023-ITS-w-P11-neg,False,seq240412_BRLUV,1
SA_seq240412_BRLUV__S_2023_16S_w_P5_pos__2022_washed_amplicon,LP_LY_X_0000_SP_000_BS_ZYMCTL_X_0_EX_000000_LP_240301_16S,seq240412_BRLUV,BS_ZYMCTL_X_0,EX_LY_X_0000_SP_000_BS_ZYMCTL_X_0_EX_000000,LS_LY_X_0000_SP_000,LY_X_0000,SP_000,2022_washed_amplicon,S-2023-16S-w-P5-pos,False,seq240412_BRLUV,1
SA_seq240412_BRLUV__S_2023_16S_w_P5_neg__2022_washed_amplicon,LP_LY_X_0000_SP_000_BS_ULWCTL_X_0_EX_000000_LP_240301_16S,seq240412_BRLUV,BS_ULWCTL_X_0,EX_LY_X_0000_SP_000_BS_ULWCTL_X_0_EX_000000,LS_LY_X_0000_SP_000,LY_X_0000,SP_000,2022_washed_amplicon,S-2023-16S-w-P5-neg,False,seq240412_BRLUV,1
SA_seq240412_BRLUV__S_240624_16S_w_24_7__2022_washed_amplicon,LP_LY_S_2022_SP_024_BS_240622_W_7_EX_230308_LP_240301_16S,seq240412_BRLUV,BS_240622_W_7,EX_LY_S_2022_SP_024_BS_240622_W_7_EX_230308,LS_LY_S_2022_SP_024,LY_S_2022,SP_024,2022_washed_amplicon,S-240624-16S-w-24-7,False,seq240412_BRLUV,1
SA_seq240412_BRLUV__S_240624_16S_w_24_6__2022_washed_amplicon,LP_LY_S_2022_SP_024_BS_240622_W_6_EX_230308_LP_240301_16S,seq240412_BRLUV,BS_240622_W_6,EX_LY_S_2022_SP_024_BS_240622_W_6_EX_230308,LS_LY_S_2022_SP_024,LY_S_2022,SP_024,2022_washed_amplicon,S-240624-16S-w-24-6,False,seq240412_BRLUV,1
SA_seq240412_BRLUV__S_240624_16S_w_24_5__2022_washed_amplicon,LP_LY_S_2022_SP_024_BS_240622_W_5_EX_230308_LP_240301_16S,seq240412_BRLUV,BS_240622_W_5,EX_LY_S_2022_SP_024_BS_240622_W_5_EX_230308,LS_LY_S_2022_SP_024,LY_S_2022,SP_024,2022_washed_amplicon,S-240624-16S-w-24-5,False,seq240412_BRLUV,1
SA_seq240412_BRLUV__S_240624_16S_w_24_4__2022_washed_amplicon,LP_LY_S_2022_SP_024_BS_240622_W_4_EX_230308_LP_240301_16S,seq240412_BRLUV,BS_240622_W_4,EX_LY_S_2022_SP_024_BS_240622_W_4_EX_230308,LS_LY_S_2022_SP_024,LY_S_2022,SP_024,2022_washed_amplicon,S-240624-16S-w-24-4,False,seq240412_BRLUV,1
SA_seq240412_BRLUV__S_240624_16S_w_24_3__2022_washed_amplicon,LP_LY_S_2022_SP_024_BS_240622_W_3_EX_230308_LP_240301_16S,seq240412_BRLUV,BS_240622_W_3,EX_LY_S_2022_SP_024_BS_240622_W_3_EX_230308,LS_LY_S_2022_SP_024,LY_S_2022,SP_024,2022_washed_amplicon,S-240624-16S-w-24-3,False,seq240412_BRLUV,1
SA_seq240412_BRLUV__S_240624_16S_w_24_2__2022_washed_amplicon,LP_LY_S_2022_SP_024_BS_240622_W_2_EX_230308_LP_240301_16S,seq240412_BRLUV,BS_240622_W_2,EX_LY_S_2022_SP_024_BS_240622_W_2_EX_230308,LS_LY_S_2022_SP_024,LY_S_2022,SP_024,2022_washed_amplicon,S-240624-16S-w-24-2,False,seq240412_BRLUV,1
SA_seq240412_BRLUV__S_240624_16S_w_24_1__2022_washed_amplicon,LP_LY_S_2022_SP_024_BS_240622_W_1_EX_230308_LP_240301_16S,seq240412_BRLUV,BS_240622_W_1,EX_LY_S_2022_SP_024_BS_240622_W_1_EX_230308,LS_LY_S_2022_SP_024,LY_S_2022,SP_024,2022_washed_amplicon,S-240624-16S-w-24-1,False,seq240412_BRLUV,1
SA_seq240412_BRLUV__A_2023_16S_w_P8_neg__2022_washed_amplicon,LP_LY_X_0000_SP_000_BS_ULWCTL_X_0_EX_000000_LP_230228_16S,seq240412_BRLUV,BS_ULWCTL_X_0,EX_LY_X_0000_SP_000_BS_ULWCTL_X_0_EX_000000,LS_LY_X_0000_SP_000,LY_X_0000,SP_000,2022_washed_amplicon,A-2023-16S-w-P8-neg,False,seq240412_BRLUV,1
SA_seq240412_BRLUV__A_2023_16S_w_P8_pos__2022_washed_amplicon,LP_LY_X_0000_SP_000_BS_ZYMCTL_X_0_EX_000000_LP_230228_16S,seq240412_BRLUV,BS_ZYMCTL_X_0,EX_LY_X_0000_SP_000_BS_ZYMCTL_X_0_EX_000000,LS_LY_X_0000_SP_000,LY_X_0000,SP_000,2022_washed_amplicon,A-2023-16S-w-P8-pos,False,seq240412_BRLUV,1
SA_seq240412_BRLUV__H_2023_16S_w_P6_neg__2022_washed_amplicon,LP_LY_X_0000_SP_000_BS_ULWCTL_X_0_EX_000000_LP_240304_16S,seq240412_BRLUV,BS_ULWCTL_X_0,EX_LY_X_0000_SP_000_BS_ULWCTL_X_0_EX_000000,LS_LY_X_0000_SP_000,LY_X_0000,SP_000,2022_washed_amplicon,H-2023-16S-w-P6-neg,False,seq240412_BRLUV,1
SA_seq240412_BRLUV__H_2023_16S_w_P6_pos__2022_washed_amplicon,LP_LY_X_0000_SP_000_BS_ZYMCTL_X_0_EX_000000_LP_240304_16S,seq240412_BRLUV,BS_ZYMCTL_X_0,EX_LY_X_0000_SP_000_BS_ZYMCTL_X_0_EX_000000,LS_LY_X_0000_SP_000,LY_X_0000,SP_000,2022_washed_amplicon,H-2023-16S-w-P6-pos,False,seq240412_BRLUV,1
SA_seq240424_T6U6R__R_170622_ITS_w_D24__2022_washed_amplicon,LP_LY_R_2022_SP_024_BS_170622_W_0_EX_230111_LP_240417_ITS,seq240424_T6U6R,BS_170622_W_0,EX_LY_R_2022_SP_024_BS_170622_W_0_EX_230111,LS_LY_R_2022_SP_024,LY_R_2022,SP_024,2022_washed_amplicon,R-170622-ITS-w-D24,False,seq240424_T6U6R,1
SA_seq240424_T6U6R__R_210622_ITS_w_E24__2022_washed_amplicon,LP_LY_R_2022_SP_024_BS_210622_W_0_EX_230119_LP_240417_ITS,seq240424_T6U6R,BS_210622_W_0,EX_LY_R_2022_SP_024_BS_210622_W_0_EX_230119,LS_LY_R_2022_SP_024,LY_R_2022,SP_024,2022_washed_amplicon,R-210622-ITS-w-E24,False,seq240424_T6U6R,1
SA_seq240424_T6U6R__R_210622_ITS_w_E11__2022_washed_amplicon,LP_LY_R_2022_SP_011_BS_210622_W_0_EX_230119_LP_240417_ITS,seq240424_T6U6R,BS_210622_W_0,EX_LY_R_2022_SP_011_BS_210622_W_0_EX_230119,LS_LY_R_2022_SP_011,LY_R_2022,SP_011,2022_washed_amplicon,R-210622-ITS-w-E11,False,seq240424_T6U6R,1
SA_seq240424_T6U6R__R_210622_ITS_w_E20__2022_washed_amplicon,LP_LY_R_2022_SP_020_BS_210622_W_0_EX_230119_LP_240417_ITS,seq240424_T6U6R,BS_210622_W_0,EX_LY_R_2022_SP_020_BS_210622_W_0_EX_230119,LS_LY_R_2022_SP_020,LY_R_2022,SP_020,2022_washed_amplicon,R-210622-ITS-w-E20,False,seq240424_T6U6R,1
SA_seq240424_T6U6R__R_210622_ITS_w_E6__2022_washed_amplicon,LP_LY_R_2022_SP_006_BS_210622_W_0_EX_230119_LP_240417_ITS,seq240424_T6U6R,BS_210622_W_0,EX_LY_R_2022_SP_006_BS_210622_W_0_EX_230119,LS_LY_R_2022_SP_006,LY_R_2022,SP_006,2022_washed_amplicon,R-210622-ITS-w-E6,False,seq240424_T6U6R,1
SA_seq240424_T6U6R__R_210622_ITS_w_E7__2022_washed_amplicon,LP_LY_R_2022_SP_007_BS_210622_W_0_EX_230119_LP_240417_ITS,seq240424_T6U6R,BS_210622_W_0,EX_LY_R_2022_SP_007_BS_210622_W_0_EX_230119,LS_LY_R_2022_SP_007,LY_R_2022,SP_007,2022_washed_amplicon,R-210622-ITS-w-E7,False,seq240424_T6U6R,1
SA_seq240424_T6U6R__R_170622_ITS_w_D23__2022_washed_amplicon,LP_LY_R_2022_SP_023_BS_170622_W_0_EX_230111_LP_240417_ITS,seq240424_T6U6R,BS_170622_W_0,EX_LY_R_2022_SP_023_BS_170622_W_0_EX_230111,LS_LY_R_2022_SP_023,LY_R_2022,SP_023,2022_washed_amplicon,R-170622-ITS-w-D23,False,seq240424_T6U6R,1
SA_seq240424_T6U6R__R_210622_ITS_w_E1__2022_washed_amplicon,LP_LY_R_2022_SP_001_BS_210622_W_0_EX_230119_LP_240417_ITS,seq240424_T6U6R,BS_210622_W_0,EX_LY_R_2022_SP_001_BS_210622_W_0_EX_230119,LS_LY_R_2022_SP_001,LY_R_2022,SP_001,2022_washed_amplicon,R-210622-ITS-w-E1,False,seq240424_T6U6R,1
SA_seq240424_T6U6R__R_210622_ITS_w_E23__2022_washed_amplicon,LP_LY_R_2022_SP_023_BS_210622_W_0_EX_230119_LP_240417_ITS,seq240424_T6U6R,BS_210622_W_0,EX_LY_R_2022_SP_023_BS_210622_W_0_EX_230119,LS_LY_R_2022_SP_023,LY_R_2022,SP_023,2022_washed_amplicon,R-210622-ITS-w-E23,False,seq240424_T6U6R,1
SA_seq240424_T6U6R__R_210622_ITS_w_E8__2022_washed_amplicon,LP_LY_R_2022_SP_008_BS_210622_W_0_EX_230119_LP_240417_ITS,seq240424_T6U6R,BS_210622_W_0,EX_LY_R_2022_SP_008_BS_210622_W_0_EX_230119,LS_LY_R_2022_SP_008,LY_R_2022,SP_008,2022_washed_amplicon,R-210622-ITS-w-E8,False,seq240424_T6U6R,1
SA_seq240424_T6U6R__R_210622_ITS_w_E2__2022_washed_amplicon,LP_LY_R_2022_SP_002_BS_210622_W_0_EX_230119_LP_240417_ITS,seq240424_T6U6R,BS_210622_W_0,EX_LY_R_2022_SP_002_BS_210622_W_0_EX_230119,LS_LY_R_2022_SP_002,LY_R_2022,SP_002,2022_washed_amplicon,R-210622-ITS-w-E2,False,seq240424_T6U6R,1
