LS_id,LY_id,SP_id,LS_block,LS_plot,LS_subplot,LS_cultivar,LS_spray,LS_fertilizer,LS_density,LS_location,LS_row_count
LS_LY_T_2021_SP_082,LY_T_2021,SP_082,3.0,82.0,7.0,Sheriff,n,HALF,300.0,,2
LS_LY_T_2021_SP_083,LY_T_2021,SP_083,3.0,83.0,7.0,Kvium,n,HALF,300.0,,2
LS_LY_T_2021_SP_084,LY_T_2021,SP_084,3.0,84.0,7.0,Sheriff,n,HALF,450.0,,2
LS_LY_T_2021_SP_085,LY_T_2021,SP_085,3.0,85.0,8.0,Heerup,n,HALF,150.0,,2
LS_LY_T_2021_SP_086,LY_T_2021,SP_086,3.0,86.0,8.0,Heerup,n,HALF,300.0,,2
LS_LY_T_2021_SP_087,LY_T_2021,SP_087,3.0,87.0,8.0,Kvium,n,HALF,300.0,,2
LS_LY_T_2021_SP_088,LY_T_2021,SP_088,3.0,88.0,8.0,Sheriff,n,HALF,300.0,,2
LS_LY_T_2021_SP_089,LY_T_2021,SP_089,3.0,89.0,8.0,Rembrandt,n,HALF,450.0,,2
LS_LY_T_2021_SP_090,LY_T_2021,SP_090,3.0,90.0,8.0,Sheriff,n,HALF,150.0,,2
LS_LY_T_2021_SP_091,LY_T_2021,SP_091,3.0,91.0,8.0,Heerup,n,HALF,450.0,,2
LS_LY_T_2021_SP_092,LY_T_2021,SP_092,3.0,92.0,8.0,Sheriff,n,HALF,450.0,,2
LS_LY_T_2021_SP_093,LY_T_2021,SP_093,3.0,93.0,8.0,Rembrandt,n,HALF,300.0,,2
LS_LY_T_2021_SP_094,LY_T_2021,SP_094,3.0,94.0,8.0,Kvium,n,HALF,450.0,,2
LS_LY_T_2021_SP_095,LY_T_2021,SP_095,3.0,95.0,8.0,Kvium,n,HALF,150.0,,3
LS_LY_T_2021_SP_096,LY_T_2021,SP_096,3.0,96.0,8.0,Rembrandt,n,HALF,150.0,,3
LS_LY_T_2021_SP_097,LY_T_2021,SP_097,3.0,97.0,9.0,Sheriff,n,NORMAL,150.0,,3
LS_LY_T_2021_SP_098,LY_T_2021,SP_098,3.0,98.0,9.0,Rembrandt,n,NORMAL,450.0,,3
LS_LY_T_2021_SP_099,LY_T_2021,SP_099,3.0,99.0,9.0,Heerup,n,NORMAL,450.0,,3
LS_LY_T_2021_SP_100,LY_T_2021,SP_100,3.0,100.0,9.0,Kvium,n,NORMAL,150.0,,3
LS_LY_T_2021_SP_101,LY_T_2021,SP_101,3.0,101.0,9.0,Rembrandt,n,NORMAL,300.0,,3
LS_LY_T_2021_SP_102,LY_T_2021,SP_102,3.0,102.0,9.0,Heerup,n,NORMAL,300.0,,3
LS_LY_T_2021_SP_103,LY_T_2021,SP_103,3.0,103.0,9.0,Rembrandt,n,NORMAL,150.0,,3
LS_LY_T_2021_SP_104,LY_T_2021,SP_104,3.0,104.0,9.0,Sheriff,n,NORMAL,450.0,,3
LS_LY_T_2021_SP_105,LY_T_2021,SP_105,3.0,105.0,9.0,Kvium,n,NORMAL,450.0,,3
LS_LY_T_2021_SP_106,LY_T_2021,SP_106,3.0,106.0,9.0,Sheriff,n,NORMAL,300.0,,3
LS_LY_T_2021_SP_107,LY_T_2021,SP_107,3.0,107.0,9.0,Kvium,n,NORMAL,300.0,,3
LS_LY_T_2021_SP_108,LY_T_2021,SP_108,3.0,108.0,9.0,Heerup,n,NORMAL,150.0,,3
LS_LY_T_2021_SP_109,LY_T_2021,SP_109,4.0,109.0,10.0,Sheriff,n,HALF,150.0,,3
LS_LY_T_2021_SP_110,LY_T_2021,SP_110,4.0,110.0,10.0,Heerup,n,HALF,450.0,,3
LS_LY_T_2021_SP_111,LY_T_2021,SP_111,4.0,111.0,10.0,Heerup,n,HALF,300.0,,3
LS_LY_T_2021_SP_112,LY_T_2021,SP_112,4.0,112.0,10.0,Rembrandt,n,HALF,150.0,,3
LS_LY_T_2021_SP_113,LY_T_2021,SP_113,4.0,113.0,10.0,Kvium,n,HALF,450.0,,3
LS_LY_T_2021_SP_114,LY_T_2021,SP_114,4.0,114.0,10.0,Kvium,n,HALF,150.0,,3
LS_LY_T_2021_SP_115,LY_T_2021,SP_115,4.0,115.0,10.0,Rembrandt,n,HALF,450.0,,3
LS_LY_T_2021_SP_116,LY_T_2021,SP_116,4.0,116.0,10.0,Sheriff,n,HALF,450.0,,3
LS_LY_T_2021_SP_117,LY_T_2021,SP_117,4.0,117.0,10.0,Kvium,n,HALF,300.0,,3
LS_LY_T_2021_SP_118,LY_T_2021,SP_118,4.0,118.0,10.0,Rembrandt,n,HALF,300.0,,3
LS_LY_T_2021_SP_119,LY_T_2021,SP_119,4.0,119.0,10.0,Heerup,n,HALF,150.0,,3
LS_LY_T_2021_SP_120,LY_T_2021,SP_120,4.0,120.0,10.0,Sheriff,n,HALF,300.0,,3
LS_LY_T_2021_SP_121,LY_T_2021,SP_121,4.0,121.0,11.0,Kvium,n,HALF,300.0,,3
LS_LY_T_2021_SP_122,LY_T_2021,SP_122,4.0,122.0,11.0,Rembrandt,n,HALF,150.0,,3
LS_LY_T_2021_SP_123,LY_T_2021,SP_123,4.0,123.0,11.0,Sheriff,n,HALF,150.0,,3
LS_LY_T_2021_SP_124,LY_T_2021,SP_124,4.0,124.0,11.0,Rembrandt,n,HALF,450.0,,3
LS_LY_T_2021_SP_125,LY_T_2021,SP_125,4.0,125.0,11.0,Rembrandt,n,HALF,300.0,,3
LS_LY_T_2021_SP_126,LY_T_2021,SP_126,4.0,126.0,11.0,Heerup,n,HALF,450.0,,3
LS_LY_T_2021_SP_127,LY_T_2021,SP_127,4.0,127.0,11.0,Kvium,n,HALF,150.0,,3
LS_LY_T_2021_SP_128,LY_T_2021,SP_128,4.0,128.0,11.0,Kvium,n,HALF,450.0,,3
LS_LY_T_2021_SP_129,LY_T_2021,SP_129,4.0,129.0,11.0,Heerup,n,HALF,300.0,,3
LS_LY_T_2021_SP_130,LY_T_2021,SP_130,4.0,130.0,11.0,Heerup,n,HALF,150.0,,3
LS_LY_T_2021_SP_131,LY_T_2021,SP_131,4.0,131.0,11.0,Sheriff,n,HALF,450.0,,3
LS_LY_T_2021_SP_132,LY_T_2021,SP_132,4.0,132.0,11.0,Sheriff,n,HALF,300.0,,3
LS_LY_T_2021_SP_133,LY_T_2021,SP_133,4.0,133.0,12.0,Rembrandt,n,NORMAL,300.0,,3
LS_LY_T_2021_SP_134,LY_T_2021,SP_134,4.0,134.0,12.0,Sheriff,n,NORMAL,450.0,,3
LS_LY_T_2021_SP_135,LY_T_2021,SP_135,4.0,135.0,12.0,Heerup,n,NORMAL,450.0,,3
LS_LY_T_2021_SP_136,LY_T_2021,SP_136,4.0,136.0,12.0,Kvium,n,NORMAL,150.0,,3
LS_LY_T_2021_SP_137,LY_T_2021,SP_137,4.0,137.0,12.0,Heerup,n,NORMAL,150.0,,3
LS_LY_T_2021_SP_138,LY_T_2021,SP_138,4.0,138.0,12.0,Heerup,n,NORMAL,300.0,,3
LS_LY_T_2021_SP_139,LY_T_2021,SP_139,4.0,139.0,12.0,Kvium,n,NORMAL,300.0,,3
LS_LY_T_2021_SP_140,LY_T_2021,SP_140,4.0,140.0,12.0,Sheriff,n,NORMAL,300.0,,3
LS_LY_T_2021_SP_141,LY_T_2021,SP_141,4.0,141.0,12.0,Rembrandt,n,NORMAL,450.0,,3
LS_LY_T_2021_SP_142,LY_T_2021,SP_142,4.0,142.0,12.0,Rembrandt,n,NORMAL,150.0,,3
LS_LY_T_2021_SP_143,LY_T_2021,SP_143,4.0,143.0,12.0,Sheriff,n,NORMAL,150.0,,3
LS_LY_T_2021_SP_144,LY_T_2021,SP_144,4.0,144.0,12.0,Kvium,n,NORMAL,450.0,,3
LS_LY_T_2023_SP_001,LY_T_2023,SP_001,1,1,1,Heerup,n,Normal,150.0,T,2
LS_LY_T_2023_SP_002,LY_T_2023,SP_002,1,2,2,Heerup,n,Normal,450.0,T,2
LS_LY_T_2023_SP_003,LY_T_2023,SP_003,1,3,1,Heerup,n,Normal,300.0,T,50
LS_LY_T_2023_SP_004,LY_T_2023,SP_004,1,4,4,Sheriff,n,Normal,150.0,T,2
LS_LY_T_2023_SP_005,LY_T_2023,SP_005,1,5,1,Sheriff,n,Normal,300.0,T,51
LS_LY_T_2023_SP_006,LY_T_2023,SP_006,1,6,6,Kvium,n,Normal,150.0,T,2
LS_LY_T_2023_SP_007,LY_T_2023,SP_007,1,7,7,Kvium,n,Normal,450.0,T,2
LS_LY_T_2023_SP_008,LY_T_2023,SP_008,1,8,8,Rembrandt,n,Normal,150.0,T,2
LS_LY_T_2023_SP_009,LY_T_2023,SP_009,1,9,1,Kvium,n,Normal,300.0,T,51
LS_LY_T_2023_SP_010,LY_T_2023,SP_010,1,10,1,Rembrandt,n,Normal,300.0,T,46
LS_LY_T_2023_SP_011,LY_T_2023,SP_011,1,11,11,Rembrandt,n,Normal,450.0,T,2
LS_LY_T_2023_SP_012,LY_T_2023,SP_012,1,12,12,Sheriff,n,Normal,450.0,T,2
LS_LY_T_2023_SP_013,LY_T_2023,SP_013,1,13,1,Kvium,n,Half,450.0,T,2
LS_LY_T_2023_SP_014,LY_T_2023,SP_014,1,14,2,Sheriff,n,Half,150.0,T,2
LS_LY_T_2023_SP_015,LY_T_2023,SP_015,1,15,3,Kvium,n,Half,150.0,T,2
LS_LY_T_2023_SP_016,LY_T_2023,SP_016,1,16,4,Sheriff,n,Half,450.0,T,2
LS_LY_T_2023_SP_017,LY_T_2023,SP_017,1,17,2,Rembrandt,n,Half,300.0,T,46
LS_LY_T_2023_SP_018,LY_T_2023,SP_018,1,18,2,Heerup,n,Half,300.0,T,44
LS_LY_T_2023_SP_019,LY_T_2023,SP_019,1,19,7,Rembrandt,n,Half,450.0,T,2
LS_LY_T_2023_SP_020,LY_T_2023,SP_020,1,20,8,Heerup,n,Half,150.0,T,2
LS_LY_T_2023_SP_021,LY_T_2023,SP_021,1,21,9,Rembrandt,n,Half,150.0,T,2
LS_LY_T_2023_SP_022,LY_T_2023,SP_022,1,22,2,Kvium,n,Half,300.0,T,47
LS_LY_T_2023_SP_023,LY_T_2023,SP_023,1,23,11,Heerup,n,Half,450.0,T,2
LS_LY_T_2023_SP_024,LY_T_2023,SP_024,1,24,2,Sheriff,n,Half,300.0,T,42
LS_LY_T_2023_SP_025,LY_T_2023,SP_025,1,25,3,Rembrandt,n,Zero,300.0,T,48
LS_LY_T_2023_SP_026,LY_T_2023,SP_026,1,26,3,Sheriff,n,Zero,300.0,T,51
LS_LY_T_2023_SP_027,LY_T_2023,SP_027,1,27,3,Rembrandt,n,Zero,150.0,T,2
LS_LY_T_2023_SP_028,LY_T_2023,SP_028,1,28,3,Kvium,n,Zero,300.0,T,50
LS_LY_T_2023_SP_029,LY_T_2023,SP_029,1,29,5,Sheriff,n,Zero,450.0,T,2
LS_LY_T_2023_SP_030,LY_T_2023,SP_030,1,30,6,Kvium,n,Zero,150.0,T,2
LS_LY_T_2023_SP_031,LY_T_2023,SP_031,1,31,7,Sheriff,n,Zero,150.0,T,2
LS_LY_T_2023_SP_032,LY_T_2023,SP_032,1,32,8,Heerup,n,Zero,150.0,T,2
LS_LY_T_2023_SP_033,LY_T_2023,SP_033,1,33,9,Heerup,n,Zero,450.0,T,2
LS_LY_T_2023_SP_034,LY_T_2023,SP_034,1,34,10,Rembrandt,n,Zero,450.0,T,2
LS_LY_T_2023_SP_035,LY_T_2023,SP_035,1,35,3,Heerup,n,Zero,300.0,T,50
LS_LY_T_2023_SP_036,LY_T_2023,SP_036,1,36,12,Kvium,n,Zero,450.0,T,2
LS_LY_T_2023_SP_037,LY_T_2023,SP_037,2,37,4,Heerup,n,Half,300.0,T,46
LS_LY_T_2023_SP_038,LY_T_2023,SP_038,2,38,4,Sheriff,n,Half,300.0,T,46
LS_LY_T_2023_SP_039,LY_T_2023,SP_039,2,39,3,Kvium,n,Half,450.0,T,2
LS_LY_T_2023_SP_040,LY_T_2023,SP_040,2,40,4,Sheriff,n,Half,450.0,T,2
LS_LY_T_2023_SP_041,LY_T_2023,SP_041,2,41,4,Rembrandt,n,Half,300.0,T,46
LS_LY_T_2023_SP_042,LY_T_2023,SP_042,2,42,6,Heerup,n,Half,150.0,T,2
LS_LY_T_2023_SP_043,LY_T_2023,SP_043,2,43,7,Heerup,n,Half,450.0,T,2
LS_LY_T_2023_SP_044,LY_T_2023,SP_044,2,44,4,Kvium,n,Half,300.0,T,45
LS_LY_T_2023_SP_045,LY_T_2023,SP_045,2,45,9,Rembrandt,n,Half,450.0,T,2
LS_LY_T_2023_SP_046,LY_T_2023,SP_046,2,46,10,Kvium,n,Half,150.0,T,2
LS_LY_T_2023_SP_047,LY_T_2023,SP_047,2,47,11,Rembrandt,n,Half,150.0,T,2
LS_LY_T_2023_SP_048,LY_T_2023,SP_048,2,48,12,Sheriff,n,Half,150.0,T,2
LS_LY_T_2023_SP_049,LY_T_2023,SP_049,2,49,1,Sheriff,n,Zero,450.0,T,2
LS_LY_T_2023_SP_050,LY_T_2023,SP_050,2,50,2,Kvium,n,Zero,450.0,T,2
LS_LY_T_2023_SP_051,LY_T_2023,SP_051,2,51,5,Heerup,n,Zero,300.0,T,49
LS_LY_T_2023_SP_052,LY_T_2023,SP_052,2,52,4,Heerup,n,Zero,450.0,T,2
LS_LY_T_2023_SP_053,LY_T_2023,SP_053,2,53,5,Sheriff,n,Zero,300.0,T,46
LS_LY_T_2023_SP_054,LY_T_2023,SP_054,2,54,6,Sheriff,n,Zero,150.0,T,2
LS_LY_T_2023_SP_055,LY_T_2023,SP_055,2,55,5,Rembrandt,n,Zero,300.0,T,51
LS_LY_T_2023_SP_056,LY_T_2023,SP_056,2,56,8,Heerup,n,Zero,150.0,T,2
LS_LY_T_2023_SP_057,LY_T_2023,SP_057,2,57,9,Rembrandt,n,Zero,150.0,T,2
LS_LY_T_2023_SP_058,LY_T_2023,SP_058,2,58,10,Kvium,n,Zero,150.0,T,2
LS_LY_T_2023_SP_059,LY_T_2023,SP_059,2,59,5,Kvium,n,Zero,300.0,T,50
LS_LY_T_2023_SP_060,LY_T_2023,SP_060,2,60,12,Rembrandt,n,Zero,450.0,T,2
LS_LY_T_2023_SP_061,LY_T_2023,SP_061,2,61,6,Heerup,n,Normal,300.0,T,53
LS_LY_T_2023_SP_062,LY_T_2023,SP_062,2,62,2,Kvium,n,Normal,150.0,T,2
LS_LY_T_2023_SP_063,LY_T_2023,SP_063,2,63,3,Sheriff,n,Normal,150.0,T,2
LS_LY_T_2023_SP_064,LY_T_2023,SP_064,2,64,4,Heerup,n,Normal,450.0,T,2
LS_LY_T_2023_SP_065,LY_T_2023,SP_065,2,65,5,Rembrandt,n,Normal,450.0,T,2
LS_LY_T_2023_SP_066,LY_T_2023,SP_066,2,66,6,Kvium,n,Normal,300.0,T,55
LS_LY_T_2023_SP_067,LY_T_2023,SP_067,2,67,7,Rembrandt,n,Normal,150.0,T,2
LS_LY_T_2023_SP_068,LY_T_2023,SP_068,2,68,6,Sheriff,n,Normal,300.0,T,50
LS_LY_T_2023_SP_069,LY_T_2023,SP_069,2,69,9,Heerup,n,Normal,150.0,T,2
LS_LY_T_2023_SP_070,LY_T_2023,SP_070,2,70,10,Kvium,n,Normal,450.0,T,2
LS_LY_T_2023_SP_071,LY_T_2023,SP_071,2,71,11,Sheriff,n,Normal,450.0,T,2
LS_LY_T_2023_SP_072,LY_T_2023,SP_072,2,72,6,Rembrandt,n,Normal,300.0,T,56
LS_LY_T_2023_SP_073,LY_T_2023,SP_073,3,73,1,Kvium,n,Half,150.0,T,2
LS_LY_T_2023_SP_074,LY_T_2023,SP_074,3,74,2,Heerup,n,Half,450.0,T,2
LS_LY_T_2023_SP_075,LY_T_2023,SP_075,3,75,7,Sheriff,n,Half,300.0,T,46
LS_LY_T_2023_SP_076,LY_T_2023,SP_076,3,76,4,Heerup,n,Half,150.0,T,2
LS_LY_T_2023_SP_077,LY_T_2023,SP_077,3,77,5,Rembrandt,n,Half,450.0,T,2
LS_LY_T_2023_SP_078,LY_T_2023,SP_078,3,78,6,Rembrandt,n,Half,150.0,T,2
LS_LY_T_2023_SP_079,LY_T_2023,SP_079,3,79,7,Sheriff,n,Half,450.0,T,2
LS_LY_T_2023_SP_080,LY_T_2023,SP_080,3,80,7,Heerup,n,Half,300.0,T,48
LS_LY_T_2023_SP_081,LY_T_2023,SP_081,3,81,7,Kvium,n,Half,300.0,T,48
LS_LY_T_2023_SP_082,LY_T_2023,SP_082,3,82,7,Rembrandt,n,Half,300.0,T,48
LS_LY_T_2023_SP_083,LY_T_2023,SP_083,3,83,11,Sheriff,n,Half,150.0,T,2
LS_LY_T_2023_SP_084,LY_T_2023,SP_084,3,84,12,Kvium,n,Half,450.0,T,2
LS_LY_T_2023_SP_085,LY_T_2023,SP_085,3,85,1,Rembrandt,n,Zero,150.0,T,2
LS_LY_T_2023_SP_086,LY_T_2023,SP_086,3,86,2,Heerup,n,Zero,450.0,T,2
LS_LY_T_2023_SP_087,LY_T_2023,SP_087,3,87,8,Kvium,n,Zero,300.0,T,51
LS_LY_T_2023_SP_088,LY_T_2023,SP_088,3,88,8,Rembrandt,n,Zero,300.0,T,51
LS_LY_T_2023_SP_089,LY_T_2023,SP_089,3,89,8,Sheriff,n,Zero,300.0,T,53
LS_LY_T_2023_SP_090,LY_T_2023,SP_090,3,90,6,Kvium,n,Zero,450.0,T,2
LS_LY_T_2023_SP_091,LY_T_2023,SP_091,3,91,8,Heerup,n,Zero,300.0,T,53
LS_LY_T_2023_SP_092,LY_T_2023,SP_092,3,92,8,Rembrandt,n,Zero,450.0,T,2
LS_LY_T_2023_SP_093,LY_T_2023,SP_093,3,93,9,Heerup,n,Zero,150.0,T,3
LS_LY_T_2023_SP_094,LY_T_2023,SP_094,3,94,10,Kvium,n,Zero,150.0,T,3
LS_LY_T_2023_SP_095,LY_T_2023,SP_095,3,95,11,Sheriff,n,Zero,150.0,T,3
LS_LY_T_2023_SP_096,LY_T_2023,SP_096,3,96,12,Sheriff,n,Zero,450.0,T,3
LS_LY_T_2023_SP_097,LY_T_2023,SP_097,3,97,1,Heerup,n,Normal,150.0,T,3
LS_LY_T_2023_SP_098,LY_T_2023,SP_098,3,98,9,Rembrandt,n,Normal,300.0,T,57
LS_LY_T_2023_SP_099,LY_T_2023,SP_099,3,99,3,Kvium,n,Normal,150.0,T,3
LS_LY_T_2023_SP_100,LY_T_2023,SP_100,3,100,9,Heerup,n,Normal,300.0,T,57
LS_LY_T_2023_SP_101,LY_T_2023,SP_101,3,101,5,Rembrandt,n,Normal,450.0,T,3
LS_LY_T_2023_SP_102,LY_T_2023,SP_102,3,102,6,Heerup,n,Normal,450.0,T,3
LS_LY_T_2023_SP_103,LY_T_2023,SP_103,3,103,7,Rembrandt,n,Normal,150.0,T,3
LS_LY_T_2023_SP_104,LY_T_2023,SP_104,3,104,9,Kvium,n,Normal,300.0,T,47
LS_LY_T_2023_SP_105,LY_T_2023,SP_105,3,105,9,Sheriff,n,Normal,150.0,T,3
LS_LY_T_2023_SP_106,LY_T_2023,SP_106,3,106,10,Kvium,n,Normal,450.0,T,3
LS_LY_T_2023_SP_107,LY_T_2023,SP_107,3,107,9,Sheriff,n,Normal,300.0,T,57
LS_LY_T_2023_SP_108,LY_T_2023,SP_108,3,108,12,Sheriff,n,Normal,450.0,T,3
LS_LY_T_2023_SP_109,LY_T_2023,SP_109,1_2,5_68,1_6,Sheriff,,Normal,300.0,T,3
LS_LY_T_2023_SP_110,LY_T_2023,SP_110,1_2,3_61,1_6,Heerup,,Normal,300.0,T,3
LS_LY_X_0000_SP_000,LY_X_0000,SP_000,,,,,,,300.0,ZymoBIOMICS | Ultrapure | DES | 1xPBS,163
LS_LY_Z_0000_SP_000,LY_Z_0000,SP_000,,,,,,,,contaminated,3
