FF_id,FP_id,SA_id,SR_id,FF_read_direction,FF_filename,FF_relative_path,FF_reads
FF_FP_SA_seq240222_RQS8X_S_240622_16S_w_13_1_2022_washed_amplicon_P01__R1,FP_SA_seq240222_RQS8X_S_240622_16S_w_13_1_2022_washed_amplicon__P01,SA_seq240222_RQS8X__S_240622_16S_w_13_1__2022_washed_amplicon,seq240222_RQS8X,R1,S-240622-16S-w-13-1_S119_L001_R1_001.fastq.gz,./seq240222_RQS8X/S-240622-16S-w-13-1_S119_L001_R1_001.fastq.gz,44618
FF_FP_SA_seq240222_RQS8X_S_240622_16S_w_13_1_2022_washed_amplicon_P01__R2,FP_SA_seq240222_RQS8X_S_240622_16S_w_13_1_2022_washed_amplicon__P01,SA_seq240222_RQS8X__S_240622_16S_w_13_1__2022_washed_amplicon,seq240222_RQS8X,R2,S-240622-16S-w-13-1_S119_L001_R2_001.fastq.gz,./seq240222_RQS8X/S-240622-16S-w-13-1_S119_L001_R2_001.fastq.gz,44618
FF_FP_SA_seq240222_RQS8X_S_240622_16S_w_13_2_2022_washed_amplicon_P01__R1,FP_SA_seq240222_RQS8X_S_240622_16S_w_13_2_2022_washed_amplicon__P01,SA_seq240222_RQS8X__S_240622_16S_w_13_2__2022_washed_amplicon,seq240222_RQS8X,R1,S-240622-16S-w-13-2_S120_L001_R1_001.fastq.gz,./seq240222_RQS8X/S-240622-16S-w-13-2_S120_L001_R1_001.fastq.gz,37328
FF_FP_SA_seq240222_RQS8X_S_240622_16S_w_13_2_2022_washed_amplicon_P01__R2,FP_SA_seq240222_RQS8X_S_240622_16S_w_13_2_2022_washed_amplicon__P01,SA_seq240222_RQS8X__S_240622_16S_w_13_2__2022_washed_amplicon,seq240222_RQS8X,R2,S-240622-16S-w-13-2_S120_L001_R2_001.fastq.gz,./seq240222_RQS8X/S-240622-16S-w-13-2_S120_L001_R2_001.fastq.gz,37328
FF_FP_SA_seq240222_RQS8X_H_200622_ITS_w_11_3_2022_washed_amplicon_P01__R1,FP_SA_seq240222_RQS8X_H_200622_ITS_w_11_3_2022_washed_amplicon__P01,SA_seq240222_RQS8X__H_200622_ITS_w_11_3__2022_washed_amplicon,seq240222_RQS8X,R1,H-200622-ITS-w-11-3_S165_L001_R1_001.fastq.gz,./seq240222_RQS8X/H-200622-ITS-w-11-3_S165_L001_R1_001.fastq.gz,28097
FF_FP_SA_seq240222_RQS8X_H_200622_ITS_w_11_3_2022_washed_amplicon_P01__R2,FP_SA_seq240222_RQS8X_H_200622_ITS_w_11_3_2022_washed_amplicon__P01,SA_seq240222_RQS8X__H_200622_ITS_w_11_3__2022_washed_amplicon,seq240222_RQS8X,R2,H-200622-ITS-w-11-3_S165_L001_R2_001.fastq.gz,./seq240222_RQS8X/H-200622-ITS-w-11-3_S165_L001_R2_001.fastq.gz,28097
FF_FP_SA_seq240222_RQS8X_S_240622_16S_w_13_3_2022_washed_amplicon_P01__R1,FP_SA_seq240222_RQS8X_S_240622_16S_w_13_3_2022_washed_amplicon__P01,SA_seq240222_RQS8X__S_240622_16S_w_13_3__2022_washed_amplicon,seq240222_RQS8X,R1,S-240622-16S-w-13-3_S121_L001_R1_001.fastq.gz,./seq240222_RQS8X/S-240622-16S-w-13-3_S121_L001_R1_001.fastq.gz,36933
FF_FP_SA_seq240222_RQS8X_S_240622_16S_w_13_3_2022_washed_amplicon_P01__R2,FP_SA_seq240222_RQS8X_S_240622_16S_w_13_3_2022_washed_amplicon__P01,SA_seq240222_RQS8X__S_240622_16S_w_13_3__2022_washed_amplicon,seq240222_RQS8X,R2,S-240622-16S-w-13-3_S121_L001_R2_001.fastq.gz,./seq240222_RQS8X/S-240622-16S-w-13-3_S121_L001_R2_001.fastq.gz,36933
FF_FP_SA_seq240222_RQS8X_H_200622_ITS_w_14_1_2022_washed_amplicon_P01__R1,FP_SA_seq240222_RQS8X_H_200622_ITS_w_14_1_2022_washed_amplicon__P01,SA_seq240222_RQS8X__H_200622_ITS_w_14_1__2022_washed_amplicon,seq240222_RQS8X,R1,H-200622-ITS-w-14-1_S184_L001_R1_001.fastq.gz,./seq240222_RQS8X/H-200622-ITS-w-14-1_S184_L001_R1_001.fastq.gz,24085
FF_FP_SA_seq240222_RQS8X_H_200622_ITS_w_14_1_2022_washed_amplicon_P01__R2,FP_SA_seq240222_RQS8X_H_200622_ITS_w_14_1_2022_washed_amplicon__P01,SA_seq240222_RQS8X__H_200622_ITS_w_14_1__2022_washed_amplicon,seq240222_RQS8X,R2,H-200622-ITS-w-14-1_S184_L001_R2_001.fastq.gz,./seq240222_RQS8X/H-200622-ITS-w-14-1_S184_L001_R2_001.fastq.gz,24085
FF_FP_SA_seq240222_RQS8X_H_200622_ITS_w_13_7_2022_washed_amplicon_P01__R1,FP_SA_seq240222_RQS8X_H_200622_ITS_w_13_7_2022_washed_amplicon__P01,SA_seq240222_RQS8X__H_200622_ITS_w_13_7__2022_washed_amplicon,seq240222_RQS8X,R1,H-200622-ITS-w-13-7_S183_L001_R1_001.fastq.gz,./seq240222_RQS8X/H-200622-ITS-w-13-7_S183_L001_R1_001.fastq.gz,28540
FF_FP_SA_seq240222_RQS8X_H_200622_ITS_w_13_7_2022_washed_amplicon_P01__R2,FP_SA_seq240222_RQS8X_H_200622_ITS_w_13_7_2022_washed_amplicon__P01,SA_seq240222_RQS8X__H_200622_ITS_w_13_7__2022_washed_amplicon,seq240222_RQS8X,R2,H-200622-ITS-w-13-7_S183_L001_R2_001.fastq.gz,./seq240222_RQS8X/H-200622-ITS-w-13-7_S183_L001_R2_001.fastq.gz,28540
FF_FP_SA_seq240222_RQS8X_H_200622_ITS_w_13_6_2022_washed_amplicon_P01__R1,FP_SA_seq240222_RQS8X_H_200622_ITS_w_13_6_2022_washed_amplicon__P01,SA_seq240222_RQS8X__H_200622_ITS_w_13_6__2022_washed_amplicon,seq240222_RQS8X,R1,H-200622-ITS-w-13-6_S182_L001_R1_001.fastq.gz,./seq240222_RQS8X/H-200622-ITS-w-13-6_S182_L001_R1_001.fastq.gz,27225
FF_FP_SA_seq240222_RQS8X_H_200622_ITS_w_13_6_2022_washed_amplicon_P01__R2,FP_SA_seq240222_RQS8X_H_200622_ITS_w_13_6_2022_washed_amplicon__P01,SA_seq240222_RQS8X__H_200622_ITS_w_13_6__2022_washed_amplicon,seq240222_RQS8X,R2,H-200622-ITS-w-13-6_S182_L001_R2_001.fastq.gz,./seq240222_RQS8X/H-200622-ITS-w-13-6_S182_L001_R2_001.fastq.gz,27225
FF_FP_SA_seq240222_RQS8X_H_200622_ITS_w_13_5_2022_washed_amplicon_P01__R1,FP_SA_seq240222_RQS8X_H_200622_ITS_w_13_5_2022_washed_amplicon__P01,SA_seq240222_RQS8X__H_200622_ITS_w_13_5__2022_washed_amplicon,seq240222_RQS8X,R1,H-200622-ITS-w-13-5_S181_L001_R1_001.fastq.gz,./seq240222_RQS8X/H-200622-ITS-w-13-5_S181_L001_R1_001.fastq.gz,17229
FF_FP_SA_seq240222_RQS8X_H_200622_ITS_w_13_5_2022_washed_amplicon_P01__R2,FP_SA_seq240222_RQS8X_H_200622_ITS_w_13_5_2022_washed_amplicon__P01,SA_seq240222_RQS8X__H_200622_ITS_w_13_5__2022_washed_amplicon,seq240222_RQS8X,R2,H-200622-ITS-w-13-5_S181_L001_R2_001.fastq.gz,./seq240222_RQS8X/H-200622-ITS-w-13-5_S181_L001_R2_001.fastq.gz,17229
FF_FP_SA_seq240222_RQS8X_H_200622_ITS_w_13_4_2022_washed_amplicon_P01__R1,FP_SA_seq240222_RQS8X_H_200622_ITS_w_13_4_2022_washed_amplicon__P01,SA_seq240222_RQS8X__H_200622_ITS_w_13_4__2022_washed_amplicon,seq240222_RQS8X,R1,H-200622-ITS-w-13-4_S180_L001_R1_001.fastq.gz,./seq240222_RQS8X/H-200622-ITS-w-13-4_S180_L001_R1_001.fastq.gz,211076
FF_FP_SA_seq240222_RQS8X_H_200622_ITS_w_13_4_2022_washed_amplicon_P01__R2,FP_SA_seq240222_RQS8X_H_200622_ITS_w_13_4_2022_washed_amplicon__P01,SA_seq240222_RQS8X__H_200622_ITS_w_13_4__2022_washed_amplicon,seq240222_RQS8X,R2,H-200622-ITS-w-13-4_S180_L001_R2_001.fastq.gz,./seq240222_RQS8X/H-200622-ITS-w-13-4_S180_L001_R2_001.fastq.gz,211076
FF_FP_SA_seq240222_RQS8X_S_240622_16S_w_13_4_2022_washed_amplicon_P01__R1,FP_SA_seq240222_RQS8X_S_240622_16S_w_13_4_2022_washed_amplicon__P01,SA_seq240222_RQS8X__S_240622_16S_w_13_4__2022_washed_amplicon,seq240222_RQS8X,R1,S-240622-16S-w-13-4_S122_L001_R1_001.fastq.gz,./seq240222_RQS8X/S-240622-16S-w-13-4_S122_L001_R1_001.fastq.gz,46559
FF_FP_SA_seq240222_RQS8X_S_240622_16S_w_13_4_2022_washed_amplicon_P01__R2,FP_SA_seq240222_RQS8X_S_240622_16S_w_13_4_2022_washed_amplicon__P01,SA_seq240222_RQS8X__S_240622_16S_w_13_4__2022_washed_amplicon,seq240222_RQS8X,R2,S-240622-16S-w-13-4_S122_L001_R2_001.fastq.gz,./seq240222_RQS8X/S-240622-16S-w-13-4_S122_L001_R2_001.fastq.gz,46559
FF_FP_SA_seq240222_RQS8X_S_240622_16S_w_13_5_2022_washed_amplicon_P01__R1,FP_SA_seq240222_RQS8X_S_240622_16S_w_13_5_2022_washed_amplicon__P01,SA_seq240222_RQS8X__S_240622_16S_w_13_5__2022_washed_amplicon,seq240222_RQS8X,R1,S-240622-16S-w-13-5_S123_L001_R1_001.fastq.gz,./seq240222_RQS8X/S-240622-16S-w-13-5_S123_L001_R1_001.fastq.gz,33124
FF_FP_SA_seq240222_RQS8X_S_240622_16S_w_13_5_2022_washed_amplicon_P01__R2,FP_SA_seq240222_RQS8X_S_240622_16S_w_13_5_2022_washed_amplicon__P01,SA_seq240222_RQS8X__S_240622_16S_w_13_5__2022_washed_amplicon,seq240222_RQS8X,R2,S-240622-16S-w-13-5_S123_L001_R2_001.fastq.gz,./seq240222_RQS8X/S-240622-16S-w-13-5_S123_L001_R2_001.fastq.gz,33124
FF_FP_SA_seq240222_RQS8X_S_240622_16S_w_13_6_2022_washed_amplicon_P01__R1,FP_SA_seq240222_RQS8X_S_240622_16S_w_13_6_2022_washed_amplicon__P01,SA_seq240222_RQS8X__S_240622_16S_w_13_6__2022_washed_amplicon,seq240222_RQS8X,R1,S-240622-16S-w-13-6_S124_L001_R1_001.fastq.gz,./seq240222_RQS8X/S-240622-16S-w-13-6_S124_L001_R1_001.fastq.gz,30751
FF_FP_SA_seq240222_RQS8X_S_240622_16S_w_13_6_2022_washed_amplicon_P01__R2,FP_SA_seq240222_RQS8X_S_240622_16S_w_13_6_2022_washed_amplicon__P01,SA_seq240222_RQS8X__S_240622_16S_w_13_6__2022_washed_amplicon,seq240222_RQS8X,R2,S-240622-16S-w-13-6_S124_L001_R2_001.fastq.gz,./seq240222_RQS8X/S-240622-16S-w-13-6_S124_L001_R2_001.fastq.gz,30751
FF_FP_SA_seq240222_RQS8X_H_200622_ITS_w_13_3_2022_washed_amplicon_P01__R1,FP_SA_seq240222_RQS8X_H_200622_ITS_w_13_3_2022_washed_amplicon__P01,SA_seq240222_RQS8X__H_200622_ITS_w_13_3__2022_washed_amplicon,seq240222_RQS8X,R1,H-200622-ITS-w-13-3_S179_L001_R1_001.fastq.gz,./seq240222_RQS8X/H-200622-ITS-w-13-3_S179_L001_R1_001.fastq.gz,38100
FF_FP_SA_seq240222_RQS8X_H_200622_ITS_w_13_3_2022_washed_amplicon_P01__R2,FP_SA_seq240222_RQS8X_H_200622_ITS_w_13_3_2022_washed_amplicon__P01,SA_seq240222_RQS8X__H_200622_ITS_w_13_3__2022_washed_amplicon,seq240222_RQS8X,R2,H-200622-ITS-w-13-3_S179_L001_R2_001.fastq.gz,./seq240222_RQS8X/H-200622-ITS-w-13-3_S179_L001_R2_001.fastq.gz,38100
FF_FP_SA_seq240222_RQS8X_H_200622_ITS_w_13_2_2022_washed_amplicon_P01__R1,FP_SA_seq240222_RQS8X_H_200622_ITS_w_13_2_2022_washed_amplicon__P01,SA_seq240222_RQS8X__H_200622_ITS_w_13_2__2022_washed_amplicon,seq240222_RQS8X,R1,H-200622-ITS-w-13-2_S178_L001_R1_001.fastq.gz,./seq240222_RQS8X/H-200622-ITS-w-13-2_S178_L001_R1_001.fastq.gz,29222
FF_FP_SA_seq240222_RQS8X_H_200622_ITS_w_13_2_2022_washed_amplicon_P01__R2,FP_SA_seq240222_RQS8X_H_200622_ITS_w_13_2_2022_washed_amplicon__P01,SA_seq240222_RQS8X__H_200622_ITS_w_13_2__2022_washed_amplicon,seq240222_RQS8X,R2,H-200622-ITS-w-13-2_S178_L001_R2_001.fastq.gz,./seq240222_RQS8X/H-200622-ITS-w-13-2_S178_L001_R2_001.fastq.gz,29222
FF_FP_SA_seq240222_RQS8X_H_200622_ITS_w_11_2_2022_washed_amplicon_P01__R1,FP_SA_seq240222_RQS8X_H_200622_ITS_w_11_2_2022_washed_amplicon__P01,SA_seq240222_RQS8X__H_200622_ITS_w_11_2__2022_washed_amplicon,seq240222_RQS8X,R1,H-200622-ITS-w-11-2_S164_L001_R1_001.fastq.gz,./seq240222_RQS8X/H-200622-ITS-w-11-2_S164_L001_R1_001.fastq.gz,38375
FF_FP_SA_seq240222_RQS8X_H_200622_ITS_w_11_2_2022_washed_amplicon_P01__R2,FP_SA_seq240222_RQS8X_H_200622_ITS_w_11_2_2022_washed_amplicon__P01,SA_seq240222_RQS8X__H_200622_ITS_w_11_2__2022_washed_amplicon,seq240222_RQS8X,R2,H-200622-ITS-w-11-2_S164_L001_R2_001.fastq.gz,./seq240222_RQS8X/H-200622-ITS-w-11-2_S164_L001_R2_001.fastq.gz,38375
FF_FP_SA_seq240222_RQS8X_S_240622_16S_w_10_2_2022_washed_amplicon_P01__R1,FP_SA_seq240222_RQS8X_S_240622_16S_w_10_2_2022_washed_amplicon__P01,SA_seq240222_RQS8X__S_240622_16S_w_10_2__2022_washed_amplicon,seq240222_RQS8X,R1,S-240622-16S-w-10-2_S99_L001_R1_001.fastq.gz,./seq240222_RQS8X/S-240622-16S-w-10-2_S99_L001_R1_001.fastq.gz,37561
FF_FP_SA_seq240222_RQS8X_S_240622_16S_w_10_2_2022_washed_amplicon_P01__R2,FP_SA_seq240222_RQS8X_S_240622_16S_w_10_2_2022_washed_amplicon__P01,SA_seq240222_RQS8X__S_240622_16S_w_10_2__2022_washed_amplicon,seq240222_RQS8X,R2,S-240622-16S-w-10-2_S99_L001_R2_001.fastq.gz,./seq240222_RQS8X/S-240622-16S-w-10-2_S99_L001_R2_001.fastq.gz,37561
FF_FP_SA_seq240222_RQS8X_H_200622_ITS_w_2_2_2022_washed_amplicon_P01__R1,FP_SA_seq240222_RQS8X_H_200622_ITS_w_2_2_2022_washed_amplicon__P01,SA_seq240222_RQS8X__H_200622_ITS_w_2_2__2022_washed_amplicon,seq240222_RQS8X,R1,H-200622-ITS-w-2-2_S103_L001_R1_001.fastq.gz,./seq240222_RQS8X/H-200622-ITS-w-2-2_S103_L001_R1_001.fastq.gz,26297
FF_FP_SA_seq240222_RQS8X_H_200622_ITS_w_2_2_2022_washed_amplicon_P01__R2,FP_SA_seq240222_RQS8X_H_200622_ITS_w_2_2_2022_washed_amplicon__P01,SA_seq240222_RQS8X__H_200622_ITS_w_2_2__2022_washed_amplicon,seq240222_RQS8X,R2,H-200622-ITS-w-2-2_S103_L001_R2_001.fastq.gz,./seq240222_RQS8X/H-200622-ITS-w-2-2_S103_L001_R2_001.fastq.gz,26297
FF_FP_SA_seq240222_RQS8X_H_200622_ITS_w_1_5_2022_washed_amplicon_P01__R1,FP_SA_seq240222_RQS8X_H_200622_ITS_w_1_5_2022_washed_amplicon__P01,SA_seq240222_RQS8X__H_200622_ITS_w_1_5__2022_washed_amplicon,seq240222_RQS8X,R1,H-200622-ITS-w-1-5_S95_L001_R1_001.fastq.gz,./seq240222_RQS8X/H-200622-ITS-w-1-5_S95_L001_R1_001.fastq.gz,20892
FF_FP_SA_seq240222_RQS8X_H_200622_ITS_w_1_5_2022_washed_amplicon_P01__R2,FP_SA_seq240222_RQS8X_H_200622_ITS_w_1_5_2022_washed_amplicon__P01,SA_seq240222_RQS8X__H_200622_ITS_w_1_5__2022_washed_amplicon,seq240222_RQS8X,R2,H-200622-ITS-w-1-5_S95_L001_R2_001.fastq.gz,./seq240222_RQS8X/H-200622-ITS-w-1-5_S95_L001_R2_001.fastq.gz,20892
FF_FP_SA_seq240222_RQS8X_H_200622_ITS_w_1_1_2022_washed_amplicon_P01__R1,FP_SA_seq240222_RQS8X_H_200622_ITS_w_1_1_2022_washed_amplicon__P01,SA_seq240222_RQS8X__H_200622_ITS_w_1_1__2022_washed_amplicon,seq240222_RQS8X,R1,H-200622-ITS-w-1-1_S96_L001_R1_001.fastq.gz,./seq240222_RQS8X/H-200622-ITS-w-1-1_S96_L001_R1_001.fastq.gz,22857
FF_FP_SA_seq240222_RQS8X_H_200622_ITS_w_1_1_2022_washed_amplicon_P01__R2,FP_SA_seq240222_RQS8X_H_200622_ITS_w_1_1_2022_washed_amplicon__P01,SA_seq240222_RQS8X__H_200622_ITS_w_1_1__2022_washed_amplicon,seq240222_RQS8X,R2,H-200622-ITS-w-1-1_S96_L001_R2_001.fastq.gz,./seq240222_RQS8X/H-200622-ITS-w-1-1_S96_L001_R2_001.fastq.gz,22857
FF_FP_SA_seq240222_RQS8X_H_200622_ITS_w_1_2_2022_washed_amplicon_P01__R1,FP_SA_seq240222_RQS8X_H_200622_ITS_w_1_2_2022_washed_amplicon__P01,SA_seq240222_RQS8X__H_200622_ITS_w_1_2__2022_washed_amplicon,seq240222_RQS8X,R1,H-200622-ITS-w-1-2_S97_L001_R1_001.fastq.gz,./seq240222_RQS8X/H-200622-ITS-w-1-2_S97_L001_R1_001.fastq.gz,27952
FF_FP_SA_seq240222_RQS8X_H_200622_ITS_w_1_2_2022_washed_amplicon_P01__R2,FP_SA_seq240222_RQS8X_H_200622_ITS_w_1_2_2022_washed_amplicon__P01,SA_seq240222_RQS8X__H_200622_ITS_w_1_2__2022_washed_amplicon,seq240222_RQS8X,R2,H-200622-ITS-w-1-2_S97_L001_R2_001.fastq.gz,./seq240222_RQS8X/H-200622-ITS-w-1-2_S97_L001_R2_001.fastq.gz,27952
FF_FP_SA_seq240222_RQS8X_H_200622_ITS_w_1_3_2022_washed_amplicon_P01__R1,FP_SA_seq240222_RQS8X_H_200622_ITS_w_1_3_2022_washed_amplicon__P01,SA_seq240222_RQS8X__H_200622_ITS_w_1_3__2022_washed_amplicon,seq240222_RQS8X,R1,H-200622-ITS-w-1-3_S98_L001_R1_001.fastq.gz,./seq240222_RQS8X/H-200622-ITS-w-1-3_S98_L001_R1_001.fastq.gz,25322
FF_FP_SA_seq240222_RQS8X_H_200622_ITS_w_1_3_2022_washed_amplicon_P01__R2,FP_SA_seq240222_RQS8X_H_200622_ITS_w_1_3_2022_washed_amplicon__P01,SA_seq240222_RQS8X__H_200622_ITS_w_1_3__2022_washed_amplicon,seq240222_RQS8X,R2,H-200622-ITS-w-1-3_S98_L001_R2_001.fastq.gz,./seq240222_RQS8X/H-200622-ITS-w-1-3_S98_L001_R2_001.fastq.gz,25322
FF_FP_SA_seq240222_RQS8X_H_200622_ITS_w_2_3_2022_washed_amplicon_P01__R1,FP_SA_seq240222_RQS8X_H_200622_ITS_w_2_3_2022_washed_amplicon__P01,SA_seq240222_RQS8X__H_200622_ITS_w_2_3__2022_washed_amplicon,seq240222_RQS8X,R1,H-200622-ITS-w-2-3_S104_L001_R1_001.fastq.gz,./seq240222_RQS8X/H-200622-ITS-w-2-3_S104_L001_R1_001.fastq.gz,22823
FF_FP_SA_seq240222_RQS8X_H_200622_ITS_w_2_3_2022_washed_amplicon_P01__R2,FP_SA_seq240222_RQS8X_H_200622_ITS_w_2_3_2022_washed_amplicon__P01,SA_seq240222_RQS8X__H_200622_ITS_w_2_3__2022_washed_amplicon,seq240222_RQS8X,R2,H-200622-ITS-w-2-3_S104_L001_R2_001.fastq.gz,./seq240222_RQS8X/H-200622-ITS-w-2-3_S104_L001_R2_001.fastq.gz,22823
FF_FP_SA_seq240222_RQS8X_H_200622_ITS_w_2_4_2022_washed_amplicon_P01__R1,FP_SA_seq240222_RQS8X_H_200622_ITS_w_2_4_2022_washed_amplicon__P01,SA_seq240222_RQS8X__H_200622_ITS_w_2_4__2022_washed_amplicon,seq240222_RQS8X,R1,H-200622-ITS-w-2-4_S105_L001_R1_001.fastq.gz,./seq240222_RQS8X/H-200622-ITS-w-2-4_S105_L001_R1_001.fastq.gz,29086
FF_FP_SA_seq240222_RQS8X_H_200622_ITS_w_2_4_2022_washed_amplicon_P01__R2,FP_SA_seq240222_RQS8X_H_200622_ITS_w_2_4_2022_washed_amplicon__P01,SA_seq240222_RQS8X__H_200622_ITS_w_2_4__2022_washed_amplicon,seq240222_RQS8X,R2,H-200622-ITS-w-2-4_S105_L001_R2_001.fastq.gz,./seq240222_RQS8X/H-200622-ITS-w-2-4_S105_L001_R2_001.fastq.gz,29086
FF_FP_SA_seq240222_RQS8X_H_200622_ITS_w_2_5_2022_washed_amplicon_P01__R1,FP_SA_seq240222_RQS8X_H_200622_ITS_w_2_5_2022_washed_amplicon__P01,SA_seq240222_RQS8X__H_200622_ITS_w_2_5__2022_washed_amplicon,seq240222_RQS8X,R1,H-200622-ITS-w-2-5_S106_L001_R1_001.fastq.gz,./seq240222_RQS8X/H-200622-ITS-w-2-5_S106_L001_R1_001.fastq.gz,21817
FF_FP_SA_seq240222_RQS8X_H_200622_ITS_w_2_5_2022_washed_amplicon_P01__R2,FP_SA_seq240222_RQS8X_H_200622_ITS_w_2_5_2022_washed_amplicon__P01,SA_seq240222_RQS8X__H_200622_ITS_w_2_5__2022_washed_amplicon,seq240222_RQS8X,R2,H-200622-ITS-w-2-5_S106_L001_R2_001.fastq.gz,./seq240222_RQS8X/H-200622-ITS-w-2-5_S106_L001_R2_001.fastq.gz,21817
FF_FP_SA_seq240222_RQS8X_H_200622_ITS_w_1_7_2022_washed_amplicon_P01__R1,FP_SA_seq240222_RQS8X_H_200622_ITS_w_1_7_2022_washed_amplicon__P01,SA_seq240222_RQS8X__H_200622_ITS_w_1_7__2022_washed_amplicon,seq240222_RQS8X,R1,H-200622-ITS-w-1-7_S101_L001_R1_001.fastq.gz,./seq240222_RQS8X/H-200622-ITS-w-1-7_S101_L001_R1_001.fastq.gz,25928
FF_FP_SA_seq240222_RQS8X_H_200622_ITS_w_1_7_2022_washed_amplicon_P01__R2,FP_SA_seq240222_RQS8X_H_200622_ITS_w_1_7_2022_washed_amplicon__P01,SA_seq240222_RQS8X__H_200622_ITS_w_1_7__2022_washed_amplicon,seq240222_RQS8X,R2,H-200622-ITS-w-1-7_S101_L001_R2_001.fastq.gz,./seq240222_RQS8X/H-200622-ITS-w-1-7_S101_L001_R2_001.fastq.gz,25928
FF_FP_SA_seq240222_RQS8X_H_200622_ITS_w_1_6_2022_washed_amplicon_P01__R1,FP_SA_seq240222_RQS8X_H_200622_ITS_w_1_6_2022_washed_amplicon__P01,SA_seq240222_RQS8X__H_200622_ITS_w_1_6__2022_washed_amplicon,seq240222_RQS8X,R1,H-200622-ITS-w-1-6_S100_L001_R1_001.fastq.gz,./seq240222_RQS8X/H-200622-ITS-w-1-6_S100_L001_R1_001.fastq.gz,28094
FF_FP_SA_seq240222_RQS8X_H_200622_ITS_w_1_6_2022_washed_amplicon_P01__R2,FP_SA_seq240222_RQS8X_H_200622_ITS_w_1_6_2022_washed_amplicon__P01,SA_seq240222_RQS8X__H_200622_ITS_w_1_6__2022_washed_amplicon,seq240222_RQS8X,R2,H-200622-ITS-w-1-6_S100_L001_R2_001.fastq.gz,./seq240222_RQS8X/H-200622-ITS-w-1-6_S100_L001_R2_001.fastq.gz,28094
FF_FP_SA_seq240222_RQS8X_H_200622_ITS_w_3_1_2022_washed_amplicon_P01__R1,FP_SA_seq240222_RQS8X_H_200622_ITS_w_3_1_2022_washed_amplicon__P01,SA_seq240222_RQS8X__H_200622_ITS_w_3_1__2022_washed_amplicon,seq240222_RQS8X,R1,H-200622-ITS-w-3-1_S109_L001_R1_001.fastq.gz,./seq240222_RQS8X/H-200622-ITS-w-3-1_S109_L001_R1_001.fastq.gz,30317
FF_FP_SA_seq240222_RQS8X_H_200622_ITS_w_3_1_2022_washed_amplicon_P01__R2,FP_SA_seq240222_RQS8X_H_200622_ITS_w_3_1_2022_washed_amplicon__P01,SA_seq240222_RQS8X__H_200622_ITS_w_3_1__2022_washed_amplicon,seq240222_RQS8X,R2,H-200622-ITS-w-3-1_S109_L001_R2_001.fastq.gz,./seq240222_RQS8X/H-200622-ITS-w-3-1_S109_L001_R2_001.fastq.gz,30317
FF_FP_SA_seq240222_RQS8X_H_200622_ITS_w_3_2_2022_washed_amplicon_P01__R1,FP_SA_seq240222_RQS8X_H_200622_ITS_w_3_2_2022_washed_amplicon__P01,SA_seq240222_RQS8X__H_200622_ITS_w_3_2__2022_washed_amplicon,seq240222_RQS8X,R1,H-200622-ITS-w-3-2_S110_L001_R1_001.fastq.gz,./seq240222_RQS8X/H-200622-ITS-w-3-2_S110_L001_R1_001.fastq.gz,24232
FF_FP_SA_seq240222_RQS8X_H_200622_ITS_w_3_2_2022_washed_amplicon_P01__R2,FP_SA_seq240222_RQS8X_H_200622_ITS_w_3_2_2022_washed_amplicon__P01,SA_seq240222_RQS8X__H_200622_ITS_w_3_2__2022_washed_amplicon,seq240222_RQS8X,R2,H-200622-ITS-w-3-2_S110_L001_R2_001.fastq.gz,./seq240222_RQS8X/H-200622-ITS-w-3-2_S110_L001_R2_001.fastq.gz,24232
FF_FP_SA_seq240222_RQS8X_H_200622_ITS_w_2_7_2022_washed_amplicon_P01__R1,FP_SA_seq240222_RQS8X_H_200622_ITS_w_2_7_2022_washed_amplicon__P01,SA_seq240222_RQS8X__H_200622_ITS_w_2_7__2022_washed_amplicon,seq240222_RQS8X,R1,H-200622-ITS-w-2-7_S108_L001_R1_001.fastq.gz,./seq240222_RQS8X/H-200622-ITS-w-2-7_S108_L001_R1_001.fastq.gz,30281
FF_FP_SA_seq240222_RQS8X_H_200622_ITS_w_2_7_2022_washed_amplicon_P01__R2,FP_SA_seq240222_RQS8X_H_200622_ITS_w_2_7_2022_washed_amplicon__P01,SA_seq240222_RQS8X__H_200622_ITS_w_2_7__2022_washed_amplicon,seq240222_RQS8X,R2,H-200622-ITS-w-2-7_S108_L001_R2_001.fastq.gz,./seq240222_RQS8X/H-200622-ITS-w-2-7_S108_L001_R2_001.fastq.gz,30281
FF_FP_SA_seq240222_RQS8X_H_200622_ITS_w_3_4_2022_washed_amplicon_P01__R1,FP_SA_seq240222_RQS8X_H_200622_ITS_w_3_4_2022_washed_amplicon__P01,SA_seq240222_RQS8X__H_200622_ITS_w_3_4__2022_washed_amplicon,seq240222_RQS8X,R1,H-200622-ITS-w-3-4_S112_L001_R1_001.fastq.gz,./seq240222_RQS8X/H-200622-ITS-w-3-4_S112_L001_R1_001.fastq.gz,19761
FF_FP_SA_seq240222_RQS8X_H_200622_ITS_w_3_4_2022_washed_amplicon_P01__R2,FP_SA_seq240222_RQS8X_H_200622_ITS_w_3_4_2022_washed_amplicon__P01,SA_seq240222_RQS8X__H_200622_ITS_w_3_4__2022_washed_amplicon,seq240222_RQS8X,R2,H-200622-ITS-w-3-4_S112_L001_R2_001.fastq.gz,./seq240222_RQS8X/H-200622-ITS-w-3-4_S112_L001_R2_001.fastq.gz,19761
