FF_id,FP_id,SA_id,SR_id,FF_read_direction,FF_filename,FF_relative_path,FF_reads
FF_FP_SA_seq230315_PF2CP_R_280622_s_23F_2022_washed_shotgun_P03__R2,FP_SA_seq230315_PF2CP_R_280622_s_23F_2022_washed_shotgun__P03,SA_seq230315_PF2CP__R_280622_s_23F__2022_washed_shotgun,seq230315_PF2CP,R2,R-280622-s-23F_S199_L003_R2_001.fastq.gz,./seq230315_PF2CP/R-280622-s-23F_S199_L003_R2_001.fastq.gz,35543
FF_FP_SA_seq230315_PF2CP_R_280622_s_23F_2022_washed_shotgun_P04__R1,FP_SA_seq230315_PF2CP_R_280622_s_23F_2022_washed_shotgun__P04,SA_seq230315_PF2CP__R_280622_s_23F__2022_washed_shotgun,seq230315_PF2CP,R1,R-280622-s-23F_S199_L004_R1_001.fastq.gz,./seq230315_PF2CP/R-280622-s-23F_S199_L004_R1_001.fastq.gz,35450
FF_FP_SA_seq230315_PF2CP_R_280622_s_23F_2022_washed_shotgun_P04__R2,FP_SA_seq230315_PF2CP_R_280622_s_23F_2022_washed_shotgun__P04,SA_seq230315_PF2CP__R_280622_s_23F__2022_washed_shotgun,seq230315_PF2CP,R2,R-280622-s-23F_S199_L004_R2_001.fastq.gz,./seq230315_PF2CP/R-280622-s-23F_S199_L004_R2_001.fastq.gz,35450
FF_FP_SA_seq230315_PF2CP_R_280622_s_22F_2022_washed_shotgun_P01__R1,FP_SA_seq230315_PF2CP_R_280622_s_22F_2022_washed_shotgun__P01,SA_seq230315_PF2CP__R_280622_s_22F__2022_washed_shotgun,seq230315_PF2CP,R1,R-280622-s-22F_S191_L001_R1_001.fastq.gz,./seq230315_PF2CP/R-280622-s-22F_S191_L001_R1_001.fastq.gz,8247666
FF_FP_SA_seq230315_PF2CP_R_280622_s_22F_2022_washed_shotgun_P01__R2,FP_SA_seq230315_PF2CP_R_280622_s_22F_2022_washed_shotgun__P01,SA_seq230315_PF2CP__R_280622_s_22F__2022_washed_shotgun,seq230315_PF2CP,R2,R-280622-s-22F_S191_L001_R2_001.fastq.gz,./seq230315_PF2CP/R-280622-s-22F_S191_L001_R2_001.fastq.gz,8247666
FF_FP_SA_seq230315_PF2CP_R_280622_s_22F_2022_washed_shotgun_P02__R1,FP_SA_seq230315_PF2CP_R_280622_s_22F_2022_washed_shotgun__P02,SA_seq230315_PF2CP__R_280622_s_22F__2022_washed_shotgun,seq230315_PF2CP,R1,R-280622-s-22F_S191_L002_R1_001.fastq.gz,./seq230315_PF2CP/R-280622-s-22F_S191_L002_R1_001.fastq.gz,8213290
FF_FP_SA_seq230315_PF2CP_R_280622_s_22F_2022_washed_shotgun_P02__R2,FP_SA_seq230315_PF2CP_R_280622_s_22F_2022_washed_shotgun__P02,SA_seq230315_PF2CP__R_280622_s_22F__2022_washed_shotgun,seq230315_PF2CP,R2,R-280622-s-22F_S191_L002_R2_001.fastq.gz,./seq230315_PF2CP/R-280622-s-22F_S191_L002_R2_001.fastq.gz,8213290
FF_FP_SA_seq230315_PF2CP_R_280622_s_22F_2022_washed_shotgun_P03__R1,FP_SA_seq230315_PF2CP_R_280622_s_22F_2022_washed_shotgun__P03,SA_seq230315_PF2CP__R_280622_s_22F__2022_washed_shotgun,seq230315_PF2CP,R1,R-280622-s-22F_S191_L003_R1_001.fastq.gz,./seq230315_PF2CP/R-280622-s-22F_S191_L003_R1_001.fastq.gz,8153239
FF_FP_SA_seq230315_PF2CP_R_280622_s_22F_2022_washed_shotgun_P03__R2,FP_SA_seq230315_PF2CP_R_280622_s_22F_2022_washed_shotgun__P03,SA_seq230315_PF2CP__R_280622_s_22F__2022_washed_shotgun,seq230315_PF2CP,R2,R-280622-s-22F_S191_L003_R2_001.fastq.gz,./seq230315_PF2CP/R-280622-s-22F_S191_L003_R2_001.fastq.gz,8153239
FF_FP_SA_seq230315_PF2CP_R_280622_s_22F_2022_washed_shotgun_P04__R1,FP_SA_seq230315_PF2CP_R_280622_s_22F_2022_washed_shotgun__P04,SA_seq230315_PF2CP__R_280622_s_22F__2022_washed_shotgun,seq230315_PF2CP,R1,R-280622-s-22F_S191_L004_R1_001.fastq.gz,./seq230315_PF2CP/R-280622-s-22F_S191_L004_R1_001.fastq.gz,8080994
FF_FP_SA_seq230315_PF2CP_R_280622_s_22F_2022_washed_shotgun_P04__R2,FP_SA_seq230315_PF2CP_R_280622_s_22F_2022_washed_shotgun__P04,SA_seq230315_PF2CP__R_280622_s_22F__2022_washed_shotgun,seq230315_PF2CP,R2,R-280622-s-22F_S191_L004_R2_001.fastq.gz,./seq230315_PF2CP/R-280622-s-22F_S191_L004_R2_001.fastq.gz,8080994
FF_FP_SA_seq230315_PF2CP_R_280622_s_21F_2022_washed_shotgun_P01__R1,FP_SA_seq230315_PF2CP_R_280622_s_21F_2022_washed_shotgun__P01,SA_seq230315_PF2CP__R_280622_s_21F__2022_washed_shotgun,seq230315_PF2CP,R1,R-280622-s-21F_S182_L001_R1_001.fastq.gz,./seq230315_PF2CP/R-280622-s-21F_S182_L001_R1_001.fastq.gz,6407468
FF_FP_SA_seq230315_PF2CP_R_280622_s_21F_2022_washed_shotgun_P01__R2,FP_SA_seq230315_PF2CP_R_280622_s_21F_2022_washed_shotgun__P01,SA_seq230315_PF2CP__R_280622_s_21F__2022_washed_shotgun,seq230315_PF2CP,R2,R-280622-s-21F_S182_L001_R2_001.fastq.gz,./seq230315_PF2CP/R-280622-s-21F_S182_L001_R2_001.fastq.gz,6407468
FF_FP_SA_seq230315_PF2CP_R_280622_s_21F_2022_washed_shotgun_P02__R1,FP_SA_seq230315_PF2CP_R_280622_s_21F_2022_washed_shotgun__P02,SA_seq230315_PF2CP__R_280622_s_21F__2022_washed_shotgun,seq230315_PF2CP,R1,R-280622-s-21F_S182_L002_R1_001.fastq.gz,./seq230315_PF2CP/R-280622-s-21F_S182_L002_R1_001.fastq.gz,6848717
FF_FP_SA_seq230315_PF2CP_R_280622_s_21F_2022_washed_shotgun_P02__R2,FP_SA_seq230315_PF2CP_R_280622_s_21F_2022_washed_shotgun__P02,SA_seq230315_PF2CP__R_280622_s_21F__2022_washed_shotgun,seq230315_PF2CP,R2,R-280622-s-21F_S182_L002_R2_001.fastq.gz,./seq230315_PF2CP/R-280622-s-21F_S182_L002_R2_001.fastq.gz,6848717
FF_FP_SA_seq230315_PF2CP_R_280622_s_21F_2022_washed_shotgun_P03__R1,FP_SA_seq230315_PF2CP_R_280622_s_21F_2022_washed_shotgun__P03,SA_seq230315_PF2CP__R_280622_s_21F__2022_washed_shotgun,seq230315_PF2CP,R1,R-280622-s-21F_S182_L003_R1_001.fastq.gz,./seq230315_PF2CP/R-280622-s-21F_S182_L003_R1_001.fastq.gz,7100488
FF_FP_SA_seq230315_PF2CP_R_280622_s_21F_2022_washed_shotgun_P03__R2,FP_SA_seq230315_PF2CP_R_280622_s_21F_2022_washed_shotgun__P03,SA_seq230315_PF2CP__R_280622_s_21F__2022_washed_shotgun,seq230315_PF2CP,R2,R-280622-s-21F_S182_L003_R2_001.fastq.gz,./seq230315_PF2CP/R-280622-s-21F_S182_L003_R2_001.fastq.gz,7100488
FF_FP_SA_seq230315_PF2CP_R_280622_s_21F_2022_washed_shotgun_P04__R1,FP_SA_seq230315_PF2CP_R_280622_s_21F_2022_washed_shotgun__P04,SA_seq230315_PF2CP__R_280622_s_21F__2022_washed_shotgun,seq230315_PF2CP,R1,R-280622-s-21F_S182_L004_R1_001.fastq.gz,./seq230315_PF2CP/R-280622-s-21F_S182_L004_R1_001.fastq.gz,7339798
FF_FP_SA_seq230315_PF2CP_R_280622_s_21F_2022_washed_shotgun_P04__R2,FP_SA_seq230315_PF2CP_R_280622_s_21F_2022_washed_shotgun__P04,SA_seq230315_PF2CP__R_280622_s_21F__2022_washed_shotgun,seq230315_PF2CP,R2,R-280622-s-21F_S182_L004_R2_001.fastq.gz,./seq230315_PF2CP/R-280622-s-21F_S182_L004_R2_001.fastq.gz,7339798
FF_FP_SA_seq230315_PF2CP_R_210622_s_21E_2022_washed_shotgun_P01__R1,FP_SA_seq230315_PF2CP_R_210622_s_21E_2022_washed_shotgun__P01,SA_seq230315_PF2CP__R_210622_s_21E__2022_washed_shotgun,seq230315_PF2CP,R1,R-210622-s-21E_S181_L001_R1_001.fastq.gz,./seq230315_PF2CP/R-210622-s-21E_S181_L001_R1_001.fastq.gz,4128696
FF_FP_SA_seq230315_PF2CP_R_210622_s_21E_2022_washed_shotgun_P01__R2,FP_SA_seq230315_PF2CP_R_210622_s_21E_2022_washed_shotgun__P01,SA_seq230315_PF2CP__R_210622_s_21E__2022_washed_shotgun,seq230315_PF2CP,R2,R-210622-s-21E_S181_L001_R2_001.fastq.gz,./seq230315_PF2CP/R-210622-s-21E_S181_L001_R2_001.fastq.gz,4128696
FF_FP_SA_seq230315_PF2CP_R_210622_s_21E_2022_washed_shotgun_P02__R1,FP_SA_seq230315_PF2CP_R_210622_s_21E_2022_washed_shotgun__P02,SA_seq230315_PF2CP__R_210622_s_21E__2022_washed_shotgun,seq230315_PF2CP,R1,R-210622-s-21E_S181_L002_R1_001.fastq.gz,./seq230315_PF2CP/R-210622-s-21E_S181_L002_R1_001.fastq.gz,4457103
FF_FP_SA_seq230315_PF2CP_R_210622_s_21E_2022_washed_shotgun_P02__R2,FP_SA_seq230315_PF2CP_R_210622_s_21E_2022_washed_shotgun__P02,SA_seq230315_PF2CP__R_210622_s_21E__2022_washed_shotgun,seq230315_PF2CP,R2,R-210622-s-21E_S181_L002_R2_001.fastq.gz,./seq230315_PF2CP/R-210622-s-21E_S181_L002_R2_001.fastq.gz,4457103
FF_FP_SA_seq230315_PF2CP_R_210622_s_21E_2022_washed_shotgun_P03__R1,FP_SA_seq230315_PF2CP_R_210622_s_21E_2022_washed_shotgun__P03,SA_seq230315_PF2CP__R_210622_s_21E__2022_washed_shotgun,seq230315_PF2CP,R1,R-210622-s-21E_S181_L003_R1_001.fastq.gz,./seq230315_PF2CP/R-210622-s-21E_S181_L003_R1_001.fastq.gz,4795572
FF_FP_SA_seq230315_PF2CP_R_210622_s_21E_2022_washed_shotgun_P03__R2,FP_SA_seq230315_PF2CP_R_210622_s_21E_2022_washed_shotgun__P03,SA_seq230315_PF2CP__R_210622_s_21E__2022_washed_shotgun,seq230315_PF2CP,R2,R-210622-s-21E_S181_L003_R2_001.fastq.gz,./seq230315_PF2CP/R-210622-s-21E_S181_L003_R2_001.fastq.gz,4795572
FF_FP_SA_seq230315_PF2CP_R_210622_s_21E_2022_washed_shotgun_P04__R1,FP_SA_seq230315_PF2CP_R_210622_s_21E_2022_washed_shotgun__P04,SA_seq230315_PF2CP__R_210622_s_21E__2022_washed_shotgun,seq230315_PF2CP,R1,R-210622-s-21E_S181_L004_R1_001.fastq.gz,./seq230315_PF2CP/R-210622-s-21E_S181_L004_R1_001.fastq.gz,5035631
FF_FP_SA_seq230315_PF2CP_R_210622_s_21E_2022_washed_shotgun_P04__R2,FP_SA_seq230315_PF2CP_R_210622_s_21E_2022_washed_shotgun__P04,SA_seq230315_PF2CP__R_210622_s_21E__2022_washed_shotgun,seq230315_PF2CP,R2,R-210622-s-21E_S181_L004_R2_001.fastq.gz,./seq230315_PF2CP/R-210622-s-21E_S181_L004_R2_001.fastq.gz,5035631
FF_FP_SA_seq230315_PF2CP_R_210622_s_22E_2022_washed_shotgun_P01__R1,FP_SA_seq230315_PF2CP_R_210622_s_22E_2022_washed_shotgun__P01,SA_seq230315_PF2CP__R_210622_s_22E__2022_washed_shotgun,seq230315_PF2CP,R1,R-210622-s-22E_S190_L001_R1_001.fastq.gz,./seq230315_PF2CP/R-210622-s-22E_S190_L001_R1_001.fastq.gz,4826986
FF_FP_SA_seq230315_PF2CP_R_210622_s_22E_2022_washed_shotgun_P01__R2,FP_SA_seq230315_PF2CP_R_210622_s_22E_2022_washed_shotgun__P01,SA_seq230315_PF2CP__R_210622_s_22E__2022_washed_shotgun,seq230315_PF2CP,R2,R-210622-s-22E_S190_L001_R2_001.fastq.gz,./seq230315_PF2CP/R-210622-s-22E_S190_L001_R2_001.fastq.gz,4826986
FF_FP_SA_seq230315_PF2CP_R_210622_s_22E_2022_washed_shotgun_P02__R1,FP_SA_seq230315_PF2CP_R_210622_s_22E_2022_washed_shotgun__P02,SA_seq230315_PF2CP__R_210622_s_22E__2022_washed_shotgun,seq230315_PF2CP,R1,R-210622-s-22E_S190_L002_R1_001.fastq.gz,./seq230315_PF2CP/R-210622-s-22E_S190_L002_R1_001.fastq.gz,5096979
FF_FP_SA_seq230315_PF2CP_R_210622_s_22E_2022_washed_shotgun_P02__R2,FP_SA_seq230315_PF2CP_R_210622_s_22E_2022_washed_shotgun__P02,SA_seq230315_PF2CP__R_210622_s_22E__2022_washed_shotgun,seq230315_PF2CP,R2,R-210622-s-22E_S190_L002_R2_001.fastq.gz,./seq230315_PF2CP/R-210622-s-22E_S190_L002_R2_001.fastq.gz,5096979
FF_FP_SA_seq230315_PF2CP_R_210622_s_22E_2022_washed_shotgun_P03__R1,FP_SA_seq230315_PF2CP_R_210622_s_22E_2022_washed_shotgun__P03,SA_seq230315_PF2CP__R_210622_s_22E__2022_washed_shotgun,seq230315_PF2CP,R1,R-210622-s-22E_S190_L003_R1_001.fastq.gz,./seq230315_PF2CP/R-210622-s-22E_S190_L003_R1_001.fastq.gz,5201053
FF_FP_SA_seq230315_PF2CP_R_210622_s_22E_2022_washed_shotgun_P03__R2,FP_SA_seq230315_PF2CP_R_210622_s_22E_2022_washed_shotgun__P03,SA_seq230315_PF2CP__R_210622_s_22E__2022_washed_shotgun,seq230315_PF2CP,R2,R-210622-s-22E_S190_L003_R2_001.fastq.gz,./seq230315_PF2CP/R-210622-s-22E_S190_L003_R2_001.fastq.gz,5201053
FF_FP_SA_seq230315_PF2CP_R_210622_s_22E_2022_washed_shotgun_P04__R1,FP_SA_seq230315_PF2CP_R_210622_s_22E_2022_washed_shotgun__P04,SA_seq230315_PF2CP__R_210622_s_22E__2022_washed_shotgun,seq230315_PF2CP,R1,R-210622-s-22E_S190_L004_R1_001.fastq.gz,./seq230315_PF2CP/R-210622-s-22E_S190_L004_R1_001.fastq.gz,5287497
FF_FP_SA_seq230315_PF2CP_R_210622_s_22E_2022_washed_shotgun_P04__R2,FP_SA_seq230315_PF2CP_R_210622_s_22E_2022_washed_shotgun__P04,SA_seq230315_PF2CP__R_210622_s_22E__2022_washed_shotgun,seq230315_PF2CP,R2,R-210622-s-22E_S190_L004_R2_001.fastq.gz,./seq230315_PF2CP/R-210622-s-22E_S190_L004_R2_001.fastq.gz,5287497
FF_FP_SA_seq230315_PF2CP_R_210622_s_23E_2022_washed_shotgun_P01__R1,FP_SA_seq230315_PF2CP_R_210622_s_23E_2022_washed_shotgun__P01,SA_seq230315_PF2CP__R_210622_s_23E__2022_washed_shotgun,seq230315_PF2CP,R1,R-210622-s-23E_S198_L001_R1_001.fastq.gz,./seq230315_PF2CP/R-210622-s-23E_S198_L001_R1_001.fastq.gz,14808712
FF_FP_SA_seq230315_PF2CP_R_210622_s_23E_2022_washed_shotgun_P01__R2,FP_SA_seq230315_PF2CP_R_210622_s_23E_2022_washed_shotgun__P01,SA_seq230315_PF2CP__R_210622_s_23E__2022_washed_shotgun,seq230315_PF2CP,R2,R-210622-s-23E_S198_L001_R2_001.fastq.gz,./seq230315_PF2CP/R-210622-s-23E_S198_L001_R2_001.fastq.gz,14808712
FF_FP_SA_seq230315_PF2CP_R_210622_s_23E_2022_washed_shotgun_P02__R1,FP_SA_seq230315_PF2CP_R_210622_s_23E_2022_washed_shotgun__P02,SA_seq230315_PF2CP__R_210622_s_23E__2022_washed_shotgun,seq230315_PF2CP,R1,R-210622-s-23E_S198_L002_R1_001.fastq.gz,./seq230315_PF2CP/R-210622-s-23E_S198_L002_R1_001.fastq.gz,14859531
FF_FP_SA_seq230315_PF2CP_R_210622_s_23E_2022_washed_shotgun_P02__R2,FP_SA_seq230315_PF2CP_R_210622_s_23E_2022_washed_shotgun__P02,SA_seq230315_PF2CP__R_210622_s_23E__2022_washed_shotgun,seq230315_PF2CP,R2,R-210622-s-23E_S198_L002_R2_001.fastq.gz,./seq230315_PF2CP/R-210622-s-23E_S198_L002_R2_001.fastq.gz,14859531
FF_FP_SA_seq230315_PF2CP_R_210622_s_23E_2022_washed_shotgun_P03__R1,FP_SA_seq230315_PF2CP_R_210622_s_23E_2022_washed_shotgun__P03,SA_seq230315_PF2CP__R_210622_s_23E__2022_washed_shotgun,seq230315_PF2CP,R1,R-210622-s-23E_S198_L003_R1_001.fastq.gz,./seq230315_PF2CP/R-210622-s-23E_S198_L003_R1_001.fastq.gz,14723605
FF_FP_SA_seq230315_PF2CP_R_210622_s_23E_2022_washed_shotgun_P03__R2,FP_SA_seq230315_PF2CP_R_210622_s_23E_2022_washed_shotgun__P03,SA_seq230315_PF2CP__R_210622_s_23E__2022_washed_shotgun,seq230315_PF2CP,R2,R-210622-s-23E_S198_L003_R2_001.fastq.gz,./seq230315_PF2CP/R-210622-s-23E_S198_L003_R2_001.fastq.gz,14723605
FF_FP_SA_seq230315_PF2CP_R_210622_s_23E_2022_washed_shotgun_P04__R1,FP_SA_seq230315_PF2CP_R_210622_s_23E_2022_washed_shotgun__P04,SA_seq230315_PF2CP__R_210622_s_23E__2022_washed_shotgun,seq230315_PF2CP,R1,R-210622-s-23E_S198_L004_R1_001.fastq.gz,./seq230315_PF2CP/R-210622-s-23E_S198_L004_R1_001.fastq.gz,14593374
FF_FP_SA_seq230315_PF2CP_R_210622_s_23E_2022_washed_shotgun_P04__R2,FP_SA_seq230315_PF2CP_R_210622_s_23E_2022_washed_shotgun__P04,SA_seq230315_PF2CP__R_210622_s_23E__2022_washed_shotgun,seq230315_PF2CP,R2,R-210622-s-23E_S198_L004_R2_001.fastq.gz,./seq230315_PF2CP/R-210622-s-23E_S198_L004_R2_001.fastq.gz,14593374
FF_FP_SA_seq230315_PF2CP_R_210622_s_24E_2022_washed_shotgun_P01__R1,FP_SA_seq230315_PF2CP_R_210622_s_24E_2022_washed_shotgun__P01,SA_seq230315_PF2CP__R_210622_s_24E__2022_washed_shotgun,seq230315_PF2CP,R1,R-210622-s-24E_S207_L001_R1_001.fastq.gz,./seq230315_PF2CP/R-210622-s-24E_S207_L001_R1_001.fastq.gz,7391198
FF_FP_SA_seq230315_PF2CP_R_210622_s_24E_2022_washed_shotgun_P01__R2,FP_SA_seq230315_PF2CP_R_210622_s_24E_2022_washed_shotgun__P01,SA_seq230315_PF2CP__R_210622_s_24E__2022_washed_shotgun,seq230315_PF2CP,R2,R-210622-s-24E_S207_L001_R2_001.fastq.gz,./seq230315_PF2CP/R-210622-s-24E_S207_L001_R2_001.fastq.gz,7391198
FF_FP_SA_seq230315_PF2CP_R_210622_s_24E_2022_washed_shotgun_P02__R1,FP_SA_seq230315_PF2CP_R_210622_s_24E_2022_washed_shotgun__P02,SA_seq230315_PF2CP__R_210622_s_24E__2022_washed_shotgun,seq230315_PF2CP,R1,R-210622-s-24E_S207_L002_R1_001.fastq.gz,./seq230315_PF2CP/R-210622-s-24E_S207_L002_R1_001.fastq.gz,7364761
FF_FP_SA_seq230315_PF2CP_R_210622_s_24E_2022_washed_shotgun_P02__R2,FP_SA_seq230315_PF2CP_R_210622_s_24E_2022_washed_shotgun__P02,SA_seq230315_PF2CP__R_210622_s_24E__2022_washed_shotgun,seq230315_PF2CP,R2,R-210622-s-24E_S207_L002_R2_001.fastq.gz,./seq230315_PF2CP/R-210622-s-24E_S207_L002_R2_001.fastq.gz,7364761
FF_FP_SA_seq230315_PF2CP_R_210622_s_24E_2022_washed_shotgun_P03__R1,FP_SA_seq230315_PF2CP_R_210622_s_24E_2022_washed_shotgun__P03,SA_seq230315_PF2CP__R_210622_s_24E__2022_washed_shotgun,seq230315_PF2CP,R1,R-210622-s-24E_S207_L003_R1_001.fastq.gz,./seq230315_PF2CP/R-210622-s-24E_S207_L003_R1_001.fastq.gz,7203733
FF_FP_SA_seq230315_PF2CP_R_210622_s_24E_2022_washed_shotgun_P03__R2,FP_SA_seq230315_PF2CP_R_210622_s_24E_2022_washed_shotgun__P03,SA_seq230315_PF2CP__R_210622_s_24E__2022_washed_shotgun,seq230315_PF2CP,R2,R-210622-s-24E_S207_L003_R2_001.fastq.gz,./seq230315_PF2CP/R-210622-s-24E_S207_L003_R2_001.fastq.gz,7203733
FF_FP_SA_seq230315_PF2CP_R_210622_s_24E_2022_washed_shotgun_P04__R1,FP_SA_seq230315_PF2CP_R_210622_s_24E_2022_washed_shotgun__P04,SA_seq230315_PF2CP__R_210622_s_24E__2022_washed_shotgun,seq230315_PF2CP,R1,R-210622-s-24E_S207_L004_R1_001.fastq.gz,./seq230315_PF2CP/R-210622-s-24E_S207_L004_R1_001.fastq.gz,7085634
FF_FP_SA_seq230315_PF2CP_R_210622_s_24E_2022_washed_shotgun_P04__R2,FP_SA_seq230315_PF2CP_R_210622_s_24E_2022_washed_shotgun__P04,SA_seq230315_PF2CP__R_210622_s_24E__2022_washed_shotgun,seq230315_PF2CP,R2,R-210622-s-24E_S207_L004_R2_001.fastq.gz,./seq230315_PF2CP/R-210622-s-24E_S207_L004_R2_001.fastq.gz,7085634
FF_FP_SA_seq230315_PF2CP_R_280622_s_1F_2022_washed_shotgun_P01__R1,FP_SA_seq230315_PF2CP_R_280622_s_1F_2022_washed_shotgun__P01,SA_seq230315_PF2CP__R_280622_s_1F__2022_washed_shotgun,seq230315_PF2CP,R1,R-280622-s-1F_S6_L001_R1_001.fastq.gz,./seq230315_PF2CP/R-280622-s-1F_S6_L001_R1_001.fastq.gz,4721376
FF_FP_SA_seq230315_PF2CP_R_280622_s_1F_2022_washed_shotgun_P01__R2,FP_SA_seq230315_PF2CP_R_280622_s_1F_2022_washed_shotgun__P01,SA_seq230315_PF2CP__R_280622_s_1F__2022_washed_shotgun,seq230315_PF2CP,R2,R-280622-s-1F_S6_L001_R2_001.fastq.gz,./seq230315_PF2CP/R-280622-s-1F_S6_L001_R2_001.fastq.gz,4721376
FF_FP_SA_seq230315_PF2CP_R_280622_s_1F_2022_washed_shotgun_P02__R1,FP_SA_seq230315_PF2CP_R_280622_s_1F_2022_washed_shotgun__P02,SA_seq230315_PF2CP__R_280622_s_1F__2022_washed_shotgun,seq230315_PF2CP,R1,R-280622-s-1F_S6_L002_R1_001.fastq.gz,./seq230315_PF2CP/R-280622-s-1F_S6_L002_R1_001.fastq.gz,4913973
FF_FP_SA_seq230315_PF2CP_R_280622_s_1F_2022_washed_shotgun_P02__R2,FP_SA_seq230315_PF2CP_R_280622_s_1F_2022_washed_shotgun__P02,SA_seq230315_PF2CP__R_280622_s_1F__2022_washed_shotgun,seq230315_PF2CP,R2,R-280622-s-1F_S6_L002_R2_001.fastq.gz,./seq230315_PF2CP/R-280622-s-1F_S6_L002_R2_001.fastq.gz,4913973
FF_FP_SA_seq230315_PF2CP_R_280622_s_1F_2022_washed_shotgun_P03__R1,FP_SA_seq230315_PF2CP_R_280622_s_1F_2022_washed_shotgun__P03,SA_seq230315_PF2CP__R_280622_s_1F__2022_washed_shotgun,seq230315_PF2CP,R1,R-280622-s-1F_S6_L003_R1_001.fastq.gz,./seq230315_PF2CP/R-280622-s-1F_S6_L003_R1_001.fastq.gz,5046015
FF_FP_SA_seq230315_PF2CP_R_280622_s_1F_2022_washed_shotgun_P03__R2,FP_SA_seq230315_PF2CP_R_280622_s_1F_2022_washed_shotgun__P03,SA_seq230315_PF2CP__R_280622_s_1F__2022_washed_shotgun,seq230315_PF2CP,R2,R-280622-s-1F_S6_L003_R2_001.fastq.gz,./seq230315_PF2CP/R-280622-s-1F_S6_L003_R2_001.fastq.gz,5046015
FF_FP_SA_seq230315_PF2CP_R_280622_s_1F_2022_washed_shotgun_P04__R1,FP_SA_seq230315_PF2CP_R_280622_s_1F_2022_washed_shotgun__P04,SA_seq230315_PF2CP__R_280622_s_1F__2022_washed_shotgun,seq230315_PF2CP,R1,R-280622-s-1F_S6_L004_R1_001.fastq.gz,./seq230315_PF2CP/R-280622-s-1F_S6_L004_R1_001.fastq.gz,5143567
FF_FP_SA_seq230315_PF2CP_R_280622_s_1F_2022_washed_shotgun_P04__R2,FP_SA_seq230315_PF2CP_R_280622_s_1F_2022_washed_shotgun__P04,SA_seq230315_PF2CP__R_280622_s_1F__2022_washed_shotgun,seq230315_PF2CP,R2,R-280622-s-1F_S6_L004_R2_001.fastq.gz,./seq230315_PF2CP/R-280622-s-1F_S6_L004_R2_001.fastq.gz,5143567
FF_FP_SA_seq230315_PF2CP_R_280622_s_2F_2022_washed_shotgun_P01__R1,FP_SA_seq230315_PF2CP_R_280622_s_2F_2022_washed_shotgun__P01,SA_seq230315_PF2CP__R_280622_s_2F__2022_washed_shotgun,seq230315_PF2CP,R1,R-280622-s-2F_S15_L001_R1_001.fastq.gz,./seq230315_PF2CP/R-280622-s-2F_S15_L001_R1_001.fastq.gz,5789117
FF_FP_SA_seq230315_PF2CP_R_280622_s_2F_2022_washed_shotgun_P01__R2,FP_SA_seq230315_PF2CP_R_280622_s_2F_2022_washed_shotgun__P01,SA_seq230315_PF2CP__R_280622_s_2F__2022_washed_shotgun,seq230315_PF2CP,R2,R-280622-s-2F_S15_L001_R2_001.fastq.gz,./seq230315_PF2CP/R-280622-s-2F_S15_L001_R2_001.fastq.gz,5789117
FF_FP_SA_seq230315_PF2CP_R_280622_s_2F_2022_washed_shotgun_P02__R1,FP_SA_seq230315_PF2CP_R_280622_s_2F_2022_washed_shotgun__P02,SA_seq230315_PF2CP__R_280622_s_2F__2022_washed_shotgun,seq230315_PF2CP,R1,R-280622-s-2F_S15_L002_R1_001.fastq.gz,./seq230315_PF2CP/R-280622-s-2F_S15_L002_R1_001.fastq.gz,6005160
FF_FP_SA_seq230315_PF2CP_R_280622_s_2F_2022_washed_shotgun_P02__R2,FP_SA_seq230315_PF2CP_R_280622_s_2F_2022_washed_shotgun__P02,SA_seq230315_PF2CP__R_280622_s_2F__2022_washed_shotgun,seq230315_PF2CP,R2,R-280622-s-2F_S15_L002_R2_001.fastq.gz,./seq230315_PF2CP/R-280622-s-2F_S15_L002_R2_001.fastq.gz,6005160
FF_FP_SA_seq230315_PF2CP_R_280622_s_2F_2022_washed_shotgun_P03__R1,FP_SA_seq230315_PF2CP_R_280622_s_2F_2022_washed_shotgun__P03,SA_seq230315_PF2CP__R_280622_s_2F__2022_washed_shotgun,seq230315_PF2CP,R1,R-280622-s-2F_S15_L003_R1_001.fastq.gz,./seq230315_PF2CP/R-280622-s-2F_S15_L003_R1_001.fastq.gz,6199402
FF_FP_SA_seq230315_PF2CP_R_280622_s_2F_2022_washed_shotgun_P03__R2,FP_SA_seq230315_PF2CP_R_280622_s_2F_2022_washed_shotgun__P03,SA_seq230315_PF2CP__R_280622_s_2F__2022_washed_shotgun,seq230315_PF2CP,R2,R-280622-s-2F_S15_L003_R2_001.fastq.gz,./seq230315_PF2CP/R-280622-s-2F_S15_L003_R2_001.fastq.gz,6199402
FF_FP_SA_seq230315_PF2CP_R_280622_s_2F_2022_washed_shotgun_P04__R1,FP_SA_seq230315_PF2CP_R_280622_s_2F_2022_washed_shotgun__P04,SA_seq230315_PF2CP__R_280622_s_2F__2022_washed_shotgun,seq230315_PF2CP,R1,R-280622-s-2F_S15_L004_R1_001.fastq.gz,./seq230315_PF2CP/R-280622-s-2F_S15_L004_R1_001.fastq.gz,6312087
