run_library_assignment_id,sequencing_run_id,library_preparation_id
RLA__seq230526_JRV78__LP__DX__R-160622-c-1__1.0__1A__2022-10-06__1__1A__1.0__ITS,seq230526_JRV78,LP__DX__R-160622-c-1__1.0__1A__2022-10-06__1__1A__1.0__ITS
RLA__seq230526_JRV78__LP__DX__H-200622-c-17-7__2.0__5C__2022-10-11__2__5C__221.0__ITS,seq230526_JRV78,LP__DX__H-200622-c-17-7__2.0__5C__2022-10-11__2__5C__221.0__ITS
RLA__seq230526_JRV78__LP__DX__H-200622-c-18-1__2.0__5D__2022-10-11__2__5D__233.0__ITS,seq230526_JRV78,LP__DX__H-200622-c-18-1__2.0__5D__2022-10-11__2__5D__233.0__ITS
RLA__seq230526_JRV78__LP__DX__H-200622-c-18-2__2.0__5E__2022-10-11__2__5E__245.0__ITS,seq230526_JRV78,LP__DX__H-200622-c-18-2__2.0__5E__2022-10-11__2__5E__245.0__ITS
RLA__seq230526_JRV78__LP__DX__H-200622-c-18-3__2.0__5F__2022-10-11__2__5F__257.0__ITS,seq230526_JRV78,LP__DX__H-200622-c-18-3__2.0__5F__2022-10-11__2__5F__257.0__ITS
RLA__seq230526_JRV78__LP__DX__H-200622-c-18-4__2.0__5G__2022-10-11__2__5G__269.0__ITS,seq230526_JRV78,LP__DX__H-200622-c-18-4__2.0__5G__2022-10-11__2__5G__269.0__ITS
RLA__seq230526_JRV78__LP__DX__H-200622-c-18-5__2.0__5H__2022-10-11__2__5H__281.0__ITS,seq230526_JRV78,LP__DX__H-200622-c-18-5__2.0__5H__2022-10-11__2__5H__281.0__ITS
RLA__seq230526_JRV78__LP__DX__H-200622-c-18-6__2.0__6A__2022-10-11__2__6A__198.0__ITS,seq230526_JRV78,LP__DX__H-200622-c-18-6__2.0__6A__2022-10-11__2__6A__198.0__ITS
RLA__seq230526_JRV78__LP__DX__H-200622-c-17-6__2.0__5B__2022-10-11__2__5B__209.0__ITS,seq230526_JRV78,LP__DX__H-200622-c-17-6__2.0__5B__2022-10-11__2__5B__209.0__ITS
RLA__seq230526_JRV78__LP__DX__H-200622-c-19-1__2.0__6C__2022-10-11__2__6C__222.0__ITS,seq230526_JRV78,LP__DX__H-200622-c-19-1__2.0__6C__2022-10-11__2__6C__222.0__ITS
RLA__seq230526_JRV78__LP__DX__H-200622-c-19-3__2.0__6E__2022-10-11__2__6E__246.0__ITS,seq230526_JRV78,LP__DX__H-200622-c-19-3__2.0__6E__2022-10-11__2__6E__246.0__ITS
RLA__seq230526_JRV78__LP__DX__H-200622-c-19-4__2.0__6F__2022-10-11__2__6F__258.0__ITS,seq230526_JRV78,LP__DX__H-200622-c-19-4__2.0__6F__2022-10-11__2__6F__258.0__ITS
RLA__seq230526_JRV78__LP__DX__H-200622-c-19-5__2.0__6G__2022-10-11__2__6G__270.0__ITS,seq230526_JRV78,LP__DX__H-200622-c-19-5__2.0__6G__2022-10-11__2__6G__270.0__ITS
RLA__seq230526_JRV78__LP__DX__H-200622-c-19-6__2.0__6H__2022-10-11__2__6H__282.0__ITS,seq230526_JRV78,LP__DX__H-200622-c-19-6__2.0__6H__2022-10-11__2__6H__282.0__ITS
RLA__seq230526_JRV78__LP__DX__H-200622-c-19-7__2.0__7A__2022-10-11__2__7A__199.0__ITS,seq230526_JRV78,LP__DX__H-200622-c-19-7__2.0__7A__2022-10-11__2__7A__199.0__ITS
RLA__seq230526_JRV78__LP__DX__H-200622-c-20-1__2.0__7B__2022-10-11__2__7B__211.0__ITS,seq230526_JRV78,LP__DX__H-200622-c-20-1__2.0__7B__2022-10-11__2__7B__211.0__ITS
RLA__seq230526_JRV78__LP__DX__H-200622-c-20-2__2.0__7C__2022-10-11__2__7C__223.0__ITS,seq230526_JRV78,LP__DX__H-200622-c-20-2__2.0__7C__2022-10-11__2__7C__223.0__ITS
RLA__seq230526_JRV78__LP__DX__H-200622-c-20-3__2.0__7D__2022-10-11__2__7D__235.0__ITS,seq230526_JRV78,LP__DX__H-200622-c-20-3__2.0__7D__2022-10-11__2__7D__235.0__ITS
RLA__seq230526_JRV78__LP__DX__H-200622-c-19-2__2.0__6D__2022-10-11__2__6D__234.0__ITS,seq230526_JRV78,LP__DX__H-200622-c-19-2__2.0__6D__2022-10-11__2__6D__234.0__ITS
RLA__seq230526_JRV78__LP__DX__H-200622-c-17-5__2.0__5A__2022-10-11__2__5A__197.0__ITS,seq230526_JRV78,LP__DX__H-200622-c-17-5__2.0__5A__2022-10-11__2__5A__197.0__ITS
RLA__seq230526_JRV78__LP__DX__H-200622-c-17-4__2.0__4H__2022-10-11__2__4H__280.0__ITS,seq230526_JRV78,LP__DX__H-200622-c-17-4__2.0__4H__2022-10-11__2__4H__280.0__ITS
RLA__seq230526_JRV78__LP__DX__H-200622-c-17-3__2.0__4G__2022-10-11__2__4G__268.0__ITS,seq230526_JRV78,LP__DX__H-200622-c-17-3__2.0__4G__2022-10-11__2__4G__268.0__ITS
RLA__seq230526_JRV78__LP__DX__H-200622-c-14-2__2.0__2A__2022-10-11__2__2A__194.0__ITS,seq230526_JRV78,LP__DX__H-200622-c-14-2__2.0__2A__2022-10-11__2__2A__194.0__ITS
RLA__seq230526_JRV78__LP__DX__H-200622-c-14-3__2.0__2B__2022-10-11__2__2B__206.0__ITS,seq230526_JRV78,LP__DX__H-200622-c-14-3__2.0__2B__2022-10-11__2__2B__206.0__ITS
RLA__seq230526_JRV78__LP__DX__H-200622-c-14-4__2.0__2C__2022-10-11__2__2C__218.0__ITS,seq230526_JRV78,LP__DX__H-200622-c-14-4__2.0__2C__2022-10-11__2__2C__218.0__ITS
RLA__seq230526_JRV78__LP__DX__H-200622-c-14-5__2.0__2D__2022-10-11__2__2D__230.0__ITS,seq230526_JRV78,LP__DX__H-200622-c-14-5__2.0__2D__2022-10-11__2__2D__230.0__ITS
RLA__seq230526_JRV78__LP__DX__H-200622-c-14-6__2.0__2E__2022-10-11__2__2E__242.0__ITS,seq230526_JRV78,LP__DX__H-200622-c-14-6__2.0__2E__2022-10-11__2__2E__242.0__ITS
RLA__seq230526_JRV78__LP__DX__H-200622-c-15-1__2.0__2G__2022-10-11__2__2G__266.0__ITS,seq230526_JRV78,LP__DX__H-200622-c-15-1__2.0__2G__2022-10-11__2__2G__266.0__ITS
RLA__seq230526_JRV78__LP__DX__H-200622-c-15-2__2.0__2H__2022-10-11__2__2H__278.0__ITS,seq230526_JRV78,LP__DX__H-200622-c-15-2__2.0__2H__2022-10-11__2__2H__278.0__ITS
RLA__seq230526_JRV78__LP__DX__H-200622-c-15-3__2.0__3A__2022-10-11__2__3A__195.0__ITS,seq230526_JRV78,LP__DX__H-200622-c-15-3__2.0__3A__2022-10-11__2__3A__195.0__ITS
RLA__seq230526_JRV78__LP__DX__H-200622-c-15-4__2.0__3B__2022-10-11__2__3B__207.0__ITS,seq230526_JRV78,LP__DX__H-200622-c-15-4__2.0__3B__2022-10-11__2__3B__207.0__ITS
RLA__seq230526_JRV78__LP__DX__H-200622-c-15-6__2.0__3D__2022-10-11__2__3D__231.0__ITS,seq230526_JRV78,LP__DX__H-200622-c-15-6__2.0__3D__2022-10-11__2__3D__231.0__ITS
RLA__seq230526_JRV78__LP__DX__H-200622-c-15-7__2.0__3E__2022-10-11__2__3E__243.0__ITS,seq230526_JRV78,LP__DX__H-200622-c-15-7__2.0__3E__2022-10-11__2__3E__243.0__ITS
RLA__seq230526_JRV78__LP__DX__H-200622-c-16-1__2.0__3F__2022-10-11__2__3F__255.0__ITS,seq230526_JRV78,LP__DX__H-200622-c-16-1__2.0__3F__2022-10-11__2__3F__255.0__ITS
RLA__seq230526_JRV78__LP__DX__H-200622-c-16-2__2.0__3G__2022-10-11__2__3G__267.0__ITS,seq230526_JRV78,LP__DX__H-200622-c-16-2__2.0__3G__2022-10-11__2__3G__267.0__ITS
RLA__seq230526_JRV78__LP__DX__H-200622-c-16-3__2.0__3H__2022-10-11__2__3H__279.0__ITS,seq230526_JRV78,LP__DX__H-200622-c-16-3__2.0__3H__2022-10-11__2__3H__279.0__ITS
RLA__seq230526_JRV78__LP__DX__H-200622-c-16-4__2.0__4A__2022-10-11__2__4A__196.0__ITS,seq230526_JRV78,LP__DX__H-200622-c-16-4__2.0__4A__2022-10-11__2__4A__196.0__ITS
RLA__seq230526_JRV78__LP__DX__H-200622-c-16-5__2.0__4B__2022-10-11__2__4B__208.0__ITS,seq230526_JRV78,LP__DX__H-200622-c-16-5__2.0__4B__2022-10-11__2__4B__208.0__ITS
RLA__seq230526_JRV78__LP__DX__H-200622-c-16-6__2.0__4C__2022-10-11__2__4C__220.0__ITS,seq230526_JRV78,LP__DX__H-200622-c-16-6__2.0__4C__2022-10-11__2__4C__220.0__ITS
RLA__seq230526_JRV78__LP__DX__H-200622-c-16-7__2.0__2022-10-11__tube__232.0__ITS,seq230526_JRV78,LP__DX__H-200622-c-16-7__2.0__2022-10-11__tube__232.0__ITS
RLA__seq230526_JRV78__LP__DX__H-200622-c-17-2__2.0__2022-10-11__tube__256.0__ITS,seq230526_JRV78,LP__DX__H-200622-c-17-2__2.0__2022-10-11__tube__256.0__ITS
RLA__seq230526_JRV78__LP__DX__H-200622-c-20-4__2.0__7E__2022-10-11__2__7E__247.0__ITS,seq230526_JRV78,LP__DX__H-200622-c-20-4__2.0__7E__2022-10-11__2__7E__247.0__ITS
RLA__seq230526_JRV78__LP__DX__H-200622-c-20-5__2.0__7F__2022-10-11__2__7F__259.0__ITS,seq230526_JRV78,LP__DX__H-200622-c-20-5__2.0__7F__2022-10-11__2__7F__259.0__ITS
RLA__seq230526_JRV78__LP__DX__H-200622-c-20-6__2.0__7G__2022-10-11__2__7G__271.0__ITS,seq230526_JRV78,LP__DX__H-200622-c-20-6__2.0__7G__2022-10-11__2__7G__271.0__ITS
RLA__seq230526_JRV78__LP__DX__H-200622-c-20-7__2.0__7H__2022-10-11__2__7H__283.0__ITS,seq230526_JRV78,LP__DX__H-200622-c-20-7__2.0__7H__2022-10-11__2__7H__283.0__ITS
RLA__seq230526_JRV78__LP__DX__H-200622-c-24-4__2.0__11A__2022-10-11__2__11A__203.0__ITS,seq230526_JRV78,LP__DX__H-200622-c-24-4__2.0__11A__2022-10-11__2__11A__203.0__ITS
RLA__seq230526_JRV78__LP__DX__H-200622-c-24-5__2.0__11B__2022-10-11__2__11B__215.0__ITS,seq230526_JRV78,LP__DX__H-200622-c-24-5__2.0__11B__2022-10-11__2__11B__215.0__ITS
RLA__seq230526_JRV78__LP__DX__H-200622-c-24-6__2.0__11C__2022-10-11__2__11C__227.0__ITS,seq230526_JRV78,LP__DX__H-200622-c-24-6__2.0__11C__2022-10-11__2__11C__227.0__ITS
RLA__seq230526_JRV78__LP__DX__H-200622-c-24-7__2.0__11D__2022-10-11__2__11D__239.0__ITS,seq230526_JRV78,LP__DX__H-200622-c-24-7__2.0__11D__2022-10-11__2__11D__239.0__ITS
RLA__seq230526_JRV78__LP__DX__R-210622-c-25-1__2.0__11E__2022-10-11__2__11E__251.0__ITS,seq230526_JRV78,LP__DX__R-210622-c-25-1__2.0__11E__2022-10-11__2__11E__251.0__ITS
RLA__seq230526_JRV78__LP__DX__R-210622-c-25-2__2.0__11F__2022-10-11__2__11F__263.0__ITS,seq230526_JRV78,LP__DX__R-210622-c-25-2__2.0__11F__2022-10-11__2__11F__263.0__ITS
RLA__seq230526_JRV78__LP__DX__R-210622-c-25-3__2.0__11G__2022-10-11__2__11G__275.0__ITS,seq230526_JRV78,LP__DX__R-210622-c-25-3__2.0__11G__2022-10-11__2__11G__275.0__ITS
RLA__seq230526_JRV78__LP__DX__R-210622-c-25-4__2.0__11H__2022-10-11__2__11H__287.0__ITS,seq230526_JRV78,LP__DX__R-210622-c-25-4__2.0__11H__2022-10-11__2__11H__287.0__ITS
RLA__seq230526_JRV78__LP__DX__R-210622-c-25-5__2.0__12A__2022-10-06__2__12A__204.0__ITS,seq230526_JRV78,LP__DX__R-210622-c-25-5__2.0__12A__2022-10-06__2__12A__204.0__ITS
RLA__seq230526_JRV78__LP__DX__R-210622-c-25-6__2.0__12B__2022-10-06__2__12B__216.0__ITS,seq230526_JRV78,LP__DX__R-210622-c-25-6__2.0__12B__2022-10-06__2__12B__216.0__ITS
RLA__seq230526_JRV78__LP__DX__R-210622-c-25-7__2.0__12C__2022-10-11__2__12C__228.0__ITS,seq230526_JRV78,LP__DX__R-210622-c-25-7__2.0__12C__2022-10-11__2__12C__228.0__ITS
RLA__seq230526_JRV78__LP__DX__R-210622-c-26-1__2.0__12D__2022-10-11__2__12D__240.0__ITS,seq230526_JRV78,LP__DX__R-210622-c-26-1__2.0__12D__2022-10-11__2__12D__240.0__ITS
RLA__seq230526_JRV78__LP__DX__R-210622-c-26-2__2.0__2022-10-06__tube__12.0__ITS,seq230526_JRV78,LP__DX__R-210622-c-26-2__2.0__2022-10-06__tube__12.0__ITS
RLA__seq230526_JRV78__LP__DX__R-210622-c-26-3__1.0__12B__2022-10-06__1__12B__24.0__ITS,seq230526_JRV78,LP__DX__R-210622-c-26-3__1.0__12B__2022-10-06__1__12B__24.0__ITS
RLA__seq230526_JRV78__LP__DX__R-210622-c-26-4__3.0__1A__2022-10-12__3__1A__97.0__ITS,seq230526_JRV78,LP__DX__R-210622-c-26-4__3.0__1A__2022-10-12__3__1A__97.0__ITS
RLA__seq230526_JRV78__LP__DX__R-210622-c-26-5__3.0__1B__2022-10-12__3__1B__109.0__ITS,seq230526_JRV78,LP__DX__R-210622-c-26-5__3.0__1B__2022-10-12__3__1B__109.0__ITS
RLA__seq230526_JRV78__LP__DX__R-210622-c-26-6__3.0__1C__2022-10-12__3__1C__121.0__ITS,seq230526_JRV78,LP__DX__R-210622-c-26-6__3.0__1C__2022-10-12__3__1C__121.0__ITS
RLA__seq230526_JRV78__LP__DX__H-200622-c-24-3__2.0__10H__2022-10-11__2__10H__286.0__ITS,seq230526_JRV78,LP__DX__H-200622-c-24-3__2.0__10H__2022-10-11__2__10H__286.0__ITS
RLA__seq230526_JRV78__LP__DX__H-200622-c-14-1__2.0__1H__2022-10-11__2__1H__277.0__ITS,seq230526_JRV78,LP__DX__H-200622-c-14-1__2.0__1H__2022-10-11__2__1H__277.0__ITS
RLA__seq230526_JRV78__LP__DX__H-200622-c-24-2__2.0__10G__2022-10-11__2__10G__274.0__ITS,seq230526_JRV78,LP__DX__H-200622-c-24-2__2.0__10G__2022-10-11__2__10G__274.0__ITS
RLA__seq230526_JRV78__LP__DX__H-200622-c-23-7__2.0__10E__2022-10-11__2__10E__250.0__ITS,seq230526_JRV78,LP__DX__H-200622-c-23-7__2.0__10E__2022-10-11__2__10E__250.0__ITS
RLA__seq230526_JRV78__LP__DX__H-200622-c-21-1__2.0__8A__2022-10-11__2__8A__200.0__ITS,seq230526_JRV78,LP__DX__H-200622-c-21-1__2.0__8A__2022-10-11__2__8A__200.0__ITS
RLA__seq230526_JRV78__LP__DX__H-200622-c-21-2__2.0__8B__2022-10-11__2__8B__212.0__ITS,seq230526_JRV78,LP__DX__H-200622-c-21-2__2.0__8B__2022-10-11__2__8B__212.0__ITS
RLA__seq230526_JRV78__LP__DX__H-200622-c-21-3__2.0__8C__2022-10-11__2__8C__224.0__ITS,seq230526_JRV78,LP__DX__H-200622-c-21-3__2.0__8C__2022-10-11__2__8C__224.0__ITS
RLA__seq230526_JRV78__LP__DX__H-200622-c-21-4__2.0__8D__2022-10-11__2__8D__236.0__ITS,seq230526_JRV78,LP__DX__H-200622-c-21-4__2.0__8D__2022-10-11__2__8D__236.0__ITS
RLA__seq230526_JRV78__LP__DX__H-200622-c-21-5__2.0__8E__2022-10-11__2__8E__248.0__ITS,seq230526_JRV78,LP__DX__H-200622-c-21-5__2.0__8E__2022-10-11__2__8E__248.0__ITS
RLA__seq230526_JRV78__LP__DX__H-200622-c-21-6__2.0__8F__2022-10-11__2__8F__260.0__ITS,seq230526_JRV78,LP__DX__H-200622-c-21-6__2.0__8F__2022-10-11__2__8F__260.0__ITS
RLA__seq230526_JRV78__LP__DX__H-200622-c-21-7__2.0__8G__2022-10-11__2__8G__272.0__ITS,seq230526_JRV78,LP__DX__H-200622-c-21-7__2.0__8G__2022-10-11__2__8G__272.0__ITS
RLA__seq230526_JRV78__LP__DX__H-200622-c-22-1__2.0__8H__2022-10-11__2__8H__284.0__ITS,seq230526_JRV78,LP__DX__H-200622-c-22-1__2.0__8H__2022-10-11__2__8H__284.0__ITS
RLA__seq230526_JRV78__LP__DX__H-200622-c-22-2__2.0__9A__2022-10-11__2__9A__201.0__ITS,seq230526_JRV78,LP__DX__H-200622-c-22-2__2.0__9A__2022-10-11__2__9A__201.0__ITS
RLA__seq230526_JRV78__LP__DX__H-200622-c-22-3__2.0__9B__2022-10-11__2__9B__213.0__ITS,seq230526_JRV78,LP__DX__H-200622-c-22-3__2.0__9B__2022-10-11__2__9B__213.0__ITS
RLA__seq230526_JRV78__LP__DX__H-200622-c-22-4__2.0__9C__2022-10-11__2__9C__225.0__ITS,seq230526_JRV78,LP__DX__H-200622-c-22-4__2.0__9C__2022-10-11__2__9C__225.0__ITS
RLA__seq230526_JRV78__LP__DX__H-200622-c-22-5__2.0__9D__2022-10-11__2__9D__237.0__ITS,seq230526_JRV78,LP__DX__H-200622-c-22-5__2.0__9D__2022-10-11__2__9D__237.0__ITS
RLA__seq230526_JRV78__LP__DX__H-200622-c-22-6__2.0__9E__2022-10-11__2__9E__249.0__ITS,seq230526_JRV78,LP__DX__H-200622-c-22-6__2.0__9E__2022-10-11__2__9E__249.0__ITS
RLA__seq230526_JRV78__LP__DX__H-200622-c-22-7__2.0__9F__2022-10-11__2__9F__261.0__ITS,seq230526_JRV78,LP__DX__H-200622-c-22-7__2.0__9F__2022-10-11__2__9F__261.0__ITS
RLA__seq230526_JRV78__LP__DX__H-200622-c-23-1__2.0__9G__2022-10-11__2__9G__273.0__ITS,seq230526_JRV78,LP__DX__H-200622-c-23-1__2.0__9G__2022-10-11__2__9G__273.0__ITS
RLA__seq230526_JRV78__LP__DX__H-200622-c-23-2__2.0__9H__2022-10-11__2__9H__285.0__ITS,seq230526_JRV78,LP__DX__H-200622-c-23-2__2.0__9H__2022-10-11__2__9H__285.0__ITS
RLA__seq230526_JRV78__LP__DX__H-200622-c-23-4__2.0__10B__2022-10-11__2__10B__214.0__ITS,seq230526_JRV78,LP__DX__H-200622-c-23-4__2.0__10B__2022-10-11__2__10B__214.0__ITS
RLA__seq230526_JRV78__LP__DX__H-200622-c-23-5__2.0__10C__2022-10-11__2__10C__226.0__ITS,seq230526_JRV78,LP__DX__H-200622-c-23-5__2.0__10C__2022-10-11__2__10C__226.0__ITS
RLA__seq230526_JRV78__LP__DX__H-200622-c-23-6__2.0__10D__2022-10-11__2__10D__238.0__ITS,seq230526_JRV78,LP__DX__H-200622-c-23-6__2.0__10D__2022-10-11__2__10D__238.0__ITS
RLA__seq230526_JRV78__LP__DX__H-200622-c-24-1__2.0__10F__2022-10-11__2__10F__262.0__ITS,seq230526_JRV78,LP__DX__H-200622-c-24-1__2.0__10F__2022-10-11__2__10F__262.0__ITS
RLA__seq230526_JRV78__LP__DX__R-210622-c-26-7__3.0__1D__2022-10-12__3__1D__133.0__ITS,seq230526_JRV78,LP__DX__R-210622-c-26-7__3.0__1D__2022-10-12__3__1D__133.0__ITS
RLA__seq230526_JRV78__LP__DX__H-200622-c-13-7__2.0__1G__2022-10-11__2__1G__265.0__ITS,seq230526_JRV78,LP__DX__H-200622-c-13-7__2.0__1G__2022-10-11__2__1G__265.0__ITS
RLA__seq230526_JRV78__LP__DX__H-200622-c-13-5__2.0__1E__2022-10-11__2__1E__241.0__ITS,seq230526_JRV78,LP__DX__H-200622-c-13-5__2.0__1E__2022-10-11__2__1E__241.0__ITS
RLA__seq230526_JRV78__LP__DX__R-280622-c-86__1.0__4F__2022-10-06__1__4F__64.0__ITS,seq230526_JRV78,LP__DX__R-280622-c-86__1.0__4F__2022-10-06__1__4F__64.0__ITS
RLA__seq230526_JRV78__LP__DX__R-280622-c-87__1.0__4G__2022-10-06__1__4G__76.0__ITS,seq230526_JRV78,LP__DX__R-280622-c-87__1.0__4G__2022-10-06__1__4G__76.0__ITS
RLA__seq230526_JRV78__LP__DX__R-280622-c-88__1.0__4H__2022-10-06__1__4H__88.0__ITS,seq230526_JRV78,LP__DX__R-280622-c-88__1.0__4H__2022-10-06__1__4H__88.0__ITS
RLA__seq230526_JRV78__LP__DX__R-280622-c-89__1.0__5A__2022-10-06__1__5A__5.0__ITS,seq230526_JRV78,LP__DX__R-280622-c-89__1.0__5A__2022-10-06__1__5A__5.0__ITS
RLA__seq230526_JRV78__LP__DX__R-280622-c-90__1.0__5B__2022-10-06__1__5B__17.0__ITS,seq230526_JRV78,LP__DX__R-280622-c-90__1.0__5B__2022-10-06__1__5B__17.0__ITS
RLA__seq230526_JRV78__LP__DX__R-280622-c-91__1.0__5C__2022-10-06__1__5C__29.0__ITS,seq230526_JRV78,LP__DX__R-280622-c-91__1.0__5C__2022-10-06__1__5C__29.0__ITS
RLA__seq230526_JRV78__LP__DX__R-280622-c-92__1.0__5D__2022-10-06__1__5D__41.0__ITS,seq230526_JRV78,LP__DX__R-280622-c-92__1.0__5D__2022-10-06__1__5D__41.0__ITS
RLA__seq230526_JRV78__LP__DX__R-280622-c-93__1.0__5E__2022-10-06__1__5E__53.0__ITS,seq230526_JRV78,LP__DX__R-280622-c-93__1.0__5E__2022-10-06__1__5E__53.0__ITS
RLA__seq230526_JRV78__LP__DX__R-280622-c-85__1.0__4E__2022-10-06__1__4E__52.0__ITS,seq230526_JRV78,LP__DX__R-280622-c-85__1.0__4E__2022-10-06__1__4E__52.0__ITS
RLA__seq230526_JRV78__LP__DX__R-280622-c-94__1.0__5F__2022-10-06__1__5F__65.0__ITS,seq230526_JRV78,LP__DX__R-280622-c-94__1.0__5F__2022-10-06__1__5F__65.0__ITS
RLA__seq230526_JRV78__LP__DX__R-280622-c-96__1.0__5H__2022-10-06__1__5H__89.0__ITS,seq230526_JRV78,LP__DX__R-280622-c-96__1.0__5H__2022-10-06__1__5H__89.0__ITS
RLA__seq230526_JRV78__LP__DX__R-040722-c-97__1.0__6A__2022-10-06__1__6A__6.0__ITS,seq230526_JRV78,LP__DX__R-040722-c-97__1.0__6A__2022-10-06__1__6A__6.0__ITS
RLA__seq230526_JRV78__LP__DX__R-040722-c-98__1.0__6B__2022-10-06__1__6B__18.0__ITS,seq230526_JRV78,LP__DX__R-040722-c-98__1.0__6B__2022-10-06__1__6B__18.0__ITS
RLA__seq230526_JRV78__LP__DX__R-040722-c-99__1.0__6C__2022-10-06__1__6C__30.0__ITS,seq230526_JRV78,LP__DX__R-040722-c-99__1.0__6C__2022-10-06__1__6C__30.0__ITS
RLA__seq230526_JRV78__LP__DX__R-040722-c-100__1.0__6D__2022-10-06__1__6D__42.0__ITS,seq230526_JRV78,LP__DX__R-040722-c-100__1.0__6D__2022-10-06__1__6D__42.0__ITS
RLA__seq230526_JRV78__LP__DX__R-040722-c-101__1.0__6E__2022-10-06__1__6E__54.0__ITS,seq230526_JRV78,LP__DX__R-040722-c-101__1.0__6E__2022-10-06__1__6E__54.0__ITS
RLA__seq230526_JRV78__LP__DX__R-040722-c-102__1.0__6F__2022-10-06__1__6F__66.0__ITS,seq230526_JRV78,LP__DX__R-040722-c-102__1.0__6F__2022-10-06__1__6F__66.0__ITS
RLA__seq230526_JRV78__LP__DX__R-040722-c-103__1.0__6G__2022-10-06__1__6G__78.0__ITS,seq230526_JRV78,LP__DX__R-040722-c-103__1.0__6G__2022-10-06__1__6G__78.0__ITS
RLA__seq230526_JRV78__LP__DX__R-280622-c-95__1.0__5G__2022-10-06__1__5G__77.0__ITS,seq230526_JRV78,LP__DX__R-280622-c-95__1.0__5G__2022-10-06__1__5G__77.0__ITS
RLA__seq230526_JRV78__LP__DX__R-280622-c-84__1.0__4D__2022-10-06__1__4D__40.0__ITS,seq230526_JRV78,LP__DX__R-280622-c-84__1.0__4D__2022-10-06__1__4D__40.0__ITS
RLA__seq230526_JRV78__LP__DX__R-280622-c-83__1.0__4C__2022-10-06__1__4C__28.0__ITS,seq230526_JRV78,LP__DX__R-280622-c-83__1.0__4C__2022-10-06__1__4C__28.0__ITS
RLA__seq230526_JRV78__LP__DX__R-280622-c-82__1.0__4B__2022-10-06__1__4B__16.0__ITS,seq230526_JRV78,LP__DX__R-280622-c-82__1.0__4B__2022-10-06__1__4B__16.0__ITS
RLA__seq230526_JRV78__LP__DX__R-160622-c-3__1.0__1C__2022-10-06__1__1C__25.0__ITS,seq230526_JRV78,LP__DX__R-160622-c-3__1.0__1C__2022-10-06__1__1C__25.0__ITS
RLA__seq230526_JRV78__LP__DX__R-160622-c-4__1.0__1D__2022-10-06__1__1D__37.0__ITS,seq230526_JRV78,LP__DX__R-160622-c-4__1.0__1D__2022-10-06__1__1D__37.0__ITS
RLA__seq230526_JRV78__LP__DX__R-160622-c-5__1.0__1E__2022-10-06__1__1E__49.0__ITS,seq230526_JRV78,LP__DX__R-160622-c-5__1.0__1E__2022-10-06__1__1E__49.0__ITS
RLA__seq230526_JRV78__LP__DX__R-160622-c-6__1.0__1F__2022-10-06__1__1F__61.0__ITS,seq230526_JRV78,LP__DX__R-160622-c-6__1.0__1F__2022-10-06__1__1F__61.0__ITS
RLA__seq230526_JRV78__LP__DX__R-160622-c-7__1.0__1G__2022-10-06__1__1G__73.0__ITS,seq230526_JRV78,LP__DX__R-160622-c-7__1.0__1G__2022-10-06__1__1G__73.0__ITS
RLA__seq230526_JRV78__LP__DX__R-160622-c-8__1.0__1H__2022-10-06__1__1H__85.0__ITS,seq230526_JRV78,LP__DX__R-160622-c-8__1.0__1H__2022-10-06__1__1H__85.0__ITS
RLA__seq230526_JRV78__LP__DX__R-160622-c-9__1.0__2A__2022-10-06__1__2A__2.0__ITS,seq230526_JRV78,LP__DX__R-160622-c-9__1.0__2A__2022-10-06__1__2A__2.0__ITS
RLA__seq230526_JRV78__LP__DX__R-160622-c-10__1.0__2B__2022-10-06__1__2B__14.0__ITS,seq230526_JRV78,LP__DX__R-160622-c-10__1.0__2B__2022-10-06__1__2B__14.0__ITS
RLA__seq230526_JRV78__LP__DX__R-160622-c-11__1.0__2C__2022-10-06__1__2C__26.0__ITS,seq230526_JRV78,LP__DX__R-160622-c-11__1.0__2C__2022-10-06__1__2C__26.0__ITS
RLA__seq230526_JRV78__LP__DX__R-160622-c-12__1.0__2D__2022-10-06__1__2D__38.0__ITS,seq230526_JRV78,LP__DX__R-160622-c-12__1.0__2D__2022-10-06__1__2D__38.0__ITS
RLA__seq230526_JRV78__LP__DX__R-280622-c-73__1.0__3A__2022-10-06__1__3A__3.0__ITS,seq230526_JRV78,LP__DX__R-280622-c-73__1.0__3A__2022-10-06__1__3A__3.0__ITS
RLA__seq230526_JRV78__LP__DX__R-280622-c-74__1.0__3B__2022-10-06__1__3B__15.0__ITS,seq230526_JRV78,LP__DX__R-280622-c-74__1.0__3B__2022-10-06__1__3B__15.0__ITS
RLA__seq230526_JRV78__LP__DX__R-280622-c-75__1.0__3C__2022-10-06__1__3C__27.0__ITS,seq230526_JRV78,LP__DX__R-280622-c-75__1.0__3C__2022-10-06__1__3C__27.0__ITS
RLA__seq230526_JRV78__LP__DX__R-280622-c-76__1.0__3D__2022-10-06__1__3D__39.0__ITS,seq230526_JRV78,LP__DX__R-280622-c-76__1.0__3D__2022-10-06__1__3D__39.0__ITS
RLA__seq230526_JRV78__LP__DX__R-280622-c-77__1.0__3E__2022-10-06__1__3E__51.0__ITS,seq230526_JRV78,LP__DX__R-280622-c-77__1.0__3E__2022-10-06__1__3E__51.0__ITS
