run_library_assignment_id,sequencing_run_id,library_preparation_id
RLA__seq240412_BRLUV__LP__DX__S-240622-w-18-1__5.0__4D__2023-03-01__5.0__4D__40.0__16S,seq240412_BRLUV,LP__DX__S-240622-w-18-1__5.0__4D__2023-03-01__5.0__4D__40.0__16S
RLA__seq240412_BRLUV__LP__DX__S-240622-w-18-5__5.0__4H__2023-03-01__5.0__4H__88.0__16S,seq240412_BRLUV,LP__DX__S-240622-w-18-5__5.0__4H__2023-03-01__5.0__4H__88.0__16S
RLA__seq240412_BRLUV__LP__DX__S-240622-w-18-3__5.0__4F__2023-03-01__5.0__4F__64.0__16S,seq240412_BRLUV,LP__DX__S-240622-w-18-3__5.0__4F__2023-03-01__5.0__4F__64.0__16S
RLA__seq240412_BRLUV__LP__DX__S-240622-w-18-4__5.0__4G__2023-03-01__5.0__4G__76.0__16S,seq240412_BRLUV,LP__DX__S-240622-w-18-4__5.0__4G__2023-03-01__5.0__4G__76.0__16S
RLA__seq240412_BRLUV__LP__DX__S-240622-w-18-6__5.0__5A__2023-03-01__5.0__5A__5.0__16S,seq240412_BRLUV,LP__DX__S-240622-w-18-6__5.0__5A__2023-03-01__5.0__5A__5.0__16S
RLA__seq240412_BRLUV__LP__DX__S-240622-w-18-7__5.0__5B__2023-03-01__5.0__5B__17.0__16S,seq240412_BRLUV,LP__DX__S-240622-w-18-7__5.0__5B__2023-03-01__5.0__5B__17.0__16S
RLA__seq240412_BRLUV__LP__DX__S-240622-w-19-3__5.0__5E__2023-03-03__5.0__5E__53.0__16S,seq240412_BRLUV,LP__DX__S-240622-w-19-3__5.0__5E__2023-03-03__5.0__5E__53.0__16S
RLA__seq240412_BRLUV__LP__DX__L-230622-w-14-3__11.0__1B__2023-07-14__11.0__1B__109.0__ITS,seq240412_BRLUV,LP__DX__L-230622-w-14-3__11.0__1B__2023-07-14__11.0__1B__109.0__ITS
RLA__seq240412_BRLUV__LP__DX__S-240622-w-19-1__5.0__5C__2023-03-01__5.0__5C__29.0__16S,seq240412_BRLUV,LP__DX__S-240622-w-19-1__5.0__5C__2023-03-01__5.0__5C__29.0__16S
RLA__seq240412_BRLUV__LP__DX__S-240622-w-18-2__5.0__4E__2023-03-01__5.0__4E__52.0__16S,seq240412_BRLUV,LP__DX__S-240622-w-18-2__5.0__4E__2023-03-01__5.0__4E__52.0__16S
RLA__seq240412_BRLUV__LP__DX__L-230622-w-14-4__11.0__1C__2023-07-14__11.0__1C__121.0__ITS,seq240412_BRLUV,LP__DX__L-230622-w-14-4__11.0__1C__2023-07-14__11.0__1C__121.0__ITS
RLA__seq240412_BRLUV__LP__DX__L-230622-w-16-3__11.0__2H__2023-07-17__11.0__2H__182.0__ITS,seq240412_BRLUV,LP__DX__L-230622-w-16-3__11.0__2H__2023-07-17__11.0__2H__182.0__ITS
RLA__seq240412_BRLUV__LP__DX__L-230622-w-14-7__11.0__1F__2023-07-14__11.0__1F__157.0__ITS,seq240412_BRLUV,LP__DX__L-230622-w-14-7__11.0__1F__2023-07-14__11.0__1F__157.0__ITS
RLA__seq240412_BRLUV__LP__DX__L-230622-w-17-3__11.0__3G__2023-07-17__11.0__3G__171.0__ITS,seq240412_BRLUV,LP__DX__L-230622-w-17-3__11.0__3G__2023-07-17__11.0__3G__171.0__ITS
RLA__seq240412_BRLUV__LP__DX__L-230622-w-17-2__11.0__3F__2023-07-17__11.0__3F__159.0__ITS,seq240412_BRLUV,LP__DX__L-230622-w-17-2__11.0__3F__2023-07-17__11.0__3F__159.0__ITS
RLA__seq240412_BRLUV__LP__DX__S-240622-w-19-5__5.0__5G__2023-03-03__5.0__5G__77.0__16S,seq240412_BRLUV,LP__DX__S-240622-w-19-5__5.0__5G__2023-03-03__5.0__5G__77.0__16S
RLA__seq240412_BRLUV__LP__DX__L-230622-w-17-1__11.0__3E__2023-07-17__11.0__3E__147.0__ITS,seq240412_BRLUV,LP__DX__L-230622-w-17-1__11.0__3E__2023-07-17__11.0__3E__147.0__ITS
RLA__seq240412_BRLUV__LP__DX__L-230622-w-16-7__11.0__3D__2023-07-17__11.0__3D__135.0__ITS,seq240412_BRLUV,LP__DX__L-230622-w-16-7__11.0__3D__2023-07-17__11.0__3D__135.0__ITS
RLA__seq240412_BRLUV__LP__DX__L-230622-w-16-6__11.0__3C__2023-07-17__11.0__3C__123.0__ITS,seq240412_BRLUV,LP__DX__L-230622-w-16-6__11.0__3C__2023-07-17__11.0__3C__123.0__ITS
RLA__seq240412_BRLUV__LP__DX__L-230622-w-16-5__11.0__3B__2023-07-17__11.0__3B__111.0__ITS,seq240412_BRLUV,LP__DX__L-230622-w-16-5__11.0__3B__2023-07-17__11.0__3B__111.0__ITS
RLA__seq240412_BRLUV__LP__DX__L-230622-w-14-6__11.0__1E__2023-07-14__11.0__1E__145.0__ITS,seq240412_BRLUV,LP__DX__L-230622-w-14-6__11.0__1E__2023-07-14__11.0__1E__145.0__ITS
RLA__seq240412_BRLUV__LP__DX__L-230622-w-16-4__11.0__3A__2023-07-17__11.0__3A__99.0__ITS,seq240412_BRLUV,LP__DX__L-230622-w-16-4__11.0__3A__2023-07-17__11.0__3A__99.0__ITS
RLA__seq240412_BRLUV__LP__DX__L-230622-w-15-7__11.0__2E__2023-07-17__11.0__2E__146.0__ITS,seq240412_BRLUV,LP__DX__L-230622-w-15-7__11.0__2E__2023-07-17__11.0__2E__146.0__ITS
RLA__seq240412_BRLUV__LP__DX__L-230622-w-15-6__11.0__2D__2023-07-17__11.0__2D__134.0__ITS,seq240412_BRLUV,LP__DX__L-230622-w-15-6__11.0__2D__2023-07-17__11.0__2D__134.0__ITS
RLA__seq240412_BRLUV__LP__DX__L-230622-w-15-5__11.0__2C__2023-07-17__11.0__2C__122.0__ITS,seq240412_BRLUV,LP__DX__L-230622-w-15-5__11.0__2C__2023-07-17__11.0__2C__122.0__ITS
RLA__seq240412_BRLUV__LP__DX__L-230622-w-15-4__11.0__2B__2023-07-17__11.0__2B__110.0__ITS,seq240412_BRLUV,LP__DX__L-230622-w-15-4__11.0__2B__2023-07-17__11.0__2B__110.0__ITS
RLA__seq240412_BRLUV__LP__DX__L-230622-w-15-3__11.0__2A__2023-07-17__11.0__2A__98.0__ITS,seq240412_BRLUV,LP__DX__L-230622-w-15-3__11.0__2A__2023-07-17__11.0__2A__98.0__ITS
RLA__seq240412_BRLUV__LP__DX__L-230622-w-15-2__11.0__1H__2023-07-17__11.0__1H__181.0__ITS,seq240412_BRLUV,LP__DX__L-230622-w-15-2__11.0__1H__2023-07-17__11.0__1H__181.0__ITS
RLA__seq240412_BRLUV__LP__DX__L-230622-w-15-1__11.0__1G__2023-07-17__11.0__1G__169.0__ITS,seq240412_BRLUV,LP__DX__L-230622-w-15-1__11.0__1G__2023-07-17__11.0__1G__169.0__ITS
RLA__seq240412_BRLUV__LP__DX__L-230622-w-16-1__11.0__2F__2023-07-17__11.0__2F__158.0__ITS,seq240412_BRLUV,LP__DX__L-230622-w-16-1__11.0__2F__2023-07-17__11.0__2F__158.0__ITS
RLA__seq240412_BRLUV__LP__DX__S-240622-w-19-6__5.0__5H__2023-03-03__5.0__5H__89.0__16S,seq240412_BRLUV,LP__DX__S-240622-w-19-6__5.0__5H__2023-03-03__5.0__5H__89.0__16S
RLA__seq240412_BRLUV__LP__DX__S-240622-w-23-4__5.0__9B__2023-03-08__5.0__9B__21.0__16S,seq240412_BRLUV,LP__DX__S-240622-w-23-4__5.0__9B__2023-03-08__5.0__9B__21.0__16S
RLA__seq240412_BRLUV__LP__DX__S-240622-w-20-1__5.0__6B__2023-03-03__5.0__6B__18.0__16S,seq240412_BRLUV,LP__DX__S-240622-w-20-1__5.0__6B__2023-03-03__5.0__6B__18.0__16S
RLA__seq240412_BRLUV__LP__DX__S-240622-w-23-2__5.0__8H__2023-03-08__5.0__8H__92.0__16S,seq240412_BRLUV,LP__DX__S-240622-w-23-2__5.0__8H__2023-03-08__5.0__8H__92.0__16S
RLA__seq240412_BRLUV__LP__DX__S-240622-w-23-3__5.0__9A__2023-03-08__5.0__9A__9.0__16S,seq240412_BRLUV,LP__DX__S-240622-w-23-3__5.0__9A__2023-03-08__5.0__9A__9.0__16S
RLA__seq240412_BRLUV__LP__DX__S-240622-w-23-5__5.0__9C__2023-03-08__5.0__9C__33.0__16S,seq240412_BRLUV,LP__DX__S-240622-w-23-5__5.0__9C__2023-03-08__5.0__9C__33.0__16S
RLA__seq240412_BRLUV__LP__DX__S-240622-w-23-6__5.0__9D__2023-03-08__5.0__9D__45.0__16S,seq240412_BRLUV,LP__DX__S-240622-w-23-6__5.0__9D__2023-03-08__5.0__9D__45.0__16S
RLA__seq240412_BRLUV__LP__DX__S-240622-w-23-7__5.0__9E__2023-03-08__5.0__9E__57.0__16S,seq240412_BRLUV,LP__DX__S-240622-w-23-7__5.0__9E__2023-03-08__5.0__9E__57.0__16S
RLA__seq240412_BRLUV__LP__DX__S-240622-w-19-2__5.0__12A__2023-03-08__5.0__12A__12.0__16S,seq240412_BRLUV,LP__DX__S-240622-w-19-2__5.0__12A__2023-03-08__5.0__12A__12.0__16S
RLA__seq240412_BRLUV__LP__DX__L-230622-w-17-4__11.0__3H__2023-07-17__11.0__3H__183.0__ITS,seq240412_BRLUV,LP__DX__L-230622-w-17-4__11.0__3H__2023-07-17__11.0__3H__183.0__ITS
RLA__seq240412_BRLUV__LP__DX__S-240622-w-22-4__5.0__12B__2023-03-08__5.0__12B__24.0__16S,seq240412_BRLUV,LP__DX__S-240622-w-22-4__5.0__12B__2023-03-08__5.0__12B__24.0__16S
RLA__seq240412_BRLUV__LP__DX__S-240622-w-22-7__5.0__8F__2023-03-08__5.0__8F__68.0__16S,seq240412_BRLUV,LP__DX__S-240622-w-22-7__5.0__8F__2023-03-08__5.0__8F__68.0__16S
RLA__seq240412_BRLUV__LP__DX__S-240622-w-22-6__5.0__8E__2023-03-08__5.0__8E__56.0__16S,seq240412_BRLUV,LP__DX__S-240622-w-22-6__5.0__8E__2023-03-08__5.0__8E__56.0__16S
RLA__seq240412_BRLUV__LP__DX__S-240622-w-22-5__5.0__8D__2023-03-08__5.0__8D__44.0__16S,seq240412_BRLUV,LP__DX__S-240622-w-22-5__5.0__8D__2023-03-08__5.0__8D__44.0__16S
RLA__seq240412_BRLUV__LP__DX__S-240622-w-20-2__5.0__6C__2023-03-03__5.0__6C__30.0__16S,seq240412_BRLUV,LP__DX__S-240622-w-20-2__5.0__6C__2023-03-03__5.0__6C__30.0__16S
RLA__seq240412_BRLUV__LP__DX__S-240622-w-20-3__5.0__6D__2023-03-03__5.0__6D__42.0__16S,seq240412_BRLUV,LP__DX__S-240622-w-20-3__5.0__6D__2023-03-03__5.0__6D__42.0__16S
RLA__seq240412_BRLUV__LP__DX__S-240622-w-20-4__5.0__6E__2023-03-03__5.0__6E__54.0__16S,seq240412_BRLUV,LP__DX__S-240622-w-20-4__5.0__6E__2023-03-03__5.0__6E__54.0__16S
RLA__seq240412_BRLUV__LP__DX__S-240622-w-20-5__5.0__6F__2023-03-03__5.0__6F__66.0__16S,seq240412_BRLUV,LP__DX__S-240622-w-20-5__5.0__6F__2023-03-03__5.0__6F__66.0__16S
RLA__seq240412_BRLUV__LP__DX__S-240622-w-20-6__5.0__6G__2023-03-03__5.0__6G__78.0__16S,seq240412_BRLUV,LP__DX__S-240622-w-20-6__5.0__6G__2023-03-03__5.0__6G__78.0__16S
RLA__seq240412_BRLUV__LP__DX__S-240622-w-20-7__5.0__6H__2023-03-03__5.0__6H__90.0__16S,seq240412_BRLUV,LP__DX__S-240622-w-20-7__5.0__6H__2023-03-03__5.0__6H__90.0__16S
RLA__seq240412_BRLUV__LP__DX__S-240622-w-21-1__5.0__7A__2023-03-03__5.0__7A__7.0__16S,seq240412_BRLUV,LP__DX__S-240622-w-21-1__5.0__7A__2023-03-03__5.0__7A__7.0__16S
RLA__seq240412_BRLUV__LP__DX__S-240622-w-19-7__5.0__6A__2023-03-03__5.0__6A__6.0__16S,seq240412_BRLUV,LP__DX__S-240622-w-19-7__5.0__6A__2023-03-03__5.0__6A__6.0__16S
RLA__seq240412_BRLUV__LP__DX__S-240622-w-21-2__5.0__7B__2023-03-03__5.0__7B__19.0__16S,seq240412_BRLUV,LP__DX__S-240622-w-21-2__5.0__7B__2023-03-03__5.0__7B__19.0__16S
RLA__seq240412_BRLUV__LP__DX__S-240622-w-21-4__5.0__7D__2023-03-03__5.0__7D__43.0__16S,seq240412_BRLUV,LP__DX__S-240622-w-21-4__5.0__7D__2023-03-03__5.0__7D__43.0__16S
RLA__seq240412_BRLUV__LP__DX__S-240622-w-21-5__5.0__7E__2023-03-03__5.0__7E__55.0__16S,seq240412_BRLUV,LP__DX__S-240622-w-21-5__5.0__7E__2023-03-03__5.0__7E__55.0__16S
RLA__seq240412_BRLUV__LP__DX__S-240622-w-21-6__5.0__7F__2023-03-03__5.0__7F__67.0__16S,seq240412_BRLUV,LP__DX__S-240622-w-21-6__5.0__7F__2023-03-03__5.0__7F__67.0__16S
RLA__seq240412_BRLUV__LP__DX__S-240622-w-21-7__5.0__7G__2023-03-03__5.0__7G__79.0__16S,seq240412_BRLUV,LP__DX__S-240622-w-21-7__5.0__7G__2023-03-03__5.0__7G__79.0__16S
RLA__seq240412_BRLUV__LP__DX__S-240622-w-22-1__5.0__7H__2023-03-03__5.0__7H__91.0__16S,seq240412_BRLUV,LP__DX__S-240622-w-22-1__5.0__7H__2023-03-03__5.0__7H__91.0__16S
RLA__seq240412_BRLUV__LP__DX__S-240622-w-22-2__5.0__8A__2023-03-03__5.0__8A__8.0__16S,seq240412_BRLUV,LP__DX__S-240622-w-22-2__5.0__8A__2023-03-03__5.0__8A__8.0__16S
RLA__seq240412_BRLUV__LP__DX__S-240622-w-22-3__5.0__8B__2023-03-03__5.0__8B__20.0__16S,seq240412_BRLUV,LP__DX__S-240622-w-22-3__5.0__8B__2023-03-03__5.0__8B__20.0__16S
RLA__seq240412_BRLUV__LP__DX__S-240622-w-21-3__5.0__7C__2023-03-03__5.0__7C__31.0__16S,seq240412_BRLUV,LP__DX__S-240622-w-21-3__5.0__7C__2023-03-03__5.0__7C__31.0__16S
RLA__seq240412_BRLUV__LP__DX__L-230622-w-17-5__11.0__4A__2023-07-17__11.0__4A__100.0__ITS,seq240412_BRLUV,LP__DX__L-230622-w-17-5__11.0__4A__2023-07-17__11.0__4A__100.0__ITS
RLA__seq240412_BRLUV__LP__DX__S-240622-w-17-3__5.0__3G__2023-03-01__5.0__3G__75.0__16S,seq240412_BRLUV,LP__DX__S-240622-w-17-3__5.0__3G__2023-03-01__5.0__3G__75.0__16S
RLA__seq240412_BRLUV__LP__DX__L-230622-w-17-7__11.0__4C__2023-07-17__11.0__4C__124.0__ITS,seq240412_BRLUV,LP__DX__L-230622-w-17-7__11.0__4C__2023-07-17__11.0__4C__124.0__ITS
RLA__seq240412_BRLUV__LP__DX__S-240622-w-16-7__5.0__3D__2023-03-01__5.0__3D__39.0__16S,seq240412_BRLUV,LP__DX__S-240622-w-16-7__5.0__3D__2023-03-01__5.0__3D__39.0__16S
RLA__seq240412_BRLUV__LP__DX__S-240622-w-17-1__5.0__3E__2023-03-01__5.0__3E__51.0__16S,seq240412_BRLUV,LP__DX__S-240622-w-17-1__5.0__3E__2023-03-01__5.0__3E__51.0__16S
RLA__seq240412_BRLUV__LP__DX__S-240622-w-17-2__5.0__3F__2023-03-01__5.0__3F__63.0__16S,seq240412_BRLUV,LP__DX__S-240622-w-17-2__5.0__3F__2023-03-01__5.0__3F__63.0__16S
RLA__seq240412_BRLUV__LP__DX__S-240622-w-17-4__5.0__3H__2023-03-01__5.0__3H__87.0__16S,seq240412_BRLUV,LP__DX__S-240622-w-17-4__5.0__3H__2023-03-01__5.0__3H__87.0__16S
RLA__seq240412_BRLUV__LP__DX__L-230622-w-23-7__11.0__9E__2023-07-24__11.0__9E__153.0__ITS,seq240412_BRLUV,LP__DX__L-230622-w-23-7__11.0__9E__2023-07-24__11.0__9E__153.0__ITS
RLA__seq240412_BRLUV__LP__DX__L-230622-w-23-6__11.0__9D__2023-07-24__11.0__9D__141.0__ITS,seq240412_BRLUV,LP__DX__L-230622-w-23-6__11.0__9D__2023-07-24__11.0__9D__141.0__ITS
RLA__seq240412_BRLUV__LP__DX__L-230622-w-23-5__11.0__9C__2023-07-24__11.0__9C__129.0__ITS,seq240412_BRLUV,LP__DX__L-230622-w-23-5__11.0__9C__2023-07-24__11.0__9C__129.0__ITS
RLA__seq240412_BRLUV__LP__DX__S-240622-w-16-6__5.0__3C__2023-03-01__5.0__3C__27.0__16S,seq240412_BRLUV,LP__DX__S-240622-w-16-6__5.0__3C__2023-03-01__5.0__3C__27.0__16S
RLA__seq240412_BRLUV__LP__DX__S-240622-w-16-5__5.0__3B__2023-02-28__5.0__3B__15.0__16S,seq240412_BRLUV,LP__DX__S-240622-w-16-5__5.0__3B__2023-02-28__5.0__3B__15.0__16S
RLA__seq240412_BRLUV__LP__DX__S-240622-w-16-4__5.0__3A__2023-02-28__5.0__3A__3.0__16S,seq240412_BRLUV,LP__DX__S-240622-w-16-4__5.0__3A__2023-02-28__5.0__3A__3.0__16S
RLA__seq240412_BRLUV__LP__DX__S-240622-w-16-3__5.0__2H__2023-02-28__5.0__2H__86.0__16S,seq240412_BRLUV,LP__DX__S-240622-w-16-3__5.0__2H__2023-02-28__5.0__2H__86.0__16S
RLA__seq240412_BRLUV__LP__DX__S-240622-w-14-2__5.0__1A__2023-02-28__5.0__1A__1.0__16S,seq240412_BRLUV,LP__DX__S-240622-w-14-2__5.0__1A__2023-02-28__5.0__1A__1.0__16S
RLA__seq240412_BRLUV__LP__DX__S-240622-w-14-3__5.0__1B__2023-02-28__5.0__1B__13.0__16S,seq240412_BRLUV,LP__DX__S-240622-w-14-3__5.0__1B__2023-02-28__5.0__1B__13.0__16S
RLA__seq240412_BRLUV__LP__DX__S-240622-w-14-4__5.0__1C__2023-02-28__5.0__1C__25.0__16S,seq240412_BRLUV,LP__DX__S-240622-w-14-4__5.0__1C__2023-02-28__5.0__1C__25.0__16S
RLA__seq240412_BRLUV__LP__DX__S-240622-w-14-5__5.0__1D__2023-02-28__5.0__1D__37.0__16S,seq240412_BRLUV,LP__DX__S-240622-w-14-5__5.0__1D__2023-02-28__5.0__1D__37.0__16S
RLA__seq240412_BRLUV__LP__DX__S-240622-w-14-6__5.0__1E__2023-02-28__5.0__1E__49.0__16S,seq240412_BRLUV,LP__DX__S-240622-w-14-6__5.0__1E__2023-02-28__5.0__1E__49.0__16S
RLA__seq240412_BRLUV__LP__DX__S-240622-w-14-7__5.0__1F__2023-02-28__5.0__1F__61.0__16S,seq240412_BRLUV,LP__DX__S-240622-w-14-7__5.0__1F__2023-02-28__5.0__1F__61.0__16S
RLA__seq240412_BRLUV__LP__DX__L-230622-w-23-4__11.0__9B__2023-07-24__11.0__9B__117.0__ITS,seq240412_BRLUV,LP__DX__L-230622-w-23-4__11.0__9B__2023-07-24__11.0__9B__117.0__ITS
RLA__seq240412_BRLUV__LP__DX__S-240622-w-15-1__5.0__1G__2023-02-28__5.0__1G__73.0__16S,seq240412_BRLUV,LP__DX__S-240622-w-15-1__5.0__1G__2023-02-28__5.0__1G__73.0__16S
RLA__seq240412_BRLUV__LP__DX__S-240622-w-15-3__5.0__2A__2023-02-28__5.0__2A__2.0__16S,seq240412_BRLUV,LP__DX__S-240622-w-15-3__5.0__2A__2023-02-28__5.0__2A__2.0__16S
RLA__seq240412_BRLUV__LP__DX__S-240622-w-15-4__5.0__2B__2023-02-28__5.0__2B__14.0__16S,seq240412_BRLUV,LP__DX__S-240622-w-15-4__5.0__2B__2023-02-28__5.0__2B__14.0__16S
RLA__seq240412_BRLUV__LP__DX__S-240622-w-15-5__5.0__2C__2023-02-28__5.0__2C__26.0__16S,seq240412_BRLUV,LP__DX__S-240622-w-15-5__5.0__2C__2023-02-28__5.0__2C__26.0__16S
RLA__seq240412_BRLUV__LP__DX__S-240622-w-15-6__5.0__2D__2023-02-28__5.0__2D__38.0__16S,seq240412_BRLUV,LP__DX__S-240622-w-15-6__5.0__2D__2023-02-28__5.0__2D__38.0__16S
RLA__seq240412_BRLUV__LP__DX__S-240622-w-15-7__5.0__2E__2023-02-28__5.0__2E__50.0__16S,seq240412_BRLUV,LP__DX__S-240622-w-15-7__5.0__2E__2023-02-28__5.0__2E__50.0__16S
RLA__seq240412_BRLUV__LP__DX__S-240622-w-16-1__5.0__2F__2023-02-28__5.0__2F__62.0__16S,seq240412_BRLUV,LP__DX__S-240622-w-16-1__5.0__2F__2023-02-28__5.0__2F__62.0__16S
RLA__seq240412_BRLUV__LP__DX__S-240622-w-16-2__5.0__2G__2023-02-28__5.0__2G__74.0__16S,seq240412_BRLUV,LP__DX__S-240622-w-16-2__5.0__2G__2023-02-28__5.0__2G__74.0__16S
RLA__seq240412_BRLUV__LP__DX__S-240622-w-15-2__5.0__1H__2023-02-28__5.0__1H__85.0__16S,seq240412_BRLUV,LP__DX__S-240622-w-15-2__5.0__1H__2023-02-28__5.0__1H__85.0__16S
RLA__seq240412_BRLUV__LP__DX__L-230622-w-17-6__11.0__4B__2023-07-17__11.0__4B__112.0__ITS,seq240412_BRLUV,LP__DX__L-230622-w-17-6__11.0__4B__2023-07-17__11.0__4B__112.0__ITS
RLA__seq240412_BRLUV__LP__DX__L-230622-w-23-3__11.0__9A__2023-07-24__11.0__9A__105.0__ITS,seq240412_BRLUV,LP__DX__L-230622-w-23-3__11.0__9A__2023-07-24__11.0__9A__105.0__ITS
RLA__seq240412_BRLUV__LP__DX__L-230622-w-20-1__11.0__6B__2023-07-20__11.0__6B__114.0__ITS,seq240412_BRLUV,LP__DX__L-230622-w-20-1__11.0__6B__2023-07-20__11.0__6B__114.0__ITS
RLA__seq240412_BRLUV__LP__DX__L-230622-w-19-7__11.0__6A__2023-07-20__11.0__6A__102.0__ITS,seq240412_BRLUV,LP__DX__L-230622-w-19-7__11.0__6A__2023-07-20__11.0__6A__102.0__ITS
RLA__seq240412_BRLUV__LP__DX__L-230622-w-19-6__11.0__5H__2023-07-20__11.0__5H__185.0__ITS,seq240412_BRLUV,LP__DX__L-230622-w-19-6__11.0__5H__2023-07-20__11.0__5H__185.0__ITS
RLA__seq240412_BRLUV__LP__DX__L-230622-w-19-5__11.0__5G__2023-07-20__11.0__5G__173.0__ITS,seq240412_BRLUV,LP__DX__L-230622-w-19-5__11.0__5G__2023-07-20__11.0__5G__173.0__ITS
RLA__seq240412_BRLUV__LP__DX__L-230622-w-19-4__11.0__5F__2023-07-20__11.0__5F__161.0__ITS,seq240412_BRLUV,LP__DX__L-230622-w-19-4__11.0__5F__2023-07-20__11.0__5F__161.0__ITS
RLA__seq240412_BRLUV__LP__DX__L-230622-w-19-3__11.0__5E__2023-07-20__11.0__5E__149.0__ITS,seq240412_BRLUV,LP__DX__L-230622-w-19-3__11.0__5E__2023-07-20__11.0__5E__149.0__ITS
RLA__seq240412_BRLUV__LP__DX__L-230622-w-19-2__11.0__5D__2023-07-20__11.0__5D__137.0__ITS,seq240412_BRLUV,LP__DX__L-230622-w-19-2__11.0__5D__2023-07-20__11.0__5D__137.0__ITS
RLA__seq240412_BRLUV__LP__DX__L-230622-w-19-1__11.0__5C__2023-07-20__11.0__5C__125.0__ITS,seq240412_BRLUV,LP__DX__L-230622-w-19-1__11.0__5C__2023-07-20__11.0__5C__125.0__ITS
RLA__seq240412_BRLUV__LP__DX__L-230622-w-18-7__11.0__5B__2023-07-20__11.0__5B__113.0__ITS,seq240412_BRLUV,LP__DX__L-230622-w-18-7__11.0__5B__2023-07-20__11.0__5B__113.0__ITS
RLA__seq240412_BRLUV__LP__DX__L-230622-w-18-6__11.0__5A__2023-07-20__11.0__5A__101.0__ITS,seq240412_BRLUV,LP__DX__L-230622-w-18-6__11.0__5A__2023-07-20__11.0__5A__101.0__ITS
RLA__seq240412_BRLUV__LP__DX__L-230622-w-18-5__11.0__4H__2023-07-20__11.0__4H__184.0__ITS,seq240412_BRLUV,LP__DX__L-230622-w-18-5__11.0__4H__2023-07-20__11.0__4H__184.0__ITS
RLA__seq240412_BRLUV__LP__DX__L-230622-w-18-4__11.0__4G__2023-07-20__11.0__4G__172.0__ITS,seq240412_BRLUV,LP__DX__L-230622-w-18-4__11.0__4G__2023-07-20__11.0__4G__172.0__ITS
RLA__seq240412_BRLUV__LP__DX__L-230622-w-18-3__11.0__4F__2023-07-17__11.0__4F__160.0__ITS,seq240412_BRLUV,LP__DX__L-230622-w-18-3__11.0__4F__2023-07-17__11.0__4F__160.0__ITS
RLA__seq240412_BRLUV__LP__DX__L-230622-w-18-2__11.0__4E__2023-07-17__11.0__4E__148.0__ITS,seq240412_BRLUV,LP__DX__L-230622-w-18-2__11.0__4E__2023-07-17__11.0__4E__148.0__ITS
RLA__seq240412_BRLUV__LP__DX__L-230622-w-18-1__11.0__4D__2023-07-17__11.0__4D__136.0__ITS,seq240412_BRLUV,LP__DX__L-230622-w-18-1__11.0__4D__2023-07-17__11.0__4D__136.0__ITS
RLA__seq240412_BRLUV__LP__DX__L-230622-w-20-2__11.0__6C__2023-07-20__11.0__6C__126.0__ITS,seq240412_BRLUV,LP__DX__L-230622-w-20-2__11.0__6C__2023-07-20__11.0__6C__126.0__ITS
RLA__seq240412_BRLUV__LP__DX__L-230622-w-20-3__11.0__6D__2023-07-20__11.0__6D__138.0__ITS,seq240412_BRLUV,LP__DX__L-230622-w-20-3__11.0__6D__2023-07-20__11.0__6D__138.0__ITS
RLA__seq240412_BRLUV__LP__DX__L-230622-w-20-4__11.0__6E__2023-07-20__11.0__6E__150.0__ITS,seq240412_BRLUV,LP__DX__L-230622-w-20-4__11.0__6E__2023-07-20__11.0__6E__150.0__ITS
RLA__seq240412_BRLUV__LP__DX__L-230622-w-20-5__11.0__6F__2023-07-20__11.0__6F__162.0__ITS,seq240412_BRLUV,LP__DX__L-230622-w-20-5__11.0__6F__2023-07-20__11.0__6F__162.0__ITS
RLA__seq240412_BRLUV__LP__DX__L-230622-w-22-7__11.0__8F__2023-07-24__11.0__8F__164.0__ITS,seq240412_BRLUV,LP__DX__L-230622-w-22-7__11.0__8F__2023-07-24__11.0__8F__164.0__ITS
RLA__seq240412_BRLUV__LP__DX__L-230622-w-22-6__11.0__8E__2023-07-24__11.0__8E__152.0__ITS,seq240412_BRLUV,LP__DX__L-230622-w-22-6__11.0__8E__2023-07-24__11.0__8E__152.0__ITS
RLA__seq240412_BRLUV__LP__DX__L-230622-w-22-5__11.0__8D__2023-07-24__11.0__8D__140.0__ITS,seq240412_BRLUV,LP__DX__L-230622-w-22-5__11.0__8D__2023-07-24__11.0__8D__140.0__ITS
RLA__seq240412_BRLUV__LP__DX__L-230622-w-22-4__11.0__8C__2023-07-24__11.0__8C__128.0__ITS,seq240412_BRLUV,LP__DX__L-230622-w-22-4__11.0__8C__2023-07-24__11.0__8C__128.0__ITS
RLA__seq240412_BRLUV__LP__DX__L-230622-w-22-3__11.0__8B__2023-07-24__11.0__8B__116.0__ITS,seq240412_BRLUV,LP__DX__L-230622-w-22-3__11.0__8B__2023-07-24__11.0__8B__116.0__ITS
RLA__seq240412_BRLUV__LP__DX__L-230622-w-22-2__11.0__8A__2023-07-24__11.0__8A__104.0__ITS,seq240412_BRLUV,LP__DX__L-230622-w-22-2__11.0__8A__2023-07-24__11.0__8A__104.0__ITS
RLA__seq240412_BRLUV__LP__DX__L-230622-w-22-1__11.0__7H__2023-07-24__11.0__7H__187.0__ITS,seq240412_BRLUV,LP__DX__L-230622-w-22-1__11.0__7H__2023-07-24__11.0__7H__187.0__ITS
