run_ID,seq_sample_ID,forward_fq,reverse_fq
seq260612_DR8PG,A-230622-ITS-c-70-5,DR8PG2-A-230622-ITS-c-70-5_S312_L001_R1_001.fastq.gz,DR8PG2-A-230622-ITS-c-70-5_S312_L001_R2_001.fastq.gz
seq260612_DR8PG,A-230622-ITS-c-70-6,DR8PG2-A-230622-ITS-c-70-6_S313_L001_R1_001.fastq.gz,DR8PG2-A-230622-ITS-c-70-6_S313_L001_R2_001.fastq.gz
seq260612_DR8PG,A-230622-ITS-c-70-7,DR8PG2-A-230622-ITS-c-70-7_S314_L001_R1_001.fastq.gz,DR8PG2-A-230622-ITS-c-70-7_S314_L001_R2_001.fastq.gz
seq260612_DR8PG,A-230622-ITS-c-71-1,DR8PG2-A-230622-ITS-c-71-1_S315_L001_R1_001.fastq.gz,DR8PG2-A-230622-ITS-c-71-1_S315_L001_R2_001.fastq.gz
seq260612_DR8PG,A-230622-ITS-c-71-2,DR8PG2-A-230622-ITS-c-71-2_S316_L001_R1_001.fastq.gz,DR8PG2-A-230622-ITS-c-71-2_S316_L001_R2_001.fastq.gz
seq260612_DR8PG,A-230622-ITS-c-71-3,DR8PG2-A-230622-ITS-c-71-3_S317_L001_R1_001.fastq.gz,DR8PG2-A-230622-ITS-c-71-3_S317_L001_R2_001.fastq.gz
seq260612_DR8PG,A-230622-ITS-c-71-4,DR8PG2-A-230622-ITS-c-71-4_S318_L001_R1_001.fastq.gz,DR8PG2-A-230622-ITS-c-71-4_S318_L001_R2_001.fastq.gz
seq260612_DR8PG,A-230622-ITS-c-71-5,DR8PG2-A-230622-ITS-c-71-5_S319_L001_R1_001.fastq.gz,DR8PG2-A-230622-ITS-c-71-5_S319_L001_R2_001.fastq.gz
seq260612_DR8PG,A-230622-ITS-c-71-6,DR8PG2-A-230622-ITS-c-71-6_S320_L001_R1_001.fastq.gz,DR8PG2-A-230622-ITS-c-71-6_S320_L001_R2_001.fastq.gz
seq260612_DR8PG,T-040723-16S-c-100E-1,DR8PG2-T-040723-16S-c-100E-1_S180_L001_R1_001.fastq.gz,DR8PG2-T-040723-16S-c-100E-1_S180_L001_R2_001.fastq.gz
seq260612_DR8PG,T-040723-16S-c-107E-1,DR8PG2-T-040723-16S-c-107E-1_S181_L001_R1_001.fastq.gz,DR8PG2-T-040723-16S-c-107E-1_S181_L001_R2_001.fastq.gz
seq260612_DR8PG,T-040723-16S-c-10E-1,DR8PG2-T-040723-16S-c-10E-1_S150_L001_R1_001.fastq.gz,DR8PG2-T-040723-16S-c-10E-1_S150_L001_R2_001.fastq.gz
seq260612_DR8PG,T-040723-16S-c-17E-1,DR8PG2-T-040723-16S-c-17E-1_S151_L001_R1_001.fastq.gz,DR8PG2-T-040723-16S-c-17E-1_S151_L001_R2_001.fastq.gz
seq260612_DR8PG,T-040723-16S-c-18E-1,DR8PG2-T-040723-16S-c-18E-1_S152_L001_R1_001.fastq.gz,DR8PG2-T-040723-16S-c-18E-1_S152_L001_R2_001.fastq.gz
seq260612_DR8PG,T-040723-16S-c-22E-1,DR8PG2-T-040723-16S-c-22E-1_S153_L001_R1_001.fastq.gz,DR8PG2-T-040723-16S-c-22E-1_S153_L001_R2_001.fastq.gz
seq260612_DR8PG,T-040723-16S-c-24E-1,DR8PG2-T-040723-16S-c-24E-1_S154_L001_R1_001.fastq.gz,DR8PG2-T-040723-16S-c-24E-1_S154_L001_R2_001.fastq.gz
seq260612_DR8PG,T-040723-16S-c-25E-1,DR8PG2-T-040723-16S-c-25E-1_S155_L001_R1_001.fastq.gz,DR8PG2-T-040723-16S-c-25E-1_S155_L001_R2_001.fastq.gz
seq260612_DR8PG,T-040723-16S-c-26E-1,DR8PG2-T-040723-16S-c-26E-1_S156_L001_R1_001.fastq.gz,DR8PG2-T-040723-16S-c-26E-1_S156_L001_R2_001.fastq.gz
seq260612_DR8PG,T-040723-16S-c-28E-1,DR8PG2-T-040723-16S-c-28E-1_S157_L001_R1_001.fastq.gz,DR8PG2-T-040723-16S-c-28E-1_S157_L001_R2_001.fastq.gz
seq260612_DR8PG,T-040723-16S-c-35E-1,DR8PG2-T-040723-16S-c-35E-1_S158_L001_R1_001.fastq.gz,DR8PG2-T-040723-16S-c-35E-1_S158_L001_R2_001.fastq.gz
seq260612_DR8PG,T-040723-16S-c-37E-1,DR8PG2-T-040723-16S-c-37E-1_S159_L001_R1_001.fastq.gz,DR8PG2-T-040723-16S-c-37E-1_S159_L001_R2_001.fastq.gz
seq260612_DR8PG,T-040723-16S-c-38E-1,DR8PG2-T-040723-16S-c-38E-1_S160_L001_R1_001.fastq.gz,DR8PG2-T-040723-16S-c-38E-1_S160_L001_R2_001.fastq.gz
seq260612_DR8PG,T-040723-16S-c-41E-1,DR8PG2-T-040723-16S-c-41E-1_S161_L001_R1_001.fastq.gz,DR8PG2-T-040723-16S-c-41E-1_S161_L001_R2_001.fastq.gz
seq260612_DR8PG,T-040723-16S-c-44E-1,DR8PG2-T-040723-16S-c-44E-1_S162_L001_R1_001.fastq.gz,DR8PG2-T-040723-16S-c-44E-1_S162_L001_R2_001.fastq.gz
seq260612_DR8PG,T-040723-16S-c-51E-1,DR8PG2-T-040723-16S-c-51E-1_S163_L001_R1_001.fastq.gz,DR8PG2-T-040723-16S-c-51E-1_S163_L001_R2_001.fastq.gz
seq260612_DR8PG,T-040723-16S-c-53E-1,DR8PG2-T-040723-16S-c-53E-1_S164_L001_R1_001.fastq.gz,DR8PG2-T-040723-16S-c-53E-1_S164_L001_R2_001.fastq.gz
seq260612_DR8PG,T-040723-16S-c-55E-1,DR8PG2-T-040723-16S-c-55E-1_S165_L001_R1_001.fastq.gz,DR8PG2-T-040723-16S-c-55E-1_S165_L001_R2_001.fastq.gz
seq260612_DR8PG,T-040723-16S-c-59E-1,DR8PG2-T-040723-16S-c-59E-1_S166_L001_R1_001.fastq.gz,DR8PG2-T-040723-16S-c-59E-1_S166_L001_R2_001.fastq.gz
seq260612_DR8PG,T-040723-16S-c-5E-1,DR8PG2-T-040723-16S-c-5E-1_S148_L001_R1_001.fastq.gz,DR8PG2-T-040723-16S-c-5E-1_S148_L001_R2_001.fastq.gz
seq260612_DR8PG,T-040723-16S-c-61E-1,DR8PG2-T-040723-16S-c-61E-1_S167_L001_R1_001.fastq.gz,DR8PG2-T-040723-16S-c-61E-1_S167_L001_R2_001.fastq.gz
seq260612_DR8PG,T-040723-16S-c-66E-1,DR8PG2-T-040723-16S-c-66E-1_S168_L001_R1_001.fastq.gz,DR8PG2-T-040723-16S-c-66E-1_S168_L001_R2_001.fastq.gz
seq260612_DR8PG,T-040723-16S-c-68E-1,DR8PG2-T-040723-16S-c-68E-1_S169_L001_R1_001.fastq.gz,DR8PG2-T-040723-16S-c-68E-1_S169_L001_R2_001.fastq.gz
seq260612_DR8PG,T-040723-16S-c-72E-1,DR8PG2-T-040723-16S-c-72E-1_S170_L001_R1_001.fastq.gz,DR8PG2-T-040723-16S-c-72E-1_S170_L001_R2_001.fastq.gz
seq260612_DR8PG,T-040723-16S-c-75E-1,DR8PG2-T-040723-16S-c-75E-1_S171_L001_R1_001.fastq.gz,DR8PG2-T-040723-16S-c-75E-1_S171_L001_R2_001.fastq.gz
seq260612_DR8PG,T-040723-16S-c-80E-1,DR8PG2-T-040723-16S-c-80E-1_S172_L001_R1_001.fastq.gz,DR8PG2-T-040723-16S-c-80E-1_S172_L001_R2_001.fastq.gz
seq260612_DR8PG,T-040723-16S-c-81E-1,DR8PG2-T-040723-16S-c-81E-1_S173_L001_R1_001.fastq.gz,DR8PG2-T-040723-16S-c-81E-1_S173_L001_R2_001.fastq.gz
seq260612_DR8PG,T-040723-16S-c-82E-1,DR8PG2-T-040723-16S-c-82E-1_S174_L001_R1_001.fastq.gz,DR8PG2-T-040723-16S-c-82E-1_S174_L001_R2_001.fastq.gz
seq260612_DR8PG,T-040723-16S-c-87E-1,DR8PG2-T-040723-16S-c-87E-1_S175_L001_R1_001.fastq.gz,DR8PG2-T-040723-16S-c-87E-1_S175_L001_R2_001.fastq.gz
seq260612_DR8PG,T-040723-16S-c-88E-1,DR8PG2-T-040723-16S-c-88E-1_S176_L001_R1_001.fastq.gz,DR8PG2-T-040723-16S-c-88E-1_S176_L001_R2_001.fastq.gz
seq260612_DR8PG,T-040723-16S-c-89E-1,DR8PG2-T-040723-16S-c-89E-1_S177_L001_R1_001.fastq.gz,DR8PG2-T-040723-16S-c-89E-1_S177_L001_R2_001.fastq.gz
seq260612_DR8PG,T-040723-16S-c-91E-1,DR8PG2-T-040723-16S-c-91E-1_S178_L001_R1_001.fastq.gz,DR8PG2-T-040723-16S-c-91E-1_S178_L001_R2_001.fastq.gz
seq260612_DR8PG,T-040723-16S-c-98E-1,DR8PG2-T-040723-16S-c-98E-1_S179_L001_R1_001.fastq.gz,DR8PG2-T-040723-16S-c-98E-1_S179_L001_R2_001.fastq.gz
seq260612_DR8PG,T-040723-16S-c-9E-1,DR8PG2-T-040723-16S-c-9E-1_S149_L001_R1_001.fastq.gz,DR8PG2-T-040723-16S-c-9E-1_S149_L001_R2_001.fastq.gz
seq260612_DR8PG,T-060623-ITS-c-100B-1,DR8PG2-T-060623-ITS-c-100B-1_S73_L001_R1_001.fastq.gz,DR8PG2-T-060623-ITS-c-100B-1_S73_L001_R2_001.fastq.gz
seq260612_DR8PG,T-060623-ITS-c-104B-1,DR8PG2-T-060623-ITS-c-104B-1_S74_L001_R1_001.fastq.gz,DR8PG2-T-060623-ITS-c-104B-1_S74_L001_R2_001.fastq.gz
seq260612_DR8PG,T-060623-ITS-c-107B-1,DR8PG2-T-060623-ITS-c-107B-1_S75_L001_R1_001.fastq.gz,DR8PG2-T-060623-ITS-c-107B-1_S75_L001_R2_001.fastq.gz
seq260612_DR8PG,T-060623-ITS-c-10B-1,DR8PG2-T-060623-ITS-c-10B-1_S44_L001_R1_001.fastq.gz,DR8PG2-T-060623-ITS-c-10B-1_S44_L001_R2_001.fastq.gz
seq260612_DR8PG,T-060623-ITS-c-17B-1,DR8PG2-T-060623-ITS-c-17B-1_S45_L001_R1_001.fastq.gz,DR8PG2-T-060623-ITS-c-17B-1_S45_L001_R2_001.fastq.gz
seq260612_DR8PG,T-060623-ITS-c-18B-1,DR8PG2-T-060623-ITS-c-18B-1_S46_L001_R1_001.fastq.gz,DR8PG2-T-060623-ITS-c-18B-1_S46_L001_R2_001.fastq.gz
seq260612_DR8PG,T-060623-ITS-c-22B-1,DR8PG2-T-060623-ITS-c-22B-1_S47_L001_R1_001.fastq.gz,DR8PG2-T-060623-ITS-c-22B-1_S47_L001_R2_001.fastq.gz
seq260612_DR8PG,T-060623-ITS-c-24B-1,DR8PG2-T-060623-ITS-c-24B-1_S48_L001_R1_001.fastq.gz,DR8PG2-T-060623-ITS-c-24B-1_S48_L001_R2_001.fastq.gz
seq260612_DR8PG,T-060623-ITS-c-25B-1,DR8PG2-T-060623-ITS-c-25B-1_S49_L001_R1_001.fastq.gz,DR8PG2-T-060623-ITS-c-25B-1_S49_L001_R2_001.fastq.gz
seq260612_DR8PG,T-060623-ITS-c-26B-1,DR8PG2-T-060623-ITS-c-26B-1_S50_L001_R1_001.fastq.gz,DR8PG2-T-060623-ITS-c-26B-1_S50_L001_R2_001.fastq.gz
seq260612_DR8PG,T-060623-ITS-c-28B-1,DR8PG2-T-060623-ITS-c-28B-1_S51_L001_R1_001.fastq.gz,DR8PG2-T-060623-ITS-c-28B-1_S51_L001_R2_001.fastq.gz
seq260612_DR8PG,T-060623-ITS-c-35B-1,DR8PG2-T-060623-ITS-c-35B-1_S52_L001_R1_001.fastq.gz,DR8PG2-T-060623-ITS-c-35B-1_S52_L001_R2_001.fastq.gz
seq260612_DR8PG,T-060623-ITS-c-37B-1,DR8PG2-T-060623-ITS-c-37B-1_S53_L001_R1_001.fastq.gz,DR8PG2-T-060623-ITS-c-37B-1_S53_L001_R2_001.fastq.gz
seq260612_DR8PG,T-060623-ITS-c-38B-1,DR8PG2-T-060623-ITS-c-38B-1_S54_L001_R1_001.fastq.gz,DR8PG2-T-060623-ITS-c-38B-1_S54_L001_R2_001.fastq.gz
seq260612_DR8PG,T-060623-ITS-c-3B-1,DR8PG2-T-060623-ITS-c-3B-1_S41_L001_R1_001.fastq.gz,DR8PG2-T-060623-ITS-c-3B-1_S41_L001_R2_001.fastq.gz
seq260612_DR8PG,T-060623-ITS-c-41B-1,DR8PG2-T-060623-ITS-c-41B-1_S55_L001_R1_001.fastq.gz,DR8PG2-T-060623-ITS-c-41B-1_S55_L001_R2_001.fastq.gz
seq260612_DR8PG,T-060623-ITS-c-44B-1,DR8PG2-T-060623-ITS-c-44B-1_S56_L001_R1_001.fastq.gz,DR8PG2-T-060623-ITS-c-44B-1_S56_L001_R2_001.fastq.gz
seq260612_DR8PG,T-060623-ITS-c-51B-1,DR8PG2-T-060623-ITS-c-51B-1_S57_L001_R1_001.fastq.gz,DR8PG2-T-060623-ITS-c-51B-1_S57_L001_R2_001.fastq.gz
seq260612_DR8PG,T-060623-ITS-c-53B-1,DR8PG2-T-060623-ITS-c-53B-1_S58_L001_R1_001.fastq.gz,DR8PG2-T-060623-ITS-c-53B-1_S58_L001_R2_001.fastq.gz
seq260612_DR8PG,T-060623-ITS-c-55B-1,DR8PG2-T-060623-ITS-c-55B-1_S59_L001_R1_001.fastq.gz,DR8PG2-T-060623-ITS-c-55B-1_S59_L001_R2_001.fastq.gz
seq260612_DR8PG,T-060623-ITS-c-59B-1,DR8PG2-T-060623-ITS-c-59B-1_S60_L001_R1_001.fastq.gz,DR8PG2-T-060623-ITS-c-59B-1_S60_L001_R2_001.fastq.gz
seq260612_DR8PG,T-060623-ITS-c-5B-1,DR8PG2-T-060623-ITS-c-5B-1_S42_L001_R1_001.fastq.gz,DR8PG2-T-060623-ITS-c-5B-1_S42_L001_R2_001.fastq.gz
seq260612_DR8PG,T-060623-ITS-c-61B-1,DR8PG2-T-060623-ITS-c-61B-1_S61_L001_R1_001.fastq.gz,DR8PG2-T-060623-ITS-c-61B-1_S61_L001_R2_001.fastq.gz
seq260612_DR8PG,T-060623-ITS-c-66B-1,DR8PG2-T-060623-ITS-c-66B-1_S62_L001_R1_001.fastq.gz,DR8PG2-T-060623-ITS-c-66B-1_S62_L001_R2_001.fastq.gz
seq260612_DR8PG,T-060623-ITS-c-72B-1,DR8PG2-T-060623-ITS-c-72B-1_S63_L001_R1_001.fastq.gz,DR8PG2-T-060623-ITS-c-72B-1_S63_L001_R2_001.fastq.gz
seq260612_DR8PG,T-060623-ITS-c-75B-1,DR8PG2-T-060623-ITS-c-75B-1_S64_L001_R1_001.fastq.gz,DR8PG2-T-060623-ITS-c-75B-1_S64_L001_R2_001.fastq.gz
seq260612_DR8PG,T-060623-ITS-c-80B-1,DR8PG2-T-060623-ITS-c-80B-1_S65_L001_R1_001.fastq.gz,DR8PG2-T-060623-ITS-c-80B-1_S65_L001_R2_001.fastq.gz
seq260612_DR8PG,T-060623-ITS-c-81B-1,DR8PG2-T-060623-ITS-c-81B-1_S66_L001_R1_001.fastq.gz,DR8PG2-T-060623-ITS-c-81B-1_S66_L001_R2_001.fastq.gz
seq260612_DR8PG,T-060623-ITS-c-82B-1,DR8PG2-T-060623-ITS-c-82B-1_S67_L001_R1_001.fastq.gz,DR8PG2-T-060623-ITS-c-82B-1_S67_L001_R2_001.fastq.gz
seq260612_DR8PG,T-060623-ITS-c-87B-1,DR8PG2-T-060623-ITS-c-87B-1_S68_L001_R1_001.fastq.gz,DR8PG2-T-060623-ITS-c-87B-1_S68_L001_R2_001.fastq.gz
seq260612_DR8PG,T-060623-ITS-c-88B-1,DR8PG2-T-060623-ITS-c-88B-1_S69_L001_R1_001.fastq.gz,DR8PG2-T-060623-ITS-c-88B-1_S69_L001_R2_001.fastq.gz
seq260612_DR8PG,T-060623-ITS-c-89B-1,DR8PG2-T-060623-ITS-c-89B-1_S70_L001_R1_001.fastq.gz,DR8PG2-T-060623-ITS-c-89B-1_S70_L001_R2_001.fastq.gz
seq260612_DR8PG,T-060623-ITS-c-91B-1,DR8PG2-T-060623-ITS-c-91B-1_S71_L001_R1_001.fastq.gz,DR8PG2-T-060623-ITS-c-91B-1_S71_L001_R2_001.fastq.gz
seq260612_DR8PG,T-060623-ITS-c-98B-1,DR8PG2-T-060623-ITS-c-98B-1_S72_L001_R1_001.fastq.gz,DR8PG2-T-060623-ITS-c-98B-1_S72_L001_R2_001.fastq.gz
seq260612_DR8PG,T-060623-ITS-c-9B-1,DR8PG2-T-060623-ITS-c-9B-1_S43_L001_R1_001.fastq.gz,DR8PG2-T-060623-ITS-c-9B-1_S43_L001_R2_001.fastq.gz
seq260612_DR8PG,T-110723-16S-c-100F-1,DR8PG2-T-110723-16S-c-100F-1_S216_L001_R1_001.fastq.gz,DR8PG2-T-110723-16S-c-100F-1_S216_L001_R2_001.fastq.gz
seq260612_DR8PG,T-110723-16S-c-104F-1,DR8PG2-T-110723-16S-c-104F-1_S217_L001_R1_001.fastq.gz,DR8PG2-T-110723-16S-c-104F-1_S217_L001_R2_001.fastq.gz
seq260612_DR8PG,T-110723-16S-c-107F-1,DR8PG2-T-110723-16S-c-107F-1_S218_L001_R1_001.fastq.gz,DR8PG2-T-110723-16S-c-107F-1_S218_L001_R2_001.fastq.gz
seq260612_DR8PG,T-110723-16S-c-10F-1,DR8PG2-T-110723-16S-c-10F-1_S187_L001_R1_001.fastq.gz,DR8PG2-T-110723-16S-c-10F-1_S187_L001_R2_001.fastq.gz
seq260612_DR8PG,T-110723-16S-c-17F-1,DR8PG2-T-110723-16S-c-17F-1_S188_L001_R1_001.fastq.gz,DR8PG2-T-110723-16S-c-17F-1_S188_L001_R2_001.fastq.gz
seq260612_DR8PG,T-110723-16S-c-18F-1,DR8PG2-T-110723-16S-c-18F-1_S189_L001_R1_001.fastq.gz,DR8PG2-T-110723-16S-c-18F-1_S189_L001_R2_001.fastq.gz
seq260612_DR8PG,T-110723-16S-c-22F-1,DR8PG2-T-110723-16S-c-22F-1_S190_L001_R1_001.fastq.gz,DR8PG2-T-110723-16S-c-22F-1_S190_L001_R2_001.fastq.gz
seq260612_DR8PG,T-110723-16S-c-24F-1,DR8PG2-T-110723-16S-c-24F-1_S191_L001_R1_001.fastq.gz,DR8PG2-T-110723-16S-c-24F-1_S191_L001_R2_001.fastq.gz
seq260612_DR8PG,T-110723-16S-c-26F-1,DR8PG2-T-110723-16S-c-26F-1_S192_L001_R1_001.fastq.gz,DR8PG2-T-110723-16S-c-26F-1_S192_L001_R2_001.fastq.gz
seq260612_DR8PG,T-110723-16S-c-28F-1,DR8PG2-T-110723-16S-c-28F-1_S193_L001_R1_001.fastq.gz,DR8PG2-T-110723-16S-c-28F-1_S193_L001_R2_001.fastq.gz
seq260612_DR8PG,T-110723-16S-c-35F-1,DR8PG2-T-110723-16S-c-35F-1_S194_L001_R1_001.fastq.gz,DR8PG2-T-110723-16S-c-35F-1_S194_L001_R2_001.fastq.gz
seq260612_DR8PG,T-110723-16S-c-37F-1,DR8PG2-T-110723-16S-c-37F-1_S195_L001_R1_001.fastq.gz,DR8PG2-T-110723-16S-c-37F-1_S195_L001_R2_001.fastq.gz
seq260612_DR8PG,T-110723-16S-c-38F-1,DR8PG2-T-110723-16S-c-38F-1_S196_L001_R1_001.fastq.gz,DR8PG2-T-110723-16S-c-38F-1_S196_L001_R2_001.fastq.gz
seq260612_DR8PG,T-110723-16S-c-3F-1,DR8PG2-T-110723-16S-c-3F-1_S182_L001_R1_001.fastq.gz,DR8PG2-T-110723-16S-c-3F-1_S182_L001_R2_001.fastq.gz
seq260612_DR8PG,T-110723-16S-c-41F-1,DR8PG2-T-110723-16S-c-41F-1_S197_L001_R1_001.fastq.gz,DR8PG2-T-110723-16S-c-41F-1_S197_L001_R2_001.fastq.gz
seq260612_DR8PG,T-110723-16S-c-44F-1,DR8PG2-T-110723-16S-c-44F-1_S198_L001_R1_001.fastq.gz,DR8PG2-T-110723-16S-c-44F-1_S198_L001_R2_001.fastq.gz
seq260612_DR8PG,T-110723-16S-c-51F-1,DR8PG2-T-110723-16S-c-51F-1_S199_L001_R1_001.fastq.gz,DR8PG2-T-110723-16S-c-51F-1_S199_L001_R2_001.fastq.gz
seq260612_DR8PG,T-110723-16S-c-53F-1,DR8PG2-T-110723-16S-c-53F-1_S200_L001_R1_001.fastq.gz,DR8PG2-T-110723-16S-c-53F-1_S200_L001_R2_001.fastq.gz
seq260612_DR8PG,T-110723-16S-c-55F-1,DR8PG2-T-110723-16S-c-55F-1_S201_L001_R1_001.fastq.gz,DR8PG2-T-110723-16S-c-55F-1_S201_L001_R2_001.fastq.gz
seq260612_DR8PG,T-110723-16S-c-59F-1,DR8PG2-T-110723-16S-c-59F-1_S202_L001_R1_001.fastq.gz,DR8PG2-T-110723-16S-c-59F-1_S202_L001_R2_001.fastq.gz
seq260612_DR8PG,T-110723-16S-c-5F-1,DR8PG2-T-110723-16S-c-5F-1_S183_L001_R1_001.fastq.gz,DR8PG2-T-110723-16S-c-5F-1_S183_L001_R2_001.fastq.gz
seq260612_DR8PG,T-110723-16S-c-61F-1,DR8PG2-T-110723-16S-c-61F-1_S203_L001_R1_001.fastq.gz,DR8PG2-T-110723-16S-c-61F-1_S203_L001_R2_001.fastq.gz
seq260612_DR8PG,T-110723-16S-c-66F-1,DR8PG2-T-110723-16S-c-66F-1_S204_L001_R1_001.fastq.gz,DR8PG2-T-110723-16S-c-66F-1_S204_L001_R2_001.fastq.gz
seq260612_DR8PG,T-110723-16S-c-68F-1,DR8PG2-T-110723-16S-c-68F-1_S205_L001_R1_001.fastq.gz,DR8PG2-T-110723-16S-c-68F-1_S205_L001_R2_001.fastq.gz
seq260612_DR8PG,T-110723-16S-c-72F-1,DR8PG2-T-110723-16S-c-72F-1_S206_L001_R1_001.fastq.gz,DR8PG2-T-110723-16S-c-72F-1_S206_L001_R2_001.fastq.gz
seq260612_DR8PG,T-110723-16S-c-75F-1,DR8PG2-T-110723-16S-c-75F-1_S207_L001_R1_001.fastq.gz,DR8PG2-T-110723-16S-c-75F-1_S207_L001_R2_001.fastq.gz
seq260612_DR8PG,T-110723-16S-c-80F-1,DR8PG2-T-110723-16S-c-80F-1_S208_L001_R1_001.fastq.gz,DR8PG2-T-110723-16S-c-80F-1_S208_L001_R2_001.fastq.gz
seq260612_DR8PG,T-110723-16S-c-81F-1,DR8PG2-T-110723-16S-c-81F-1_S209_L001_R1_001.fastq.gz,DR8PG2-T-110723-16S-c-81F-1_S209_L001_R2_001.fastq.gz
seq260612_DR8PG,T-110723-16S-c-82F-1,DR8PG2-T-110723-16S-c-82F-1_S210_L001_R1_001.fastq.gz,DR8PG2-T-110723-16S-c-82F-1_S210_L001_R2_001.fastq.gz
seq260612_DR8PG,T-110723-16S-c-87F-1,DR8PG2-T-110723-16S-c-87F-1_S211_L001_R1_001.fastq.gz,DR8PG2-T-110723-16S-c-87F-1_S211_L001_R2_001.fastq.gz
seq260612_DR8PG,T-110723-16S-c-88F-1,DR8PG2-T-110723-16S-c-88F-1_S212_L001_R1_001.fastq.gz,DR8PG2-T-110723-16S-c-88F-1_S212_L001_R2_001.fastq.gz
seq260612_DR8PG,T-110723-16S-c-89F-1,DR8PG2-T-110723-16S-c-89F-1_S213_L001_R1_001.fastq.gz,DR8PG2-T-110723-16S-c-89F-1_S213_L001_R2_001.fastq.gz
seq260612_DR8PG,T-110723-16S-c-91F-1,DR8PG2-T-110723-16S-c-91F-1_S214_L001_R1_001.fastq.gz,DR8PG2-T-110723-16S-c-91F-1_S214_L001_R2_001.fastq.gz
seq260612_DR8PG,T-110723-16S-c-98F-1,DR8PG2-T-110723-16S-c-98F-1_S215_L001_R1_001.fastq.gz,DR8PG2-T-110723-16S-c-98F-1_S215_L001_R2_001.fastq.gz
seq260612_DR8PG,T-110723-16S-c-9F-1,DR8PG2-T-110723-16S-c-9F-1_S184_L001_R1_001.fastq.gz,DR8PG2-T-110723-16S-c-9F-1_S184_L001_R2_001.fastq.gz
seq260612_DR8PG,T-110723-ITS-s-61G,DR8PG2-T-110723-ITS-s-61G_S272_L001_R1_001.fastq.gz,DR8PG2-T-110723-ITS-s-61G_S272_L001_R2_001.fastq.gz
seq260612_DR8PG,T-110723-ITS-s-66G,DR8PG2-T-110723-ITS-s-66G_S273_L001_R1_001.fastq.gz,DR8PG2-T-110723-ITS-s-66G_S273_L001_R2_001.fastq.gz
seq260612_DR8PG,T-130623-16S-c-100C-1,DR8PG2-T-130623-16S-c-100C-1_S111_L001_R1_001.fastq.gz,DR8PG2-T-130623-16S-c-100C-1_S111_L001_R2_001.fastq.gz
seq260612_DR8PG,T-130623-16S-c-104C-1,DR8PG2-T-130623-16S-c-104C-1_S112_L001_R1_001.fastq.gz,DR8PG2-T-130623-16S-c-104C-1_S112_L001_R2_001.fastq.gz
seq260612_DR8PG,T-130623-16S-c-107C-1,DR8PG2-T-130623-16S-c-107C-1_S113_L001_R1_001.fastq.gz,DR8PG2-T-130623-16S-c-107C-1_S113_L001_R2_001.fastq.gz
seq260612_DR8PG,T-130623-16S-c-53C-1,DR8PG2-T-130623-16S-c-53C-1_S95_L001_R1_001.fastq.gz,DR8PG2-T-130623-16S-c-53C-1_S95_L001_R2_001.fastq.gz
seq260612_DR8PG,T-130623-16S-c-55C-1,DR8PG2-T-130623-16S-c-55C-1_S96_L001_R1_001.fastq.gz,DR8PG2-T-130623-16S-c-55C-1_S96_L001_R2_001.fastq.gz
seq260612_DR8PG,T-130623-16S-c-59C-1,DR8PG2-T-130623-16S-c-59C-1_S97_L001_R1_001.fastq.gz,DR8PG2-T-130623-16S-c-59C-1_S97_L001_R2_001.fastq.gz
seq260612_DR8PG,T-130623-16S-c-61C-1,DR8PG2-T-130623-16S-c-61C-1_S98_L001_R1_001.fastq.gz,DR8PG2-T-130623-16S-c-61C-1_S98_L001_R2_001.fastq.gz
seq260612_DR8PG,T-130623-16S-c-66C-1,DR8PG2-T-130623-16S-c-66C-1_S99_L001_R1_001.fastq.gz,DR8PG2-T-130623-16S-c-66C-1_S99_L001_R2_001.fastq.gz
seq260612_DR8PG,T-130623-16S-c-68C-1,DR8PG2-T-130623-16S-c-68C-1_S100_L001_R1_001.fastq.gz,DR8PG2-T-130623-16S-c-68C-1_S100_L001_R2_001.fastq.gz
seq260612_DR8PG,T-130623-16S-c-72C-1,DR8PG2-T-130623-16S-c-72C-1_S101_L001_R1_001.fastq.gz,DR8PG2-T-130623-16S-c-72C-1_S101_L001_R2_001.fastq.gz
seq260612_DR8PG,T-130623-16S-c-75C-1,DR8PG2-T-130623-16S-c-75C-1_S102_L001_R1_001.fastq.gz,DR8PG2-T-130623-16S-c-75C-1_S102_L001_R2_001.fastq.gz
seq260612_DR8PG,T-130623-16S-c-80C-1,DR8PG2-T-130623-16S-c-80C-1_S103_L001_R1_001.fastq.gz,DR8PG2-T-130623-16S-c-80C-1_S103_L001_R2_001.fastq.gz
seq260612_DR8PG,T-130623-16S-c-81C-1,DR8PG2-T-130623-16S-c-81C-1_S104_L001_R1_001.fastq.gz,DR8PG2-T-130623-16S-c-81C-1_S104_L001_R2_001.fastq.gz
seq260612_DR8PG,T-130623-16S-c-82C-1,DR8PG2-T-130623-16S-c-82C-1_S105_L001_R1_001.fastq.gz,DR8PG2-T-130623-16S-c-82C-1_S105_L001_R2_001.fastq.gz
seq260612_DR8PG,T-130623-16S-c-87C-1,DR8PG2-T-130623-16S-c-87C-1_S106_L001_R1_001.fastq.gz,DR8PG2-T-130623-16S-c-87C-1_S106_L001_R2_001.fastq.gz
