Path,Reads,read_name
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-140622-s-3C_S21_L003_R1_001.fastq.gz,12731120,R-140622-s-3C_S21_L003_R1_001.fastq.gz
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-140622-s-3C_S21_L003_R2_001.fastq.gz,12731120,R-140622-s-3C_S21_L003_R2_001.fastq.gz
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-140622-s-3C_S21_L004_R1_001.fastq.gz,12954264,R-140622-s-3C_S21_L004_R1_001.fastq.gz
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-140622-s-3C_S21_L004_R2_001.fastq.gz,12954264,R-140622-s-3C_S21_L004_R2_001.fastq.gz
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-140622-s-4C_S30_L001_R1_001.fastq.gz,6112600,R-140622-s-4C_S30_L001_R1_001.fastq.gz
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-140622-s-4C_S30_L001_R2_001.fastq.gz,6112600,R-140622-s-4C_S30_L001_R2_001.fastq.gz
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-140622-s-4C_S30_L002_R1_001.fastq.gz,6029171,R-140622-s-4C_S30_L002_R1_001.fastq.gz
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-140622-s-4C_S30_L002_R2_001.fastq.gz,6029171,R-140622-s-4C_S30_L002_R2_001.fastq.gz
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-140622-s-4C_S30_L003_R1_001.fastq.gz,5872905,R-140622-s-4C_S30_L003_R1_001.fastq.gz
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-140622-s-4C_S30_L003_R2_001.fastq.gz,5872905,R-140622-s-4C_S30_L003_R2_001.fastq.gz
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-140622-s-4C_S30_L004_R1_001.fastq.gz,5780575,R-140622-s-4C_S30_L004_R1_001.fastq.gz
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-140622-s-4C_S30_L004_R2_001.fastq.gz,5780575,R-140622-s-4C_S30_L004_R2_001.fastq.gz
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-140622-s-5C_S39_L001_R1_001.fastq.gz,9254992,R-140622-s-5C_S39_L001_R1_001.fastq.gz
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-140622-s-5C_S39_L001_R2_001.fastq.gz,9254992,R-140622-s-5C_S39_L001_R2_001.fastq.gz
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-140622-s-5C_S39_L002_R1_001.fastq.gz,9051005,R-140622-s-5C_S39_L002_R1_001.fastq.gz
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-140622-s-5C_S39_L002_R2_001.fastq.gz,9051005,R-140622-s-5C_S39_L002_R2_001.fastq.gz
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-140622-s-5C_S39_L003_R1_001.fastq.gz,8800248,R-140622-s-5C_S39_L003_R1_001.fastq.gz
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-140622-s-5C_S39_L003_R2_001.fastq.gz,8800248,R-140622-s-5C_S39_L003_R2_001.fastq.gz
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-140622-s-5C_S39_L004_R1_001.fastq.gz,8641104,R-140622-s-5C_S39_L004_R1_001.fastq.gz
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-140622-s-5C_S39_L004_R2_001.fastq.gz,8641104,R-140622-s-5C_S39_L004_R2_001.fastq.gz
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-140622-s-6C_S48_L001_R1_001.fastq.gz,6426883,R-140622-s-6C_S48_L001_R1_001.fastq.gz
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-140622-s-6C_S48_L001_R2_001.fastq.gz,6426883,R-140622-s-6C_S48_L001_R2_001.fastq.gz
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-140622-s-6C_S48_L002_R1_001.fastq.gz,6444438,R-140622-s-6C_S48_L002_R1_001.fastq.gz
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-140622-s-6C_S48_L002_R2_001.fastq.gz,6444438,R-140622-s-6C_S48_L002_R2_001.fastq.gz
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-140622-s-6C_S48_L003_R1_001.fastq.gz,6571197,R-140622-s-6C_S48_L003_R1_001.fastq.gz
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-140622-s-6C_S48_L003_R2_001.fastq.gz,6571197,R-140622-s-6C_S48_L003_R2_001.fastq.gz
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-140622-s-6C_S48_L004_R1_001.fastq.gz,6595717,R-140622-s-6C_S48_L004_R1_001.fastq.gz
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-140622-s-6C_S48_L004_R2_001.fastq.gz,6595717,R-140622-s-6C_S48_L004_R2_001.fastq.gz
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-140622-s-7C_S57_L001_R1_001.fastq.gz,4960290,R-140622-s-7C_S57_L001_R1_001.fastq.gz
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-140622-s-7C_S57_L001_R2_001.fastq.gz,4960290,R-140622-s-7C_S57_L001_R2_001.fastq.gz
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-140622-s-7C_S57_L002_R1_001.fastq.gz,4864770,R-140622-s-7C_S57_L002_R1_001.fastq.gz
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-140622-s-7C_S57_L002_R2_001.fastq.gz,4864770,R-140622-s-7C_S57_L002_R2_001.fastq.gz
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-140622-s-7C_S57_L003_R1_001.fastq.gz,4879180,R-140622-s-7C_S57_L003_R1_001.fastq.gz
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-140622-s-7C_S57_L003_R2_001.fastq.gz,4879180,R-140622-s-7C_S57_L003_R2_001.fastq.gz
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-140622-s-7C_S57_L004_R1_001.fastq.gz,4833534,R-140622-s-7C_S57_L004_R1_001.fastq.gz
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-140622-s-7C_S57_L004_R2_001.fastq.gz,4833534,R-140622-s-7C_S57_L004_R2_001.fastq.gz
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-140622-s-8C_S66_L001_R1_001.fastq.gz,4343687,R-140622-s-8C_S66_L001_R1_001.fastq.gz
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-140622-s-8C_S66_L001_R2_001.fastq.gz,4343687,R-140622-s-8C_S66_L001_R2_001.fastq.gz
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-140622-s-8C_S66_L002_R1_001.fastq.gz,4446192,R-140622-s-8C_S66_L002_R1_001.fastq.gz
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-140622-s-8C_S66_L002_R2_001.fastq.gz,4446192,R-140622-s-8C_S66_L002_R2_001.fastq.gz
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-140622-s-8C_S66_L003_R1_001.fastq.gz,4512644,R-140622-s-8C_S66_L003_R1_001.fastq.gz
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-140622-s-8C_S66_L003_R2_001.fastq.gz,4512644,R-140622-s-8C_S66_L003_R2_001.fastq.gz
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-140622-s-8C_S66_L004_R1_001.fastq.gz,4541643,R-140622-s-8C_S66_L004_R1_001.fastq.gz
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-140622-s-8C_S66_L004_R2_001.fastq.gz,4541643,R-140622-s-8C_S66_L004_R2_001.fastq.gz
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-140622-s-9C_S75_L001_R1_001.fastq.gz,19541873,R-140622-s-9C_S75_L001_R1_001.fastq.gz
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-140622-s-9C_S75_L001_R2_001.fastq.gz,19541873,R-140622-s-9C_S75_L001_R2_001.fastq.gz
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-140622-s-9C_S75_L002_R1_001.fastq.gz,19373652,R-140622-s-9C_S75_L002_R1_001.fastq.gz
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-140622-s-9C_S75_L002_R2_001.fastq.gz,19373652,R-140622-s-9C_S75_L002_R2_001.fastq.gz
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-140622-s-9C_S75_L003_R1_001.fastq.gz,19462990,R-140622-s-9C_S75_L003_R1_001.fastq.gz
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-140622-s-9C_S75_L003_R2_001.fastq.gz,19462990,R-140622-s-9C_S75_L003_R2_001.fastq.gz
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-140622-s-9C_S75_L004_R1_001.fastq.gz,19302916,R-140622-s-9C_S75_L004_R1_001.fastq.gz
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-140622-s-9C_S75_L004_R2_001.fastq.gz,19302916,R-140622-s-9C_S75_L004_R2_001.fastq.gz
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-140722-s-10I_S89_L001_R1_001.fastq.gz,1088563,R-140722-s-10I_S89_L001_R1_001.fastq.gz
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-140722-s-10I_S89_L001_R2_001.fastq.gz,1088563,R-140722-s-10I_S89_L001_R2_001.fastq.gz
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-140722-s-10I_S89_L002_R1_001.fastq.gz,1206048,R-140722-s-10I_S89_L002_R1_001.fastq.gz
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-140722-s-10I_S89_L002_R2_001.fastq.gz,1206048,R-140722-s-10I_S89_L002_R2_001.fastq.gz
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-140722-s-10I_S89_L003_R1_001.fastq.gz,1266639,R-140722-s-10I_S89_L003_R1_001.fastq.gz
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-140722-s-10I_S89_L003_R2_001.fastq.gz,1266639,R-140722-s-10I_S89_L003_R2_001.fastq.gz
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-140722-s-10I_S89_L004_R1_001.fastq.gz,1352907,R-140722-s-10I_S89_L004_R1_001.fastq.gz
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-140722-s-10I_S89_L004_R2_001.fastq.gz,1352907,R-140722-s-10I_S89_L004_R2_001.fastq.gz
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-140722-s-11I_S98_L001_R1_001.fastq.gz,3845221,R-140722-s-11I_S98_L001_R1_001.fastq.gz
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-140722-s-11I_S98_L001_R2_001.fastq.gz,3845221,R-140722-s-11I_S98_L001_R2_001.fastq.gz
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-140722-s-11I_S98_L002_R1_001.fastq.gz,4111925,R-140722-s-11I_S98_L002_R1_001.fastq.gz
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-140722-s-11I_S98_L002_R2_001.fastq.gz,4111925,R-140722-s-11I_S98_L002_R2_001.fastq.gz
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-140722-s-11I_S98_L003_R1_001.fastq.gz,4332244,R-140722-s-11I_S98_L003_R1_001.fastq.gz
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-140722-s-11I_S98_L003_R2_001.fastq.gz,4332244,R-140722-s-11I_S98_L003_R2_001.fastq.gz
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-140722-s-11I_S98_L004_R1_001.fastq.gz,4486644,R-140722-s-11I_S98_L004_R1_001.fastq.gz
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-140722-s-11I_S98_L004_R2_001.fastq.gz,4486644,R-140722-s-11I_S98_L004_R2_001.fastq.gz
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-140722-s-12I_S107_L001_R1_001.fastq.gz,4586088,R-140722-s-12I_S107_L001_R1_001.fastq.gz
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-140722-s-12I_S107_L001_R2_001.fastq.gz,4586088,R-140722-s-12I_S107_L001_R2_001.fastq.gz
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-140722-s-12I_S107_L002_R1_001.fastq.gz,4744234,R-140722-s-12I_S107_L002_R1_001.fastq.gz
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-140722-s-12I_S107_L002_R2_001.fastq.gz,4744234,R-140722-s-12I_S107_L002_R2_001.fastq.gz
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-140722-s-12I_S107_L003_R1_001.fastq.gz,4930987,R-140722-s-12I_S107_L003_R1_001.fastq.gz
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-140722-s-12I_S107_L003_R2_001.fastq.gz,4930987,R-140722-s-12I_S107_L003_R2_001.fastq.gz
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-140722-s-12I_S107_L004_R1_001.fastq.gz,5030751,R-140722-s-12I_S107_L004_R1_001.fastq.gz
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-140722-s-12I_S107_L004_R2_001.fastq.gz,5030751,R-140722-s-12I_S107_L004_R2_001.fastq.gz
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-140722-s-13I_S116_L001_R1_001.fastq.gz,4152275,R-140722-s-13I_S116_L001_R1_001.fastq.gz
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-140722-s-13I_S116_L001_R2_001.fastq.gz,4152275,R-140722-s-13I_S116_L001_R2_001.fastq.gz
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-140722-s-13I_S116_L002_R1_001.fastq.gz,4356891,R-140722-s-13I_S116_L002_R1_001.fastq.gz
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-140722-s-13I_S116_L002_R2_001.fastq.gz,4356891,R-140722-s-13I_S116_L002_R2_001.fastq.gz
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-140722-s-13I_S116_L003_R1_001.fastq.gz,4527678,R-140722-s-13I_S116_L003_R1_001.fastq.gz
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-140722-s-13I_S116_L003_R2_001.fastq.gz,4527678,R-140722-s-13I_S116_L003_R2_001.fastq.gz
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-140722-s-13I_S116_L004_R1_001.fastq.gz,4628348,R-140722-s-13I_S116_L004_R1_001.fastq.gz
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-140722-s-13I_S116_L004_R2_001.fastq.gz,4628348,R-140722-s-13I_S116_L004_R2_001.fastq.gz
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-140722-s-14I_S125_L001_R1_001.fastq.gz,3287078,R-140722-s-14I_S125_L001_R1_001.fastq.gz
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-140722-s-14I_S125_L001_R2_001.fastq.gz,3287078,R-140722-s-14I_S125_L001_R2_001.fastq.gz
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-140722-s-14I_S125_L002_R1_001.fastq.gz,3476134,R-140722-s-14I_S125_L002_R1_001.fastq.gz
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-140722-s-14I_S125_L002_R2_001.fastq.gz,3476134,R-140722-s-14I_S125_L002_R2_001.fastq.gz
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-140722-s-14I_S125_L003_R1_001.fastq.gz,3644900,R-140722-s-14I_S125_L003_R1_001.fastq.gz
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-140722-s-14I_S125_L003_R2_001.fastq.gz,3644900,R-140722-s-14I_S125_L003_R2_001.fastq.gz
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-140722-s-14I_S125_L004_R1_001.fastq.gz,3745623,R-140722-s-14I_S125_L004_R1_001.fastq.gz
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-140722-s-14I_S125_L004_R2_001.fastq.gz,3745623,R-140722-s-14I_S125_L004_R2_001.fastq.gz
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-140722-s-15I_S133_L001_R1_001.fastq.gz,43960857,R-140722-s-15I_S133_L001_R1_001.fastq.gz
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-140722-s-15I_S133_L001_R2_001.fastq.gz,43960857,R-140722-s-15I_S133_L001_R2_001.fastq.gz
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-140722-s-15I_S133_L002_R1_001.fastq.gz,47151796,R-140722-s-15I_S133_L002_R1_001.fastq.gz
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-140722-s-15I_S133_L002_R2_001.fastq.gz,47151796,R-140722-s-15I_S133_L002_R2_001.fastq.gz
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-140722-s-15I_S133_L003_R1_001.fastq.gz,51032877,R-140722-s-15I_S133_L003_R1_001.fastq.gz
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-140722-s-15I_S133_L003_R2_001.fastq.gz,51032877,R-140722-s-15I_S133_L003_R2_001.fastq.gz
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-140722-s-15I_S133_L004_R1_001.fastq.gz,53227689,R-140722-s-15I_S133_L004_R1_001.fastq.gz
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-140722-s-15I_S133_L004_R2_001.fastq.gz,53227689,R-140722-s-15I_S133_L004_R2_001.fastq.gz
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-140722-s-16I_S141_L001_R1_001.fastq.gz,6130379,R-140722-s-16I_S141_L001_R1_001.fastq.gz
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-140722-s-16I_S141_L001_R2_001.fastq.gz,6130379,R-140722-s-16I_S141_L001_R2_001.fastq.gz
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-140722-s-16I_S141_L002_R1_001.fastq.gz,6564623,R-140722-s-16I_S141_L002_R1_001.fastq.gz
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-140722-s-16I_S141_L002_R2_001.fastq.gz,6564623,R-140722-s-16I_S141_L002_R2_001.fastq.gz
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-140722-s-16I_S141_L003_R1_001.fastq.gz,6804598,R-140722-s-16I_S141_L003_R1_001.fastq.gz
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-140722-s-16I_S141_L003_R2_001.fastq.gz,6804598,R-140722-s-16I_S141_L003_R2_001.fastq.gz
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-140722-s-16I_S141_L004_R1_001.fastq.gz,7020403,R-140722-s-16I_S141_L004_R1_001.fastq.gz
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-140722-s-16I_S141_L004_R2_001.fastq.gz,7020403,R-140722-s-16I_S141_L004_R2_001.fastq.gz
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-140722-s-17I_S150_L001_R1_001.fastq.gz,4726854,R-140722-s-17I_S150_L001_R1_001.fastq.gz
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-140722-s-17I_S150_L001_R2_001.fastq.gz,4726854,R-140722-s-17I_S150_L001_R2_001.fastq.gz
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-140722-s-17I_S150_L002_R1_001.fastq.gz,5050048,R-140722-s-17I_S150_L002_R1_001.fastq.gz
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-140722-s-17I_S150_L002_R2_001.fastq.gz,5050048,R-140722-s-17I_S150_L002_R2_001.fastq.gz
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-140722-s-17I_S150_L003_R1_001.fastq.gz,5200454,R-140722-s-17I_S150_L003_R1_001.fastq.gz
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-140722-s-17I_S150_L003_R2_001.fastq.gz,5200454,R-140722-s-17I_S150_L003_R2_001.fastq.gz
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-140722-s-17I_S150_L004_R1_001.fastq.gz,5345274,R-140722-s-17I_S150_L004_R1_001.fastq.gz
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-140722-s-17I_S150_L004_R2_001.fastq.gz,5345274,R-140722-s-17I_S150_L004_R2_001.fastq.gz
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-140722-s-18I_S159_L001_R1_001.fastq.gz,5595384,R-140722-s-18I_S159_L001_R1_001.fastq.gz
/home/jovyan/work/CCRP/MATRIX/RawData/Microbiomics/Metagenomics/sequencing_runs/seq230315_PF2CP/R-140722-s-18I_S159_L001_R2_001.fastq.gz,5595384,R-140722-s-18I_S159_L001_R2_001.fastq.gz
